task_index,task_id,status,exact_match,duration_seconds,error
288,b8cdaf2b,error,False,76.136,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
289,b91ae062,ok,True,294.084,
290,b94a9452,error,False,127.844,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
291,b9b7f026,error,False,111.381,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
292,ba26e723,error,False,215.351,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
293,ba97ae07,error,False,128.581,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
294,bb43febb,error,False,127.054,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
295,bbc9ae5d,ok,True,314.388,
296,bc1d5164,error,False,205.289,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
297,bd4472b8,ok,True,418.097,
298,bda2d7a6,error,False,261.994,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
299,bdad9b1f,ok,True,441.077,
300,be94b721,ok,True,523.096,
301,beb8660c,error,False,701.428,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
302,c0f76784,ok,True,572.552,
303,c1d99e64,error,False,571.807,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
304,c3e719e8,ok,False,690.303,
305,c3f564a4,ok,True,691.008,
306,c444b776,error,False,723.52,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
307,c59eb873,ok,True,544.765,
308,c8cbb738,error,False,611.881,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
309,c8f0f002,error,False,570.523,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
310,c909285e,error,False,667.567,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
311,c9e6f938,error,False,594.876,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
312,c9f8e694,ok,True,689.873,
313,caa06a1f,error,False,950.537,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
314,cbded52d,ok,False,722.391,
315,cce03e0d,error,False,788.32,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
316,cdecee7f,error,False,787.259,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
317,ce22a75a,error,False,678.19,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
318,ce4f8723,error,False,733.029,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
319,ce602527,error,False,700.562,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
320,ce9e57f2,error,False,590.001,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
321,cf98881b,ok,True,722.517,
322,d037b0a7,error,False,678.292,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
323,d06dbe63,error,False,995.943,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
324,d07ae81c,ok,False,765.043,
325,d0f5fe59,error,False,823.376,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
326,d10ecb37,error,False,826.555,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
327,d13f3404,error,False,629.072,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
328,d22278a0,ok,False,959.627,
329,d23f8c26,error,False,566.554,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
330,d2abd087,ok,True,671.218,
331,d364b489,ok,True,727.193,
332,d406998b,ok,False,783.146,
333,d43fd935,ok,False,915.678,
334,d4469b4b,ok,True,1074.532,
335,d4a91cb9,ok,True,1000.534,
336,d4f3cd78,error,False,1017.149,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
337,d511f180,error,False,703.285,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
338,d5d6de2d,ok,False,1049.349,
339,d631b094,error,False,791.731,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
340,d687bc17,ok,True,894.441,
341,d6ad076f,ok,True,936.68,
342,d89b689b,ok,True,997.872,
343,d8c310e9,error,False,1016.171,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
344,d90796e8,error,False,930.026,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
345,d9f24cd1,error,False,994.296,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
346,d9fac9be,error,False,534.114,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
347,dae9d2b5,error,False,643.927,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
348,db3e9e38,error,False,551.229,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
349,db93a21d,error,False,515.07,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
350,dbc1a6ce,error,False,533.546,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
351,dc0a314f,ok,False,735.203,
352,dc1df850,error,False,604.27,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
353,dc433765,error,False,488.694,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
354,ddf7fa4f,ok,True,609.221,
355,de1cd16c,error,False,469.252,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The service is currently unavailable.', 'status': 'UNAVAILABLE'}}"
356,ded97339,ok,True,554.8,
357,e179c5f4,ok,True,640.141,
358,e21d9049,error,False,550.069,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
359,e26a3af2,error,False,544.814,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
360,e3497940,ok,True,925.846,
361,e40b9e2f,ok,False,1156.967,
362,e48d4e1a,error,False,830.978,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
363,e5062a87,error,False,699.434,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
364,e509e548,ok,False,778.234,
365,e50d258f,error,False,666.372,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
366,e6721834,error,False,764.717,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
367,e73095fd,ok,False,944.332,
368,e76a88a6,error,False,981.677,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
369,e8593010,error,False,1139.684,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
370,e8dc4411,error,False,847.654,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
371,e9614598,error,False,745.855,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
372,e98196ab,error,False,1011.832,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
373,e9afcf9a,error,False,799.593,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
374,ea32f347,ok,True,985.055,
375,ea786f4a,error,False,664.699,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
376,eb281b96,ok,True,822.802,
377,eb5a1d5d,ok,True,844.915,
378,ec883f72,ok,False,936.085,
379,ecdecbb3,error,False,1268.891,"Gemini request failed after 1 attempts: 504 DEADLINE_EXCEEDED. {'error': {'code': 504, 'message': 'Deadline expired before operation could complete.', 'status': 'DEADLINE_EXCEEDED'}}"
380,ed36ccf7,ok,True,747.411,
381,ef135b50,ok,True,617.401,
382,f15e1fac,error,False,835.766,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
383,f1cefba8,ok,False,888.853,
384,f25fbde4,error,False,760.103,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
385,f25ffba3,ok,True,917.254,
386,f2829549,error,False,747.343,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
387,f35d900a,error,False,733.454,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
388,f5b8619d,error,False,737.471,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
389,f76d97a5,error,False,696.411,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
390,f8a8fe49,error,False,648.68,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
391,f8b3ba0a,error,False,671.312,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
392,f8c80d96,error,False,583.85,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
393,f8ff0b80,error,False,756.759,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
394,f9012d9b,ok,False,646.79,
395,fafffa47,error,False,494.59,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
396,fcb5c309,error,False,739.88,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
397,fcc82909,error,False,581.899,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
398,feca6190,error,False,434.279,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
399,ff28f65a,error,False,644.288,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
400,ff805c23,error,False,630.316,"Gemini request failed after 1 attempts: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
