complexity_metric,llm_outcome,n,pearson_r,spearman_rho,abs_pearson_r,abs_spearman_rho
opcode_count_dynamic,log1p_two_pl_info_theta0,55,-0.06932003119733286,0.06478759218970372,0.06932003119733286,0.06478759218970372
elapsed_ms_per_input_cell,log1p_two_pl_info_theta0,55,-0.06463522587844692,-0.12408369626698817,0.06463522587844692,0.12408369626698817
opcode_per_input_cell,log1p_two_pl_info_theta0,55,-0.05992470802709392,-0.09078930142971857,0.05992470802709392,0.09078930142971857
ast_node_count,log1p_two_pl_info_theta0,55,0.056145586417995295,0.3442997555906476,0.056145586417995295,0.3442997555906476
elapsed_ms_per_test,log1p_two_pl_info_theta0,55,-0.0535401213216622,0.18713670374142397,0.0535401213216622,0.18713670374142397
token_count,log1p_two_pl_info_theta0,55,0.05191814209992957,0.3048645412939215,0.05191814209992957,0.3048645412939215
log1p_elapsed_ms_per_test,log1p_two_pl_info_theta0,55,-0.050479827703167716,0.18713670374142397,0.050479827703167716,0.18713670374142397
nonblank_lines,log1p_two_pl_info_theta0,55,0.04295134306750149,0.3179832787143684,0.04295134306750149,0.3179832787143684
halstead_effort,log1p_two_pl_info_theta0,55,0.04032069789501338,0.3247265997767048,0.04032069789501338,0.3247265997767048
halstead_volume,log1p_two_pl_info_theta0,55,0.037526185974655096,0.31158152834446273,0.037526185974655096,0.31158152834446273
python_call_count_dynamic,log1p_two_pl_info_theta0,55,-0.034004884287613016,0.08618962126868597,0.034004884287613016,0.08618962126868597
gzip_bytes,log1p_two_pl_info_theta0,55,0.02477432765717595,0.31321225588701246,0.02477432765717595,0.31321225588701246
complexity_pc1_score,log1p_two_pl_info_theta0,55,0.019559042821487987,0.27326088263020304,0.019559042821487987,0.27326088263020304
call_count_static,log1p_two_pl_info_theta0,55,-0.00023947853232139066,0.25578582541050504,0.00023947853232139066,0.25578582541050504
log1p_ast_node_count,log1p_two_pl_max_info,55,-0.3214008642270531,-0.36387906775380624,0.3214008642270531,0.36387906775380624
complexity_pc1_score,log1p_two_pl_max_info,55,-0.2963451740821338,-0.3657845843624132,0.2963451740821338,0.3657845843624132
gzip_bytes,log1p_two_pl_max_info,55,-0.28045409336625005,-0.36323622266214917,0.28045409336625005,0.36323622266214917
nonblank_lines,log1p_two_pl_max_info,55,-0.27230953736326513,-0.37215847973689464,0.27230953736326513,0.37215847973689464
log1p_cyclomatic_complexity,log1p_two_pl_max_info,55,-0.27104506084276514,-0.2923061099430777,0.27104506084276514,0.2923061099430777
function_count,log1p_two_pl_max_info,55,-0.2557416012881584,-0.28283492223540063,0.2557416012881584,0.28283492223540063
log1p_elapsed_ms_per_test,log1p_two_pl_max_info,55,-0.24217392415915442,-0.33350169564903676,0.24217392415915442,0.33350169564903676
ast_node_count,log1p_two_pl_max_info,55,-0.23606306080242936,-0.36387906775380624,0.23606306080242936,0.36387906775380624
token_count,log1p_two_pl_max_info,55,-0.23568091671639863,-0.3460567140486327,0.23568091671639863,0.3460567140486327
input_cells_total,log1p_two_pl_max_info,55,-0.23135537847297505,-0.36592805712394544,0.23135537847297505,0.36592805712394544
halstead_volume,log1p_two_pl_max_info,55,-0.23015459868631494,-0.35096327296341734,0.23015459868631494,0.35096327296341734
log1p_elapsed_ms_total,log1p_two_pl_max_info,55,-0.20741447415077768,-0.2685980229453785,0.20741447415077768,0.2685980229453785
call_count_static,log1p_two_pl_max_info,55,-0.19901773392114844,-0.3226243623853588,0.19901773392114844,0.3226243623853588
branch_node_count,log1p_two_pl_max_info,55,-0.19782364918218653,-0.2887053100030189,0.19782364918218653,0.2887053100030189
peak_memory_bytes,log1p_two_pl_max_info,55,-0.19064693911090136,-0.41712966303485105,0.19064693911090136,0.41712966303485105
log1p_peak_memory_bytes,log1p_two_pl_max_info,55,-0.18907137688274747,-0.41712966303485105,0.18907137688274747,0.41712966303485105
cyclomatic_complexity,log1p_two_pl_max_info,55,-0.18819777215479816,-0.2923061099430777,0.18819777215479816,0.2923061099430777
max_nesting_depth,log1p_two_pl_max_info,55,-0.16846297869936563,-0.2250408928687242,0.16846297869936563,0.2250408928687242
halstead_effort,log1p_two_pl_max_info,55,-0.15786615654589142,-0.32707987589292165,0.15786615654589142,0.32707987589292165
elapsed_ms_per_input_cell,log1p_two_pl_max_info,55,-0.12902725113925217,-0.02622844361065012,0.12902725113925217,0.02622844361065012
elapsed_ms_per_test,log1p_two_pl_max_info,55,-0.12896270605263982,-0.33350169564903676,0.12896270605263982,0.33350169564903676
elapsed_ms_total,log1p_two_pl_max_info,55,-0.1267236637933137,-0.2685980229453785,0.1267236637933137,0.2685980229453785
opcode_count_dynamic,log1p_two_pl_max_info,55,-0.12247539295753311,-0.23158654283555177,0.12247539295753311,0.23158654283555177
opcode_per_input_cell,log1p_two_pl_max_info,55,-0.12197581765307164,-0.04177865969832824,0.12197581765307164,0.04177865969832824
log1p_python_call_count_dynamic,log1p_two_pl_max_info,55,-0.1188525902559588,-0.14945189016822044,0.1188525902559588,0.14945189016822044
output_cells_total,log1p_two_pl_max_info,55,-0.11263897059138242,-0.2006532803312968,0.11263897059138242,0.2006532803312968
branch_opcode_count_dynamic,log1p_two_pl_max_info,55,-0.10369836503659093,-0.2452323007250707,0.10369836503659093,0.2452323007250707
python_call_count_dynamic,log1p_two_pl_max_info,55,-0.10260174425387458,-0.14945189016822044,0.10260174425387458,0.14945189016822044
log1p_branch_opcode_count_dynamic,log1p_two_pl_max_info,55,-0.06415871822076884,-0.2452323007250707,0.06415871822076884,0.2452323007250707
log1p_opcode_count_dynamic,log1p_two_pl_max_info,55,-0.06393212962543887,-0.23158654283555177,0.06393212962543887,0.23158654283555177
log1p_cyclomatic_complexity,logit_difficulty_all,56,0.7070743322226792,0.6608933770772157,0.7070743322226792,0.6608933770772157
complexity_pc1_score,logit_difficulty_all,56,0.6405723103729972,0.6108462123924144,0.6405723103729972,0.6108462123924144
log1p_ast_node_count,logit_difficulty_all,56,0.6257100727537953,0.629908510536568,0.6257100727537953,0.629908510536568
cyclomatic_complexity,logit_difficulty_all,56,0.6199804895329302,0.6608933770772157,0.6199804895329302,0.6608933770772157
max_nesting_depth,logit_difficulty_all,56,0.6117610401070142,0.5961652964563094,0.6117610401070142,0.5961652964563094
ast_node_count,logit_difficulty_all,56,0.6117240359825573,0.629908510536568,0.6117240359825573,0.629908510536568
token_count,logit_difficulty_all,56,0.6071873465541388,0.610001540883425,0.6071873465541388,0.610001540883425
branch_node_count,logit_difficulty_all,56,0.6057723506252519,0.6146891973519685,0.6057723506252519,0.6146891973519685
halstead_volume,logit_difficulty_all,56,0.5967441046401455,0.604049972636609,0.5967441046401455,0.604049972636609
nonblank_lines,logit_difficulty_all,56,0.5865430426621533,0.5915024237038976,0.5865430426621533,0.5915024237038976
halstead_effort,logit_difficulty_all,56,0.5751775234058565,0.6325422505078602,0.5751775234058565,0.6325422505078602
gzip_bytes,logit_difficulty_all,56,0.5603863368267822,0.5655796709912037,0.5603863368267822,0.5655796709912037
call_count_static,logit_difficulty_all,56,0.5085271407024848,0.5135963072702173,0.5085271407024848,0.5135963072702173
log1p_elapsed_ms_per_test,logit_difficulty_all,56,0.4497367229785734,0.4454098948852731,0.4497367229785734,0.4454098948852731
log1p_elapsed_ms_total,logit_difficulty_all,56,0.4043245724799537,0.372793921391076,0.4043245724799537,0.372793921391076
log1p_python_call_count_dynamic,logit_difficulty_all,56,0.3886096125577324,0.36828378425623715,0.3886096125577324,0.36828378425623715
input_cells_total,logit_difficulty_all,56,0.37294073799292915,0.4234783325125618,0.37294073799292915,0.4234783325125618
output_cells_total,logit_difficulty_all,56,0.37009682751633494,0.44724282480205557,0.37009682751633494,0.44724282480205557
log1p_peak_memory_bytes,logit_difficulty_all,56,0.366375627619061,0.5306130931773338,0.366375627619061,0.5306130931773338
peak_memory_bytes,logit_difficulty_all,56,0.33860978587379353,0.5306130931773338,0.33860978587379353,0.5306130931773338
log1p_branch_opcode_count_dynamic,logit_difficulty_all,56,0.3009507107802493,0.31527264591980525,0.3009507107802493,0.31527264591980525
function_count,logit_difficulty_all,56,0.24445774451545296,0.22719300324743336,0.24445774451545296,0.22719300324743336
log1p_opcode_count_dynamic,logit_difficulty_all,56,0.228910832912042,0.317285577751098,0.228910832912042,0.317285577751098
python_call_count_dynamic,logit_difficulty_all,56,0.12934980019008527,0.36828378425623715,0.12934980019008527,0.36828378425623715
branch_opcode_count_dynamic,logit_difficulty_all,56,0.12082887243581492,0.31527264591980525,0.12082887243581492,0.31527264591980525
opcode_count_dynamic,logit_difficulty_all,56,0.11043688846987382,0.317285577751098,0.11043688846987382,0.317285577751098
elapsed_ms_per_test,logit_difficulty_all,56,0.10590379771646549,0.4454098948852731,0.10590379771646549,0.4454098948852731
elapsed_ms_total,logit_difficulty_all,56,0.10032446831375479,0.372793921391076,0.10032446831375479,0.372793921391076
opcode_per_input_cell,logit_difficulty_all,56,0.09475291237086846,0.1572061788857316,0.09475291237086846,0.1572061788857316
elapsed_ms_per_input_cell,logit_difficulty_all,56,0.08636354051212682,0.1355178930683038,0.08636354051212682,0.1355178930683038
log1p_branch_opcode_count_dynamic,pc1_difficulty_z,55,0.4241362488456398,0.48126297745295293,0.4241362488456398,0.48126297745295293
log1p_opcode_count_dynamic,pc1_difficulty_z,55,0.40412667540434294,0.47962478586319135,0.40412667540434294,0.47962478586319135
complexity_pc1_score,pc1_difficulty_z,55,0.3861681715068769,0.40579396438587867,0.3861681715068769,0.40579396438587867
log1p_elapsed_ms_total,pc1_difficulty_z,55,0.3839922153152388,0.4709935781802439,0.3839922153152388,0.4709935781802439
log1p_cyclomatic_complexity,pc1_difficulty_z,55,0.37723498691055973,0.3944110604024433,0.37723498691055973,0.3944110604024433
cyclomatic_complexity,pc1_difficulty_z,55,0.34523660106672655,0.3944110604024433,0.34523660106672655,0.3944110604024433
log1p_elapsed_ms_per_test,pc1_difficulty_z,55,0.3292472028874917,0.4233350169564904,0.3292472028874917,0.4233350169564904
log1p_ast_node_count,pc1_difficulty_z,55,0.30990407538117104,0.29706328017894507,0.30990407538117104,0.29706328017894507
branch_node_count,pc1_difficulty_z,55,0.30627794222333743,0.32718008384437725,0.30627794222333743,0.32718008384437725
max_nesting_depth,pc1_difficulty_z,55,0.2998479878599628,0.3578227911770588,0.2998479878599628,0.3578227911770588
ast_node_count,pc1_difficulty_z,55,0.29801983786634695,0.29706328017894507,0.29801983786634695,0.29706328017894507
token_count,pc1_difficulty_z,55,0.2930088031841271,0.28991990764124403,0.2930088031841271,0.28991990764124403
halstead_volume,pc1_difficulty_z,55,0.2864219429002253,0.2894148206941338,0.2864219429002253,0.2894148206941338
nonblank_lines,pc1_difficulty_z,55,0.28070597405910624,0.2916215661463625,0.28070597405910624,0.2916215661463625
gzip_bytes,pc1_difficulty_z,55,0.2752353729511084,0.30049607653486693,0.2752353729511084,0.30049607653486693
halstead_effort,pc1_difficulty_z,55,0.27068676612925413,0.3078865719027347,0.27068676612925413,0.3078865719027347
call_count_static,pc1_difficulty_z,55,0.23541792600348246,0.21097377185580193,0.23541792600348246,0.21097377185580193
log1p_python_call_count_dynamic,pc1_difficulty_z,55,0.22615414686638433,0.2632852047035847,0.22615414686638433,0.2632852047035847
output_cells_total,pc1_difficulty_z,55,0.2196667592603595,0.25630709061475027,0.2196667592603595,0.25630709061475027
input_cells_total,pc1_difficulty_z,55,0.1982234063876747,0.228066705162461,0.1982234063876747,0.228066705162461
log1p_peak_memory_bytes,pc1_difficulty_z,55,0.16718794372953863,0.20968323832888378,0.16718794372953863,0.20968323832888378
peak_memory_bytes,pc1_difficulty_z,55,0.12331449081593392,0.20968323832888378,0.12331449081593392,0.20968323832888378
function_count,pc1_difficulty_z,55,0.11109424065414865,0.1087290282549372,0.11109424065414865,0.1087290282549372
branch_opcode_count_dynamic,pc1_difficulty_z,55,0.07481530940105012,0.48126297745295293,0.07481530940105012,0.48126297745295293
elapsed_ms_total,pc1_difficulty_z,55,0.02612747060586897,0.4709935781802439,0.02612747060586897,0.4709935781802439
opcode_count_dynamic,pc1_difficulty_z,55,0.023797847844896868,0.47962478586319135,0.023797847844896868,0.47962478586319135
elapsed_ms_per_input_cell,pc1_difficulty_z,55,0.022060085763940227,0.4137022873223177,0.022060085763940227,0.4137022873223177
opcode_per_input_cell,pc1_difficulty_z,55,0.01757023438579205,0.4142148462836843,0.01757023438579205,0.4142148462836843
python_call_count_dynamic,pc1_difficulty_z,55,0.003627549972570732,0.2632852047035847,0.003627549972570732,0.2632852047035847
elapsed_ms_per_test,pc1_difficulty_z,55,-0.0008746690848460933,0.4233350169564904,0.0008746690848460933,0.4233350169564904
function_count,pc1_discrimination,55,-0.41444235065923113,-0.2544119812392967,0.41444235065923113,0.2544119812392967
input_cells_total,pc1_discrimination,55,-0.34863293261071415,-0.30612798900871513,0.34863293261071415,0.30612798900871513
output_cells_total,pc1_discrimination,55,-0.33548734396473856,-0.21592018159582393,0.33548734396473856,0.21592018159582393
log1p_elapsed_ms_per_test,pc1_discrimination,55,-0.28552571818906736,-0.24734829352767157,0.28552571818906736,0.24734829352767157
log1p_elapsed_ms_total,pc1_discrimination,55,-0.2655297744643054,-0.2094306948553287,0.2655297744643054,0.2094306948553287
complexity_pc1_score,pc1_discrimination,55,-0.24562426754066358,-0.26072839443605483,0.24562426754066358,0.26072839443605483
log1p_opcode_count_dynamic,pc1_discrimination,55,-0.23203776341063995,-0.206945070837315,0.23203776341063995,0.206945070837315
log1p_branch_opcode_count_dynamic,pc1_discrimination,55,-0.21480356739800718,-0.2092918399360521,0.21480356739800718,0.2092918399360521
elapsed_ms_total,pc1_discrimination,55,-0.2138170716770754,-0.2094306948553287,0.2138170716770754,0.2094306948553287
opcode_count_dynamic,pc1_discrimination,55,-0.2037631505245115,-0.206945070837315,0.2037631505245115,0.206945070837315
log1p_ast_node_count,pc1_discrimination,55,-0.19648106528828083,-0.2122086730644347,0.19648106528828083,0.2122086730644347
call_count_static,pc1_discrimination,55,-0.18910769774581884,-0.19072288880145938,0.18910769774581884,0.19072288880145938
gzip_bytes,pc1_discrimination,55,-0.18129544389200675,-0.1984666727120066,0.18129544389200675,0.1984666727120066
max_nesting_depth,pc1_discrimination,55,-0.1783583746520004,-0.18873681197672976,0.1783583746520004,0.18873681197672976
halstead_volume,pc1_discrimination,55,-0.17745408350195402,-0.19914856771772857,0.17745408350195402,0.19914856771772857
branch_opcode_count_dynamic,pc1_discrimination,55,-0.17653198697981565,-0.2092918399360521,0.17653198697981565,0.2092918399360521
ast_node_count,pc1_discrimination,55,-0.174588805400081,-0.2122086730644347,0.174588805400081,0.2122086730644347
token_count,pc1_discrimination,55,-0.1734930539382987,-0.18854174182841477,0.1734930539382987,0.18854174182841477
elapsed_ms_per_test,pc1_discrimination,55,-0.17226055937764656,-0.24734829352767157,0.17226055937764656,0.24734829352767157
nonblank_lines,pc1_discrimination,55,-0.16281456708543654,-0.17821317931166597,0.16281456708543654,0.17821317931166597
log1p_python_call_count_dynamic,pc1_discrimination,55,-0.14623187260088757,-0.12048211532016402,0.14623187260088757,0.12048211532016402
branch_node_count,pc1_discrimination,55,-0.1320494293853127,-0.13130193946142432,0.1320494293853127,0.13130193946142432
log1p_cyclomatic_complexity,pc1_discrimination,55,-0.1314862402815143,-0.14633357999003138,0.1314862402815143,0.14633357999003138
log1p_peak_memory_bytes,pc1_discrimination,55,-0.1263131524398788,-0.3160401183346562,0.1263131524398788,0.3160401183346562
elapsed_ms_per_input_cell,pc1_discrimination,55,-0.12399326492022167,-0.08914784616494699,0.12399326492022167,0.08914784616494699
opcode_per_input_cell,pc1_discrimination,55,-0.12162166727003648,-0.1049517453043496,0.12162166727003648,0.1049517453043496
halstead_effort,pc1_discrimination,55,-0.11740278228573647,-0.19720037520744643,0.11740278228573647,0.19720037520744643
cyclomatic_complexity,pc1_discrimination,55,-0.11460883395822878,-0.14633357999003138,0.11460883395822878,0.14633357999003138
peak_memory_bytes,pc1_discrimination,55,-0.10998209631469615,-0.3160401183346562,0.10998209631469615,0.3160401183346562
python_call_count_dynamic,pc1_discrimination,55,-0.09583226217527245,-0.12048211532016402,0.09583226217527245,0.12048211532016402
log1p_ast_node_count,rasch_abs_z_infit,55,-0.3849697723858936,-0.3573850927195325,0.3849697723858936,0.3573850927195325
branch_node_count,rasch_abs_z_infit,55,-0.3688320746096985,-0.36897850012085764,0.3688320746096985,0.36897850012085764
nonblank_lines,rasch_abs_z_infit,55,-0.36268532194904896,-0.35296240535062084,0.36268532194904896,0.35296240535062084
log1p_cyclomatic_complexity,rasch_abs_z_infit,55,-0.35578365420931995,-0.31368027213259125,0.35578365420931995,0.31368027213259125
gzip_bytes,rasch_abs_z_infit,55,-0.34810192495188597,-0.3448002165258402,0.34810192495188597,0.3448002165258402
complexity_pc1_score,rasch_abs_z_infit,55,-0.34352013180159674,-0.3223478904505535,0.34352013180159674,0.3223478904505535
token_count,rasch_abs_z_infit,55,-0.33898708810356426,-0.36438415470091645,0.33898708810356426,0.36438415470091645
ast_node_count,rasch_abs_z_infit,55,-0.3212996591121734,-0.3573850927195325,0.3212996591121734,0.3573850927195325
halstead_volume,rasch_abs_z_infit,55,-0.3193713616598564,-0.36380691247564767,0.3193713616598564,0.36380691247564767
cyclomatic_complexity,rasch_abs_z_infit,55,-0.3083781564615879,-0.31368027213259125,0.3083781564615879,0.31368027213259125
call_count_static,rasch_abs_z_infit,55,-0.3015128525845628,-0.36666371590817143,0.3015128525845628,0.36666371590817143
halstead_effort,rasch_abs_z_infit,55,-0.27706800528993075,-0.344397142650985,0.27706800528993075,0.344397142650985
function_count,rasch_abs_z_infit,55,-0.23687941090347014,-0.3286889598019867,0.23687941090347014,0.3286889598019867
max_nesting_depth,rasch_abs_z_infit,55,-0.2366474717384145,-0.23821546248906064,0.2366474717384145,0.23821546248906064
log1p_elapsed_ms_per_test,rasch_abs_z_infit,55,-0.19290288136475822,-0.18147052456887222,0.19290288136475822,0.18147052456887222
log1p_elapsed_ms_total,rasch_abs_z_infit,55,-0.17925794220679558,-0.1344613608485461,0.17925794220679558,0.1344613608485461
log1p_python_call_count_dynamic,rasch_abs_z_infit,55,-0.15796116942060295,-0.12526779061032217,0.15796116942060295,0.12526779061032217
peak_memory_bytes,rasch_abs_z_infit,55,-0.13582084532782157,-0.16011256223392742,0.13582084532782157,0.16011256223392742
elapsed_ms_total,rasch_abs_z_infit,55,-0.11995577973239553,-0.1344613608485461,0.11995577973239553,0.1344613608485461
branch_opcode_count_dynamic,rasch_abs_z_infit,55,-0.11517835943743043,-0.07830401597607467,0.11517835943743043,0.07830401597607467
output_cells_total,rasch_abs_z_infit,55,0.11439000873394747,0.09403761523575752,0.11439000873394747,0.09403761523575752
log1p_peak_memory_bytes,rasch_abs_z_infit,55,-0.08864395192440033,-0.16011256223392742,0.08864395192440033,0.16011256223392742
opcode_count_dynamic,rasch_abs_z_infit,55,-0.08630350566921395,-0.08287183188865282,0.08630350566921395,0.08287183188865282
elapsed_ms_per_input_cell,rasch_abs_z_infit,55,-0.059503928753771085,-0.11252615628833251,0.059503928753771085,0.11252615628833251
input_cells_total,rasch_abs_z_infit,55,-0.05617999514542714,-0.09486088053161307,0.05617999514542714,0.09486088053161307
elapsed_ms_per_test,rasch_abs_z_infit,55,-0.05426252316827926,-0.18147052456887222,0.05426252316827926,0.18147052456887222
log1p_opcode_count_dynamic,rasch_abs_z_infit,55,-0.03257977172900096,-0.08287183188865282,0.03257977172900096,0.08287183188865282
opcode_per_input_cell,rasch_abs_z_infit,55,-0.03219859888093628,-0.11270857763175941,0.03219859888093628,0.11270857763175941
python_call_count_dynamic,rasch_abs_z_infit,55,0.015174670261465502,-0.12526779061032217,0.015174670261465502,0.12526779061032217
log1p_branch_opcode_count_dynamic,rasch_abs_z_infit,55,-0.010652122055584893,-0.07830401597607467,0.010652122055584893,0.07830401597607467
log1p_ast_node_count,rasch_abs_z_misfit,55,-0.3675244901141227,-0.33436755898693993,0.3675244901141227,0.33436755898693993
nonblank_lines,rasch_abs_z_misfit,55,-0.34724954612328096,-0.31994660072009357,0.34724954612328096,0.31994660072009357
branch_node_count,rasch_abs_z_misfit,55,-0.3436687654812231,-0.3199909007510155,0.3436687654812231,0.3199909007510155
log1p_cyclomatic_complexity,rasch_abs_z_misfit,55,-0.3394109783350924,-0.2885872945621319,0.3394109783350924,0.2885872945621319
gzip_bytes,rasch_abs_z_misfit,55,-0.3356955056964694,-0.3174167944955888,0.3356955056964694,0.3174167944955888
token_count,rasch_abs_z_misfit,55,-0.32874420766552775,-0.33422324843062273,0.32874420766552775,0.33422324843062273
halstead_volume,rasch_abs_z_misfit,55,-0.3148194945876755,-0.3382639440075042,0.3148194945876755,0.3382639440075042
ast_node_count,rasch_abs_z_misfit,55,-0.31462920094635516,-0.33436755898693993,0.31462920094635516,0.33436755898693993
cyclomatic_complexity,rasch_abs_z_misfit,55,-0.3087449306801301,-0.2885872945621319,0.3087449306801301,0.2885872945621319
call_count_static,rasch_abs_z_misfit,55,-0.3054762855829612,-0.36211538923286457,0.3054762855829612,0.36211538923286457
complexity_pc1_score,rasch_abs_z_misfit,55,-0.29188763130430817,-0.25870808309131715,0.29188763130430817,0.25870808309131715
halstead_effort,rasch_abs_z_misfit,55,-0.2675116924311786,-0.30341294465690166,0.2675116924311786,0.30341294465690166
max_nesting_depth,rasch_abs_z_misfit,55,-0.1860538383977821,-0.18707148716517036,0.1860538383977821,0.18707148716517036
output_cells_total,rasch_abs_z_misfit,55,0.1840345967828413,0.16124085437180835,0.1840345967828413,0.16124085437180835
function_count,rasch_abs_z_misfit,55,-0.16628734414913407,-0.22262586396371153,0.16628734414913407,0.22262586396371153
peak_memory_bytes,rasch_abs_z_misfit,55,-0.12414665757941193,-0.12677682372465546,0.12414665757941193,0.12677682372465546
log1p_python_call_count_dynamic,rasch_abs_z_misfit,55,-0.11132214573146469,-0.04847779473312846,0.11132214573146469,0.04847779473312846
log1p_elapsed_ms_per_test,rasch_abs_z_misfit,55,-0.10329746369420328,-0.10844938307237176,0.10329746369420328,0.10844938307237176
log1p_elapsed_ms_total,rasch_abs_z_misfit,55,-0.09287920334834193,-0.06735695216105057,0.09287920334834193,0.06735695216105057
log1p_peak_memory_bytes,rasch_abs_z_misfit,55,-0.06488765954078034,-0.12677682372465546,0.06488765954078034,0.12677682372465546
log1p_branch_opcode_count_dynamic,rasch_abs_z_misfit,55,0.055809402865838936,-0.004835363198522583,0.055809402865838936,0.004835363198522583
log1p_opcode_count_dynamic,rasch_abs_z_misfit,55,0.03799630539418973,-0.010643095519004171,0.03799630539418973,0.010643095519004171
branch_opcode_count_dynamic,rasch_abs_z_misfit,55,-0.030715996074352426,-0.004835363198522583,0.030715996074352426,0.004835363198522583
opcode_per_input_cell,rasch_abs_z_misfit,55,0.01603704036154152,-0.02597636872434916,0.01603704036154152,0.02597636872434916
elapsed_ms_per_test,rasch_abs_z_misfit,55,0.012338329206149544,-0.10844938307237176,0.012338329206149544,0.10844938307237176
python_call_count_dynamic,rasch_abs_z_misfit,55,0.011676640622001645,-0.04847779473312846,0.011676640622001645,0.04847779473312846
opcode_count_dynamic,rasch_abs_z_misfit,55,0.00864471804207928,-0.010643095519004171,0.00864471804207928,0.010643095519004171
input_cells_total,rasch_abs_z_misfit,55,-0.0069807367531976,-0.058374538428717565,0.0069807367531976,0.058374538428717565
elapsed_ms_total,rasch_abs_z_misfit,55,-0.005007537710324196,-0.06735695216105057,0.005007537710324196,0.06735695216105057
elapsed_ms_per_input_cell,rasch_abs_z_misfit,55,0.0027025061820357224,-0.03026913918753157,0.0027025061820357224,0.03026913918753157
elapsed_ms_total,rasch_abs_z_outfit,55,0.452100454492596,0.14438010717214494,0.452100454492596,0.14438010717214494
opcode_count_dynamic,rasch_abs_z_outfit,55,0.448714915151856,0.1882531208382951,0.448714915151856,0.1882531208382951
elapsed_ms_per_test,rasch_abs_z_outfit,55,0.4101749690523145,0.07886429642136654,0.4101749690523145,0.07886429642136654
elapsed_ms_per_input_cell,rasch_abs_z_outfit,55,0.3918251884773343,0.22443494420737475,0.3918251884773343,0.22443494420737475
opcode_per_input_cell,rasch_abs_z_outfit,55,0.3880100697326981,0.22927339649815356,0.3880100697326981,0.22927339649815356
branch_opcode_count_dynamic,rasch_abs_z_outfit,55,0.37765806448946015,0.1927976085311903,0.37765806448946015,0.1927976085311903
output_cells_total,rasch_abs_z_outfit,55,0.35121173598171185,0.17903096371972227,0.35121173598171185,0.17903096371972227
log1p_opcode_count_dynamic,rasch_abs_z_outfit,55,0.33811784856051885,0.1882531208382951,0.33811784856051885,0.1882531208382951
log1p_branch_opcode_count_dynamic,rasch_abs_z_outfit,55,0.32932040701978454,0.1927976085311903,0.32932040701978454,0.1927976085311903
log1p_elapsed_ms_total,rasch_abs_z_outfit,55,0.3080277760627342,0.14438010717214494,0.3080277760627342,0.14438010717214494
python_call_count_dynamic,rasch_abs_z_outfit,55,0.2970995606781826,0.07658768903971093,0.2970995606781826,0.07658768903971093
log1p_elapsed_ms_per_test,rasch_abs_z_outfit,55,0.28547522721937285,0.07886429642136654,0.28547522721937285,0.07886429642136654
call_count_static,rasch_abs_z_outfit,55,-0.2136986018034275,-0.2690322796465051,0.2136986018034275,0.2690322796465051
input_cells_total,rasch_abs_z_outfit,55,0.2031916355502556,0.01614969690177839,0.2031916355502556,0.01614969690177839
gzip_bytes,rasch_abs_z_outfit,55,-0.17003960679771274,-0.21177574153330628,0.17003960679771274,0.21177574153330628
function_count,rasch_abs_z_outfit,55,0.16937325803128636,0.055901543671394924,0.16937325803128636,0.055901543671394924
log1p_ast_node_count,rasch_abs_z_outfit,55,-0.16748439110996594,-0.20719014380050688,0.16748439110996594,0.20719014380050688
nonblank_lines,rasch_abs_z_outfit,55,-0.1643957549582791,-0.18961193848964808,0.1643957549582791,0.18961193848964808
cyclomatic_complexity,rasch_abs_z_outfit,55,-0.16314164893034366,-0.1744923352675058,0.16314164893034366,0.1744923352675058
ast_node_count,rasch_abs_z_outfit,55,-0.15995948689723438,-0.20719014380050688,0.15995948689723438,0.20719014380050688
halstead_volume,rasch_abs_z_outfit,55,-0.15895958449785003,-0.19831520467898073,0.15895958449785003,0.19831520467898073
token_count,rasch_abs_z_outfit,55,-0.1526993117211943,-0.18810541699039576,0.1526993117211943,0.18810541699039576
log1p_cyclomatic_complexity,rasch_abs_z_outfit,55,-0.1437636845344414,-0.1744923352675058,0.1437636845344414,0.1744923352675058
log1p_python_call_count_dynamic,rasch_abs_z_outfit,55,0.13634511912325403,0.07658768903971093,0.13634511912325403,0.07658768903971093
halstead_effort,rasch_abs_z_outfit,55,-0.1182003391531135,-0.1500081173467713,0.1182003391531135,0.1500081173467713
branch_node_count,rasch_abs_z_outfit,55,-0.10233504375744097,-0.12774117018381756,0.10233504375744097,0.12774117018381756
max_nesting_depth,rasch_abs_z_outfit,55,0.06129096251603037,-0.057064100849701455,0.06129096251603037,0.057064100849701455
log1p_peak_memory_bytes,rasch_abs_z_outfit,55,0.028033153797425676,-0.09477424826117561,0.028033153797425676,0.09477424826117561
peak_memory_bytes,rasch_abs_z_outfit,55,-0.025014336107553027,-0.09477424826117561,0.025014336107553027,0.09477424826117561
complexity_pc1_score,rasch_abs_z_outfit,55,0.017879998164131994,-0.06132977380136368,0.017879998164131994,0.06132977380136368
ast_node_count,rasch_difficulty_all_models_pooled,55,0.6526268815366664,0.6225544320474469,0.6526268815366664,0.6225544320474469
token_count,rasch_difficulty_all_models_pooled,55,0.6445969290995618,0.6011480318268659,0.6445969290995618,0.6011480318268659
log1p_cyclomatic_complexity,rasch_difficulty_all_models_pooled,55,0.6440513299187297,0.6334850722901968,0.6440513299187297,0.6334850722901968
