step,solved_count_all,solved_fraction_all,solved_count_eventual,solved_fraction_eventual
784,135,0.3375,135,0.9
785,135,0.3375,135,0.9
786,135,0.3375,135,0.9
787,135,0.3375,135,0.9
788,135,0.3375,135,0.9
789,135,0.3375,135,0.9
790,135,0.3375,135,0.9
791,135,0.3375,135,0.9
792,135,0.3375,135,0.9
793,135,0.3375,135,0.9
794,135,0.3375,135,0.9
795,135,0.3375,135,0.9
796,135,0.3375,135,0.9
797,135,0.3375,135,0.9
798,135,0.3375,135,0.9
799,135,0.3375,135,0.9
800,135,0.3375,135,0.9
801,135,0.3375,135,0.9
802,135,0.3375,135,0.9
803,135,0.3375,135,0.9
804,135,0.3375,135,0.9
805,135,0.3375,135,0.9
806,135,0.3375,135,0.9
807,135,0.3375,135,0.9
808,135,0.3375,135,0.9
809,135,0.3375,135,0.9
810,135,0.3375,135,0.9
811,135,0.3375,135,0.9
812,135,0.3375,135,0.9
813,135,0.3375,135,0.9
814,135,0.3375,135,0.9
815,135,0.3375,135,0.9
816,135,0.3375,135,0.9
817,135,0.3375,135,0.9
818,135,0.3375,135,0.9
819,135,0.3375,135,0.9
820,135,0.3375,135,0.9
821,135,0.3375,135,0.9
822,135,0.3375,135,0.9
823,135,0.3375,135,0.9
824,135,0.3375,135,0.9
825,135,0.3375,135,0.9
826,135,0.3375,135,0.9
827,135,0.3375,135,0.9
828,135,0.3375,135,0.9
829,135,0.3375,135,0.9
830,135,0.3375,135,0.9
831,135,0.3375,135,0.9
832,135,0.3375,135,0.9
833,135,0.3375,135,0.9
834,135,0.3375,135,0.9
835,135,0.3375,135,0.9
836,135,0.3375,135,0.9
837,135,0.3375,135,0.9
838,135,0.3375,135,0.9
839,135,0.3375,135,0.9
840,135,0.3375,135,0.9
841,135,0.3375,135,0.9
842,135,0.3375,135,0.9
843,135,0.3375,135,0.9
844,135,0.3375,135,0.9
845,135,0.3375,135,0.9
846,135,0.3375,135,0.9
847,135,0.3375,135,0.9
848,135,0.3375,135,0.9
849,135,0.3375,135,0.9
850,135,0.3375,135,0.9
851,135,0.3375,135,0.9
852,135,0.3375,135,0.9
853,135,0.3375,135,0.9
854,135,0.3375,135,0.9
855,135,0.3375,135,0.9
856,135,0.3375,135,0.9
857,135,0.3375,135,0.9
858,135,0.3375,135,0.9
859,135,0.3375,135,0.9
860,135,0.3375,135,0.9
861,135,0.3375,135,0.9
862,135,0.3375,135,0.9
863,135,0.3375,135,0.9
864,135,0.3375,135,0.9
865,135,0.3375,135,0.9
866,135,0.3375,135,0.9
867,135,0.3375,135,0.9
868,135,0.3375,135,0.9
869,135,0.3375,135,0.9
870,135,0.3375,135,0.9
871,135,0.3375,135,0.9
872,135,0.3375,135,0.9
873,135,0.3375,135,0.9
874,135,0.3375,135,0.9
875,135,0.3375,135,0.9
876,135,0.3375,135,0.9
877,135,0.3375,135,0.9
878,136,0.34,136,0.9066666666666666
879,136,0.34,136,0.9066666666666666
880,136,0.34,136,0.9066666666666666
881,136,0.34,136,0.9066666666666666
882,136,0.34,136,0.9066666666666666
883,136,0.34,136,0.9066666666666666
884,136,0.34,136,0.9066666666666666
885,136,0.34,136,0.9066666666666666
886,136,0.34,136,0.9066666666666666
887,136,0.34,136,0.9066666666666666
888,136,0.34,136,0.9066666666666666
889,136,0.34,136,0.9066666666666666
890,136,0.34,136,0.9066666666666666
891,136,0.34,136,0.9066666666666666
892,136,0.34,136,0.9066666666666666
893,136,0.34,136,0.9066666666666666
894,136,0.34,136,0.9066666666666666
895,136,0.34,136,0.9066666666666666
896,136,0.34,136,0.9066666666666666
897,136,0.34,136,0.9066666666666666
898,136,0.34,136,0.9066666666666666
899,136,0.34,136,0.9066666666666666
900,136,0.34,136,0.9066666666666666
901,136,0.34,136,0.9066666666666666
902,136,0.34,136,0.9066666666666666
903,136,0.34,136,0.9066666666666666
904,136,0.34,136,0.9066666666666666
905,136,0.34,136,0.9066666666666666
906,136,0.34,136,0.9066666666666666
907,136,0.34,136,0.9066666666666666
908,136,0.34,136,0.9066666666666666
909,136,0.34,136,0.9066666666666666
910,136,0.34,136,0.9066666666666666
911,136,0.34,136,0.9066666666666666
912,136,0.34,136,0.9066666666666666
913,136,0.34,136,0.9066666666666666
914,136,0.34,136,0.9066666666666666
915,136,0.34,136,0.9066666666666666
916,136,0.34,136,0.9066666666666666
917,136,0.34,136,0.9066666666666666
918,137,0.3425,137,0.9133333333333333
919,137,0.3425,137,0.9133333333333333
920,137,0.3425,137,0.9133333333333333
921,137,0.3425,137,0.9133333333333333
922,137,0.3425,137,0.9133333333333333
923,137,0.3425,137,0.9133333333333333
924,137,0.3425,137,0.9133333333333333
925,137,0.3425,137,0.9133333333333333
926,137,0.3425,137,0.9133333333333333
927,137,0.3425,137,0.9133333333333333
928,137,0.3425,137,0.9133333333333333
929,137,0.3425,137,0.9133333333333333
930,137,0.3425,137,0.9133333333333333
931,137,0.3425,137,0.9133333333333333
932,137,0.3425,137,0.9133333333333333
933,137,0.3425,137,0.9133333333333333
934,137,0.3425,137,0.9133333333333333
935,137,0.3425,137,0.9133333333333333
936,137,0.3425,137,0.9133333333333333
937,137,0.3425,137,0.9133333333333333
938,137,0.3425,137,0.9133333333333333
939,137,0.3425,137,0.9133333333333333
940,137,0.3425,137,0.9133333333333333
941,137,0.3425,137,0.9133333333333333
942,137,0.3425,137,0.9133333333333333
943,137,0.3425,137,0.9133333333333333
944,137,0.3425,137,0.9133333333333333
945,137,0.3425,137,0.9133333333333333
946,137,0.3425,137,0.9133333333333333
947,137,0.3425,137,0.9133333333333333
948,137,0.3425,137,0.9133333333333333
949,137,0.3425,137,0.9133333333333333
950,137,0.3425,137,0.9133333333333333
951,137,0.3425,137,0.9133333333333333
952,137,0.3425,137,0.9133333333333333
953,137,0.3425,137,0.9133333333333333
954,137,0.3425,137,0.9133333333333333
955,137,0.3425,137,0.9133333333333333
956,137,0.3425,137,0.9133333333333333
957,137,0.3425,137,0.9133333333333333
958,137,0.3425,137,0.9133333333333333
959,137,0.3425,137,0.9133333333333333
960,137,0.3425,137,0.9133333333333333
961,137,0.3425,137,0.9133333333333333
962,137,0.3425,137,0.9133333333333333
963,137,0.3425,137,0.9133333333333333
964,137,0.3425,137,0.9133333333333333
965,137,0.3425,137,0.9133333333333333
966,137,0.3425,137,0.9133333333333333
967,137,0.3425,137,0.9133333333333333
968,137,0.3425,137,0.9133333333333333
969,137,0.3425,137,0.9133333333333333
970,137,0.3425,137,0.9133333333333333
971,137,0.3425,137,0.9133333333333333
972,137,0.3425,137,0.9133333333333333
973,137,0.3425,137,0.9133333333333333
974,137,0.3425,137,0.9133333333333333
975,137,0.3425,137,0.9133333333333333
976,137,0.3425,137,0.9133333333333333
977,137,0.3425,137,0.9133333333333333
978,137,0.3425,137,0.9133333333333333
979,137,0.3425,137,0.9133333333333333
980,137,0.3425,137,0.9133333333333333
981,137,0.3425,137,0.9133333333333333
982,137,0.3425,137,0.9133333333333333
983,137,0.3425,137,0.9133333333333333
984,137,0.3425,137,0.9133333333333333
985,137,0.3425,137,0.9133333333333333
986,137,0.3425,137,0.9133333333333333
987,137,0.3425,137,0.9133333333333333
988,137,0.3425,137,0.9133333333333333
989,137,0.3425,137,0.9133333333333333
990,137,0.3425,137,0.9133333333333333
991,137,0.3425,137,0.9133333333333333
992,137,0.3425,137,0.9133333333333333
993,137,0.3425,137,0.9133333333333333
994,137,0.3425,137,0.9133333333333333
995,137,0.3425,137,0.9133333333333333
996,137,0.3425,137,0.9133333333333333
997,137,0.3425,137,0.9133333333333333
998,137,0.3425,137,0.9133333333333333
999,137,0.3425,137,0.9133333333333333
1000,137,0.3425,137,0.9133333333333333
1001,137,0.3425,137,0.9133333333333333
1002,137,0.3425,137,0.9133333333333333
1003,137,0.3425,137,0.9133333333333333
1004,137,0.3425,137,0.9133333333333333
1005,137,0.3425,137,0.9133333333333333
1006,137,0.3425,137,0.9133333333333333
1007,137,0.3425,137,0.9133333333333333
1008,137,0.3425,137,0.9133333333333333
1009,137,0.3425,137,0.9133333333333333
1010,137,0.3425,137,0.9133333333333333
1011,137,0.3425,137,0.9133333333333333
1012,137,0.3425,137,0.9133333333333333
1013,137,0.3425,137,0.9133333333333333
1014,137,0.3425,137,0.9133333333333333
1015,137,0.3425,137,0.9133333333333333
1016,137,0.3425,137,0.9133333333333333
1017,137,0.3425,137,0.9133333333333333
1018,137,0.3425,137,0.9133333333333333
1019,137,0.3425,137,0.9133333333333333
1020,137,0.3425,137,0.9133333333333333
1021,137,0.3425,137,0.9133333333333333
1022,137,0.3425,137,0.9133333333333333
1023,137,0.3425,137,0.9133333333333333
1024,137,0.3425,137,0.9133333333333333
1025,137,0.3425,137,0.9133333333333333
1026,137,0.3425,137,0.9133333333333333
1027,137,0.3425,137,0.9133333333333333
1028,137,0.3425,137,0.9133333333333333
1029,137,0.3425,137,0.9133333333333333
1030,137,0.3425,137,0.9133333333333333
1031,137,0.3425,137,0.9133333333333333
1032,137,0.3425,137,0.9133333333333333
1033,137,0.3425,137,0.9133333333333333
1034,137,0.3425,137,0.9133333333333333
1035,137,0.3425,137,0.9133333333333333
1036,137,0.3425,137,0.9133333333333333
1037,137,0.3425,137,0.9133333333333333
1038,137,0.3425,137,0.9133333333333333
1039,137,0.3425,137,0.9133333333333333
1040,137,0.3425,137,0.9133333333333333
1041,137,0.3425,137,0.9133333333333333
1042,137,0.3425,137,0.9133333333333333
1043,137,0.3425,137,0.9133333333333333
1044,137,0.3425,137,0.9133333333333333
1045,137,0.3425,137,0.9133333333333333
1046,137,0.3425,137,0.9133333333333333
1047,138,0.345,138,0.92
1048,138,0.345,138,0.92
1049,138,0.345,138,0.92
1050,138,0.345,138,0.92
1051,138,0.345,138,0.92
1052,138,0.345,138,0.92
1053,138,0.345,138,0.92
1054,138,0.345,138,0.92
1055,138,0.345,138,0.92
1056,138,0.345,138,0.92
1057,138,0.345,138,0.92
1058,138,0.345,138,0.92
1059,138,0.345,138,0.92
1060,138,0.345,138,0.92
1061,138,0.345,138,0.92
1062,138,0.345,138,0.92
1063,138,0.345,138,0.92
1064,138,0.345,138,0.92
1065,138,0.345,138,0.92
1066,138,0.345,138,0.92
1067,138,0.345,138,0.92
1068,138,0.345,138,0.92
1069,138,0.345,138,0.92
1070,138,0.345,138,0.92
1071,138,0.345,138,0.92
1072,138,0.345,138,0.92
1073,138,0.345,138,0.92
1074,138,0.345,138,0.92
1075,138,0.345,138,0.92
1076,138,0.345,138,0.92
1077,138,0.345,138,0.92
1078,138,0.345,138,0.92
1079,138,0.345,138,0.92
1080,138,0.345,138,0.92
1081,138,0.345,138,0.92
1082,138,0.345,138,0.92
1083,138,0.345,138,0.92
1084,138,0.345,138,0.92
1085,138,0.345,138,0.92
1086,138,0.345,138,0.92
1087,138,0.345,138,0.92
1088,138,0.345,138,0.92
1089,138,0.345,138,0.92
1090,138,0.345,138,0.92
1091,138,0.345,138,0.92
1092,138,0.345,138,0.92
1093,138,0.345,138,0.92
1094,138,0.345,138,0.92
1095,138,0.345,138,0.92
1096,138,0.345,138,0.92
1097,138,0.345,138,0.92
1098,138,0.345,138,0.92
1099,138,0.345,138,0.92
1100,138,0.345,138,0.92
1101,138,0.345,138,0.92
1102,138,0.345,138,0.92
1103,138,0.345,138,0.92
1104,138,0.345,138,0.92
1105,138,0.345,138,0.92
1106,138,0.345,138,0.92
1107,138,0.345,138,0.92
1108,138,0.345,138,0.92
1109,138,0.345,138,0.92
1110,138,0.345,138,0.92
1111,138,0.345,138,0.92
1112,138,0.345,138,0.92
1113,138,0.345,138,0.92
1114,138,0.345,138,0.92
1115,138,0.345,138,0.92
1116,138,0.345,138,0.92
1117,138,0.345,138,0.92
1118,138,0.345,138,0.92
1119,138,0.345,138,0.92
1120,138,0.345,138,0.92
1121,138,0.345,138,0.92
1122,138,0.345,138,0.92
1123,138,0.345,138,0.92
1124,138,0.345,138,0.92
1125,138,0.345,138,0.92
1126,138,0.345,138,0.92
1127,138,0.345,138,0.92
1128,138,0.345,138,0.92
1129,138,0.345,138,0.92
1130,138,0.345,138,0.92
1131,138,0.345,138,0.92
1132,138,0.345,138,0.92
1133,138,0.345,138,0.92
1134,138,0.345,138,0.92
1135,138,0.345,138,0.92
1136,138,0.345,138,0.92
1137,138,0.345,138,0.92
1138,138,0.345,138,0.92
1139,138,0.345,138,0.92
1140,138,0.345,138,0.92
1141,138,0.345,138,0.92
1142,138,0.345,138,0.92
1143,138,0.345,138,0.92
1144,138,0.345,138,0.92
1145,138,0.345,138,0.92
1146,138,0.345,138,0.92
1147,138,0.345,138,0.92
1148,138,0.345,138,0.92
1149,138,0.345,138,0.92
1150,138,0.345,138,0.92
1151,138,0.345,138,0.92
1152,138,0.345,138,0.92
1153,138,0.345,138,0.92
1154,138,0.345,138,0.92
1155,138,0.345,138,0.92
1156,138,0.345,138,0.92
1157,138,0.345,138,0.92
1158,138,0.345,138,0.92
1159,138,0.345,138,0.92
1160,138,0.345,138,0.92
1161,138,0.345,138,0.92
1162,138,0.345,138,0.92
1163,138,0.345,138,0.92
1164,138,0.345,138,0.92
1165,138,0.345,138,0.92
1166,138,0.345,138,0.92
1167,138,0.345,138,0.92
1168,138,0.345,138,0.92
1169,138,0.345,138,0.92
1170,138,0.345,138,0.92
1171,138,0.345,138,0.92
1172,138,0.345,138,0.92
1173,138,0.345,138,0.92
1174,138,0.345,138,0.92
1175,138,0.345,138,0.92
1176,138,0.345,138,0.92
1177,138,0.345,138,0.92
1178,138,0.345,138,0.92
1179,138,0.345,138,0.92
1180,138,0.345,138,0.92
1181,138,0.345,138,0.92
1182,138,0.345,138,0.92
1183,139,0.3475,139,0.9266666666666666
1184,139,0.3475,139,0.9266666666666666
1185,139,0.3475,139,0.9266666666666666
1186,139,0.3475,139,0.9266666666666666
1187,139,0.3475,139,0.9266666666666666
1188,139,0.3475,139,0.9266666666666666
1189,139,0.3475,139,0.9266666666666666
1190,139,0.3475,139,0.9266666666666666
1191,139,0.3475,139,0.9266666666666666
1192,139,0.3475,139,0.9266666666666666
1193,139,0.3475,139,0.9266666666666666
1194,139,0.3475,139,0.9266666666666666
1195,139,0.3475,139,0.9266666666666666
1196,139,0.3475,139,0.9266666666666666
1197,140,0.35,140,0.9333333333333333
1198,140,0.35,140,0.9333333333333333
1199,140,0.35,140,0.9333333333333333
1200,140,0.35,140,0.9333333333333333
1201,140,0.35,140,0.9333333333333333
1202,140,0.35,140,0.9333333333333333
1203,140,0.35,140,0.9333333333333333
1204,140,0.35,140,0.9333333333333333
1205,140,0.35,140,0.9333333333333333
1206,140,0.35,140,0.9333333333333333
1207,140,0.35,140,0.9333333333333333
1208,140,0.35,140,0.9333333333333333
1209,140,0.35,140,0.9333333333333333
1210,140,0.35,140,0.9333333333333333
1211,140,0.35,140,0.9333333333333333
1212,140,0.35,140,0.9333333333333333
1213,140,0.35,140,0.9333333333333333
1214,140,0.35,140,0.9333333333333333
1215,140,0.35,140,0.9333333333333333
1216,140,0.35,140,0.9333333333333333
1217,140,0.35,140,0.9333333333333333
1218,140,0.35,140,0.9333333333333333
1219,140,0.35,140,0.9333333333333333
1220,140,0.35,140,0.9333333333333333
1221,140,0.35,140,0.9333333333333333
1222,140,0.35,140,0.9333333333333333
1223,140,0.35,140,0.9333333333333333
1224,140,0.35,140,0.9333333333333333
1225,140,0.35,140,0.9333333333333333
1226,140,0.35,140,0.9333333333333333
1227,140,0.35,140,0.9333333333333333
1228,140,0.35,140,0.9333333333333333
1229,140,0.35,140,0.9333333333333333
1230,140,0.35,140,0.9333333333333333
1231,140,0.35,140,0.9333333333333333
1232,140,0.35,140,0.9333333333333333
1233,140,0.35,140,0.9333333333333333
1234,140,0.35,140,0.9333333333333333
1235,140,0.35,140,0.9333333333333333
1236,140,0.35,140,0.9333333333333333
1237,140,0.35,140,0.9333333333333333
1238,140,0.35,140,0.9333333333333333
1239,140,0.35,140,0.9333333333333333
1240,140,0.35,140,0.9333333333333333
1241,140,0.35,140,0.9333333333333333
1242,140,0.35,140,0.9333333333333333
1243,141,0.3525,141,0.94
1244,141,0.3525,141,0.94
1245,141,0.3525,141,0.94
1246,141,0.3525,141,0.94
1247,141,0.3525,141,0.94
1248,141,0.3525,141,0.94
1249,141,0.3525,141,0.94
1250,141,0.3525,141,0.94
1251,141,0.3525,141,0.94
1252,141,0.3525,141,0.94
1253,141,0.3525,141,0.94
1254,141,0.3525,141,0.94
1255,141,0.3525,141,0.94
1256,141,0.3525,141,0.94
1257,141,0.3525,141,0.94
1258,141,0.3525,141,0.94
1259,141,0.3525,141,0.94
1260,141,0.3525,141,0.94
1261,141,0.3525,141,0.94
1262,141,0.3525,141,0.94
1263,141,0.3525,141,0.94
1264,141,0.3525,141,0.94
1265,142,0.355,142,0.9466666666666667
1266,142,0.355,142,0.9466666666666667
1267,142,0.355,142,0.9466666666666667
1268,142,0.355,142,0.9466666666666667
1269,142,0.355,142,0.9466666666666667
1270,142,0.355,142,0.9466666666666667
1271,142,0.355,142,0.9466666666666667
1272,142,0.355,142,0.9466666666666667
1273,142,0.355,142,0.9466666666666667
1274,142,0.355,142,0.9466666666666667
1275,142,0.355,142,0.9466666666666667
1276,142,0.355,142,0.9466666666666667
1277,142,0.355,142,0.9466666666666667
1278,142,0.355,142,0.9466666666666667
1279,142,0.355,142,0.9466666666666667
1280,142,0.355,142,0.9466666666666667
1281,142,0.355,142,0.9466666666666667
1282,142,0.355,142,0.9466666666666667
1283,142,0.355,142,0.9466666666666667
1284,142,0.355,142,0.9466666666666667
1285,142,0.355,142,0.9466666666666667
1286,142,0.355,142,0.9466666666666667
1287,142,0.355,142,0.9466666666666667
1288,142,0.355,142,0.9466666666666667
1289,142,0.355,142,0.9466666666666667
1290,142,0.355,142,0.9466666666666667
1291,142,0.355,142,0.9466666666666667
1292,142,0.355,142,0.9466666666666667
1293,142,0.355,142,0.9466666666666667
1294,142,0.355,142,0.9466666666666667
1295,142,0.355,142,0.9466666666666667
1296,142,0.355,142,0.9466666666666667
1297,142,0.355,142,0.9466666666666667
1298,142,0.355,142,0.9466666666666667
1299,142,0.355,142,0.9466666666666667
1300,142,0.355,142,0.9466666666666667
1301,142,0.355,142,0.9466666666666667
1302,142,0.355,142,0.9466666666666667
1303,142,0.355,142,0.9466666666666667
1304,142,0.355,142,0.9466666666666667
1305,142,0.355,142,0.9466666666666667
1306,143,0.3575,143,0.9533333333333334
1307,143,0.3575,143,0.9533333333333334
1308,143,0.3575,143,0.9533333333333334
1309,143,0.3575,143,0.9533333333333334
1310,143,0.3575,143,0.9533333333333334
1311,143,0.3575,143,0.9533333333333334
1312,143,0.3575,143,0.9533333333333334
1313,143,0.3575,143,0.9533333333333334
1314,143,0.3575,143,0.9533333333333334
1315,143,0.3575,143,0.9533333333333334
1316,143,0.3575,143,0.9533333333333334
1317,143,0.3575,143,0.9533333333333334
1318,143,0.3575,143,0.9533333333333334
1319,143,0.3575,143,0.9533333333333334
1320,143,0.3575,143,0.9533333333333334
1321,143,0.3575,143,0.9533333333333334
1322,143,0.3575,143,0.9533333333333334
1323,143,0.3575,143,0.9533333333333334
1324,143,0.3575,143,0.9533333333333334
1325,143,0.3575,143,0.9533333333333334
1326,143,0.3575,143,0.9533333333333334
1327,143,0.3575,143,0.9533333333333334
1328,143,0.3575,143,0.9533333333333334
1329,143,0.3575,143,0.9533333333333334
1330,143,0.3575,143,0.9533333333333334
1331,143,0.3575,143,0.9533333333333334
1332,143,0.3575,143,0.9533333333333334
1333,143,0.3575,143,0.9533333333333334
1334,144,0.36,144,0.96
1335,144,0.36,144,0.96
1336,144,0.36,144,0.96
1337,144,0.36,144,0.96
1338,144,0.36,144,0.96
1339,144,0.36,144,0.96
1340,144,0.36,144,0.96
1341,144,0.36,144,0.96
1342,144,0.36,144,0.96
1343,144,0.36,144,0.96
1344,144,0.36,144,0.96
1345,144,0.36,144,0.96
1346,144,0.36,144,0.96
1347,144,0.36,144,0.96
1348,144,0.36,144,0.96
1349,144,0.36,144,0.96
1350,144,0.36,144,0.96
1351,144,0.36,144,0.96
1352,144,0.36,144,0.96
1353,144,0.36,144,0.96
1354,144,0.36,144,0.96
1355,144,0.36,144,0.96
1356,144,0.36,144,0.96
1357,144,0.36,144,0.96
1358,144,0.36,144,0.96
1359,144,0.36,144,0.96
1360,144,0.36,144,0.96
1361,144,0.36,144,0.96
1362,144,0.36,144,0.96
1363,144,0.36,144,0.96
1364,144,0.36,144,0.96
1365,144,0.36,144,0.96
1366,144,0.36,144,0.96
1367,144,0.36,144,0.96
1368,144,0.36,144,0.96
1369,144,0.36,144,0.96
1370,144,0.36,144,0.96
1371,144,0.36,144,0.96
1372,144,0.36,144,0.96
1373,144,0.36,144,0.96
1374,144,0.36,144,0.96
1375,144,0.36,144,0.96
1376,144,0.36,144,0.96
1377,144,0.36,144,0.96
1378,144,0.36,144,0.96
1379,144,0.36,144,0.96
1380,144,0.36,144,0.96
1381,144,0.36,144,0.96
1382,144,0.36,144,0.96
1383,144,0.36,144,0.96
1384,144,0.36,144,0.96
1385,144,0.36,144,0.96
1386,144,0.36,144,0.96
1387,144,0.36,144,0.96
1388,144,0.36,144,0.96
1389,144,0.36,144,0.96
1390,144,0.36,144,0.96
1391,144,0.36,144,0.96
1392,144,0.36,144,0.96
1393,144,0.36,144,0.96
1394,144,0.36,144,0.96
1395,144,0.36,144,0.96
1396,144,0.36,144,0.96
1397,144,0.36,144,0.96
1398,144,0.36,144,0.96
1399,144,0.36,144,0.96
1400,144,0.36,144,0.96
1401,144,0.36,144,0.96
1402,144,0.36,144,0.96
1403,144,0.36,144,0.96
1404,144,0.36,144,0.96
1405,144,0.36,144,0.96
1406,144,0.36,144,0.96
1407,144,0.36,144,0.96
1408,144,0.36,144,0.96
1409,144,0.36,144,0.96
1410,144,0.36,144,0.96
1411,144,0.36,144,0.96
1412,144,0.36,144,0.96
1413,144,0.36,144,0.96
1414,144,0.36,144,0.96
1415,144,0.36,144,0.96
1416,145,0.3625,145,0.9666666666666667
1417,145,0.3625,145,0.9666666666666667
1418,145,0.3625,145,0.9666666666666667
1419,145,0.3625,145,0.9666666666666667
1420,145,0.3625,145,0.9666666666666667
1421,145,0.3625,145,0.9666666666666667
1422,145,0.3625,145,0.9666666666666667
1423,145,0.3625,145,0.9666666666666667
1424,145,0.3625,145,0.9666666666666667
1425,145,0.3625,145,0.9666666666666667
1426,145,0.3625,145,0.9666666666666667
1427,145,0.3625,145,0.9666666666666667
1428,145,0.3625,145,0.9666666666666667
1429,145,0.3625,145,0.9666666666666667
1430,145,0.3625,145,0.9666666666666667
1431,145,0.3625,145,0.9666666666666667
1432,145,0.3625,145,0.9666666666666667
1433,145,0.3625,145,0.9666666666666667
1434,145,0.3625,145,0.9666666666666667
1435,145,0.3625,145,0.9666666666666667
1436,145,0.3625,145,0.9666666666666667
1437,145,0.3625,145,0.9666666666666667
1438,145,0.3625,145,0.9666666666666667
1439,145,0.3625,145,0.9666666666666667
1440,145,0.3625,145,0.9666666666666667
1441,145,0.3625,145,0.9666666666666667
1442,145,0.3625,145,0.9666666666666667
1443,145,0.3625,145,0.9666666666666667
1444,145,0.3625,145,0.9666666666666667
1445,145,0.3625,145,0.9666666666666667
1446,145,0.3625,145,0.9666666666666667
1447,145,0.3625,145,0.9666666666666667
1448,145,0.3625,145,0.9666666666666667
1449,145,0.3625,145,0.9666666666666667
1450,145,0.3625,145,0.9666666666666667
1451,145,0.3625,145,0.9666666666666667
1452,145,0.3625,145,0.9666666666666667
1453,145,0.3625,145,0.9666666666666667
1454,145,0.3625,145,0.9666666666666667
1455,145,0.3625,145,0.9666666666666667
1456,145,0.3625,145,0.9666666666666667
1457,145,0.3625,145,0.9666666666666667
1458,145,0.3625,145,0.9666666666666667
1459,145,0.3625,145,0.9666666666666667
1460,145,0.3625,145,0.9666666666666667
1461,145,0.3625,145,0.9666666666666667
1462,145,0.3625,145,0.9666666666666667
1463,145,0.3625,145,0.9666666666666667
1464,145,0.3625,145,0.9666666666666667
1465,145,0.3625,145,0.9666666666666667
1466,145,0.3625,145,0.9666666666666667
1467,145,0.3625,145,0.9666666666666667
1468,145,0.3625,145,0.9666666666666667
1469,145,0.3625,145,0.9666666666666667
1470,145,0.3625,145,0.9666666666666667
1471,145,0.3625,145,0.9666666666666667
1472,145,0.3625,145,0.9666666666666667
1473,145,0.3625,145,0.9666666666666667
1474,145,0.3625,145,0.9666666666666667
1475,145,0.3625,145,0.9666666666666667
1476,145,0.3625,145,0.9666666666666667
1477,145,0.3625,145,0.9666666666666667
1478,145,0.3625,145,0.9666666666666667
1479,145,0.3625,145,0.9666666666666667
1480,145,0.3625,145,0.9666666666666667
1481,145,0.3625,145,0.9666666666666667
1482,145,0.3625,145,0.9666666666666667
1483,145,0.3625,145,0.9666666666666667
1484,145,0.3625,145,0.9666666666666667
1485,145,0.3625,145,0.9666666666666667
1486,145,0.3625,145,0.9666666666666667
1487,145,0.3625,145,0.9666666666666667
1488,145,0.3625,145,0.9666666666666667
1489,145,0.3625,145,0.9666666666666667
1490,145,0.3625,145,0.9666666666666667
1491,145,0.3625,145,0.9666666666666667
1492,145,0.3625,145,0.9666666666666667
1493,145,0.3625,145,0.9666666666666667
1494,145,0.3625,145,0.9666666666666667
1495,145,0.3625,145,0.9666666666666667
1496,145,0.3625,145,0.9666666666666667
1497,145,0.3625,145,0.9666666666666667
1498,145,0.3625,145,0.9666666666666667
1499,145,0.3625,145,0.9666666666666667
1500,145,0.3625,145,0.9666666666666667
1501,145,0.3625,145,0.9666666666666667
1502,145,0.3625,145,0.9666666666666667
1503,145,0.3625,145,0.9666666666666667
1504,145,0.3625,145,0.9666666666666667
1505,145,0.3625,145,0.9666666666666667
1506,145,0.3625,145,0.9666666666666667
1507,145,0.3625,145,0.9666666666666667
1508,145,0.3625,145,0.9666666666666667
1509,145,0.3625,145,0.9666666666666667
1510,145,0.3625,145,0.9666666666666667
1511,145,0.3625,145,0.9666666666666667
1512,145,0.3625,145,0.9666666666666667
1513,145,0.3625,145,0.9666666666666667
1514,145,0.3625,145,0.9666666666666667
1515,145,0.3625,145,0.9666666666666667
1516,145,0.3625,145,0.9666666666666667
1517,145,0.3625,145,0.9666666666666667
1518,145,0.3625,145,0.9666666666666667
1519,145,0.3625,145,0.9666666666666667
1520,145,0.3625,145,0.9666666666666667
1521,145,0.3625,145,0.9666666666666667
1522,145,0.3625,145,0.9666666666666667
1523,145,0.3625,145,0.9666666666666667
1524,145,0.3625,145,0.9666666666666667
1525,145,0.3625,145,0.9666666666666667
1526,145,0.3625,145,0.9666666666666667
1527,145,0.3625,145,0.9666666666666667
1528,145,0.3625,145,0.9666666666666667
1529,145,0.3625,145,0.9666666666666667
1530,145,0.3625,145,0.9666666666666667
1531,145,0.3625,145,0.9666666666666667
1532,145,0.3625,145,0.9666666666666667
1533,145,0.3625,145,0.9666666666666667
1534,145,0.3625,145,0.9666666666666667
1535,145,0.3625,145,0.9666666666666667
1536,145,0.3625,145,0.9666666666666667
1537,145,0.3625,145,0.9666666666666667
1538,145,0.3625,145,0.9666666666666667
1539,145,0.3625,145,0.9666666666666667
1540,145,0.3625,145,0.9666666666666667
1541,145,0.3625,145,0.9666666666666667
1542,145,0.3625,145,0.9666666666666667
1543,145,0.3625,145,0.9666666666666667
1544,145,0.3625,145,0.9666666666666667
1545,145,0.3625,145,0.9666666666666667
1546,145,0.3625,145,0.9666666666666667
1547,145,0.3625,145,0.9666666666666667
1548,145,0.3625,145,0.9666666666666667
1549,145,0.3625,145,0.9666666666666667
1550,145,0.3625,145,0.9666666666666667
1551,145,0.3625,145,0.9666666666666667
1552,145,0.3625,145,0.9666666666666667
1553,145,0.3625,145,0.9666666666666667
1554,145,0.3625,145,0.9666666666666667
