simulation,pearson,spearman,n_items,benchmark,population,subset_note
427,0.43135004591930304,0.3772842789764627,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
428,0.417713675200508,0.3256932153392331,225,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
429,0.3451539029691837,0.2659739280450604,219,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
430,0.4511387415797365,0.3501002197589896,215,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
431,0.4273594502862687,0.3248057341530347,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
432,0.35586163553193306,0.2783872076934594,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
433,0.344706358477528,0.25858131199466533,216,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
434,0.4485305520175463,0.3459418338902644,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
435,0.4553263902365906,0.39043609400527846,219,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
436,0.420451234018483,0.36544744538298124,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
437,0.46545461858958836,0.3843938829925377,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
438,0.4074785734863588,0.31538837090224936,216,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
439,0.42682795611902596,0.36061904292149927,217,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
440,0.41369506130565403,0.3166232034199025,216,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
441,0.39543616209239213,0.3174561092161989,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
442,0.44780659200999917,0.3519528080290413,224,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
443,0.5127335464963593,0.39940695519698427,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
444,0.46137147535578554,0.35664880551144224,219,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
445,0.3728404004196944,0.27662092839923685,219,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
446,0.43996141585330517,0.32496321575720155,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
447,0.47531895380003253,0.40764431151202446,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
448,0.4918309911740306,0.40244928464659413,224,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
449,0.4382911379419965,0.35489854043665703,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
450,0.4317331567889137,0.3473129610115911,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
451,0.4317049462308583,0.29904275672212893,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
452,0.46015361514033243,0.34649927027042254,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
453,0.454770873823791,0.36510725972609376,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
454,0.39390541082343555,0.318643322833492,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
455,0.48575924578757684,0.39346680716543725,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
456,0.44977179655967736,0.3718311894782483,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
457,0.3828011227678258,0.30624947324062374,225,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
458,0.3730660922226404,0.2748335893497184,217,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
459,0.38250549057126604,0.28304138070341095,217,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
460,0.4681604596266523,0.3858255276416711,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
461,0.4053531515443263,0.3113685669688893,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
462,0.4708034428043775,0.35909397387273495,225,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
463,0.4259051988513347,0.32239119788579035,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
464,0.38359132757993725,0.33330172403943936,219,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
465,0.42692670260972854,0.3228199681060277,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
466,0.4520603884081502,0.3752726942188826,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
467,0.4955732156651133,0.39925734043381095,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
468,0.4111341851314176,0.33214893214893215,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
469,0.38111808057925434,0.2813567990038578,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
470,0.359193582369577,0.2665590250795662,212,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
471,0.43499797677485513,0.38674359674086783,226,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
472,0.44554247169504124,0.36909750107208295,226,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
473,0.44446406477303846,0.3942234343183961,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
474,0.34535510438262657,0.25126241008593947,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
475,0.5041497333204841,0.4165643434965514,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
476,0.4376643127974508,0.3539456396311995,219,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
477,0.4847083214933011,0.4072569125820247,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
478,0.37234813094493463,0.2842184842184842,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
479,0.45795209472847453,0.389638342579519,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
480,0.43368220712488365,0.3415054782975137,225,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
481,0.4385866299862979,0.35367790917118275,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
482,0.4403012949700197,0.33447364943012536,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
483,0.451860584296765,0.3551248096768981,218,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
484,0.4055488332965473,0.3390603526211451,218,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
485,0.4493653063875346,0.35913297727184124,226,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
486,0.4429452331944568,0.38193638866284607,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
487,0.485028939568884,0.40096871374898274,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
488,0.4932219247703604,0.385791192583228,225,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
489,0.4127748678346081,0.3265967736555972,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
490,0.43015688216437664,0.33297431108035175,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
491,0.4802812237638652,0.43359121148622604,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
492,0.39056858340197087,0.2838280998821134,216,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
493,0.37321887049301083,0.2899546986936367,225,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
494,0.39538595826088546,0.30463138795129124,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
495,0.481317576716577,0.37164424514200306,224,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
496,0.42443028090828966,0.3557706204765028,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
497,0.3738443521914166,0.3017248665919093,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
498,0.4788544751173259,0.3841534612176814,219,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
499,0.42311787556337477,0.3329512780844884,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
500,0.49962123878131764,0.4179921624184538,219,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
501,0.4320531685875746,0.3315592077538981,225,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
502,0.49189861910104243,0.40980251399665807,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
503,0.4476389910141218,0.3609418521051336,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
504,0.44230371370048405,0.3603927930809922,219,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
505,0.4375499179156915,0.34154374694860445,218,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
506,0.45884904140590776,0.35176224448689464,226,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
507,0.4485360389560131,0.36162932631542494,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
508,0.46011556271169624,0.37124959483645487,217,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
509,0.36651707755332014,0.29415865897928684,224,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
510,0.3885264639025821,0.2886078515457487,226,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
511,0.4447722928431349,0.3496326511362123,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
512,0.4144024325101683,0.3243901881705074,219,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
513,0.3905012754294316,0.3101211919465679,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
514,0.45150361675913264,0.36294069568464904,214,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
515,0.5101958836100619,0.42424517959145613,218,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
516,0.406917646537786,0.3046689527829069,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
517,0.3732069250126766,0.31611306129902805,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
518,0.374468822640703,0.2718818193243228,219,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
519,0.35271450837855656,0.281599762211738,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
520,0.38129784675378126,0.27713418147890534,218,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
521,0.4668767509023928,0.38198697416186217,224,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
522,0.4268103079285939,0.3677804582579049,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
523,0.40964936428482085,0.3117389857036389,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
524,0.4058545333096774,0.31933933680012405,217,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
525,0.4588055750599134,0.34831492286649235,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
526,0.4232915633158037,0.3031710308529513,216,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
527,0.4978525077603216,0.39763012408752324,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
528,0.43902480817216094,0.3352703963527462,218,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
529,0.43585990252448015,0.34824891355160414,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
530,0.4314267353157648,0.350104528831362,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
531,0.43243406644443,0.3423805478672269,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
532,0.40870210898933174,0.3283366871602165,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
533,0.41023516458404413,0.30823248628577044,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
534,0.4391026617692787,0.35406929895245765,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
535,0.4730917392946863,0.4333247566696555,226,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
536,0.4572561848328846,0.3699530215673714,224,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
537,0.44278976628582256,0.37556561085972845,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
538,0.3951252418611813,0.3024791800128124,224,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
539,0.5030449466103476,0.41132243710719046,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
540,0.4199669593820492,0.3037575531970151,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
541,0.34641434130217724,0.29140750105351876,225,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
542,0.47045842943250177,0.38776390541096417,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
543,0.40705532418765,0.3509065773989741,219,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
544,0.4447747265575518,0.35649739469464037,218,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
545,0.4266909650130166,0.33693146114913114,219,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
546,0.43099475736204745,0.32893391861965593,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
547,0.4238763709051731,0.35311196045500975,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
548,0.3154271111981765,0.2126418133832989,219,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
549,0.43857409586861734,0.3657710790738314,217,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
550,0.39255255044259013,0.307576675732935,217,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
551,0.39331553964556737,0.29478693008104767,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
552,0.4337749672071713,0.34099762799314365,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
553,0.4345480391842402,0.36824151185137743,224,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
554,0.4172866214996896,0.3474646180528533,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
555,0.49220278527805084,0.3895313389269876,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
556,0.43215265741987796,0.31913257737578504,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
557,0.35896925284634756,0.29548609285451394,209,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
558,0.41570941664187455,0.33561764149999435,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
559,0.43474319844035325,0.3622075700682929,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
560,0.48682711435172493,0.4070036965216337,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
561,0.44401595977730574,0.3739012974307091,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
562,0.4820338299625455,0.37204704653926496,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
563,0.416675182362394,0.35935084347640406,224,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
564,0.4584689027122867,0.3703391997509644,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
565,0.42745930577711083,0.3507655349135171,224,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
566,0.42512596615142567,0.3488559828245927,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
567,0.4372472308233183,0.35445868033311984,224,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
568,0.394383101983805,0.3238088338283948,215,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
569,0.3578649897317158,0.3021449925261585,224,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
570,0.43697455889328574,0.34735853085628876,224,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
571,0.4329709306455263,0.347835375330194,228,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
572,0.38508244171431527,0.3112566289036877,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
573,0.3920741812017087,0.3248000991756028,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
574,0.40624223583448665,0.35294373154321984,218,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
575,0.44686767316922604,0.36795335030629145,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
576,0.428679433877875,0.32354930467762333,225,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
577,0.43463648924478415,0.3473478826420003,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
578,0.4204182719923541,0.34227609766129313,219,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
579,0.39208227178209426,0.29946166095914545,217,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
580,0.47411704332512444,0.3922540158849236,216,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
581,0.3658456642783153,0.318093988682224,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
582,0.4439015054386799,0.36581875993640695,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
583,0.3802224067142012,0.2814571710551964,227,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
584,0.3797140716296564,0.26692607869078455,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
585,0.4019467729693862,0.33147642043693615,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
586,0.4471543491408103,0.33533074500036625,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
587,0.4671692261425262,0.365912356943747,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
588,0.37057549412628,0.30349875748747623,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
589,0.43518262801894697,0.3528408184171835,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
590,0.406975148761122,0.33563165279523055,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
591,0.520419365617886,0.42042840275496574,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
592,0.4664316503015137,0.36480843894220205,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
593,0.5065716222977797,0.42086712648569685,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
594,0.4615798869474725,0.3463020899392607,217,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
595,0.4424569828111247,0.3321149991547731,215,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
596,0.4239605102924476,0.3655659264335648,227,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
597,0.4072454348606128,0.30611925462999995,219,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
598,0.4090023981369655,0.32875720691864196,224,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
599,0.3583247818364211,0.2740572282724749,224,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
600,0.48414735803238773,0.3742431299487658,227,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
601,0.46992421778882815,0.3875523348528989,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
602,0.3863082399266043,0.3273223150741282,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
603,0.501978772653514,0.40008930044943847,228,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
604,0.45084853160380717,0.34910150284848107,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
605,0.49776750553725135,0.4026766142801598,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
606,0.3928492787097093,0.339249780426251,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
607,0.41622047853957295,0.34688003317370036,218,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
608,0.44927646882935557,0.35527191372521305,218,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
609,0.372299857372144,0.3039791403286979,225,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
610,0.46642833208347667,0.381593440151781,226,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
611,0.4427638464409933,0.3752365281777046,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
612,0.4227408944956825,0.3118278272591119,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
613,0.4704962709182713,0.3445131216653147,219,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
614,0.45788353853439356,0.36675749259829976,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
615,0.45625715329471195,0.3647516920693909,214,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
616,0.4445224458452542,0.32109932244966,216,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
617,0.4180640765532153,0.34694766190413784,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
618,0.4808379495031781,0.3757594799319068,219,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
619,0.43027703351070073,0.3125379030535982,224,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
620,0.44029626138565076,0.34917720185419304,225,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
621,0.4827232865467722,0.36649237321883055,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
622,0.4857335062063688,0.3823432104131952,215,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
623,0.43960244213740035,0.36699123050019905,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
624,0.5053730891846747,0.38092302127519645,217,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
625,0.40322122766172447,0.2755413196668803,224,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
626,0.5013449676404429,0.38391883234932556,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
627,0.4325852201981594,0.3325322969216401,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
628,0.4111496082926423,0.31651449351264704,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
629,0.4171785512888012,0.31629165752092614,218,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
630,0.4857971245798714,0.4298452302054501,226,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
631,0.4055906114174132,0.35005689001264223,225,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
632,0.4262319520016168,0.3909000640614991,224,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
633,0.42163063577882326,0.33147812348516126,218,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
634,0.5205326105584411,0.4188106089978947,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
635,0.38228830953102827,0.30693825128011365,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
636,0.4234744098342554,0.3516562643442095,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
637,0.3911602475129052,0.30070673649668817,218,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
638,0.4078329043166261,0.35020105788043004,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
639,0.5162141467757615,0.40592236128094306,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
640,0.3681931415130013,0.29000714721973153,226,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
641,0.36944186025027875,0.2819452620461589,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
642,0.4510923292447248,0.3784622298772955,218,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
643,0.36170481141380717,0.28496257960779203,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
644,0.46281725819810515,0.3677454680817909,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
645,0.4404336048300789,0.35582277468666823,219,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
646,0.37318404960322776,0.3070780951522289,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
647,0.43205799169362646,0.3340700235978527,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
648,0.46473404989391226,0.39362939435831235,219,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
649,0.33559942677062327,0.2639669856301996,217,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
650,0.4326176557610122,0.3419058386287734,226,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
651,0.4892085882673249,0.3965289344437327,224,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
652,0.4165548235243838,0.32827674567584886,224,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
653,0.31116662527715844,0.21452053430752982,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
654,0.409747357105175,0.32176622732625954,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
655,0.43947437071999573,0.3214522042385765,211,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
656,0.4220685062318473,0.32733486673683937,226,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
657,0.4799823668322022,0.3832701479760303,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
658,0.47637289710032305,0.39419491727589856,222,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
659,0.4323901213280898,0.32356359402323526,223,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
660,0.4762255992763379,0.39991660233400766,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
661,0.38977019660533063,0.2810321386543581,219,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
662,0.4187972860699076,0.36492601198483554,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
663,0.42756494825202457,0.3711834752346859,218,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
664,0.42478878660710073,0.34713220007337653,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
665,0.4617594003602196,0.35077194106342097,224,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
666,0.4090941198293833,0.3063470710529534,221,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
667,0.3665951968822301,0.3336041879152274,220,ARC1,human,ARC1 sidecar from ARC-AGI-2 Public Train human attempts
