task_id,benchmark,split,json_hash,n_train_pairs,n_test_pairs,mean_input_cells,max_input_cells,mean_output_cells,max_output_cells
97999447,arc1,train,8fdb0b57b1b7001df1857c008c1027425c2f3d90,3,1,82.0,120.0,82.0,120.0
97a05b5b,arc1,train,d3a4b235b8396f14f93fbe745387206c9b5c6aa1,3,1,283.25,456.0,98.5,153.0
98cf29f8,arc1,train,785f6037ef1b04c200371ee68b2cd4be9fd63e7c,3,1,240.25,285.0,240.25,285.0
995c5fa3,arc1,train,ef3bf54d8842b7c6706137fa7eb2b2fb8e452350,4,1,56.0,56.0,9.0,9.0
99b1bc43,arc1,train,cfc2946cff626bc2eb666f3138ad699edfb27939,4,1,36.0,36.0,16.0,16.0
99fa7670,arc1,train,c50ff20ec6420d9c870fb68bf829a4eaee7c5c4d,4,1,34.4,56.0,34.4,56.0
9aec4887,arc1,train,597cf3c3a8e76e8125a0fd8e99b71c02237c0f74,3,1,236.25,256.0,36.5,49.0
9af7a82c,arc1,train,a1fb3f26892c1ee7a271e08258987bba4b9c2c54,4,1,12.2,16.0,21.4,30.0
9d9215db,arc1,train,35c76e924f3657d8cddf785a5afdf69b4633e739,3,1,361.0,361.0,361.0,361.0
9dfd6313,arc1,train,09885f710f4ab5986f71113b7d779c4ac79f3639,3,1,21.5,36.0,21.5,36.0
9ecd008a,arc1,train,bfbbb5c66176258c7801c8e597ea20cc44a67e5c,3,1,256.0,256.0,9.0,9.0
9edfc990,arc1,train,92983324d508472eb779f81d93566c8ea1b5a62f,3,1,226.5,256.0,226.5,256.0
9f236235,arc1,train,c6f39dad16da271761d17380ba39d94a8a040955,3,1,343.0,529.0,14.25,16.0
a1570a43,arc1,train,6431494006425ca33f2de34ed5db3ebee114f56c,4,1,74.4,90.0,74.4,90.0
a2fd1cf0,arc1,train,83c162c700c7faf1940d41f9493b0bd5f82f28d2,3,1,180.25,225.0,180.25,225.0
a3325580,arc1,train,b80d152bc084b1c187c46a1719051d085b80ff67,6,1,100.0,100.0,9.714285714285714,18.0
a3df8b1e,arc1,train,f2acc87cbb0ef6890e3d1273fb959c5fbab00eb0,3,1,35.0,50.0,35.0,50.0
a416b8f3,arc1,train,62978e33da93839c0c829f79f284d52bc921a475,3,1,14.25,20.0,28.5,40.0
a48eeaf7,arc1,train,d4aa29c75f6d5ecce5ae1bc024b797efcebba61c,2,1,100.0,100.0,100.0,100.0
a5313dff,arc1,train,4927939bb8649b1edc0de4c1790cf1b3d5729338,3,1,88.25,144.0,88.25,144.0
a5f85a15,arc1,train,cd32512d41f9c87a23c5d62628372b347f96774c,3,1,63.25,144.0,63.25,144.0
a61ba2ce,arc1,train,ff761905145f3f455cc9652d5f722c410dd3d616,2,1,169.0,169.0,16.0,16.0
a61f2674,arc1,train,132bb239936a8cd44b1d1c80fb6fa55844eb6931,2,1,81.0,81.0,81.0,81.0
a64e4611,arc1,train,7c110dfeb1d247d8aa2b668d6232c93a0569a59e,3,1,900.0,900.0,900.0,900.0
a65b410d,arc1,train,13b8c64f2da858fd3d96c9a6320ed08c48ebb453,3,1,66.25,81.0,66.25,81.0
a68b268e,arc1,train,760c78eae605c5e8213c5067d37ca013e449495f,6,1,81.0,81.0,16.0,16.0
a699fb00,arc1,train,a1d54f54fc63bfc222161676b5131f59e0763616,3,1,81.25,100.0,81.25,100.0
a740d043,arc1,train,4b70e9fb87b78d7407bd16724580ac65c1414a3e,3,1,40.5,49.0,6.25,9.0
a78176bb,arc1,train,9d49efd1e616a9526e9c8ddfa47dc67cb726f60c,3,1,100.0,100.0,100.0,100.0
a79310a0,arc1,train,48c1ecd8cfa0694e38e5b32603209283a95034fa,3,1,21.0,25.0,21.0,25.0
a85d4709,arc1,train,82f7b494959c921f6598df75bce9febadb4dd562,4,1,9.0,9.0,9.0,9.0
a87f7484,arc1,train,6a8945f64ebbfe37dfa080330e0065c791da4816,4,1,37.8,45.0,9.0,9.0
a8c38be5,arc1,train,84a47dee431140512be93a518b1f9a5d35ff9b04,2,1,220.0,240.0,81.0,81.0
a8d7556c,arc1,train,cf6bf1131d98331609d9542423c8d7133fc607ff,3,1,324.0,324.0,324.0,324.0
a9f96cdd,arc1,train,60411006e9cc84cc1a6dca4afe34ac93cc39b49a,4,1,15.0,15.0,15.0,15.0
aabf363d,arc1,train,04792a60e6627fa653f237aa767625106eae993a,2,1,49.0,49.0,49.0,49.0
aba27056,arc1,train,c90d80b63d6570febd6d397d6d0d7a235e71cb4e,3,1,66.5,100.0,66.5,100.0
ac0a08a4,arc1,train,de75a73a1f4400c60553cf0b288db2b2546addba,3,1,9.0,9.0,121.5,225.0
ae3edfdc,arc1,train,3c645d682d78d5875d46724b3771e32588215a73,3,1,225.0,225.0,225.0,225.0
ae4f1146,arc1,train,b417e38e577c2af68859262e5485aea1ca3cce9e,4,1,81.0,81.0,9.0,9.0
aedd82e4,arc1,train,828b2757391e541f7ca376cc3c2c76ac4eefc1db,4,1,14.8,20.0,14.8,20.0
af902bf9,arc1,train,427be0e01d6fbc5736b0b3202dd9ffedf2293a73,3,1,100.0,100.0,100.0,100.0
b0c4d837,arc1,train,cc0705c806b114fff7b348e31f0ef46fe82ec420,6,1,62.714285714285715,81.0,9.0,9.0
b190f7f5,arc1,train,968bbb5ff0531d0c978cbfd94c7f8e692887880e,3,1,25.0,32.0,168.5,256.0
b1948b0a,arc1,train,253f9a212898b66c857bc90e3d6ad4b36d186dce,3,1,17.5,24.0,17.5,24.0
b230c067,arc1,train,28756b03e61a878233a3ea5994c3b76058dca3af,3,1,100.0,100.0,100.0,100.0
b27ca6d3,arc1,train,3de52bd090af8c391330deb13112266070f783ad,2,1,260.6666666666667,272.0,260.6666666666667,272.0
b2862040,arc1,train,f61728f96deca8564538e046f718b90cdb41082d,4,1,167.4,240.0,167.4,240.0
b527c5c6,arc1,train,3afc363fa7f145ad50da5e11c4696f7ea1d0f552,4,1,340.0,400.0,340.0,400.0
b548a754,arc1,train,93220a456fe38d8d1748d0ccddd28cd0e9bee8a5,3,1,141.75,169.0,141.75,169.0
b60334d2,arc1,train,aa4cb1662635e25c5208f3bcad25cb8cd70b114c,2,1,81.0,81.0,81.0,81.0
b6afb2da,arc1,train,ddad79f9d59c5463150bde0d1ef3e52dea90dd76,2,1,100.0,100.0,100.0,100.0
b7249182,arc1,train,cd0ff186945541a50eaed60dac6d37b9fa34dc02,3,1,155.25,180.0,155.25,180.0
b775ac94,arc1,train,3d8eba856d5a3dfb0cd31a5660a1addc4d26f2a9,3,1,518.0,900.0,518.0,900.0
b782dc8a,arc1,train,2a3ca986d839801b9f16d20b88279eaf4e9d6998,2,1,223.66666666666666,264.0,223.66666666666666,264.0
b8825c91,arc1,train,bd62c2c4c053937f463bb9d69785ef43f4846e79,4,1,256.0,256.0,256.0,256.0
b8cdaf2b,arc1,train,0c069ce5ea81e17354e1af4c8e5c5d6b99d70596,4,1,37.8,81.0,37.8,81.0
b91ae062,arc1,train,c25ab2ea1227eaa0b77abbfbbb88dee5a9c45c16,5,1,9.0,9.0,87.0,144.0
b94a9452,arc1,train,a965011de2ee83a040f6767eb949d77d9724cc0f,3,1,156.5,182.0,21.5,36.0
b9b7f026,arc1,train,f03614c4183f2623b825222920008b6c852019fe,3,1,233.0,272.0,1.0,1.0
ba26e723,arc1,train,89669e64913e92cddc31969440a0586a102a638c,5,1,38.0,51.0,38.0,51.0
ba97ae07,arc1,train,27b2d4a794b5d14647a0f7c6d2827c3b9cc9cfe7,4,1,80.4,169.0,80.4,169.0
bb43febb,arc1,train,2882898c3d0602ad67c4932dfbb90254983cc01a,2,1,100.0,100.0,100.0,100.0
bbc9ae5d,arc1,train,27e2af067cbc01cd75c80140550075ddc5c81684,5,1,8.0,12.0,34.666666666666664,72.0
bc1d5164,arc1,train,8aa3b0c9d41aedf9d1c9a54f6ab16a9f1833501e,5,1,35.0,35.0,9.0,9.0
bd4472b8,arc1,train,25faba1cae30bd7281ad1d73b39a7ede9be1e78f,3,1,34.0,60.0,34.0,60.0
bda2d7a6,arc1,train,770d83da44dede094a180a954713a294349c8736,3,2,47.2,64.0,47.2,64.0
bdad9b1f,arc1,train,e7ea83e66c5d441898b1adec5e0bd01b5a960318,2,1,36.0,36.0,36.0,36.0
be94b721,arc1,train,be780665855e0c6c2ce7cc8cad83377152692fa7,4,1,70.2,91.0,10.2,12.0
beb8660c,arc1,train,0eeac1bd4c54ed5fac1d361cf0fd461934d0c09f,3,1,48.75,88.0,48.75,88.0
c0f76784,arc1,train,929cf227311e315f34ff67dd544ad84a5347edb2,3,1,144.0,144.0,144.0,144.0
c1d99e64,arc1,train,1a4ea3cdc88c4f124989fa9978183ad6af1a4480,3,1,331.5,675.0,331.5,675.0
c3e719e8,arc1,train,b18f5a8c87990e4f2cb2a710093f100e9a078bd9,3,1,9.0,9.0,81.0,81.0
c3f564a4,arc1,train,3973019514972c1204ed115c4f6f3996a952bb89,3,1,256.0,256.0,256.0,256.0
c444b776,arc1,train,a52ba3fc80eb9d9c567990d3dcacb14c440456ac,2,1,361.0,551.0,361.0,551.0
c59eb873,arc1,train,3a823ba6b230bcf9265d5ffa6fac0857999cb2a1,3,1,13.5,25.0,54.0,100.0
c8cbb738,arc1,train,d066e547e7c56bbbddf0ef564c953d2a160bf1d1,3,1,180.5,342.0,27.0,49.0
c8f0f002,arc1,train,0d3fc3642ce8218a7f3d521437ae2809c3b4c969,3,1,15.0,18.0,15.0,18.0
c909285e,arc1,train,a5be9f7ea08b7119b7aa7f8c7aae49083c33d881,3,1,653.0,784.0,45.75,49.0
c9e6f938,arc1,train,96ebca536d403a64d73a7c63d9b4677a3ebb9d72,3,1,9.0,9.0,18.0,18.0
c9f8e694,arc1,train,9a84d907451537392fe770572b3826af823dd73a,2,1,144.0,144.0,144.0,144.0
caa06a1f,arc1,train,1a840f3ee7ff122f434ad4de6e6448cade2882f7,3,1,136.25,324.0,136.25,324.0
cbded52d,arc1,train,add0db75399bf07806f4607187058267804a1b4c,3,1,64.0,64.0,64.0,64.0
cce03e0d,arc1,train,d55df56c4819bea6091c72e977fc2424dd7629ed,3,1,9.0,9.0,81.0,81.0
cdecee7f,arc1,train,e877c16b14b5194918f684b137aa636c7b573845,3,1,100.0,100.0,9.0,9.0
ce22a75a,arc1,train,782b1f2443ee1f922d0fc061b9d7c09d5e869090,2,1,81.0,81.0,81.0,81.0
ce4f8723,arc1,train,4ddb98b7d15baeaf11d3583afbc168398c5a6352,4,1,36.0,36.0,16.0,16.0
ce602527,arc1,train,ebb1dd98fa57eaa832d682beab1eb7729f3eb56b,4,1,303.0,324.0,16.4,25.0
ce9e57f2,arc1,train,68961d7419aa61ae47f9905191c73bd243a541fa,3,1,78.75,99.0,78.75,99.0
cf98881b,arc1,train,3aa8d6c77f4b8f4ed708674f7124eb51c2c3a857,5,1,56.0,56.0,16.0,16.0
d037b0a7,arc1,train,516847f666492751134cc74e48d1df754fd38475,3,1,9.0,9.0,9.0,9.0
d06dbe63,arc1,train,6d877dc8b4ca3eb00cad607384c09578d8351ac4,2,1,169.0,169.0,169.0,169.0
d07ae81c,arc1,train,7614304614c3679a8d572e8791c18c7ef3084a18,3,1,236.0,323.0,236.0,323.0
d0f5fe59,arc1,train,767b7929447e2c68e7f08440fc3f0b0464b8a248,3,1,145.0,180.0,13.5,25.0
d10ecb37,arc1,train,97678e46f729be0eb6027d6769fbb64a1ca5b227,3,1,51.0,72.0,4.0,4.0
d13f3404,arc1,train,bd2f6df881ce124f3933a24ded06abcf64ee8ce0,3,1,9.0,9.0,36.0,36.0
d22278a0,arc1,train,e1f51f4211ea454e05f6288a3e78c4b62ee94989,4,1,150.2,289.0,150.2,289.0
d23f8c26,arc1,train,d46077fff7429c1bb1475e400274a2d3696dd051,3,1,27.0,49.0,27.0,49.0
d2abd087,arc1,train,eea00732136af277bff082feb1feceef22fe2997,3,1,100.0,100.0,100.0,100.0
d364b489,arc1,train,ec59ef6634dc833b6cb119a20c86682206d2a5d6,2,1,100.0,100.0,100.0,100.0
d406998b,arc1,train,1d77df6a5dd0e19e71c4240a089e4dcff3998796,4,1,39.6,51.0,39.6,51.0
d43fd935,arc1,train,a14b9b6d9cc6ad00ad246096f21a5e0cccd77b48,3,1,100.0,100.0,100.0,100.0
d4469b4b,arc1,train,0e0de0e7db48437a0a343562136d369509c89cf8,7,2,25.0,25.0,9.0,9.0
d4a91cb9,arc1,train,cbb63ff7bfd0dd63f70079e2bbc5813f449f46d0,3,1,124.0,156.0,124.0,156.0
d4f3cd78,arc1,train,ce8d31876440346e3bd0ff49a7f1dcfd6ce1aee8,2,1,100.0,100.0,100.0,100.0
d511f180,arc1,train,7cae702450f1e7b8a202a5667f2f9da291a48f2b,3,1,14.75,25.0,14.75,25.0
d5d6de2d,arc1,train,f3664550a261490928da11d9bfba80137bf1cfce,3,2,230.0,625.0,230.0,625.0
d631b094,arc1,train,d1bbbc9e365db0ebcfe3c994aa4a34d9b0c87046,4,1,9.0,9.0,3.0,5.0
d687bc17,arc1,train,d0c5423a2d17998747aed338a8cadb2ee9fca4c8,3,1,171.5,238.0,171.5,238.0
d6ad076f,arc1,train,d93543f626d80152d42c757235cfdfb91fabbf18,3,1,100.0,100.0,100.0,100.0
d89b689b,arc1,train,d801bee661f7890992c2ad3efc2403372c44825b,3,1,100.0,100.0,100.0,100.0
d8c310e9,arc1,train,2f3da37498f2a9cfd8ad0db5e7c41b7a310dfcdb,3,1,75.0,75.0,75.0,75.0
d90796e8,arc1,train,f449e8db259bb4edf3af20b5b64e41328de76d01,3,1,40.75,63.0,40.75,63.0
d9f24cd1,arc1,train,69872a9702eb7dbbc51e4066b8a4817875680b93,2,1,100.0,100.0,100.0,100.0
d9fac9be,arc1,train,936c52610ee737d0ce3163a2cddcd5d68134873a,4,1,96.6,144.0,1.0,1.0
dae9d2b5,arc1,train,96614f30cabf639290aa0d623922302256c6007d,5,2,18.0,18.0,9.0,9.0
db3e9e38,arc1,train,079cdf1863fee72077c58f3e8928ea3707f3ae9d,2,1,57.333333333333336,81.0,57.333333333333336,81.0
db93a21d,arc1,train,ceb1b5c564a8e8056029435b371a355d0ded9ba8,4,1,405.0,900.0,405.0,900.0
dbc1a6ce,arc1,train,77913e2406b637ed54d0b2b61d467af5b61a9b3c,4,1,163.0,399.0,163.0,399.0
dc0a314f,arc1,train,34f021b26fcb1e48f9132090dbffd89d3d790150,3,1,256.0,256.0,25.0,25.0
dc1df850,arc1,train,677a2ae0c8ed26fc72ae1f5b6b3cc0322ba446fe,3,1,52.25,100.0,52.25,100.0
dc433765,arc1,train,4a26764ae996b89022244df3e33e9f99a87e4ecc,7,2,50.888888888888886,121.0,50.888888888888886,121.0
ddf7fa4f,arc1,train,781d63c3971c3aa438bcac4e72763dd41d0d4069,3,1,100.0,100.0,100.0,100.0
de1cd16c,arc1,train,5fbf2b2eba62a64d832c20b4bee4b124e1ced884,4,1,275.8,342.0,1.0,1.0
ded97339,arc1,train,edbe7dc949c3c3879130bbad401b2b7037635671,3,1,100.0,100.0,100.0,100.0
e179c5f4,arc1,train,a726426c2547acb850c6388a3a79bd836203cb57,3,1,35.0,50.0,35.0,50.0
e21d9049,arc1,train,66fc1dc05a01284dcfcedf8056d296cffbf6c56d,2,1,247.33333333333334,400.0,247.33333333333334,400.0
e26a3af2,arc1,train,f75378f57116fb7a1a145e44ba8971f27cd751dc,3,1,209.5,225.0,209.5,225.0
e3497940,arc1,train,313c262efe47ee3d45b3e1b09599a56a7a3602c2,3,1,90.0,90.0,40.0,40.0
e40b9e2f,arc1,train,40a8480e0c727aff7a82853220a53dbcde982b63,3,1,100.0,100.0,100.0,100.0
e48d4e1a,arc1,train,3f36305801a6cb429e72c06e3e63176bccc0272c,4,1,100.0,100.0,100.0,100.0
e5062a87,arc1,train,8351f236be2bdcadd452f0a1e99fb0d5d4d5694e,3,1,100.0,100.0,100.0,100.0
e509e548,arc1,train,314d8197550fd727a4dddc1934e8f85ed8ab1a7a,3,1,225.25,399.0,225.25,399.0
e50d258f,arc1,train,647f0cfb78913378d3c3e215c6664fc3674ba65a,3,1,100.0,100.0,17.75,24.0
e6721834,arc1,train,7a4ec189fa06600b87330bc840a6506eed4b8e0b,3,1,294.5,510.0,147.25,255.0
e73095fd,arc1,train,08ffd9ec12f069566c411cc3378a914edc48ca2e,3,1,244.75,288.0,244.75,288.0
e76a88a6,arc1,train,a9fdc59c15959d1415eee296a2abef922a522ab8,2,1,100.0,100.0,100.0,100.0
e8593010,arc1,train,26f256f24502131c631d363af7e41d76ff3498a6,3,1,100.0,100.0,100.0,100.0
e8dc4411,arc1,train,238a65b7ac0792ea1f47f09c8a064152eae36501,3,1,210.75,288.0,210.75,288.0
e9614598,arc1,train,1f6428ab49437ca37ed64c56b49d6683d94672fb,2,2,101.0,144.0,101.0,144.0
e98196ab,arc1,train,b6101a63017d5e701e9d6d1c460789f64d176b2d,3,1,121.0,121.0,55.0,55.0
e9afcf9a,arc1,train,bdb341cffce127bedd4a6b1dfcc2c9094f232eb1,2,1,12.0,12.0,12.0,12.0
ea32f347,arc1,train,1c4fda0b25625cd18ab98d4a1f9b13fa108819c2,4,1,100.0,100.0,100.0,100.0
ea786f4a,arc1,train,cb9159721451267c9895df1d8d09146370ba5475,3,1,51.0,121.0,51.0,121.0
eb281b96,arc1,train,0efff3543fd537258bb30aa69f7208901a3c7f62,2,1,68.0,85.0,221.0,289.0
eb5a1d5d,arc1,train,dbbc78829a24dd0d8abb8059109e5302aa9125c0,3,1,583.75,702.0,41.0,81.0
ec883f72,arc1,train,fdd242d13bd23651f4fb411366c703eb26de5eef,4,1,93.8,144.0,93.8,144.0
ecdecbb3,arc1,train,4aac05b72fd2683f774767ae3b9f0d9f926a740d,3,1,232.5,323.0,232.5,323.0
ed36ccf7,arc1,train,ef66634d5c7d7c330a2867a05c5cc59f52e2c572,4,1,9.0,9.0,9.0,9.0
ef135b50,arc1,train,0347053b002ba3be97635119e8f1174f6201d8ab,3,1,100.0,100.0,100.0,100.0
f15e1fac,arc1,train,0db678d0d09dcb9447a965a5dc724ec473ae12a0,3,1,173.0,204.0,173.0,204.0
f1cefba8,arc1,train,dffd62570c1ec954952c2dc36e009cdf346d7cb0,3,1,283.0,342.0,283.0,342.0
f25fbde4,arc1,train,8544c7b8c5e7e18c2ea46a616b655c3121077f86,3,1,81.0,81.0,48.0,60.0
f25ffba3,arc1,train,8be71bcec46d1f1cc63756d36e6f44e9f47c3bd2,2,1,40.0,40.0,40.0,40.0
f2829549,arc1,train,957abe928e18cdf8d571d91e03e626694eb05e6c,5,1,28.0,28.0,12.0,12.0
f35d900a,arc1,train,8e97b1f7239cd793da3d9e92007b6e3e25fd01a2,4,1,256.8,306.0,256.8,306.0
f5b8619d,arc1,train,84dbfc7f73b154a8f9296e205ce3483c9be95bde,3,1,16.25,36.0,65.0,144.0
f76d97a5,arc1,train,2a1ce7110c357d52c366fa71b89adb8b75fdac83,3,1,21.0,25.0,21.0,25.0
f8a8fe49,arc1,train,5ace98acd885be6bacd4fdf1fe0f01c9a643600f,3,1,225.0,225.0,225.0,225.0
f8b3ba0a,arc1,train,1b2d68beab75d072dfb3ebb64a71c9fff9f39abc,4,1,174.2,208.0,3.0,3.0
f8c80d96,arc1,train,29cb029ee2ae1826a54fdd573ac69b489d8ebd98,3,1,100.0,100.0,100.0,100.0
f8ff0b80,arc1,train,3bbc4aeea3eea82ab14075942375c869d9730f27,3,1,144.0,144.0,3.0,3.0
f9012d9b,arc1,train,7c943acaecb6a01f1bd63d5e5cae04ce836828e8,3,1,34.75,49.0,4.5,9.0
fafffa47,arc1,train,1a268eccb1eebb684ec0ec0e1182e4b2a07c119a,5,1,18.0,18.0,9.0,9.0
fcb5c309,arc1,train,beda9d73c85d21911ff456ce52afaea57f6a883d,3,1,226.5,289.0,51.0,64.0
fcc82909,arc1,train,f66e7b49f4c715983a3d3cd37965738cbe9ac83b,3,1,100.0,100.0,100.0,100.0
feca6190,arc1,train,e4057f42bc202b33fcc9e89ac915a91b666308b3,5,1,5.0,5.0,166.66666666666666,400.0
ff28f65a,arc1,train,556501a1f10e9bebd07d9c9a545b9820e5e3f21c,8,3,38.63636363636363,49.0,9.0,9.0
ff805c23,arc1,train,eeed3f4fdec2fde88d1a1a0c83ab8b80699348f3,3,1,576.0,576.0,25.0,25.0
00576224,arc1,eval,10f6a28b1f246070fc18de523a9c1efc14610428,2,1,4.0,4.0,36.0,36.0
009d5c81,arc1,eval,48bcc9b3beb8280363883027b4361cc58b5bec8c,5,1,196.0,196.0,196.0,196.0
00dbd492,arc1,eval,e4acf04a5de3c37870272dedc699dbb48a688a6f,4,1,184.8,400.0,184.8,400.0
03560426,arc1,eval,738aa1061966a4c6e3c3a7cd3c2a3f5d8b1dc209,3,1,100.0,100.0,100.0,100.0
05a7bcf2,arc1,eval,0b48fbd7572bf56a2d7ab5fad10ab0c5247678ce,3,1,900.0,900.0,900.0,900.0
0607ce86,arc1,eval,dc42521dafa6337a2236142a63254339009c50cd,3,1,495.0,528.0,495.0,528.0
0692e18c,arc1,eval,3402b72bb065ce67c820dbd38ff4ccd0b1fc81f1,3,1,9.0,9.0,81.0,81.0
070dd51e,arc1,eval,ba5cbe6d1362b4a6dfc60e08e3a7536c05be6132,2,1,400.0,600.0,400.0,600.0
08573cc6,arc1,eval,fde203593384a33250dc7a548f87eb0c7cdc529f,3,1,138.75,169.0,138.75,169.0
0934a4d8,arc1,eval,f2079a3c2f77456452c27909d346878cda7e26ef,4,1,900.0,900.0,24.0,36.0
09c534e7,arc1,eval,5829485acfccd61a43a7ae6982dd433793b01463,3,1,631.0,900.0,631.0,900.0
0a1d4ef5,arc1,eval,a736d367afffcf3657a9e8208a188d94fdf73275,3,1,900.0,900.0,9.0,12.0
0a2355a6,arc1,eval,b3d18162c75119a30d156061641dbc56b3e980c2,4,1,182.8,255.0,182.8,255.0
0b17323b,arc1,eval,8c3abf1ff971298ac1e05147949153d4ef19db8f,2,1,225.0,225.0,225.0,225.0
0bb8deee,arc1,eval,29c59278fe896b58db3e5c63ad8efc624c2a06ae,3,1,181.25,195.0,36.0,36.0
0becf7df,arc1,eval,4e3fc1eca9f1c6116476cc0e0124d85022825559,3,1,100.0,100.0,100.0,100.0
0c786b71,arc1,eval,458829b6a4257c89bc69f1c80e591ef64f23e463,3,1,12.0,12.0,48.0,48.0
0c9aba6e,arc1,eval,6828fe0007afb892d7aea05824834fc4469cdfca,4,1,52.0,52.0,24.0,24.0
0d87d2a6,arc1,eval,7214f34da34b9179bb6f8616d80c437d71100c2e,3,1,339.25,575.0,339.25,575.0
0e671a1a,arc1,eval,7ea0daace8b8baf176227df22deae0e343f6904b,4,1,169.0,169.0,169.0,169.0
0f63c0b9,arc1,eval,d6a07daeb0859f885aeb8994cd5f0277880536fb,4,1,225.0,225.0,225.0,225.0
103eff5b,arc1,eval,8a3fc468fa77e28f9fcbb382c16d898e33d789bf,2,1,330.6666666666667,416.0,330.6666666666667,416.0
11e1fe23,arc1,eval,212dcfcf684fbf1bec92e3b415fcfaaab3c90e05,2,1,140.0,168.0,140.0,168.0
12422b43,arc1,eval,5512bdc45643d48d490c68634f0bf876acef813b,5,1,55.666666666666664,78.0,55.666666666666664,78.0
12997ef3,arc1,eval,3d6d93860f618a1c05bb98c0822b01cb424fd129,4,2,117.33333333333333,154.0,27.0,36.0
12eac192,arc1,eval,7aa90d20187f3d8a37cb4f74494877a01c9c1c9c,4,1,48.2,72.0,48.2,72.0
136b0064,arc1,eval,faaa9b8cd4a5a9d2ac7c04e4dfcaf1bc43bb48b9,3,1,195.0,285.0,91.0,133.0
13713586,arc1,eval,c8a13b21fef4f060897f45798df53f45d77fa1af,3,1,285.75,342.0,285.75,342.0
137f0df0,arc1,eval,62da4ce05ee17eb8687c8c6d59adda973c54cc95,3,1,100.0,100.0,100.0,100.0
140c817e,arc1,eval,0d501f898207ad0bcc8a979afc7f0a2f66340f32,3,1,141.75,196.0,141.75,196.0
14754a24,arc1,eval,4e1dc64ffc9bd34323b79c6126366f1e8a2bd30c,4,1,282.2,361.0,282.2,361.0
15113be4,arc1,eval,c60747518f76eef2713648c777ce0017073ac931,3,1,529.0,529.0,529.0,529.0
15663ba9,arc1,eval,579921b25cd801c02b0dd4d657068b18c03b07e2,3,1,203.25,240.0,203.25,240.0
15696249,arc1,eval,da0af5b0a55f8b626f559f91d8036c0a37da4d52,4,1,9.0,9.0,81.0,81.0
16b78196,arc1,eval,c60dea1be31b54d4f0f33c9b1a6fdce3161781ed,2,1,900.0,900.0,900.0,900.0
17b80ad2,arc1,eval,3472817ed08d9aeeb9d5737ee7bb0af4244424d8,4,1,188.0,289.0,188.0,289.0
17cae0c1,arc1,eval,00cc316a10048a10d7490e2700189017643d2f1c,4,1,27.0,27.0,27.0,27.0
18419cfa,arc1,eval,fc814bfcd024fa4dcfbe0bde233b2253b5a7b625,3,1,442.5,728.0,442.5,728.0
184a9768,arc1,eval,4349483cd135d7341560ded5d94ca2968b99d780,3,1,493.25,650.0,493.25,650.0
195ba7dc,arc1,eval,7446cabd3ef92778f7bdaf5367efce7714e34773,4,1,65.0,65.0,30.0,30.0
1990f7a8,arc1,eval,797f76f6ddd25b4c47ccaeebf5f6e864add4e608,3,1,353.25,529.0,49.0,49.0
19bb5feb,arc1,eval,21a1a248d2799da92c2fdf36aa3d503f94054540,3,1,217.25,240.0,4.0,4.0
1a2e2828,arc1,eval,8241daf328853e13ac97a0fbfc820a57238f73bc,5,1,100.0,143.0,1.0,1.0
1a6449f1,arc1,eval,8c694f44caac13b7c3af82b9092595c193920478,3,1,466.75,675.0,60.5,100.0
1acc24af,arc1,eval,2f7149171a8bdd1e230eb6e88ed71d0e35b529ca,4,1,144.0,144.0,144.0,144.0
1c02dbbe,arc1,eval,a6a02a186604f9c3f86e89627531e2bb777c48a4,3,1,225.0,225.0,225.0,225.0
1c0d0a4b,arc1,eval,f45f245412f2d49faa6d280b510bcaf6e681483f,3,1,108.0,169.0,108.0,169.0
1c56ad9f,arc1,eval,b7c5c914a8023a5b69d4ea01d5c9fc5412704664,4,1,213.4,225.0,213.4,225.0
1d0a4b61,arc1,eval,f8f9e9ba1cd23bc01955af04984643fd531168de,3,1,625.0,625.0,625.0,625.0
1d398264,arc1,eval,fc42754f25ec3970821a3185f92892843a94239c,3,2,225.0,400.0,225.0,400.0
1da012fc,arc1,eval,2ebdbff554a5f3b167304053eb5a69bf0a27755e,2,1,391.0,475.0,391.0,475.0
1e81d6f9,arc1,eval,fcf0d1d35b1b35a3a62b43969590e594981c1dd5,3,1,225.0,225.0,225.0,225.0
1e97544e,arc1,eval,40e49a2297ea7eff9090512d945dd5aeaedd21c9,3,1,529.0,529.0,529.0,529.0
2037f2c7,arc1,eval,eaf513f87dce62daa07aa5c5ab4210c468756a52,3,1,571.0,625.0,21.25,32.0
2072aba6,arc1,eval,5432908711292b5a075789c99d983836a7d4e881,3,1,9.0,9.0,36.0,36.0
20818e16,arc1,eval,22a9b100167e5546cefb5b347fc6ceeca7403992,3,1,232.75,256.0,56.5,64.0
20981f0e,arc1,eval,65376b5e86e68188ab35247ea3651ee2dbc1ff89,3,1,215.5,247.0,215.5,247.0
212895b5,arc1,eval,46fecdb4d95a197e313c2f87b48465f6c59715cd,3,1,373.25,483.0,373.25,483.0
21f83797,arc1,eval,2af3af05db7bf5d6eb0b2c80e15cf59251de4783,2,1,169.0,169.0,169.0,169.0
22a4bbc2,arc1,eval,d807c5303f0ec48eb5d14026777ed9f24d6215fd,4,1,75.6,95.0,75.6,95.0
25094a63,arc1,eval,25e43c65eefab1a2a50a9b9d9db7967651193843,2,1,900.0,900.0,900.0,900.0
