simulation,mask_kind,pearson,spearman,n_items,observed_cells,capped_items,benchmark
936,uniform_budget,0.6788755173991077,0.6436901062224577,229,2449,0,ARC1
937,uniform_budget,0.6629410630643614,0.6437750442177212,229,2440,0,ARC1
938,uniform_budget,0.6417935055892702,0.5934534344711336,225,2480,0,ARC1
939,uniform_budget,0.6212558536312991,0.6222773234569602,228,2535,0,ARC1
940,uniform_budget,0.765574628094281,0.7442657437381786,222,2421,0,ARC1
941,uniform_budget,0.7423073987127367,0.7288825641766817,221,2416,0,ARC1
942,uniform_budget,0.6800708967956834,0.6589024469481372,226,2461,0,ARC1
943,uniform_budget,0.7116744792590711,0.6906327649070828,227,2510,0,ARC1
944,uniform_budget,0.7340453969203441,0.7094559016542565,226,2500,0,ARC1
945,uniform_budget,0.6740429111298415,0.6544682895579756,223,2433,0,ARC1
946,uniform_budget,0.659955245329884,0.6324300661968825,224,2498,0,ARC1
947,uniform_budget,0.6707287958434336,0.6165023177412559,225,2500,0,ARC1
948,uniform_budget,0.6883770833397573,0.6483879770769171,226,2526,0,ARC1
949,uniform_budget,0.6965759657123394,0.665440354228521,227,2496,0,ARC1
950,uniform_budget,0.6502186214647501,0.6477098014093531,224,2465,0,ARC1
951,uniform_budget,0.777735331800716,0.7295663051400325,222,2488,0,ARC1
952,uniform_budget,0.7315636324834782,0.704965847232795,227,2533,0,ARC1
953,uniform_budget,0.5902507544120599,0.5937732655781983,223,2451,0,ARC1
954,uniform_budget,0.6894992449345813,0.6522956173619892,225,2474,0,ARC1
955,uniform_budget,0.72627767175491,0.691421602576311,223,2458,0,ARC1
956,uniform_budget,0.7416446865580352,0.7274230340485808,228,2457,0,ARC1
957,uniform_budget,0.695815526038801,0.6796578497696684,229,2490,0,ARC1
958,uniform_budget,0.720470793259826,0.7119063083948719,229,2491,0,ARC1
959,uniform_budget,0.7554324133525726,0.7305626734998933,224,2504,0,ARC1
960,uniform_budget,0.7072414751291424,0.6848250504238063,227,2529,0,ARC1
961,uniform_budget,0.7519568818999807,0.7185008428150021,225,2493,0,ARC1
962,uniform_budget,0.7200019616129482,0.6880946469718018,227,2485,0,ARC1
963,uniform_budget,0.731155964193245,0.7190286557100718,225,2491,0,ARC1
964,uniform_budget,0.7494727135890927,0.7016267072108949,226,2533,0,ARC1
965,uniform_budget,0.7447495358084644,0.7242309313105774,225,2491,0,ARC1
966,uniform_budget,0.7015425689118179,0.684127695921418,224,2429,0,ARC1
967,uniform_budget,0.7093430961833526,0.693766324899614,226,2424,0,ARC1
968,uniform_budget,0.7104652106857111,0.6759966287399918,225,2489,0,ARC1
969,uniform_budget,0.6895657011417312,0.6617699916065678,228,2469,0,ARC1
970,uniform_budget,0.7020605684546388,0.692590213985707,227,2488,0,ARC1
971,uniform_budget,0.7116555003700348,0.6825308273858762,228,2462,0,ARC1
972,uniform_budget,0.7389553776550287,0.7102425229582406,229,2538,0,ARC1
973,uniform_budget,0.6576225670534419,0.6510313948588287,225,2465,0,ARC1
974,uniform_budget,0.7046787447088702,0.6608565583777385,227,2516,0,ARC1
975,uniform_budget,0.7240589457442693,0.6854816371168458,227,2539,0,ARC1
976,uniform_budget,0.7202713800169882,0.7061323145296481,227,2482,0,ARC1
977,uniform_budget,0.6722502980204375,0.6747813303337024,228,2444,0,ARC1
978,uniform_budget,0.6874686885006288,0.6662669421594999,226,2476,0,ARC1
979,uniform_budget,0.6784516026109753,0.6763253573789813,228,2570,0,ARC1
980,uniform_budget,0.7314759662742414,0.7008799435442964,228,2480,0,ARC1
981,uniform_budget,0.7472199334538596,0.7322654908293307,227,2407,0,ARC1
982,uniform_budget,0.7514575029607014,0.7622548828505712,226,2527,0,ARC1
983,uniform_budget,0.6738505325713531,0.6113324811385215,227,2535,0,ARC1
984,uniform_budget,0.7077697004129401,0.6738362161007903,224,2467,0,ARC1
985,uniform_budget,0.7108231279010079,0.6913355178519768,227,2555,0,ARC1
986,uniform_budget,0.7232521488210111,0.6959882005899707,225,2461,0,ARC1
987,uniform_budget,0.7269711421510763,0.686747793053802,228,2586,0,ARC1
988,uniform_budget,0.7117798510416576,0.6689763643074116,222,2461,0,ARC1
989,uniform_budget,0.7898431000410573,0.7768376903169835,222,2509,0,ARC1
990,uniform_budget,0.7374831256627905,0.7148690759294635,226,2521,0,ARC1
991,uniform_budget,0.7175664325170776,0.7028168115689644,228,2461,0,ARC1
992,uniform_budget,0.6885538553872852,0.6576021088352927,223,2470,0,ARC1
993,uniform_budget,0.6615821445588956,0.6577548389675538,229,2479,0,ARC1
994,uniform_budget,0.6486806952255341,0.6530636325326591,225,2459,0,ARC1
995,uniform_budget,0.6741422787802569,0.6846476617552851,224,2488,0,ARC1
996,uniform_budget,0.6681256284738963,0.6287914641910951,222,2420,0,ARC1
997,uniform_budget,0.7092911920682224,0.6825627292076785,229,2472,0,ARC1
998,uniform_budget,0.7183403176702481,0.6852894623991267,226,2514,0,ARC1
999,uniform_budget,0.7434455064343036,0.6969342604298358,225,2455,0,ARC1
0,item_count_matched,0.6803545978471314,0.6561599241466499,225,2022,1,ARC1
1,item_count_matched,0.6270748107988701,0.5811095084012319,226,2031,1,ARC1
2,item_count_matched,0.6503319736099334,0.6135335742353016,228,2049,1,ARC1
3,item_count_matched,0.6752604825051852,0.6445912985723066,228,2050,1,ARC1
4,item_count_matched,0.6637561334592417,0.6342678044669195,225,2024,1,ARC1
5,item_count_matched,0.648238850921566,0.5960875873387756,228,2049,1,ARC1
6,item_count_matched,0.655013839200535,0.606729087765931,229,2058,1,ARC1
7,item_count_matched,0.6097081633964174,0.5624633217678324,226,2032,1,ARC1
8,item_count_matched,0.6401772959376387,0.5917147002511955,228,2049,1,ARC1
9,item_count_matched,0.6584086062220424,0.5992393594605986,225,2023,1,ARC1
10,item_count_matched,0.6744396280761341,0.666958710956175,227,2040,1,ARC1
11,item_count_matched,0.7029472581693126,0.6899818492419391,224,2015,1,ARC1
12,item_count_matched,0.6984648901003949,0.6672424973924879,230,2067,1,ARC1
13,item_count_matched,0.6812143886189086,0.6456493367771042,228,2050,1,ARC1
14,item_count_matched,0.6889234920194349,0.6506343243004787,227,2040,1,ARC1
15,item_count_matched,0.6752072596976112,0.6228912893587683,229,2059,1,ARC1
16,item_count_matched,0.6537838284716156,0.617972272311697,228,2049,1,ARC1
17,item_count_matched,0.6131630834978542,0.5870292608473735,230,2067,1,ARC1
18,item_count_matched,0.5864529631554432,0.5458718137591846,227,2040,1,ARC1
19,item_count_matched,0.6426680872617638,0.6239521253381134,230,2067,1,ARC1
20,item_count_matched,0.6647162569718882,0.6517059727016019,228,2050,1,ARC1
21,item_count_matched,0.6769795780401278,0.6190853336999276,227,2042,1,ARC1
22,item_count_matched,0.6968848479604135,0.6795895824242136,228,2049,1,ARC1
23,item_count_matched,0.6964176123041187,0.6887091710798184,227,2043,1,ARC1
24,item_count_matched,0.6726013819699638,0.6355689001264224,225,2022,1,ARC1
25,item_count_matched,0.6848720629962648,0.669030187257157,226,2033,1,ARC1
26,item_count_matched,0.6741922151073166,0.6547804504047925,226,2032,1,ARC1
27,item_count_matched,0.6411189918663657,0.622810788032027,225,2023,1,ARC1
28,item_count_matched,0.712105320626284,0.676836909056389,229,2059,1,ARC1
29,item_count_matched,0.583750411044946,0.568206002569666,228,2051,1,ARC1
30,item_count_matched,0.7064996608873092,0.6917027960333958,227,2041,1,ARC1
31,item_count_matched,0.6591905629397284,0.6338938714499254,224,2015,1,ARC1
32,item_count_matched,0.6589586140438861,0.6087256267838128,227,2041,1,ARC1
33,item_count_matched,0.6157582604526937,0.5932486025289645,228,2050,1,ARC1
34,item_count_matched,0.6652964996201316,0.6501018735290921,227,2040,1,ARC1
35,item_count_matched,0.657670544995938,0.6526779503825644,228,2050,1,ARC1
36,item_count_matched,0.6952981098608556,0.6621440838461208,227,2041,1,ARC1
37,item_count_matched,0.7221679965806309,0.6886517197441775,227,2041,1,ARC1
38,item_count_matched,0.658475219519194,0.6284170720747525,227,2041,1,ARC1
39,item_count_matched,0.6610102571324532,0.6427971897695299,228,2049,1,ARC1
40,item_count_matched,0.6472997640530358,0.6051312541844455,229,2059,1,ARC1
41,item_count_matched,0.6584507913393706,0.6356460664771986,228,2050,1,ARC1
42,item_count_matched,0.6773925599133923,0.657065796142143,227,2041,1,ARC1
43,item_count_matched,0.6438601622558354,0.6181076350773234,227,2042,1,ARC1
44,item_count_matched,0.6441761528622645,0.6310352115132478,227,2040,1,ARC1
45,item_count_matched,0.6228887965586896,0.6015519243639369,228,2049,1,ARC1
46,item_count_matched,0.6456819028523634,0.6186617805673592,226,2034,1,ARC1
47,item_count_matched,0.6209212168795244,0.5916114276225933,228,2049,1,ARC1
48,item_count_matched,0.6227147083766056,0.5915434049726086,225,2023,1,ARC1
49,item_count_matched,0.5871376240962557,0.556793540715278,229,2058,1,ARC1
50,item_count_matched,0.6997423613915829,0.6531591937885345,229,2058,1,ARC1
51,item_count_matched,0.666070574130389,0.6210018963337549,225,2022,1,ARC1
52,item_count_matched,0.6023593457279806,0.5828055204382638,225,2025,1,ARC1
53,item_count_matched,0.6831254939123471,0.6426147333950252,227,2040,1,ARC1
54,item_count_matched,0.6614627794134477,0.6442338942792026,228,2050,1,ARC1
55,item_count_matched,0.6973649535581146,0.672852602442913,227,2040,1,ARC1
56,item_count_matched,0.6867366043478079,0.6664344675184511,227,2040,1,ARC1
57,item_count_matched,0.6509688089821065,0.6107415531147857,227,2040,1,ARC1
58,item_count_matched,0.6793153103239777,0.6615407375992148,230,2067,1,ARC1
59,item_count_matched,0.6882182984303699,0.6565639031558909,230,2067,1,ARC1
60,item_count_matched,0.6546311346551408,0.5996413395189272,226,2032,1,ARC1
61,item_count_matched,0.6217273518160042,0.6179178404863667,227,2042,1,ARC1
62,item_count_matched,0.6520157844232297,0.6337243856037955,228,2048,1,ARC1
63,item_count_matched,0.6619625020681577,0.636600832053394,228,2049,1,ARC1
64,item_count_matched,0.6247218974411508,0.6096732863549008,224,2014,1,ARC1
65,item_count_matched,0.6312567742138819,0.5967803503442488,229,2058,1,ARC1
66,item_count_matched,0.6504681516005648,0.6226590256390264,226,2033,1,ARC1
67,item_count_matched,0.6674633929962139,0.6514134681682373,229,2058,1,ARC1
68,item_count_matched,0.6792960491123677,0.6417065542154228,229,2059,1,ARC1
69,item_count_matched,0.618949006756824,0.6321266227437526,226,2031,1,ARC1
70,item_count_matched,0.6735091974044822,0.6219351063151213,228,2050,1,ARC1
71,item_count_matched,0.6544599026245301,0.6304278688221863,227,2042,1,ARC1
72,item_count_matched,0.677541024516921,0.6625193608665676,229,2058,1,ARC1
73,item_count_matched,0.6955108059295159,0.6648686860811144,226,2034,1,ARC1
74,item_count_matched,0.5777621455590501,0.5627943098555717,227,2041,1,ARC1
75,item_count_matched,0.601123994520031,0.5717446264227115,229,2058,1,ARC1
76,item_count_matched,0.6486735712448649,0.6294717144504474,227,2041,1,ARC1
77,item_count_matched,0.6675295675048425,0.6182790527672509,228,2050,1,ARC1
78,item_count_matched,0.7064844861783147,0.6732932996207334,225,2023,1,ARC1
79,item_count_matched,0.7191911583442289,0.708965896476797,227,2041,1,ARC1
80,item_count_matched,0.6318944038115699,0.5600452224084831,226,2032,1,ARC1
81,item_count_matched,0.6263172750893388,0.5920387769157798,226,2032,1,ARC1
82,item_count_matched,0.6424850778877564,0.6139169827222926,225,2025,1,ARC1
83,item_count_matched,0.6661567390368002,0.6257619996347737,227,2040,1,ARC1
84,item_count_matched,0.6284254879072095,0.6044047845073097,229,2058,1,ARC1
85,item_count_matched,0.6749186916707085,0.6396828908554574,225,2023,1,ARC1
86,item_count_matched,0.641934449054371,0.5937893054338707,227,2040,1,ARC1
87,item_count_matched,0.6573218026490837,0.6436466577636212,228,2049,1,ARC1
88,item_count_matched,0.6454711045040383,0.607565663036515,224,2015,1,ARC1
89,item_count_matched,0.7125790901205111,0.6891729037802405,229,2058,1,ARC1
90,item_count_matched,0.665583774910101,0.6602380262408443,229,2059,1,ARC1
91,item_count_matched,0.629231462389909,0.600491861205637,228,2050,1,ARC1
92,item_count_matched,0.6749080189661564,0.65100057656519,227,2040,1,ARC1
93,item_count_matched,0.7072176354035794,0.6822923082920744,226,2031,1,ARC1
94,item_count_matched,0.6827065478505439,0.6655251666283614,229,2058,1,ARC1
95,item_count_matched,0.6444794554188727,0.6206579197186055,229,2058,1,ARC1
96,item_count_matched,0.6319328326649915,0.6158622707626077,228,2050,1,ARC1
97,item_count_matched,0.6662355227321015,0.6419109545334234,227,2041,1,ARC1
98,item_count_matched,0.693688872391054,0.6664425718124448,228,2049,1,ARC1
99,item_count_matched,0.6564857897468399,0.6169526245840538,229,2059,1,ARC1
100,item_count_matched,0.6756166129691681,0.6235041639974377,224,2015,1,ARC1
101,item_count_matched,0.6811269358061175,0.6642605226566866,226,2032,1,ARC1
102,item_count_matched,0.6440803541064906,0.617910925024732,229,2059,1,ARC1
103,item_count_matched,0.6967889285821405,0.6841428158130699,227,2041,1,ARC1
104,item_count_matched,0.6625611782343056,0.6513704995353393,229,2059,1,ARC1
105,item_count_matched,0.6670729722668335,0.6436266979650308,230,2067,1,ARC1
106,item_count_matched,0.6821048104289271,0.6260489842415038,229,2059,1,ARC1
107,item_count_matched,0.5567281672069224,0.5576134304808061,227,2042,1,ARC1
108,item_count_matched,0.6489952028756655,0.6264527775780949,228,2049,1,ARC1
109,item_count_matched,0.6547346792869132,0.6404592823917813,227,2041,1,ARC1
110,item_count_matched,0.6337080519069281,0.5951055839278521,226,2032,1,ARC1
111,item_count_matched,0.705671369393461,0.6851359031862922,227,2040,1,ARC1
112,item_count_matched,0.6527914105548595,0.6138900367756943,226,2031,1,ARC1
113,item_count_matched,0.6972211658195414,0.6763562174314192,226,2032,1,ARC1
114,item_count_matched,0.6910548873149482,0.6571837765635484,227,2040,1,ARC1
115,item_count_matched,0.7010526575666821,0.6947651078368569,224,2013,1,ARC1
116,item_count_matched,0.7268517954998779,0.7075932199216611,227,2040,1,ARC1
117,item_count_matched,0.6630663698941112,0.6300841867250483,227,2040,1,ARC1
118,item_count_matched,0.6630350358925089,0.608097286908946,223,2005,1,ARC1
119,item_count_matched,0.6410077163083303,0.6345247968982644,229,2058,1,ARC1
120,item_count_matched,0.6635147203225568,0.6378745278061553,228,2050,1,ARC1
121,item_count_matched,0.702446163268929,0.6697190790982323,230,2067,1,ARC1
122,item_count_matched,0.6034653824236083,0.5635130770122225,230,2067,1,ARC1
123,item_count_matched,0.6598694900355936,0.6431092252482207,227,2040,1,ARC1
124,item_count_matched,0.6338954708956427,0.6168307135790874,229,2058,1,ARC1
125,item_count_matched,0.6867205219862761,0.6744174041297937,225,2025,1,ARC1
126,item_count_matched,0.6413305051027435,0.6090123852231477,224,2013,1,ARC1
127,item_count_matched,0.6801737427676354,0.6610606474081583,226,2033,1,ARC1
128,item_count_matched,0.6374162467320452,0.5865697429414245,225,2025,1,ARC1
129,item_count_matched,0.652633090241576,0.6374225689364733,227,2041,1,ARC1
130,item_count_matched,0.6550112887411954,0.6196053973110642,228,2049,1,ARC1
131,item_count_matched,0.6761443149811737,0.6893175396875879,227,2041,1,ARC1
132,item_count_matched,0.6308184664900295,0.6350156589086845,226,2032,1,ARC1
133,item_count_matched,0.6685896046999602,0.6179551201011378,225,2023,1,ARC1
134,item_count_matched,0.6274957367823113,0.5909995703136711,229,2058,1,ARC1
135,item_count_matched,0.6163385482058205,0.595802781289507,225,2024,1,ARC1
136,item_count_matched,0.6941462148666492,0.660753966706951,226,2033,1,ARC1
137,item_count_matched,0.6205868046562987,0.6064285992748821,227,2040,1,ARC1
138,item_count_matched,0.685696238714844,0.6503486543734487,226,2033,1,ARC1
139,item_count_matched,0.6820362328273217,0.6747874051942084,229,2058,1,ARC1
140,item_count_matched,0.6489682382003346,0.640452293614208,228,2050,1,ARC1
141,item_count_matched,0.7096108560762598,0.6860608423323327,226,2031,1,ARC1
142,item_count_matched,0.6659131571168733,0.6439797908565706,230,2067,1,ARC1
143,item_count_matched,0.6914400949608059,0.6967161820480405,225,2023,1,ARC1
144,item_count_matched,0.6272959885216637,0.6120101768202243,218,1963,1,ARC1
145,item_count_matched,0.6819627589397774,0.67339941604821,227,2042,1,ARC1
146,item_count_matched,0.6938858609550504,0.6656042410626146,228,2051,1,ARC1
147,item_count_matched,0.7042520190434157,0.6485510951454777,228,2049,1,ARC1
148,item_count_matched,0.6648444651584648,0.6530744740296026,226,2031,1,ARC1
149,item_count_matched,0.6247313517371089,0.5937447161369558,228,2051,1,ARC1
150,item_count_matched,0.673214042368137,0.6099772451674196,227,2041,1,ARC1
151,item_count_matched,0.6137784733368715,0.5842969085025924,226,2033,1,ARC1
152,item_count_matched,0.6703851687400811,0.6665265486725664,225,2023,1,ARC1
153,item_count_matched,0.6706696578914084,0.6545892332093343,227,2040,1,ARC1
154,item_count_matched,0.6464456583268248,0.6255824642108958,227,2041,1,ARC1
155,item_count_matched,0.6976373206850726,0.6358933839022336,225,2022,1,ARC1
156,item_count_matched,0.657663636406458,0.6151136407937312,226,2033,1,ARC1
157,item_count_matched,0.6630457856198788,0.6594202076639896,230,2067,1,ARC1
158,item_count_matched,0.7063016767445435,0.6696019648356788,226,2031,1,ARC1
159,item_count_matched,0.7008542388988367,0.6760709031555148,227,2040,1,ARC1
160,item_count_matched,0.7090665319711811,0.6867105895806531,226,2033,1,ARC1
161,item_count_matched,0.7015786801471292,0.6742021936321286,228,2049,1,ARC1
162,item_count_matched,0.6484931374789309,0.637273790133203,229,2058,1,ARC1
163,item_count_matched,0.5992280793174318,0.5664078438598854,228,2050,1,ARC1
164,item_count_matched,0.6975218821265182,0.6765325656740581,227,2040,1,ARC1
165,item_count_matched,0.6304304393327731,0.5674140127911296,227,2040,1,ARC1
166,item_count_matched,0.652713406021256,0.6004168778345222,226,2032,1,ARC1
167,item_count_matched,0.6312691461191156,0.6270638879370662,227,2040,1,ARC1
168,item_count_matched,0.6613479758509893,0.662027546444587,224,2014,1,ARC1
169,item_count_matched,0.7025861180812493,0.646151068287068,227,2041,1,ARC1
170,item_count_matched,0.6789416471055829,0.6564218120771838,229,2059,1,ARC1
171,item_count_matched,0.6662666120414629,0.650948640091852,228,2049,1,ARC1
172,item_count_matched,0.6052436206055103,0.5786898633273763,227,2041,1,ARC1
173,item_count_matched,0.648879259863026,0.6228237741834217,227,2041,1,ARC1
174,item_count_matched,0.6291126615207339,0.5674334828086509,228,2050,1,ARC1
175,item_count_matched,0.6111018496048853,0.5959154662911053,228,2050,1,ARC1
176,item_count_matched,0.6716947780749739,0.6284344711335863,225,2023,1,ARC1
177,item_count_matched,0.6823282466298436,0.6354517829406467,227,2041,1,ARC1
178,item_count_matched,0.6219049846521656,0.5995190502473486,227,2041,1,ARC1
179,item_count_matched,0.6686843167056412,0.6506179096331528,227,2041,1,ARC1
180,item_count_matched,0.6847857233289557,0.6571320156459137,226,2034,1,ARC1
181,item_count_matched,0.7024665842565785,0.6764175535716606,226,2032,1,ARC1
182,item_count_matched,0.7138547640412196,0.6921335736600591,230,2067,1,ARC1
183,item_count_matched,0.6504784397353395,0.6348615121351023,230,2067,1,ARC1
184,item_count_matched,0.6845660730450425,0.6182284289297006,228,2049,1,ARC1
185,item_count_matched,0.6800345752916326,0.6449510740322015,226,2032,1,ARC1
186,item_count_matched,0.7037794468283632,0.6706673998551407,227,2040,1,ARC1
187,item_count_matched,0.6201047435134113,0.5964778501163047,226,2034,1,ARC1
188,item_count_matched,0.6554443579581253,0.6421930269125311,226,2031,1,ARC1
189,item_count_matched,0.6495155745242174,0.614552833684539,227,2040,1,ARC1
190,item_count_matched,0.70734394864254,0.6830952380952382,224,2012,1,ARC1
191,item_count_matched,0.5937136090089611,0.5699089664544883,229,2058,1,ARC1
192,item_count_matched,0.6752379471186547,0.6435512076184386,229,2058,1,ARC1
193,item_count_matched,0.6449784752203325,0.6216480736361977,227,2042,1,ARC1
194,item_count_matched,0.663042504395287,0.6440438353690943,227,2040,1,ARC1
195,item_count_matched,0.6527421046981199,0.6225498544224192,227,2040,1,ARC1
196,item_count_matched,0.6999601658086545,0.6776547393530475,228,2050,1,ARC1
197,item_count_matched,0.6553937071047894,0.6503529287821325,225,2023,1,ARC1
198,item_count_matched,0.6293934640136161,0.59738514349497,227,2041,1,ARC1
199,item_count_matched,0.6186680572534323,0.5995391205829436,228,2049,1,ARC1
200,item_count_matched,0.678167435165958,0.6452318469168126,227,2042,1,ARC1
201,item_count_matched,0.634665765937422,0.6140404905110787,221,1987,1,ARC1
202,item_count_matched,0.6797458454978047,0.6417125498386179,229,2058,1,ARC1
203,item_count_matched,0.6406512363940579,0.6133786346396967,225,2023,1,ARC1
204,item_count_matched,0.6925139622979922,0.6663355554689225,226,2032,1,ARC1
205,item_count_matched,0.6412147846026651,0.6249771733532498,227,2041,1,ARC1
206,item_count_matched,0.715880390083866,0.6888004776668193,227,2041,1,ARC1
207,item_count_matched,0.7437802980982514,0.727569532237674,225,2022,1,ARC1
208,item_count_matched,0.6900947442248483,0.6512199838611206,228,2050,1,ARC1
209,item_count_matched,0.6403634674230477,0.644633997375021,226,2032,1,ARC1
210,item_count_matched,0.6866867846578679,0.6406426392433965,228,2050,1,ARC1
211,item_count_matched,0.7001411092877858,0.6561862621154658,225,2024,1,ARC1
212,item_count_matched,0.6645721373105923,0.6377960026181396,227,2042,1,ARC1
213,item_count_matched,0.6738186012590545,0.6423972390529559,227,2041,1,ARC1
214,item_count_matched,0.5242986352932877,0.5203371142590139,228,2049,1,ARC1
215,item_count_matched,0.6480007469833162,0.6264668044130834,227,2041,1,ARC1
216,item_count_matched,0.6225345029720477,0.6276650751278807,227,2040,1,ARC1
217,item_count_matched,0.6551451778142062,0.6099431099873578,225,2025,1,ARC1
218,item_count_matched,0.6270743497600145,0.6141516692814246,229,2058,1,ARC1
219,item_count_matched,0.6737754216865036,0.6603932270346835,226,2031,1,ARC1
220,item_count_matched,0.6299448031065923,0.6233839247059212,227,2040,1,ARC1
221,item_count_matched,0.6391330615069319,0.6052098102259275,227,2041,1,ARC1
222,item_count_matched,0.6608676580831342,0.627604976120736,228,2050,1,ARC1
223,item_count_matched,0.6452442352260027,0.6112129775220038,228,2049,1,ARC1
224,item_count_matched,0.6176166763373541,0.6289029713155212,228,2050,1,ARC1
225,item_count_matched,0.6781978851868082,0.6438461156835686,228,2049,1,ARC1
226,item_count_matched,0.6031555411604573,0.5807057896583494,227,2040,1,ARC1
227,item_count_matched,0.7119019681564315,0.6568973872734936,225,2023,1,ARC1
228,item_count_matched,0.6712783428035785,0.6586978508217447,225,2024,1,ARC1
229,item_count_matched,0.6051638956603198,0.5591927540186867,226,2032,1,ARC1
230,item_count_matched,0.6453335679766661,0.6318457526006017,229,2058,1,ARC1
231,item_count_matched,0.6705536466893283,0.6394456766844014,227,2041,1,ARC1
232,item_count_matched,0.6630874100669488,0.6387347164058446,227,2039,1,ARC1
233,item_count_matched,0.7086959008319444,0.6934524140989412,228,2049,1,ARC1
234,item_count_matched,0.7033675679197352,0.6924105755221596,228,2049,1,ARC1
235,item_count_matched,0.6332746915854633,0.6093077433093261,222,1996,1,ARC1
236,item_count_matched,0.6833861534676527,0.6534707708540471,222,1996,1,ARC1
237,item_count_matched,0.6516160554275902,0.5943208154082762,228,2049,1,ARC1
238,item_count_matched,0.7034145444689487,0.6430630589963664,227,2040,1,ARC1
239,item_count_matched,0.5966211249422939,0.5906078803202698,225,2023,1,ARC1
240,item_count_matched,0.669857197996811,0.6224775913583086,229,2058,1,ARC1
241,item_count_matched,0.6593824837401338,0.6074869501108345,230,2067,1,ARC1
242,item_count_matched,0.720404335885698,0.7026985713083927,227,2043,1,ARC1
243,item_count_matched,0.6420551262137446,0.6057637924315251,229,2058,1,ARC1
244,item_count_matched,0.6077665111310869,0.5680683057315297,228,2049,1,ARC1
245,item_count_matched,0.7146588424512565,0.6831737501227628,228,2050,1,ARC1
246,item_count_matched,0.585496402376995,0.5565989690961721,228,2051,1,ARC1
247,item_count_matched,0.6621969477462889,0.6535881669817156,228,2049,1,ARC1
248,item_count_matched,0.6226279991581356,0.603526254028392,228,2050,1,ARC1
249,item_count_matched,0.6753157273551945,0.6282676438865281,226,2032,1,ARC1
250,item_count_matched,0.6635585067107241,0.633203999433694,227,2041,1,ARC1
251,item_count_matched,0.618481097518331,0.5797092288242731,225,2024,1,ARC1
252,item_count_matched,0.7089143045102899,0.6741832158872519,224,2015,1,ARC1
253,item_count_matched,0.6969935792801071,0.6767435102771453,228,2050,1,ARC1
254,item_count_matched,0.6474986308773982,0.655270903341882,228,2050,1,ARC1
255,item_count_matched,0.6299056373715365,0.6204569843383557,227,2040,1,ARC1
256,item_count_matched,0.6052152073014523,0.5373040455120103,225,2022,1,ARC1
257,item_count_matched,0.7020620223481416,0.6956082060096132,229,2059,1,ARC1
258,item_count_matched,0.605172251542046,0.5496303478366258,223,2006,1,ARC1
259,item_count_matched,0.568634633859792,0.5314243006619689,224,2013,1,ARC1
260,item_count_matched,0.638746821989768,0.5948165763517992,226,2031,1,ARC1
261,item_count_matched,0.6647743998650505,0.636699803776331,226,2031,1,ARC1
262,item_count_matched,0.6465686669484386,0.6286229374794396,223,2005,1,ARC1
263,item_count_matched,0.5646461678281907,0.535564038252076,229,2058,1,ARC1
264,item_count_matched,0.6496661011439945,0.61179109326472,226,2031,1,ARC1
265,item_count_matched,0.6695807861199786,0.6593396820321167,229,2059,1,ARC1
266,item_count_matched,0.6489115582691891,0.6091372041484149,223,2005,1,ARC1
267,item_count_matched,0.6524608896934886,0.6258108673179592,228,2050,1,ARC1
268,item_count_matched,0.6633346886624897,0.6625846945538185,226,2032,1,ARC1
269,item_count_matched,0.6805558905131536,0.6414995619335658,227,2040,1,ARC1
270,item_count_matched,0.6353233114382094,0.5969352721791223,226,2031,1,ARC1
271,item_count_matched,0.704296949704338,0.6773752957697708,228,2049,1,ARC1
272,item_count_matched,0.6675023969535734,0.6518469578491862,227,2042,1,ARC1
273,item_count_matched,0.6845481159481295,0.6807162540087697,227,2040,1,ARC1
274,item_count_matched,0.6846108702356292,0.6567969250480463,224,2014,1,ARC1
275,item_count_matched,0.6324763500312861,0.6035294235208299,229,2059,1,ARC1
276,item_count_matched,0.6363082460256548,0.6220666476530103,227,2041,1,ARC1
277,item_count_matched,0.6812178571393624,0.6660922900991514,226,2032,1,ARC1
278,item_count_matched,0.6648152703690828,0.6559520746429639,226,2033,1,ARC1
279,item_count_matched,0.6511667528122606,0.6213053097345134,225,2023,1,ARC1
280,item_count_matched,0.5835765594607376,0.5593986389935348,229,2058,1,ARC1
281,item_count_matched,0.6891113356741452,0.6687581688617865,227,2042,1,ARC1
282,item_count_matched,0.620748216443528,0.61132030005761,228,2049,1,ARC1
283,item_count_matched,0.6728180704711181,0.6240304577658311,229,2059,1,ARC1
284,item_count_matched,0.6673683252407361,0.6538240740646993,228,2049,1,ARC1
285,item_count_matched,0.6914811642880087,0.6803233279096538,227,2042,1,ARC1
286,item_count_matched,0.6775060020565707,0.6460553795729119,229,2059,1,ARC1
287,item_count_matched,0.6085136255045103,0.6097004665185242,226,2034,1,ARC1
288,item_count_matched,0.6242235079317321,0.6150695322376739,225,2023,1,ARC1
289,item_count_matched,0.6746872553984218,0.6517774232602408,230,2067,1,ARC1
290,item_count_matched,0.6778684423412171,0.6497869170997747,227,2041,1,ARC1
291,item_count_matched,0.6499212852630435,0.6271346761899096,227,2040,1,ARC1
292,item_count_matched,0.6430647022299983,0.5933417503900567,228,2049,1,ARC1
293,item_count_matched,0.6959402456339439,0.6681980183392872,227,2040,1,ARC1
294,item_count_matched,0.644952300859715,0.6088795142899939,227,2041,1,ARC1
295,item_count_matched,0.6034367909902159,0.5721575507127727,226,2033,1,ARC1
