task_id,llm_latent_difficulty,in_arc1_eval,in_arc2_eval,arc1_pass_rate,arc2_pass_rate,benchmark_membership
c658a4bd,0.11683545560281176,True,False,0.2727272727272727,,arc1_eval
c663677b,-3.5897355186932547,True,False,0.8636363636363636,,arc1_eval
c6e1b8da,2.5309362286790504,True,False,0.0,,arc1_eval
c7d4e6ad,-3.975434848612414,True,False,0.9090909090909091,,arc1_eval
c7f57c3e,2.5309350079088135,False,True,,0.0,arc2_eval
c87289bb,0.416387059321348,True,False,0.22727272727272727,,arc1_eval
c8b7cc0f,-1.2333271280137579,True,False,0.5,,arc1_eval
c92b942c,0.7375805455899956,True,False,0.18181818181818182,,arc1_eval
c97c0139,-0.16753149236440174,True,False,0.3181818181818182,,arc1_eval
ca8de6ea,-3.237867459304303,True,False,0.8181818181818182,,arc1_eval
ca8f78db,-2.911589902039573,True,False,0.7727272727272727,,arc1_eval
cad67732,-0.7084744277393591,True,False,0.4090909090909091,,arc1_eval
cb227835,-0.44143006910156923,True,False,0.36363636363636365,,arc1_eval
cb2d8a2c,2.5309336118934858,False,True,,0.0,arc2_eval
cbebaa4b,2.5309327751141715,False,True,,0.0,arc2_eval
ccd554ac,-3.2378646692447934,True,False,0.8181818181818182,,arc1_eval
cd3c21df,-2.313537148878255,True,False,0.6818181818181818,,arc1_eval
ce039d91,0.7375764227303616,True,False,0.18181818181818182,,arc1_eval
ce8d95cc,-3.237865275471693,True,False,0.8181818181818182,,arc1_eval
cf133acc,-0.44142775450742155,True,False,0.36363636363636365,,arc1_eval
cfb2ce5a,0.41638658863171674,True,False,0.22727272727272727,,arc1_eval
d017b73f,2.5309337100892306,True,False,0.0,,arc1_eval
d19f7514,-2.9115876279504036,True,False,0.7727272727272727,,arc1_eval
d282b262,0.41638678227468684,True,False,0.22727272727272727,,arc1_eval
d2acf2cb,-1.4960003898395369,True,False,0.5454545454545454,,arc1_eval
d304284e,-0.4414287643082919,True,False,0.36363636363636365,,arc1_eval
d35bdbdc,2.5309337120524416,False,True,,0.0,arc2_eval
d37a1ef5,-2.6049954914784856,True,False,0.7272727272727273,,arc1_eval
d47aa2ff,0.11683911739881465,True,False,0.2727272727272727,,arc1_eval
d492a647,-0.708473187476202,True,False,0.4090909090909091,,arc1_eval
d4b1c2b1,-2.9115917517730754,True,False,0.7727272727272727,,arc1_eval
d4c90558,-1.495999253324917,True,False,0.5454545454545454,,arc1_eval
d56f2372,0.4163889526906676,True,False,0.22727272727272727,,arc1_eval
d59b0160,2.530932241082997,False,True,,0.0,arc2_eval
d5c634a2,1.4870298816867928,True,False,0.09090909090909091,,arc1_eval
d8e07eb2,2.530934560575202,False,True,,0.0,arc2_eval
d931c21c,2.5309353337810263,True,False,0.0,,arc1_eval
d94c3b52,1.9530924393706444,True,False,0.045454545454545456,,arc1_eval
da2b0fe3,-2.9115900260682843,True,False,0.7727272727272727,,arc1_eval
da515329,3.1112840055935753,True,True,0.0,0.0,arc1_eval|arc2_eval
db0c5428,1.487029920905097,False,True,,0.09090909090909091,arc2_eval
db695cfb,1.487031633480814,False,True,,0.09090909090909091,arc2_eval
dbff022c,1.487032878046104,False,True,,0.09090909090909091,arc2_eval
dc2aa30b,0.4163878363873337,True,False,0.22727272727272727,,arc1_eval
dc2e9a9d,2.530932611501302,True,False,0.0,,arc1_eval
dd2401ed,1.9530910626481515,True,False,0.045454545454545456,,arc1_eval
dd6b8c4b,1.9530919516809617,False,True,,0.045454545454545456,arc2_eval
de493100,0.41638607099040903,True,False,0.22727272727272727,,arc1_eval
de809cff,2.5309321299886895,False,True,,0.0,arc2_eval
df8cc377,1.0897098635923372,True,False,0.13636363636363635,,arc1_eval
dfadab01,1.9530922599822653,False,True,,0.045454545454545456,arc2_eval
e0fb7511,0.41638719973959754,True,False,0.22727272727272727,,arc1_eval
e12f9a14,2.5309336374831073,False,True,,0.0,arc2_eval
e133d23d,-2.0335454438210387,True,False,0.6363636363636364,,arc1_eval
e1baa8a4,-4.407245849380057,True,False,0.9545454545454546,,arc1_eval
e1d2900e,1.9530911449401513,True,False,0.045454545454545456,,arc1_eval
e2092e0c,1.9530953512583131,True,False,0.045454545454545456,,arc1_eval
e21a174a,-0.4414288820089629,True,False,0.36363636363636365,,arc1_eval
e345f17b,-2.3135375957471447,True,False,0.6818181818181818,,arc1_eval
e3721c99,2.5309380361559044,False,True,,0.0,arc2_eval
e376de54,2.530934650544641,False,True,,0.0,arc2_eval
e4075551,-1.2333277525824364,True,False,0.5,,arc1_eval
e41c6fd3,-0.4414285406959358,True,False,0.36363636363636365,,arc1_eval
e57337a4,-3.237867239138567,True,False,0.8181818181818182,,arc1_eval
e5790162,0.41638805128213724,True,False,0.22727272727272727,,arc1_eval
e5c44e8f,1.487029515810979,True,False,0.09090909090909091,,arc1_eval
e619ca6e,1.953090835920185,True,False,0.045454545454545456,,arc1_eval
e633a9e5,-3.5897373726127766,True,False,0.8636363636363636,,arc1_eval
e66aafb8,-1.4960012412042603,True,False,0.5454545454545454,,arc1_eval
e681b708,1.9530908847466553,True,False,0.045454545454545456,,arc1_eval
e69241bd,-0.44142989497174223,True,False,0.36363636363636365,,arc1_eval
e6de6e8f,2.530932581397794,True,False,0.0,,arc1_eval
e74e1818,-2.6049941335667333,True,False,0.7272727272727273,,arc1_eval
e760a62e,-0.4414273291739618,True,False,0.36363636363636365,,arc1_eval
e7639916,-2.6049967693321876,True,False,0.7272727272727273,,arc1_eval
e78887d1,0.41638615100757465,True,False,0.22727272727272727,,arc1_eval
e7a25a18,-3.2378651149225544,True,False,0.8181818181818182,,arc1_eval
e7b06bea,-2.033547558314699,True,False,0.6363636363636364,,arc1_eval
e7dd8335,-3.237865007840541,True,False,0.8181818181818182,,arc1_eval
e8686506,1.487030199456773,False,True,,0.09090909090909091,arc2_eval
e87109e9,2.5309347316846393,False,True,,0.0,arc2_eval
e872b94a,-1.4960021243997024,True,False,0.5454545454545454,,arc1_eval
e88171ec,-0.4414300203806544,True,False,0.36363636363636365,,arc1_eval
e95e3d8e,-3.9754354560125003,True,False,0.9090909090909091,,arc1_eval
e99362f0,-0.7084728744299805,True,False,0.4090909090909091,,arc1_eval
e9ac8c9e,-2.6049930028692505,True,False,0.7272727272727273,,arc1_eval
e9b4f6fc,-2.9115921781141987,True,False,0.7727272727272727,,arc1_eval
e9bb6954,-0.7084752115772127,True,False,0.4090909090909091,,arc1_eval
e9c9d9a1,-3.5897374573375633,True,False,0.8636363636363636,,arc1_eval
ea959feb,-2.6049934355652615,True,False,0.7272727272727273,,arc1_eval
ea9794b1,-0.971592510180664,True,False,0.45454545454545453,,arc1_eval
ecaa0ec1,0.41638524338359717,True,False,0.22727272727272727,,arc1_eval
ed74f2f2,-0.7084738154799289,True,False,0.4090909090909091,,arc1_eval
ed98d772,-1.7619295174713605,True,False,0.5909090909090909,,arc1_eval
edb79dae,2.5309330174173836,False,True,,0.0,arc2_eval
eee78d87,2.5309325405547907,False,True,,0.0,arc2_eval
ef26cbf6,-2.3135383206819826,True,False,0.6818181818181818,,arc1_eval
f0afb749,-0.44142992986874824,True,False,0.36363636363636365,,arc1_eval
f0df5ff0,-0.7084735740367261,True,False,0.4090909090909091,,arc1_eval
f21745ec,1.0897085949472114,True,False,0.13636363636363635,,arc1_eval
f3b10344,2.530934685253383,True,False,0.0,,arc1_eval
f3cdc58f,-2.033546673160608,True,False,0.6363636363636364,,arc1_eval
f3e62deb,-0.1675320884197806,True,False,0.3181818181818182,,arc1_eval
f4081712,-0.1675313361726078,True,False,0.3181818181818182,,arc1_eval
f45f5ca7,-4.40724695849317,True,False,0.9545454545454546,,arc1_eval
f560132c,2.530934444369479,False,True,,0.0,arc2_eval
f5aa3634,-0.4414296326299445,True,False,0.36363636363636365,,arc1_eval
f5c89df1,-0.4414288152529317,True,False,0.36363636363636365,,arc1_eval
f823c43c,-2.3135378396999755,True,False,0.6818181818181818,,arc1_eval
f83cb3f6,-1.2333282727503039,True,False,0.5,,arc1_eval
f8be4b64,1.9530904647376122,True,False,0.045454545454545456,,arc1_eval
f931b4a8,1.4870299847223067,False,True,,0.09090909090909091,arc2_eval
f9a67cb5,1.0897067105494942,True,False,0.13636363636363635,,arc1_eval
f9d67f8b,1.9530915230157102,True,False,0.045454545454545456,,arc1_eval
faa9f03d,2.5309333010521446,False,True,,0.0,arc2_eval
fafd9572,-1.4960009758735833,True,False,0.5454545454545454,,arc1_eval
fb791726,-0.9715960128230027,True,False,0.45454545454545453,,arc1_eval
fc754716,-4.407246093537697,True,False,0.9545454545454546,,arc1_eval
fc7cae8d,2.530933035463586,False,True,,0.0,arc2_eval
fd096ab6,1.9530911264993043,True,False,0.045454545454545456,,arc1_eval
fd4b2b02,0.737576252063977,True,False,0.18181818181818182,,arc1_eval
fe9372f3,0.11683634281046403,True,False,0.2727272727272727,,arc1_eval
fea12743,1.487031522130381,True,False,0.09090909090909091,,arc1_eval
ff72ca3e,-0.1675328260276542,True,False,0.3181818181818182,,arc1_eval
