task_pair_id,task_ID,benchmark_label,dataset_key,test_index,attempts,session_count,raw_solve_rate,mean_duration_seconds,median_duration_seconds,mean_submissions,latent_correct_logit,latent_correct_prob,latent_duration_log,latent_duration_seconds
a04b2602__0,a04b2602,arc1_sidecar,arc_agi_1_eval,0,9,9,0.6666666666666666,257.5041111111111,143.802,3.111111111111111,1.0730633669143366,0.74517904686845,5.082697180039705,160.20827782724027
a096bf4d__0,a096bf4d,arc1_sidecar,arc_agi_1_eval,0,9,9,0.3333333333333333,328.49066666666664,210.695,1.0,-0.3832623070685852,0.405340309853142,5.262593824070093,191.98140248297273
a3f84088__0,a3f84088,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,273.8572222222222,211.769,1.7777777777777777,1.8641072310371496,0.8657749613935842,5.437961633861217,228.97293632813592
a57f2f04__0,a57f2f04,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,161.98844444444444,125.503,0.7777777777777778,1.602311376432143,0.8323411840028168,4.885222434334455,131.3198945488187
a8610ef7__0,a8610ef7,arc1_sidecar,arc_agi_1_eval,0,10,10,0.3,172.3753,121.39,1.0,-0.595347157757987,0.3554089107451609,4.954167736311119,140.76457175636628
a934301b__0,a934301b,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,124.95222222222225,76.605,1.2222222222222223,2.595437825031481,0.9305673880630106,4.51608918211058,90.47714705370255
aa300dc3__0,aa300dc3,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,115.01477777777778,105.987,1.0,2.5358377893038764,0.9266163044468892,4.70938518539206,109.98390439993692
aab50785__0,aab50785,arc1_sidecar,arc_agi_1_eval,0,9,9,0.6666666666666666,126.78633333333333,123.288,2.2222222222222223,0.6049824245905167,0.6467953774464137,4.590601234905709,97.55366625699718
ac0c5833__0,ac0c5833,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,199.32077777777778,119.437,0.8888888888888888,1.6088321941777965,0.8332491888110171,5.043357023561171,153.9894458888348
ac2e8ecf__0,ac2e8ecf,arc1_sidecar,arc_agi_1_eval,0,9,9,0.6666666666666666,180.74966666666668,129.066,1.7777777777777777,0.8980431019322309,0.7105471935231429,5.096615597485419,162.46772945380854
ac3e2b04__0,ac3e2b04,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,220.76644444444446,153.063,2.0,1.6126742861874201,0.8337823449062881,5.424158646418363,225.82042983137913
ac605cbb__0,ac605cbb,arc1_sidecar,arc_agi_1_eval,0,8,8,0.625,164.3565,180.60899999999998,1.625,0.6243702944328929,0.6512118501293617,5.263554386843261,192.16686229274615
aee291af__0,aee291af,arc1_sidecar,arc_agi_1_eval,0,8,8,0.875,56.388875,46.012,1.125,1.9494029965871298,0.8753815300760099,4.181102102839894,64.43793281874187
b0722778__0,b0722778,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,317.3107777777778,280.027,3.6666666666666665,1.8810947281605221,0.8677368185938951,5.584894174700068,265.3720923412974
b0f4d537__0,b0f4d537,arc1_sidecar,arc_agi_1_eval,0,9,9,0.5555555555555556,152.4628888888889,109.133,0.8888888888888888,0.4850281341183713,0.6189344903832623,4.99792344275636,147.10529044606477
b15fca0b__0,b15fca0b,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,109.43188888888888,72.001,1.3333333333333333,2.167515476883252,0.8972942255226286,4.592841311434576,97.77468146468279
b20f7c8b__0,b20f7c8b,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,141.40866666666668,128.0,1.4444444444444444,1.7403636881594262,0.8507332547319761,4.956011233500343,141.0261553861916
b457fec5__0,b457fec5,arc1_sidecar,arc_agi_1_eval,0,9,9,0.6666666666666666,477.05455555555557,331.537,3.6666666666666665,1.246404139861419,0.7766767799487999,6.074776318129363,433.7522454438871
b7999b51__0,b7999b51,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,139.56333333333333,124.225,2.6666666666666665,0.8645175744430875,0.7036036401759835,4.8038914853901495,120.98419478401975
b7cb93ac__0,b7cb93ac,arc1_sidecar,arc_agi_1_eval,0,9,9,0.6666666666666666,83.26677777777778,59.373,1.2222222222222223,1.2658501449338484,0.7800315335843191,4.480670795534335,87.2938799558253
b7fb29bc__0,b7fb29bc,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,133.60922222222223,121.802,1.1111111111111112,2.727222461929947,0.9386139964837976,4.882652004773018,130.98021233193643
b942fd60__0,b942fd60,arc1_sidecar,arc_agi_1_eval,0,9,9,0.4444444444444444,192.28577777777778,152.755,2.2222222222222223,-0.17330335983738965,0.4567822728988388,5.051727660443852,155.29225130954657
b9630600__0,b9630600,arc1_sidecar,arc_agi_1_eval,0,9,9,0.5555555555555556,342.94655555555556,203.932,1.0,0.7584508281056738,0.6810172973498114,5.356463735108957,210.97402320425726
baf41dbf__0,baf41dbf,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,189.56944444444446,132.728,2.5555555555555554,1.1530051313141043,0.7600593883104996,5.066514601272516,157.62050704825327
bb52a14b__0,bb52a14b,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,109.34844444444444,105.07,1.1111111111111112,2.533446131479203,0.9264535092077909,4.714484097102849,110.55124671478826
bcb3040b__0,bcb3040b,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,103.66644444444445,81.206,1.1111111111111112,2.3820425029693943,0.9154476648243124,4.741573997918177,113.61446270339324
bd14c3bf__0,bd14c3bf,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,73.54433333333333,59.652,1.0,1.759464987465336,0.8531426409948831,4.329175965917491,74.88173166590839
bf32578f__0,bf32578f,arc1_sidecar,arc_agi_1_eval,0,10,10,0.7,90.9597,57.198,1.4,1.2911774969296994,0.7843464260650447,4.505235925578004,89.4896903632017
bf699163__0,bf699163,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,144.78455555555556,63.282,1.2222222222222223,2.393007199246206,0.916292510862071,4.738930058676482,113.31182927627727
bf89d739__0,bf89d739,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,106.77477777777777,77.953,1.4444444444444444,2.05716814182017,0.8866699182107454,4.702092771282441,109.17750767261785
c1990cce__0,c1990cce,arc1_sidecar,arc_agi_1_eval,0,8,8,0.75,242.94325,272.127,3.25,1.4845258787956173,0.8152552149143806,5.250785326043433,189.71598389227034
c62e2108__0,c62e2108,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,214.07366666666667,152.689,1.6666666666666667,1.9740078168389923,0.8780409410959782,5.351868009654806,210.0020838840045
c64f1187__0,c64f1187,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,140.7352222222222,95.781,1.0,1.5516266975355104,0.8251485533329977,5.056306215709521,156.00948471319498
c658a4bd__0,c658a4bd,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,142.42466666666667,113.565,1.1111111111111112,2.628447399000062,0.9326701168660747,5.12512490418939,167.19514861858653
c6e1b8da__0,c6e1b8da,arc1_sidecar,arc_agi_1_eval,0,9,9,0.4444444444444444,98.364,86.382,1.3333333333333333,0.22131004628995,0.5551027922733569,4.6449000556274385,103.05296575733605
c87289bb__0,c87289bb,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,107.76177777777778,96.274,2.111111111111111,2.2103498039316176,0.9011750842254757,4.713713123564842,110.46527679996257
c92b942c__0,c92b942c,arc1_sidecar,arc_agi_1_eval,0,8,8,0.625,316.52887499999997,263.7255,2.375,0.697617065695999,0.6676592333788671,5.626850180693324,276.7857632184599
c97c0139__0,c97c0139,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,161.81944444444446,105.314,1.0,1.8256851839788508,0.8612469066676847,5.252084758385262,189.963967493906
cad67732__0,cad67732,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,180.45522222222223,129.324,1.5555555555555556,2.779006235535964,0.941530761138865,4.995911002296829,146.80753707325744
cb227835__0,cb227835,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,205.90633333333335,93.251,1.3333333333333333,1.0197381041771654,0.734921582195836,5.085007666821324,160.58117804687257
ce039d91__0,ce039d91,arc1_sidecar,arc_agi_1_eval,0,8,8,0.25,110.479375,51.805499999999995,0.375,-0.6321681026965065,0.3470190897748838,4.079207167291136,58.09859597083174
cf133acc__0,cf133acc,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,93.50166666666667,79.203,1.5555555555555556,1.6099441427155132,0.8334036312308313,4.49926658554117,88.95113563892805
cfb2ce5a__0,cfb2ce5a,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,158.91400000000002,119.822,1.2222222222222223,1.5829464676853493,0.8296214049744745,5.171307872642204,175.1450622068596
d017b73f__0,d017b73f,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,213.87155555555557,204.291,2.111111111111111,1.4133698712822649,0.8042969167653141,5.360131902036194,211.75300715372407
d282b262__0,d282b262,arc1_sidecar,arc_agi_1_eval,0,10,10,0.9,119.27149999999999,107.0205,1.3,1.5650889516631454,0.8270823720848416,4.9309932997493195,137.51703296317217
d2acf2cb__0,d2acf2cb,arc1_sidecar,arc_agi_1_eval,0,8,8,1.0,110.44437500000001,124.943,1.5,2.421537705138453,0.9184549857485694,4.814950992763698,122.34076757191976
d304284e__0,d304284e,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,171.887,158.391,1.8888888888888888,1.1453700540588074,0.7586642226053599,5.199814810802453,180.23867532231813
d37a1ef5__0,d37a1ef5,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,87.54777777777778,64.956,1.4444444444444444,2.445064776902458,0.9201997975946171,4.474821100833724,86.7788954337834
d47aa2ff__0,d47aa2ff,arc1_sidecar,arc_agi_1_eval,0,9,9,0.5555555555555556,397.39244444444444,350.657,2.6666666666666665,0.383065544085579,0.5946122616041144,5.65221542493466,283.9219904080708
d4b1c2b1__0,d4b1c2b1,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,202.9781111111111,150.271,1.7777777777777777,1.5089721841243415,0.8189088346353484,5.438126434244474,229.01083907928955
d4c90558__0,d4c90558,arc1_sidecar,arc_agi_1_eval,0,8,8,0.75,84.43725,90.219,0.75,1.4646680167685369,0.8122455977238181,4.248184721699467,68.97826694995932
d56f2372__0,d56f2372,arc1_sidecar,arc_agi_1_eval,0,8,8,1.0,158.329375,83.565,1.875,2.603536861815562,0.9310888594793574,4.781189717643777,118.24613491677076
d931c21c__0,d931c21c,arc1_sidecar,arc_agi_1_eval,0,9,9,0.4444444444444444,425.935,242.63,3.5555555555555554,0.216444234994009,0.5539007936903615,5.545728338351191,255.14106768423062
d94c3b52__0,d94c3b52,arc1_sidecar,arc_agi_1_eval,0,9,9,0.5555555555555556,280.88644444444446,203.836,2.3333333333333335,0.07323676685728242,0.5183010124662953,5.123494413313216,166.92113141532835
dc2aa30b__0,dc2aa30b,arc1_sidecar,arc_agi_1_eval,0,8,8,0.5,238.882625,154.028,0.75,0.26613149624619536,0.5661429475578332,5.119256289984616,166.21096689629903
dc2e9a9d__0,dc2e9a9d,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,148.25588888888888,122.568,2.0,1.4299638282191967,0.806895679721813,4.900353876530884,133.33731009575604
dd2401ed__0,dd2401ed,arc1_sidecar,arc_agi_1_eval,0,9,9,0.5555555555555556,108.54933333333332,111.734,1.2222222222222223,0.596907839669364,0.6449485504691196,4.79611863700406,120.03970557345816
de493100__0,de493100,arc1_sidecar,arc_agi_1_eval,0,8,8,0.625,189.187375,205.5445,1.125,0.46048378288554037,0.6131289366103212,5.070807864336324,158.30297056175368
df8cc377__0,df8cc377,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,157.11677777777777,135.635,1.0,2.320786352786628,0.9105839868062541,5.305438839504852,200.42937818947436
e1d2900e__0,e1d2900e,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,217.10466666666667,141.146,1.7777777777777777,2.520153788414122,0.9255426536177527,5.285400215568339,196.4331834723154
e4075551__0,e4075551,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,170.0088888888889,132.385,1.5555555555555556,2.243257842704311,0.9040673817111561,4.98285647504359,144.89051965523868
e57337a4__0,e57337a4,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,52.193222222222225,39.97,1.3333333333333333,2.0549669999403846,0.8864485451191573,4.199872978148662,65.67786095765157
e5790162__0,e5790162,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,80.31888888888889,56.277,1.7777777777777777,2.4686719913400914,0.9219162194535806,4.473136490772973,86.63114670785058
e5c44e8f__0,e5c44e8f,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,84.42122222222223,82.725,1.4444444444444444,1.6278903567550849,0.8358804338071182,4.2169185817884465,66.82416733409829
e619ca6e__0,e619ca6e,arc1_sidecar,arc_agi_1_eval,0,9,9,0.6666666666666666,156.36599999999999,103.097,1.5555555555555556,1.3601297855873096,0.7957807904647031,4.801082817087728,120.64206233592722
e681b708__0,e681b708,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,178.75677777777776,149.543,1.4444444444444444,1.6362109477063003,0.8370187008279165,5.12993752757008,168.00655946463837
e74e1818__0,e74e1818,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,224.49311111111112,125.588,1.4444444444444444,1.9517375709473415,0.8756359826674271,5.259612680072895,191.406953815925
e760a62e__0,e760a62e,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,162.49477777777778,131.064,1.7777777777777777,1.7970560133439046,0.8577901875468745,4.868571353746372,129.13486733791214
e7639916__0,e7639916,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,112.03222222222223,97.373,1.2222222222222223,2.2085592239890177,0.9010155031787285,4.6205295034086635,100.5477877961656
e78887d1__0,e78887d1,arc1_sidecar,arc_agi_1_eval,0,9,9,0.3333333333333333,277.4808888888889,231.594,1.3333333333333333,-0.1551529414594257,0.4612893883882227,5.182279960147287,177.0883828894797
e7b06bea__0,e7b06bea,arc1_sidecar,arc_agi_1_eval,0,9,9,0.5555555555555556,190.33666666666667,201.842,3.7777777777777777,0.4372381130695353,0.6076007319653633,5.194709184218029,179.31569652099157
e872b94a__0,e872b94a,arc1_sidecar,arc_agi_1_eval,0,9,9,0.6666666666666666,89.408,62.295,1.2222222222222223,1.0046146143229082,0.7319648989043084,4.181686867409791,64.47620979380027
e88171ec__0,e88171ec,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,46.41888888888889,25.19,1.1111111111111112,2.1188676672881805,0.892723536233975,3.9263750565885633,49.72277681644029
e9ac8c9e__0,e9ac8c9e,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,132.10544444444446,117.332,1.1111111111111112,2.3208359222325083,0.9105880227075451,4.920020405074775,136.00540876355726
e9b4f6fc__0,e9b4f6fc,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,123.65466666666667,93.426,1.3333333333333333,2.665843169953729,0.9349807870227219,4.753016922874787,114.93351994241016
e9bb6954__0,e9bb6954,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,177.92522222222223,192.754,1.7777777777777777,1.6269929372556486,0.8357572847985979,5.3212227154833975,203.6339381726655
ecaa0ec1__0,ecaa0ec1,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,209.0458888888889,119.977,3.2222222222222223,1.5772139320867153,0.8288095808464819,4.951230791934766,140.3488279017064
ed74f2f2__0,ed74f2f2,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,158.45155555555556,69.297,2.6666666666666665,2.666751219145918,0.9350359670913146,4.8049383762365725,121.1119657904264
f21745ec__0,f21745ec,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,272.9818888888889,93.549,1.8888888888888888,1.863782698384219,0.8657372434061261,5.159644141901602,173.10248879947932
f3b10344__0,f3b10344,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,162.63266666666667,117.218,2.3333333333333335,2.21273752315043,0.9013875274423007,5.152229821792133,171.8164108041695
f3cdc58f__0,f3cdc58f,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,73.09166666666667,61.125,0.8888888888888888,2.1424070523560106,0.8949571099963771,4.470195666754655,86.37381749228643
f45f5ca7__0,f45f5ca7,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,135.73677777777777,73.107,1.3333333333333333,1.7029891273556195,0.8459247290327627,4.76514796131579,116.34847903870782
f5aa3634__0,f5aa3634,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,58.13433333333333,40.103,1.4444444444444444,2.491789709866241,0.9235642400485465,4.171740180447193,63.82816671522613
f5c89df1__0,f5c89df1,arc1_sidecar,arc_agi_1_eval,0,9,9,0.6666666666666666,111.17611111111111,117.652,1.3333333333333333,0.621502288345874,0.6505601434513677,4.46387894529065,85.8236409094362
f8be4b64__0,f8be4b64,arc1_sidecar,arc_agi_1_eval,0,9,9,0.5555555555555556,485.9592222222222,385.242,3.111111111111111,0.2115812856737047,0.5526988719900665,5.716278175024989,302.7722293508238
f9a67cb5__0,f9a67cb5,arc1_sidecar,arc_agi_1_eval,0,9,9,0.6666666666666666,274.5318888888889,175.594,4.555555555555555,0.45505529227996755,0.6118405005406393,5.420618005475136,225.01876018043905
f9d67f8b__0,f9d67f8b,arc1_sidecar,arc_agi_1_eval,0,9,9,0.4444444444444444,586.9981111111111,528.643,0.7777777777777778,-0.32703635504203654,0.41896189787040417,6.205771122934998,494.6009779089779
fafd9572__0,fafd9572,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,76.03377777777777,65.337,1.0,1.9958390126385752,0.8803595083017446,4.465895924741886,85.99893913606338
fd096ab6__0,fd096ab6,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,224.60977777777777,158.669,2.111111111111111,2.5398982008637017,0.9268919286338875,5.27268161081753,193.93801004479326
fd4b2b02__0,fd4b2b02,arc1_sidecar,arc_agi_1_eval,0,9,9,0.8888888888888888,125.55444444444444,72.996,1.1111111111111112,1.5859017967221645,0.8300387330944273,4.845876211310069,126.21470013275504
fe9372f3__0,fe9372f3,arc1_sidecar,arc_agi_1_eval,0,9,9,0.7777777777777778,181.50433333333334,161.504,1.2222222222222223,1.540279444197246,0.823505344511694,5.07553069299707,159.0571106322701
fea12743__0,fea12743,arc1_sidecar,arc_agi_1_eval,0,9,9,0.4444444444444444,192.99322222222224,114.918,1.1111111111111112,-0.10256140491910126,0.47438210072014814,4.850773690132932,126.83925956756174
ff72ca3e__0,ff72ca3e,arc1_sidecar,arc_agi_1_eval,0,9,9,1.0,244.8487777777778,244.908,1.3333333333333333,2.497221546221673,0.9239468103573654,5.645392283860659,281.98454472156965
0934a4d8__0,0934a4d8,arc2_eval,arc_agi_2_eval,0,9,9,0.4444444444444444,467.1472222222222,249.635,2.3333333333333335,-0.6498881678961396,0.3430147388780093,5.446631592341512,230.97546049455588
135a2760__0,135a2760,arc2_eval,arc_agi_2_eval,0,9,9,0.8888888888888888,152.031,114.573,2.2222222222222223,1.5959957711139894,0.8314579946432062,4.981329858577561,144.66797070236532
136b0064__0,136b0064,arc2_eval,arc_agi_2_eval,0,9,9,0.5555555555555556,401.3408888888889,181.282,3.2222222222222223,0.45389460331855214,0.6115648107862937,5.405074997393441,221.5329092461494
13e47133__0,13e47133,arc2_eval,arc_agi_2_eval,0,3,3,1.0,1214.0273333333334,1053.037,2.6666666666666665,1.5138260213981858,0.8196275309910063,6.877982461592854,969.6660269435625
13e47133__1,13e47133,arc2_eval,arc_agi_2_eval,1,10,10,0.4,355.3615,381.751,1.2,0.07389712897147138,0.518465879823241,5.839416210332602,342.5787044084064
142ca369__0,142ca369,arc2_eval,arc_agi_2_eval,0,5,5,0.6,208.81259999999997,177.867,1.2,0.8648144594699713,0.7036655504867506,5.285574808363153,196.46765689292462
142ca369__1,142ca369,arc2_eval,arc_agi_2_eval,1,5,5,0.8,144.02620000000002,163.221,2.0,1.1360884808934109,0.7569607557282468,4.9466961286693385,139.70930966002496
16b78196__0,16b78196,arc2_eval,arc_agi_2_eval,0,9,9,0.5555555555555556,501.66766666666666,428.992,1.4444444444444444,0.5212762905651408,0.6274461572708876,6.080438409938885,436.2208346662982
16de56c4__0,16de56c4,arc2_eval,arc_agi_2_eval,0,4,4,0.75,646.377,729.8865000000001,1.25,1.0262041838762639,0.7361793362078332,6.063270158518456,428.7785854519596
16de56c4__1,16de56c4,arc2_eval,arc_agi_2_eval,1,10,10,0.6,219.41590000000002,234.697,2.1,0.6216060467831265,0.6505837306589067,5.423409607547107,225.65059612660437
1818057f__0,1818057f,arc2_eval,arc_agi_2_eval,0,9,9,1.0,190.12755555555557,109.158,1.3333333333333333,2.1476794209769605,0.8954517283530421,4.87017214211783,129.34335254609562
195c6913__0,195c6913,arc2_eval,arc_agi_2_eval,0,5,5,0.6,158.172,154.033,2.8,0.5630832153816606,0.6371656362545877,5.01964708931932,150.35787855549128
195c6913__1,195c6913,arc2_eval,arc_agi_2_eval,1,18,18,0.3333333333333333,211.04955555555554,207.9785,1.8888888888888888,-0.5249293226053428,0.37170031749655763,5.158926195446521,172.97753739440137
1ae2feb7__0,1ae2feb7,arc2_eval,arc_agi_2_eval,0,8,8,0.5,215.64375,221.388,1.375,0.03763990277249463,0.5094088648756144,4.3945112769059556,80.00503205721456
1ae2feb7__1,1ae2feb7,arc2_eval,arc_agi_2_eval,1,8,8,0.375,89.19475,43.188500000000005,1.25,-0.5282173266438556,0.3709327641756264,3.22762558108488,24.219703680564045
1ae2feb7__2,1ae2feb7,arc2_eval,arc_agi_2_eval,2,8,8,0.375,183.541875,106.17699999999999,1.0,-0.7092020598155614,0.3297751797705024,4.4953378603257255,88.59843562855445
20270e3b__0,20270e3b,arc2_eval,arc_agi_2_eval,0,8,8,0.375,304.796,199.421,2.0,0.05432586976210896,0.5135781281771605,5.413752058309979,223.47224254428627
20270e3b__1,20270e3b,arc2_eval,arc_agi_2_eval,1,9,9,0.6666666666666666,250.5524444444444,89.212,2.4444444444444446,0.44318013464865547,0.6090165317446343,4.924161023818748,136.57387200971695
20a9e565__0,20a9e565,arc2_eval,arc_agi_2_eval,0,7,7,0.7142857142857143,304.9858571428571,332.943,3.0,1.1443078467289842,0.7584696866385325,5.608732210940082,271.79816814617794
20a9e565__1,20a9e565,arc2_eval,arc_agi_2_eval,1,10,10,0.6,175.5807,216.887,1.9,0.7041265938370648,0.6691020552958077,5.005447430111612,148.2238354611347
21897d95__0,21897d95,arc2_eval,arc_agi_2_eval,0,4,4,0.5,110.02199999999999,89.85849999999999,0.75,0.1230407199947906,0.5307214320796397,3.8131635707927627,44.29350165130419
21897d95__1,21897d95,arc2_eval,arc_agi_2_eval,1,9,9,0.4444444444444444,402.88800000000003,413.17,1.7777777777777777,-0.10535154822407478,0.47368644617514705,5.48262592569082,239.47735465907644
221dfab4__0,221dfab4,arc2_eval,arc_agi_2_eval,0,4,4,0.5,292.967,159.40449999999998,1.5,0.06461628171888023,0.5161484521499461,5.551111754811774,256.52370002790144
221dfab4__1,221dfab4,arc2_eval,arc_agi_2_eval,1,11,11,0.36363636363636365,302.7274545454545,306.497,1.6363636363636365,-0.6070869986304278,0.352723978931306,5.588480680028316,266.32915249455544
247ef758__0,247ef758,arc2_eval,arc_agi_2_eval,0,5,5,0.6,103.86300000000001,107.473,1.8,0.4554683894586117,0.6119386031590345,4.808876399215978,121.59379361961822
247ef758__1,247ef758,arc2_eval,arc_agi_2_eval,1,5,5,0.6,460.67839999999995,375.359,0.8,0.23368770292663021,0.5581575014900247,5.560464618948414,258.9435829843584
269e22fb__0,269e22fb,arc2_eval,arc_agi_2_eval,0,13,13,0.23076923076923078,572.4791538461538,455.835,0.5384615384615384,-0.9130690609028457,0.2863722232293815,5.350948684187388,209.80819343248234
269e22fb__1,269e22fb,arc2_eval,arc_agi_2_eval,1,9,9,0.3333333333333333,500.79088888888896,469.413,0.4444444444444444,-0.6598737914640113,0.34076796311537366,5.910210224556199,367.7836746451836
271d71e2__0,271d71e2,arc2_eval,arc_agi_2_eval,0,8,8,0.375,273.27325,273.97950000000003,1.625,-0.46993462365786043,0.38463171742894375,5.199342556143702,180.15310472069942
28a6681f__0,28a6681f,arc2_eval,arc_agi_2_eval,0,10,10,0.8,109.5041,108.61850000000001,1.7,1.4025173368317225,0.8025830480448212,4.476796085876027,86.95242874573626
291dc1e1__0,291dc1e1,arc2_eval,arc_agi_2_eval,0,6,6,0.5,377.15483333333333,344.027,2.0,0.11587140853076783,0.5289354849476923,5.194615763794684,179.29885213910376
2b83f449__0,2b83f449,arc2_eval,arc_agi_2_eval,0,9,9,0.2222222222222222,431.8553333333333,335.984,2.5555555555555554,-0.5802214296417975,0.35888164429920105,5.624047963664009,276.0084368495197
2ba387bc__0,2ba387bc,arc2_eval,arc_agi_2_eval,0,9,9,0.8888888888888888,137.60000000000002,135.742,0.8888888888888888,1.7162542530941995,0.8476457310882157,4.8963676933023725,132.80288283343918
2c181942__0,2c181942,arc2_eval,arc_agi_2_eval,0,9,9,0.7777777777777778,308.9555555555555,171.66,2.4444444444444446,1.0516666721669448,0.7410948175299055,5.121635467165757,166.60926503621815
2d0172a1__0,2d0172a1,arc2_eval,arc_agi_2_eval,0,5,5,0.6,395.5996,176.627,1.4,0.021021936061034086,0.5052552904810668,5.165336590986327,174.09638451903757
2d0172a1__1,2d0172a1,arc2_eval,arc_agi_2_eval,1,10,10,0.4,216.7895,180.0285,1.4,-0.4565107949616516,0.38781388597099553,4.974038423751009,143.60970501387703
31f7f899__0,31f7f899,arc2_eval,arc_agi_2_eval,0,3,3,1.0,294.5783333333333,122.263,2.6666666666666665,1.4750105227928123,0.8138177665005862,5.23934636004141,187.54682038315974
332f06d7__0,332f06d7,arc2_eval,arc_agi_2_eval,0,9,9,0.7777777777777778,109.99344444444445,89.926,1.4444444444444444,0.9857117416452451,0.728240079419979,4.793717128285329,119.74937641874229
35ab12c3__0,35ab12c3,arc2_eval,arc_agi_2_eval,0,12,12,0.3333333333333333,284.18625,247.4315,2.5,-0.7128045352046503,0.32897943684783,5.732001809007152,307.58638149799987
36a08778__0,36a08778,arc2_eval,arc_agi_2_eval,0,3,3,1.0,73.28966666666666,69.41,1.3333333333333333,1.6680099125481207,0.8413103104407553,4.562911135129033,94.8621416702928
36a08778__1,36a08778,arc2_eval,arc_agi_2_eval,1,3,3,1.0,177.62166666666667,208.843,1.0,1.3057320083989477,0.7867980900700183,5.1674989104400675,174.47540847531855
38007db0__0,38007db0,arc2_eval,arc_agi_2_eval,0,3,3,1.0,86.10633333333334,76.209,1.6666666666666667,1.633316610976641,0.836623474810246,4.2152791573450274,66.71306583245905
38007db0__1,38007db0,arc2_eval,arc_agi_2_eval,1,3,3,1.0,96.622,82.408,1.0,1.2699906849994815,0.7807411533334785,4.3480251673692845,76.3256069106988
3a25b0d8__0,3a25b0d8,arc2_eval,arc_agi_2_eval,0,6,6,0.8333333333333334,102.46050000000001,66.6255,1.8333333333333333,1.6900884675207415,0.8442357938615273,4.973669897932862,143.5564224226332
3a25b0d8__1,3a25b0d8,arc2_eval,arc_agi_2_eval,1,9,9,0.7777777777777778,170.95,128.531,1.6666666666666667,1.4010891575481685,0.8023566645303488,5.230452867920315,185.8774151461275
3dc255db__0,3dc255db,arc2_eval,arc_agi_2_eval,0,8,8,0.875,167.849125,163.95350000000002,3.375,1.1094237958879951,0.7520216735765851,5.239790508482431,187.6305817593578
