task_ID,task_set,n_pairs,human_solve_rate,human_mean_duration_seconds,human_mean_submissions,human_mean_pred_prob,human_outfit,human_difficulty,human_point_biserial,human_ability_gap,n_train_pairs,n_test_pairs,input_rows,input_cols,input_cells,input_colors,output_rows,output_cols,output_cells,output_colors,size_change_ratio,llm_model_count,llm_mean_score,llm_median_score,llm_score_std,llm_mean_cost,llm_mean_attempts,llm_mean_output_tokens,llm_mean_total_tokens,llm_mean_duration_seconds,llm_mean_empty_attempts,llm_effort_per_success_seconds,llm_effort_per_success_cost,llm_effort_per_success_tokens,trm_best_task_score,human_effort_per_success_seconds,human_effort_per_success_submissions,llm_human_duration_ratio
7b3084d4,Public Eval,1,0.2222222222222222,372.9845555555555,2.4444444444444446,0.3425204863274683,0.3072718688531196,2.176322838331733,0.4868967378524982,2.705924987051646,3.0,1.0,20.0,20.0,400.0,6.0,14.0,14.0,196.0,5.0,0.49,23,0.17391304347826086,0.0,0.38755338788158983,2.152158576086957,2.0,81527.30434782608,491933.6842105263,1160.1957760869566,0.0,6671.1257125,12.374911812500002,2828618.6842105263,0.0,1678.4305,11.000000000000002,3.110573236360579
7b5033c1,Public Eval,1,0.8888888888888888,170.40655555555557,1.4444444444444444,0.864689497616165,0.1661051853700338,-0.4246938826208856,0.9513774351150724,2.9165171725125107,2.0,1.0,16.0,16.0,256.0,5.0,25.0,1.0,25.0,4.0,0.09765625,23,0.30434782608695654,0.0,0.4704719688969647,0.21893589130434785,2.0,18828.217391304348,82027.1052631579,152.0803385652174,0.0,499.692541,0.7193607857142857,269517.63157894736,0.0,191.707375,1.625,0.8924559156155029
7b80bb43,Public Eval,1,0.7777777777777778,119.58733333333332,2.555555555555556,0.7544533644637524,0.0922883227394277,-0.4088338568627073,0.9824847737492188,4.852318108194433,2.0,1.0,29.0,17.0,493.0,2.0,29.0,17.0,493.0,2.0,1.0,22,0.0,0.0,0.0,0.9657382727272726,2.0,72530.40909090909,498883.55555555556,637.8462014545455,0.0,,,,1.0,153.75514285714283,3.285714285714286,5.333727107005861
7c66cb00,Public Eval,1,0.5454545454545454,326.7814545454545,2.909090909090909,0.6167756091400108,0.852178707474942,1.579778690483027,0.4229070199930269,1.2884732764961606,3.0,1.0,30.0,24.0,720.0,5.0,30.0,24.0,720.0,5.0,1.0,23,0.34782608695652173,0.0,0.48698475355767396,0.9240963260869566,2.0,54690.65217391304,361373.63157894736,492.13948786956524,0.0,1414.901027625,2.6567769375,1038949.1907894737,0.0,599.0993333333333,5.333333333333334,1.5060202499989481
7ed72f31,Public Eval,2,0.8333333333333333,272.4073333333333,2.0555555555555554,0.7747422403585524,0.24745420184783207,-0.33462168698425476,0.8029910980873515,2.200506264305515,2.0,2.0,23.0,23.0,554.0,5.5,23.0,23.0,554.0,5.5,1.0,23,0.5,0.5,0.4264014327112209,1.560930206521739,4.0,85931.13043478261,403709.1052631579,943.0264476956521,0.0,1886.0528953913042,3.121860413043478,807418.2105263158,1.0,326.8888,2.466666666666667,3.4618247466257106
800d221b,Public Eval,1,0.7777777777777778,218.00122222222225,1.6666666666666667,0.7735172431788562,0.4654914655359126,-0.0660738616067683,0.7490420662349114,1.4969592506831446,3.0,1.0,30.0,30.0,900.0,4.0,30.0,30.0,900.0,4.0,1.0,23,0.043478260869565216,0.0,0.20851441405707477,2.115653597826087,2.0,80328.30434782608,446426.5263157895,1254.4037214347827,0.0,28851.285593000004,48.66003275,10267810.105263159,0.0,280.28728571428576,2.142857142857143,5.754113250594947
80a900e0,Public Eval,1,1.0,163.35333333333332,2.0,0.8394330951132666,0.1940178011723098,-0.9526549778902228,,,2.0,1.0,22.0,21.0,462.0,8.0,22.0,21.0,462.0,8.0,1.0,23,0.21739130434782608,0.0,0.42174116783664994,1.498787804347826,2.0,77783.95652173914,443929.7894736842,1008.0414369130434,0.0,4636.9906098,6.8944239,2042077.0315789473,0.0,163.35333333333332,2.0,6.170926643143963
8698868d,Public Eval,1,0.9,233.1907,1.3,0.8679481040980324,0.4110289731378866,-0.6303484019276705,0.434960794736021,1.0606772118615322,2.0,1.0,30.0,30.0,900.0,10.0,14.0,21.0,294.0,9.0,0.3266666666666666,23,0.13043478260869565,0.0,0.34435022157509093,1.4445898369565218,2.0,74265.65217391304,468218.84210526315,891.5870808695653,0.0,6835.500953333334,11.07518875,3589677.789473684,0.0,259.10077777777775,1.4444444444444444,3.823424694336289
88bcf3b4,Public Eval,2,0.35416666666666663,337.2897916666667,1.8819444444444444,0.44472361245427905,0.6057509213588432,1.5586958723874333,0.2535523450353613,1.3924877479251936,5.0,2.0,24.5,24.5,606.5,7.5,24.5,24.5,606.5,7.5,1.0,22,0.022727272727272728,0.0,0.10660035817780521,1.8661874772727272,4.0,136318.81818181818,707940.2222222222,1559.9089955454547,0.0,68635.995804,82.11224899999999,31149369.77777778,0.0,952.3476470588238,5.313725490196079,4.624833108163159
88e364bc,Public Eval,2,0.6388888888888888,254.6793333333333,2.916666666666667,0.6475308775751993,0.7319028292264843,0.02705271977494944,0.31462265170825604,1.3614715768709358,3.0,2.0,20.0,20.0,400.0,5.5,20.0,20.0,400.0,5.5,1.0,22,0.18181818181818182,0.0,0.24618298195866548,2.3239200227272727,3.909090909090909,127963.22727272728,769833.8888888889,1236.9219434545455,0.0,6803.070689,12.781560125,4234086.388888889,0.0,398.6285217391304,4.565217391304349,4.856781770492616
89565ca0,Public Eval,1,1.0,387.3126666666667,1.0,0.8135410239032206,0.2464131608050999,-1.1077803691149617,,,3.0,1.0,29.0,30.0,870.0,7.0,5.0,6.0,30.0,6.0,0.0344827586206896,23,0.0,0.0,0.0,0.8743582065217391,2.0,71951.26086956522,516613.4210526316,780.8678595217392,0.0,,,,0.0,387.3126666666667,1.0,2.0161175368782307
898e7135,Public Eval,1,1.0,323.949,1.0,0.8740141640831145,0.153338607267361,-0.7449129696882187,,,2.0,1.0,30.0,30.0,900.0,8.0,30.0,30.0,900.0,6.0,1.0,23,0.30434782608695654,0.0,0.4704719688969647,1.4851798478260867,2.0,76725.56521739131,483443.15789473685,1014.6452932608695,0.0,3333.8345349999995,4.879876642857142,1588456.0902255639,0.0,323.949,1.0,3.132114293487152
8b7bacbf,Public Eval,2,0.725,67.878975,1.775,0.6733167952657058,0.2871676824030559,-0.5248840878283055,0.8467377557875437,2.296678834249786,4.0,2.0,26.0,28.0,736.0,8.0,26.0,28.0,736.0,8.0,1.0,23,0.043478260869565216,0.0,0.1440520327600152,2.317033956521739,4.0,143845.65217391305,1003006.5789473684,1423.7930204782608,0.0,32747.239471,53.291781,23069151.315789476,0.0,93.6261724137931,2.4482758620689653,20.975464353700993
8b9c3697,Public Eval,1,0.5555555555555556,365.35422222222223,2.555555555555556,0.6302716265614783,0.4985118604027811,1.3557949877459945,0.7088438639219996,2.017561887851553,3.0,1.0,23.0,27.0,621.0,3.0,23.0,27.0,621.0,4.0,1.0,23,0.2608695652173913,0.0,0.44897775854487953,1.754543304347826,2.0,63549.260869565216,288555.2105263158,984.8346880434782,0.0,3775.1996375,6.725749333333333,1106128.3070175438,1.0,657.6376,4.6000000000000005,2.6955612612147797
8e5c0c38,Public Eval,2,0.5119047619047619,238.89292063492064,2.091269841269842,0.5365816198928821,0.6001610254439167,0.6987399813262236,0.6474649384068057,1.2342451714088702,2.0,2.0,22.0,22.0,484.0,4.0,22.0,22.0,484.0,4.0,1.0,23,0.2608695652173913,0.0,0.33267391956523024,2.257325597826087,4.0,143430.8260869565,895720.5789473684,1466.985237,0.0,5623.4434085,8.653081458333334,3433595.552631579,0.0,466.67454263565895,4.085271317829458,6.140764795796802
8f215267,Public Eval,1,1.0,133.71522222222222,1.2222222222222223,0.930682436192292,0.0787569018030359,-1.2366434744559134,,,3.0,1.0,27.0,23.0,621.0,7.0,27.0,23.0,621.0,5.0,1.0,23,0.43478260869565216,0.0,0.5068698018697019,1.460055652173913,2.0,76799.86956521739,464684.2105263158,713.1107433043478,0.0,1640.1547096,3.358128,1068773.6842105263,0.0,133.71522222222222,1.2222222222222223,5.333055814088423
8f3a5a89,Public Eval,1,0.5,138.9775,2.25,0.5620521786764946,0.5390942367864054,1.003836257420003,0.6414438607942103,1.8546589627663133,3.0,1.0,12.0,12.0,144.0,3.0,12.0,12.0,144.0,4.0,1.0,23,0.34782608695652173,0.0,0.486984753557674,0.7806691086956521,2.0,60724.65217391304,312279.36842105264,588.7880023043479,0.0,1692.7655066250002,2.2444236875,897803.1842105264,1.0,277.955,4.5,4.236570684494597
9385bd28,Public Eval,2,0.9444444444444444,197.5431111111111,1.2222222222222223,0.8726385285366614,0.4076441408677064,-0.5400392843450041,-0.4204480568416516,0.3702537478052992,4.0,2.0,16.0,16.0,247.0,7.0,16.0,16.0,247.0,7.0,1.0,23,0.1956521739130435,0.0,0.29151369977095454,2.545417913043478,3.9130434782608696,143401.5652173913,747313.7894736842,1675.5422721304349,0.0,8563.882724222221,13.009913777777777,3819603.8128654966,0.0,209.16329411764704,1.2941176470588236,8.481906874434111
97d7923e,Public Eval,1,0.5,177.339,1.6,0.5229149908233918,0.6363028821805851,0.4689264836478821,0.366822640933029,1.0849783339047756,3.0,1.0,10.0,20.0,200.0,6.0,10.0,20.0,200.0,6.0,1.0,23,0.043478260869565216,0.0,0.20851441405707477,1.1608533152173912,2.0,55456.913043478264,258986.26315789475,859.6965427826087,0.0,19773.020484,26.699626249999998,5956684.052631579,0.0,354.678,3.2,4.847757925682499
981571dc,Public Eval,1,0.7777777777777778,196.98566666666667,1.1111111111111112,0.7647068404387724,0.440473575691422,-0.224584642547795,0.5980190183610236,1.582887650244689,4.0,1.0,30.0,30.0,900.0,10.0,30.0,30.0,900.0,9.0,1.0,23,0.6086956521739131,1.0,0.4990108793478453,1.2275813586956523,2.0,87810.04347826086,792383.1578947369,645.9017102608695,0.0,1061.1242382857142,2.0167408035714285,1301772.3308270676,1.0,253.26728571428572,1.4285714285714286,3.278927452898618
9aaea919,Public Eval,1,0.8888888888888888,128.187,2.888888888888889,0.8794837141839387,0.2716050994794188,-0.1583010273510745,0.6467684430851371,2.149409517372553,3.0,1.0,30.0,30.0,900.0,7.0,30.0,30.0,900.0,4.0,1.0,23,0.391304347826087,0.0,0.4990108793478453,0.9798220326086956,2.0,45812.13043478261,330835.1052631579,501.0345974782609,0.0,1280.421749111111,2.5039896388888887,845467.4912280702,0.0,144.21037500000003,3.25,3.908622539557528
9bbf930d,Public Eval,1,0.4444444444444444,219.5582222222222,2.111111111111111,0.5283024775442439,1.0261000849531487,1.520222521417987,0.2084781647842544,0.6424176752225278,3.0,1.0,23.0,21.0,483.0,8.0,23.0,21.0,483.0,8.0,1.0,23,0.0,0.0,0.0,1.9769265869565216,2.0,78196.43478260869,412138.5263157895,1157.1331314347826,0.0,,,,0.0,494.00600000000003,4.75,5.270279198487996
a251c730,Public Eval,1,0.8888888888888888,174.88744444444444,1.4444444444444444,0.8686084167569629,0.0870765122118659,-0.3541362733693957,0.9821230113792228,4.113656661097072,2.0,1.0,30.0,30.0,900.0,9.0,9.0,14.0,126.0,6.0,0.14,23,0.43478260869565216,0.0,0.5068698018697018,0.7470227608695651,2.0,54430.217391304344,486787.6842105263,429.7382291304348,0.0,988.397927,1.7181523499999998,1119611.6736842105,0.0,196.748375,1.625,2.457227449892479
a25697e4,Public Eval,2,0.8194444444444444,160.2517222222222,2.2916666666666665,0.7613675616201183,0.42711838170872174,-0.7902015870559331,0.1575240513949898,0.8892204624613274,3.0,2.0,30.0,27.5,825.0,5.0,30.0,27.5,825.0,5.0,1.0,23,0.0,0.0,0.0,3.2766654456521738,3.8260869565217392,135786.4347826087,854601.1578947369,1980.3395931304347,0.0,,,,0.0,195.56142372881357,2.7966101694915255,12.357680564482692
a32d8b75,Public Eval,2,0.4277777777777778,422.7118222222223,1.15,0.49172020573421793,0.5335814118991653,1.2487572272885379,0.5199016825692884,1.6374292635645975,3.0,2.0,30.0,30.0,900.0,7.5,30.0,21.0,630.0,5.0,0.7,23,0.0,0.0,0.0,3.307180608695652,4.0,155409.13043478262,984938.6842105263,1747.647132043478,0.0,,,,0.0,988.1575064935065,2.6883116883116878,4.134370131537813
a395ee82,Public Eval,1,0.8888888888888888,284.1393333333333,1.6666666666666667,0.8840046469854311,0.8097053893845453,-0.0769547241234409,-0.0284953006684454,0.4131390506863646,3.0,1.0,22.0,22.0,484.0,3.0,22.0,22.0,484.0,3.0,1.0,23,0.43478260869565216,0.0,0.5068698018697019,0.8732741086956521,2.0,54518.82608695652,344738.3157894737,571.1389487391305,0.0,1313.6195821000001,2.00853045,792898.1263157895,0.0,319.65675,1.8750000000000002,2.010066477030508
a47bf94d,Public Eval,1,0.9,172.81869999999998,1.0,0.8549956704195962,0.3615298041549148,-0.8893612584050771,0.3408244597486555,1.4441811802476925,3.0,1.0,26.0,26.0,676.0,9.0,26.0,26.0,676.0,9.0,1.0,23,0.0,0.0,0.0,1.396578054347826,2.0,72891.91304347826,552006.6315789474,716.252753173913,0.0,,,,0.0,192.02077777777774,1.1111111111111112,4.144532699146059
a6f40cea,Public Eval,1,0.75,257.99775,2.75,0.7515260168864542,0.2998301894743919,0.0229978960383448,,,3.0,1.0,24.0,24.0,576.0,8.0,8.0,10.0,80.0,5.0,0.1388888888888889,23,0.13043478260869565,0.0,0.34435022157509093,1.2915193695652174,2.0,72452.95652173914,487098.6842105263,861.7352232608697,0.0,6606.636711666668,9.9016485,3734423.245614035,0.0,343.997,3.6666666666666665,3.3400881335626753
aa4ec2a5,Public Eval,1,0.8,189.0663,1.7,0.7944350445367117,0.6868025149985683,-0.1006672793319543,0.2276354330955927,0.7711276229869091,3.0,1.0,26.0,27.0,702.0,2.0,26.0,27.0,702.0,5.0,1.0,22,0.18181818181818182,0.0,0.39477101697586137,1.147535090909091,2.0,67739.90909090909,383525.7368421053,618.4823016818182,0.0,3401.65265925,6.311443,2109391.552631579,0.0,236.332875,2.125,3.271245598405523
b0039139,Public Eval,2,0.4,189.16065,1.3166666666666667,0.47643298808570245,0.4524158880617619,1.2381296422932109,0.6943095954167692,1.752868527183851,4.0,2.0,16.5,18.0,192.5,6.0,12.0,17.0,120.0,2.0,0.6181318681318682,23,0.21739130434782608,0.0,0.393876046391436,1.2378799347826086,4.0,95920.56521739131,496984.8947368421,1001.0747743043478,0.0,4604.9439618,5.6942477,2286130.5157894734,0.0,472.90162499999997,3.2916666666666665,5.292193563007675
b10624e5,Public Eval,1,0.6666666666666666,351.38222222222225,2.111111111111111,0.7255111369348695,0.8275043860727713,1.0700417140921323,0.6091506981811035,1.284697886718934,2.0,1.0,27.0,27.0,729.0,6.0,27.0,27.0,729.0,6.0,1.0,22,0.2727272727272727,0.0,0.4558423058385518,1.9010778181818182,2.0,72447.04545454546,452240.44444444444,894.7586747727273,0.0,3280.7818075000005,6.970618666666668,1658214.9629629632,0.0,527.0733333333334,3.166666666666667,2.5463971088635815
b5ca7ac4,Public Eval,1,0.6666666666666666,677.8984444444445,2.111111111111111,0.6975461289205898,0.6616558774714533,0.5667238393398255,0.5839771372069299,1.800599768041344,3.0,1.0,22.0,22.0,484.0,8.0,22.0,22.0,484.0,8.0,1.0,23,0.30434782608695654,0.0,0.4704719688969647,0.8606173695652173,2.0,67791.69565217392,481130.7368421053,602.5038895652174,0.0,1979.655637142857,2.8277427857142854,1580858.1353383458,0.0,1016.8476666666668,3.166666666666667,0.8887819326078924
b99e7126,Public Eval,1,0.75,162.046375,3.625,0.7709361337662793,0.4871803064723395,0.3459183829882409,0.7302044834450151,1.761017907406058,3.0,1.0,29.0,29.0,841.0,4.0,29.0,29.0,841.0,4.0,1.0,23,0.34782608695652173,0.0,0.48698475355767396,1.3553685,2.0,73368.56521739131,516244.36842105264,687.6139069999999,0.0,1976.889982625,3.8966844375,1484202.5592105263,0.0,216.06183333333334,4.833333333333333,4.243315575556688
b9e38dc0,Public Eval,1,0.5555555555555556,301.7715555555556,2.333333333333333,0.6044143699106026,0.6330527665969997,0.8892345174828417,0.2434182835391241,1.3613593517061453,3.0,1.0,15.0,19.0,285.0,5.0,15.0,19.0,285.0,5.0,1.0,21,0.0,0.0,0.0,1.6255054285714288,2.0,73022.38095238095,410155.9411764706,829.6440012857142,0.0,,,,0.0,543.1888,4.199999999999999,2.7492452022469633
bf45cf4b,Public Eval,1,1.0,275.85566666666665,1.4444444444444444,0.9410011746603296,0.0651646689984231,-1.050909775870593,,,3.0,1.0,14.0,13.0,182.0,5.0,25.0,25.0,625.0,4.0,3.434065934065934,23,0.8695652173913043,1.0,0.34435022157509093,0.49384997826086957,2.0,28566.652173913044,113883.8947368421,255.2961579130435,0.0,293.5905816,0.5679274750000001,130966.47894736842,0.0,275.85566666666665,1.4444444444444444,0.9254700510522176
c4d067a0,Public Eval,1,0.7777777777777778,313.28077777777776,1.5555555555555556,0.8011383603997715,0.4488295528735038,0.4313466659950682,0.7210578524097987,2.286671444863507,3.0,1.0,27.0,27.0,729.0,5.0,27.0,27.0,729.0,5.0,1.0,23,0.5652173913043478,1.0,0.5068698018697018,1.0049802173913043,2.0,46912.913043478264,229988.8947368421,589.5585319130435,0.0,1043.065094923077,1.778041923076923,406903.4291497976,0.0,402.7895714285714,2.0,1.8818854322790282
c7f57c3e,Public Eval,1,0.4444444444444444,338.3834444444444,2.111111111111111,0.5277185070452451,0.9891831707255896,1.509876707254144,0.3456639356093815,1.3983365967607968,2.0,1.0,28.0,28.0,784.0,6.0,28.0,28.0,784.0,6.0,1.0,23,0.17391304347826086,0.0,0.3875533878815898,1.5178251956521736,2.0,69727.0,363178.05263157893,873.1119753043479,0.0,5020.393858,8.727494874999998,2088273.8026315789,0.0,761.36275,4.75,2.5802443637212127
cb2d8a2c,Public Eval,2,0.8333333333333333,306.29155555555553,1.875,0.768400871186592,0.40076550902502794,-0.48705560335759573,0.6119492069482908,1.4700851265746018,4.0,2.0,21.5,21.0,414.0,4.0,21.5,21.0,414.0,3.0,1.0,23,0.21739130434782608,0.0,0.36388331535490315,2.3662861413043474,4.0,129269.04347826086,713079.7894736842,1520.6867851304348,0.0,6995.1592116,10.884916249999998,3280167.0315789473,0.0,367.5498666666667,2.25,4.96483418347004
cbebaa4b,Public Eval,2,0.5634920634920635,311.18516666666665,0.7857142857142857,0.5846964569060369,1.0255969114760568,0.3607753134125568,-0.42840121790499647,0.20138233097549024,2.0,2.0,26.0,26.0,676.0,8.0,26.0,26.0,676.0,8.0,1.0,23,0.08695652173913043,0.0,0.2881040655200304,3.2254757499999998,4.0,147722.21739130435,883443.6842105263,2084.879801652174,0.0,23976.117719,37.092971125,10159602.368421054,0.0,552.2440985915492,1.3943661971830985,6.699804569687097
d35bdbdc,Public Eval,3,0.43333333333333335,124.64016666666667,1.7166666666666668,0.4955264190971016,0.7265267563877872,0.7369792632489368,0.5374287892410455,1.1880345526197638,3.0,3.0,10.0,10.0,100.0,8.333333333333334,10.0,10.0,100.0,6.0,1.0,23,0.10144927536231883,0.0,0.15682398963232158,2.5512662173913045,6.0,136547.60869565216,585455.1578947369,1696.5384123913043,0.0,16723.02149357143,25.148195571428577,5770915.127819549,0.0,287.63115384615384,3.9615384615384617,13.611490242374817
d59b0160,Public Eval,1,0.4444444444444444,180.9863333333333,2.6666666666666665,0.5186762403456038,0.516336083751076,1.3471572295595855,0.80327229988889,1.5936550895625083,3.0,1.0,16.0,16.0,256.0,10.0,16.0,16.0,256.0,10.0,1.0,23,0.2608695652173913,0.0,0.4489777585448796,1.2907337934782608,2.0,72832.04347826086,411819.1052631579,962.7409622173913,0.0,3690.507021833333,4.947812874999999,1578639.9035087721,0.0,407.21925,6.0,5.319412490910316
d8e07eb2,Public Eval,2,0.6499999999999999,210.21949999999998,1.95,0.662640440414145,0.7479625083844172,0.2634290955805622,0.276876489848761,0.9467563565223882,5.0,2.0,30.0,22.0,660.0,9.0,30.0,22.0,660.0,10.0,1.0,23,0.391304347826087,0.0,0.45117326189942203,2.791036847826087,4.0,148560.26086956522,1028660.7368421053,1425.8545925652174,0.0,3643.8506254444446,7.132649722222222,2628799.6608187133,0.0,323.4146153846154,3.0000000000000004,6.782694243708208
da515329,Public Eval,1,0.3333333333333333,314.03511111111106,0.7777777777777778,0.4499108715956418,0.6203389162587902,2.109303362274072,0.3572549800542167,1.235402101499739,3.0,1.0,26.0,26.0,676.0,2.0,26.0,26.0,676.0,2.0,1.0,23,0.0,0.0,0.0,2.032204413043478,2.0,51868.086956521736,281218.6842105263,856.4778836521739,0.0,,,,1.0,942.1053333333332,2.3333333333333335,2.7273316051246805
db0c5428,Public Eval,1,0.6666666666666666,333.6815,2.5,0.7085884885730368,1.1346870287453303,0.5139416946456562,0.5511782546095504,1.3401938658600143,3.0,1.0,17.0,17.0,289.0,5.0,17.0,17.0,289.0,5.0,1.0,23,0.4782608695652174,0.0,0.5107539184552492,1.0583688913043476,2.0,59888.434782608696,330100.36842105264,741.6966282173913,0.0,1550.8202226363637,2.212953136363636,690209.8612440191,0.0,500.52225000000004,3.75,2.2227682032638647
db695cfb,Public Eval,1,0.5555555555555556,278.4845555555555,3.333333333333333,0.5652508009200103,0.5873262416697617,0.18513568626155,0.6307546966507245,1.673812138742918,5.0,1.0,25.0,21.0,525.0,3.0,25.0,21.0,525.0,3.0,1.0,23,0.34782608695652173,0.0,0.48698475355767396,0.8964807608695652,2.0,58130.95652173913,362273.15789473685,477.40825165217393,0.0,1372.5487235,2.5773821875,1041535.3289473684,0.0,501.2721999999999,5.999999999999999,1.714307821127749
dbff022c,Public Eval,1,0.5555555555555556,105.74977777777778,2.0,0.6137324819719181,0.5650646132533759,1.0581496740526972,0.7111202434183646,1.4777679802777386,3.0,1.0,13.0,13.0,169.0,10.0,13.0,13.0,169.0,10.0,1.0,23,0.13043478260869565,0.0,0.34435022157509093,0.6699477826086957,2.0,44494.69565217391,196361.0,666.0725732173913,0.0,5106.556394666667,5.136266333333333,1505434.3333333335,0.0,190.3496,3.5999999999999996,6.298571847754365
dd6b8c4b,Public Eval,2,0.6777777777777778,202.21584444444443,2.033333333333333,0.6974970226689761,0.5044994472483629,0.42111570291189304,0.47831657658830573,1.596650740161786,3.0,2.0,11.0,11.0,121.0,5.0,11.0,11.0,121.0,3.5,1.0,23,0.2391304347826087,0.0,0.3652385651682555,2.688181739130435,3.8260869565217392,121136.56521739131,587877.3157894737,1776.9370263913045,0.0,7430.827564909091,11.241487272727273,2458396.04784689,0.0,298.3512459016393,2.9999999999999996,8.787328368225317
de809cff,Public Eval,1,0.8,335.6154,1.7,0.801697178946218,0.5861427207163035,0.0446486959898836,0.4135825791764874,1.2144887388851324,2.0,1.0,30.0,30.0,900.0,3.0,30.0,30.0,900.0,4.0,1.0,23,0.0,0.0,0.0,1.6300909673913042,2.0,81849.78260869565,507758.1052631579,792.3345946521739,0.0,,,,0.0,419.51925,2.125,2.3608409943410638
dfadab01,Public Eval,1,0.5384615384615384,234.5935384615385,1.6923076923076923,0.5689189306399065,0.5754606424491937,0.8023343626945851,0.5381189995428627,1.2947225133166325,4.0,1.0,20.0,20.0,400.0,3.0,20.0,20.0,400.0,2.0,1.0,23,0.043478260869565216,0.0,0.20851441405707474,0.9157232826086957,2.0,54113.739130434784,306555.7368421053,563.9512905217391,0.0,12970.879682,21.0616355,7050781.947368422,0.0,435.67371428571437,3.142857142857143,2.4039506553340075
e12f9a14,Public Eval,2,0.2875,328.6279875,1.95,0.37785657056589655,0.4857459724474149,1.662983598665272,0.5771315970871518,1.6335541754394676,4.0,2.0,30.0,30.0,900.0,6.5,30.0,30.0,900.0,6.5,1.0,22,0.0,0.0,0.0,3.6457245227272725,3.8181818181818183,115276.72727272728,596957.3333333334,1576.1768424545453,0.0,,,,0.0,1143.0538695652176,6.782608695652175,4.7962343513257375
e3721c99,Public Eval,2,0.8,95.24055,2.1,0.7600800050094993,0.19855253981489884,-0.5939639659765577,0.7986948453856334,3.264116621580173,2.0,2.0,30.0,30.0,900.0,6.0,30.0,30.0,900.0,5.0,1.0,22,0.11363636363636363,0.0,0.3059652245186021,3.884311295454545,4.0,162033.77272727274,1239315.888888889,1706.2918944545454,0.0,15015.3686712,34.1819394,10905979.822222224,0.0,119.0506875,2.625,17.915603117102382
e376de54,Public Eval,1,1.0,134.98466666666664,1.6666666666666667,0.8494249698208248,0.1886478670099002,-0.8926108917831609,,,3.0,1.0,16.0,16.0,256.0,3.0,16.0,16.0,256.0,3.0,1.0,23,0.391304347826087,0.0,0.4990108793478454,0.8139766739130434,2.0,47646.739130434784,262848.5789473684,568.853702,0.0,1453.7372384444443,2.0801626111111107,671724.1461988305,0.0,134.98466666666664,1.6666666666666667,4.214209776912934
e8686506,Public Eval,1,1.0,125.32711111111112,1.0,0.9438339713164842,0.0609610406607144,-1.000057732808619,,,2.0,1.0,15.0,15.0,225.0,6.0,8.0,5.0,40.0,5.0,0.1777777777777777,23,0.391304347826087,0.0,0.49901087934784544,0.9772104130434782,2.0,44623.47826086957,169476.31578947368,622.4548573478261,0.0,1590.7179687777777,2.4973154999999996,433106.1403508772,0.0,125.32711111111112,1.0,4.966641709278505
e87109e9,Public Eval,1,0.4,260.4494,0.5,0.4370636948181891,0.6466973191782214,0.751995513703724,0.4746043005407057,1.1311341019279204,3.0,1.0,30.0,24.0,720.0,8.0,24.0,24.0,576.0,6.0,0.8,23,0.08695652173913043,0.0,0.2881040655200304,1.9530425434782608,2.0,81069.34782608696,455227.84210526315,994.4463835217392,0.0,11436.1334105,22.45998925,5235120.184210527,0.0,651.1235,1.25,3.818194180987705
edb79dae,Public Eval,1,0.5555555555555556,296.5594444444444,1.6666666666666667,0.6078737024447338,0.8881596446983973,0.9525603932003356,-0.3109721839361666,0.6553401643726632,2.0,1.0,30.0,30.0,900.0,9.0,21.0,21.0,441.0,7.0,0.49,23,0.21739130434782608,0.0,0.42174116783664994,1.0707603913043477,2.0,69955.21739130435,464971.7368421053,726.048317478261,0.0,3339.8222604000007,4.9254978,2138869.989473684,0.0,533.8069999999999,3.0,2.4482387294675227
eee78d87,Public Eval,1,0.75,231.25375,1.25,0.7785774211068626,0.3302803910587193,0.2394155945196215,,,3.0,1.0,6.0,6.0,36.0,2.0,16.0,16.0,256.0,3.0,7.111111111111111,23,0.0,0.0,0.0,1.2525861195652173,2.0,61153.434782608696,290570.05263157893,728.3015855652174,0.0,,,,0.0,308.3383333333333,1.6666666666666667,3.1493611911816233
f931b4a8,Public Eval,2,0.26666666666666666,160.18021666666667,1.2,0.34488133801524823,0.6433522669290426,2.037009185203875,0.1454390224127038,0.9662012294053813,5.0,2.0,6.0,6.0,40.0,6.0,7.0,6.0,48.0,4.0,1.125,23,0.5,0.5,0.47673129462279623,1.4795240434782608,4.0,87235.56521739131,412985.84210526315,1109.7128342608696,0.0,2219.425668521739,2.9590480869565217,825971.6842105263,0.0,600.6758125,4.5,6.927901942910779
fc7cae8d,Public Eval,1,0.4,347.4332,1.4,0.4717063661334518,0.5734220039898655,1.4447721289234423,0.4940035530259588,1.4689892393733737,3.0,1.0,29.0,29.0,841.0,9.0,20.0,12.0,240.0,6.0,0.2853745541022592,23,0.043478260869565216,0.0,0.20851441405707477,0.811887347826087,2.0,61362.17391304348,391483.2631578947,545.418091347826,0.0,12544.616101,18.673409,9004115.05263158,0.0,868.583,3.4999999999999996,1.5698502369601581
