k_models,subset_size,draw_id,complexity_metric,pearson_r,difficulty_vs_full_r
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-32k|grok-4-fast-reasoning,ast_node_count,0.4576546576753478,0.6546468644928846
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-32k|grok-4-fast-reasoning,complexity_pc1_score,0.5759478257185896,0.6546468644928846
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-32k|qwen3-235b-a22b-instruct-2507,log1p_cyclomatic_complexity,0.5641366084495046,0.6942258661412106
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-32k|qwen3-235b-a22b-instruct-2507,ast_node_count,0.41167973806160785,0.6942258661412106
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-32k|qwen3-235b-a22b-instruct-2507,complexity_pc1_score,0.4902619150421191,0.6942258661412106
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-32k|QwQ-32B-Fireworks,log1p_cyclomatic_complexity,0.5199423651194882,0.716630239585066
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-32k|QwQ-32B-Fireworks,ast_node_count,0.3711667880338413,0.716630239585066
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-32k|QwQ-32B-Fireworks,complexity_pc1_score,0.4629187267378551,0.716630239585066
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|claude-sonnet-4-5-20250929,log1p_cyclomatic_complexity,0.6033482577930718,0.6533229565281398
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|claude-sonnet-4-5-20250929,ast_node_count,0.5395080010587993,0.6533229565281398
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|claude-sonnet-4-5-20250929,complexity_pc1_score,0.519258644607743,0.6533229565281398
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|claude-sonnet-4-5-20250929-thinking-16k,log1p_cyclomatic_complexity,0.6216392424140413,0.6471116168635311
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|claude-sonnet-4-5-20250929-thinking-16k,ast_node_count,0.5400353966918471,0.6471116168635311
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|claude-sonnet-4-5-20250929-thinking-16k,complexity_pc1_score,0.5359893537760336,0.6471116168635311
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|claude-sonnet-4-5-20250929-thinking-1k,log1p_cyclomatic_complexity,0.6492671848442639,0.6589788437693146
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|claude-sonnet-4-5-20250929-thinking-1k,ast_node_count,0.5507035368210399,0.6589788437693146
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|claude-sonnet-4-5-20250929-thinking-1k,complexity_pc1_score,0.5833592565944955,0.6589788437693146
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|claude-sonnet-4-5-20250929-thinking-32k,log1p_cyclomatic_complexity,0.5358394312822785,0.6299731934220798
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|claude-sonnet-4-5-20250929-thinking-32k,ast_node_count,0.37828014041396774,0.6299731934220798
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|claude-sonnet-4-5-20250929-thinking-32k,complexity_pc1_score,0.4645536139700594,0.6299731934220798
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|claude-sonnet-4-5-20250929-thinking-8k,log1p_cyclomatic_complexity,0.5868518070214126,0.6537752232055829
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|claude-sonnet-4-5-20250929-thinking-8k,ast_node_count,0.4665349211225428,0.6537752232055829
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|claude-sonnet-4-5-20250929-thinking-8k,complexity_pc1_score,0.5233316263390547,0.6537752232055829
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gemini-3-deep-think-preview,log1p_cyclomatic_complexity,0.5797835575968698,0.6276925815575966
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gemini-3-deep-think-preview,ast_node_count,0.42374137992877875,0.6276925815575966
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gemini-3-deep-think-preview,complexity_pc1_score,0.5022463327388739,0.6276925815575966
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gemini-3-pro-preview,log1p_cyclomatic_complexity,0.6229138645485407,0.6533830213661669
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gemini-3-pro-preview,ast_node_count,0.4910709917741464,0.6533830213661669
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gemini-3-pro-preview,complexity_pc1_score,0.5563782001964266,0.6533830213661669
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-4-1-2025-04-14,log1p_cyclomatic_complexity,0.524857504001061,0.7323639726500493
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-4-1-2025-04-14,ast_node_count,0.40140547878002525,0.7323639726500493
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-4-1-2025-04-14,complexity_pc1_score,0.4160244334635921,0.7323639726500493
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-4-1-mini-2025-04-14,log1p_cyclomatic_complexity,0.5779339616796194,0.7489666427993161
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-4-1-mini-2025-04-14,ast_node_count,0.4328153991262653,0.7489666427993161
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-4-1-mini-2025-04-14,complexity_pc1_score,0.4885672082981062,0.7489666427993161
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-4-1-nano-2025-04-14,log1p_cyclomatic_complexity,0.5905757029116027,0.7547826720904094
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-4-1-nano-2025-04-14,ast_node_count,0.44457796362278595,0.7547826720904094
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-4-1-nano-2025-04-14,complexity_pc1_score,0.5088348150261984,0.7547826720904094
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-4-5-2025-02-27,log1p_cyclomatic_complexity,0.5424885883430532,0.7153909495149319
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-4-5-2025-02-27,ast_node_count,0.417006229569862,0.7153909495149319
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-4-5-2025-02-27,complexity_pc1_score,0.44397138439500067,0.7153909495149319
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-5-1-2025-11-13-thinking-high,log1p_cyclomatic_complexity,0.6395523290180688,0.6697225242229365
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-5-1-2025-11-13-thinking-high,ast_node_count,0.5519813492886594,0.6697225242229365
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-5-1-2025-11-13-thinking-high,complexity_pc1_score,0.571533186779605,0.6697225242229365
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-5-1-2025-11-13-thinking-low,log1p_cyclomatic_complexity,0.5174990370534536,0.6828077561646494
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-5-1-2025-11-13-thinking-low,ast_node_count,0.40584255731228064,0.6828077561646494
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-5-1-2025-11-13-thinking-low,complexity_pc1_score,0.45607273180786145,0.6828077561646494
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-5-1-2025-11-13-thinking-medium,log1p_cyclomatic_complexity,0.6111829355410797,0.6689713564351811
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-5-1-2025-11-13-thinking-medium,ast_node_count,0.5319874119603819,0.6689713564351811
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-5-1-2025-11-13-thinking-medium,complexity_pc1_score,0.5703174924137121,0.6689713564351811
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-5-1-2025-11-13-thinking-none,log1p_cyclomatic_complexity,0.5252521386012415,0.733064582655903
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-5-1-2025-11-13-thinking-none,ast_node_count,0.40412892081358026,0.733064582655903
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-5-1-2025-11-13-thinking-none,complexity_pc1_score,0.41897357268860064,0.733064582655903
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-5-pro-2025-10-06,log1p_cyclomatic_complexity,0.5683665225514173,0.6540319403062991
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-5-pro-2025-10-06,ast_node_count,0.4667951447536776,0.6540319403062991
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|gpt-5-pro-2025-10-06,complexity_pc1_score,0.5293176643462907,0.6540319403062991
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|grok-4-fast-reasoning,log1p_cyclomatic_complexity,0.5602408775638373,0.6549884649142875
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|grok-4-fast-reasoning,ast_node_count,0.4059857125814819,0.6549884649142875
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|grok-4-fast-reasoning,complexity_pc1_score,0.5242875952780433,0.6549884649142875
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|qwen3-235b-a22b-instruct-2507,log1p_cyclomatic_complexity,0.5879137925263302,0.6886652349502552
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|qwen3-235b-a22b-instruct-2507,ast_node_count,0.46076157188770117,0.6886652349502552
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|qwen3-235b-a22b-instruct-2507,complexity_pc1_score,0.5053111593325389,0.6886652349502552
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|QwQ-32B-Fireworks,log1p_cyclomatic_complexity,0.5733946651449937,0.7204979467896604
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|QwQ-32B-Fireworks,ast_node_count,0.4344078150775342,0.7204979467896604
3,3,claude-haiku-4-5-20251001|claude-haiku-4-5-20251001-thinking-8k|QwQ-32B-Fireworks,complexity_pc1_score,0.48963904790467017,0.7204979467896604
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|claude-sonnet-4-5-20250929-thinking-16k,log1p_cyclomatic_complexity,0.5816415064093542,0.651531438312274
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|claude-sonnet-4-5-20250929-thinking-16k,ast_node_count,0.5249469034638058,0.651531438312274
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|claude-sonnet-4-5-20250929-thinking-16k,complexity_pc1_score,0.48760227102965403,0.651531438312274
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|claude-sonnet-4-5-20250929-thinking-1k,log1p_cyclomatic_complexity,0.6203402617318226,0.6481897745359639
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|claude-sonnet-4-5-20250929-thinking-1k,ast_node_count,0.5285024046145017,0.6481897745359639
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|claude-sonnet-4-5-20250929-thinking-1k,complexity_pc1_score,0.5300790104191302,0.6481897745359639
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|claude-sonnet-4-5-20250929-thinking-32k,log1p_cyclomatic_complexity,0.4877880252281592,0.6341436158114702
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|claude-sonnet-4-5-20250929-thinking-32k,ast_node_count,0.3559991839968434,0.6341436158114702
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|claude-sonnet-4-5-20250929-thinking-32k,complexity_pc1_score,0.40752351500988077,0.6341436158114702
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|claude-sonnet-4-5-20250929-thinking-8k,log1p_cyclomatic_complexity,0.5759654750991335,0.6646179337153189
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|claude-sonnet-4-5-20250929-thinking-8k,ast_node_count,0.4848117821263737,0.6646179337153189
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|claude-sonnet-4-5-20250929-thinking-8k,complexity_pc1_score,0.4918101493102449,0.6646179337153189
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gemini-3-deep-think-preview,log1p_cyclomatic_complexity,0.5243540368120229,0.6331949303823745
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gemini-3-deep-think-preview,ast_node_count,0.3991188677195521,0.6331949303823745
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gemini-3-deep-think-preview,complexity_pc1_score,0.43574667033660736,0.6331949303823745
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gemini-3-pro-preview,log1p_cyclomatic_complexity,0.5752166846000023,0.6585863076176665
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gemini-3-pro-preview,ast_node_count,0.47133813315970297,0.6585863076176665
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gemini-3-pro-preview,complexity_pc1_score,0.4993785505381006,0.6585863076176665
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-4-1-2025-04-14,log1p_cyclomatic_complexity,0.5754705297615749,0.7231728373041975
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-4-1-2025-04-14,ast_node_count,0.4812086666882623,0.7231728373041975
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-4-1-2025-04-14,complexity_pc1_score,0.4566394488970091,0.7231728373041975
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-4-1-mini-2025-04-14,log1p_cyclomatic_complexity,0.6320067798280361,0.7387559581548734
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-4-1-mini-2025-04-14,ast_node_count,0.5179316277372426,0.7387559581548734
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-4-1-mini-2025-04-14,complexity_pc1_score,0.5322279089984804,0.7387559581548734
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-4-1-nano-2025-04-14,log1p_cyclomatic_complexity,0.6485456730142832,0.7431620340651969
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-4-1-nano-2025-04-14,ast_node_count,0.5361722179671342,0.7431620340651969
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-4-1-nano-2025-04-14,complexity_pc1_score,0.5557106976741548,0.7431620340651969
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-4-5-2025-02-27,log1p_cyclomatic_complexity,0.5906350435638767,0.7072735407759841
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-4-5-2025-02-27,ast_node_count,0.49241730523142246,0.7072735407759841
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-4-5-2025-02-27,complexity_pc1_score,0.4827316894889452,0.7072735407759841
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-5-1-2025-11-13-thinking-high,log1p_cyclomatic_complexity,0.6517510202957032,0.66231246768005
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-5-1-2025-11-13-thinking-high,ast_node_count,0.5893953635653139,0.66231246768005
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-5-1-2025-11-13-thinking-high,complexity_pc1_score,0.5799008191437428,0.66231246768005
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-5-1-2025-11-13-thinking-low,log1p_cyclomatic_complexity,0.5836133439731697,0.6740378706703185
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-5-1-2025-11-13-thinking-low,ast_node_count,0.4881246787399655,0.6740378706703185
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-5-1-2025-11-13-thinking-low,complexity_pc1_score,0.5099058622740568,0.6740378706703185
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-5-1-2025-11-13-thinking-medium,log1p_cyclomatic_complexity,0.6086984642494495,0.6848417468463032
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-5-1-2025-11-13-thinking-medium,ast_node_count,0.5646527672206895,0.6848417468463032
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-5-1-2025-11-13-thinking-medium,complexity_pc1_score,0.5538156498693051,0.6848417468463032
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-5-1-2025-11-13-thinking-none,log1p_cyclomatic_complexity,0.5757280646404914,0.7240360912026907
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-5-1-2025-11-13-thinking-none,ast_node_count,0.48366783476455544,0.7240360912026907
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-5-1-2025-11-13-thinking-none,complexity_pc1_score,0.4595017961461301,0.7240360912026907
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-5-pro-2025-10-06,log1p_cyclomatic_complexity,0.564588521057891,0.6721532861301326
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-5-pro-2025-10-06,ast_node_count,0.4978732146233877,0.6721532861301326
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|gpt-5-pro-2025-10-06,complexity_pc1_score,0.5107590308675146,0.6721532861301326
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|grok-4-fast-reasoning,log1p_cyclomatic_complexity,0.5739901700204743,0.6668306016321363
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|grok-4-fast-reasoning,ast_node_count,0.4542992650885711,0.6668306016321363
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|grok-4-fast-reasoning,complexity_pc1_score,0.5129003507058103,0.6668306016321363
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|qwen3-235b-a22b-instruct-2507,log1p_cyclomatic_complexity,0.59816234866665,0.6877449658444806
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|qwen3-235b-a22b-instruct-2507,ast_node_count,0.4973173537032778,0.6877449658444806
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|qwen3-235b-a22b-instruct-2507,complexity_pc1_score,0.4923583606251527,0.6877449658444806
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|QwQ-32B-Fireworks,log1p_cyclomatic_complexity,0.627427252312784,0.7100349491383701
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|QwQ-32B-Fireworks,ast_node_count,0.5195381569888424,0.7100349491383701
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929|QwQ-32B-Fireworks,complexity_pc1_score,0.533309248129501,0.7100349491383701
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|claude-sonnet-4-5-20250929-thinking-1k,log1p_cyclomatic_complexity,0.6599935916472472,0.658496730021918
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|claude-sonnet-4-5-20250929-thinking-1k,ast_node_count,0.5723465704749241,0.658496730021918
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|claude-sonnet-4-5-20250929-thinking-1k,complexity_pc1_score,0.5728993326254943,0.658496730021918
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|claude-sonnet-4-5-20250929-thinking-32k,log1p_cyclomatic_complexity,0.5455902373670877,0.6354415722938487
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|claude-sonnet-4-5-20250929-thinking-32k,ast_node_count,0.4095867392173827,0.6354415722938487
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|claude-sonnet-4-5-20250929-thinking-32k,complexity_pc1_score,0.47737360439478926,0.6354415722938487
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|claude-sonnet-4-5-20250929-thinking-8k,log1p_cyclomatic_complexity,0.5985289717056937,0.6594971378735148
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|claude-sonnet-4-5-20250929-thinking-8k,ast_node_count,0.49105496950537475,0.6594971378735148
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|claude-sonnet-4-5-20250929-thinking-8k,complexity_pc1_score,0.511784650855349,0.6594971378735148
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gemini-3-deep-think-preview,log1p_cyclomatic_complexity,0.5869689979850137,0.6264135585471139
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gemini-3-deep-think-preview,ast_node_count,0.4386456935988099,0.6264135585471139
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gemini-3-deep-think-preview,complexity_pc1_score,0.5075797901991184,0.6264135585471139
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gemini-3-pro-preview,log1p_cyclomatic_complexity,0.6527565948268406,0.6542997858226892
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gemini-3-pro-preview,ast_node_count,0.5476132236027141,0.6542997858226892
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gemini-3-pro-preview,complexity_pc1_score,0.5851523042394992,0.6542997858226892
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-4-1-2025-04-14,log1p_cyclomatic_complexity,0.5191564634072129,0.7196863774944567
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-4-1-2025-04-14,ast_node_count,0.4582135279655146,0.7196863774944567
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-4-1-2025-04-14,complexity_pc1_score,0.3950822944925359,0.7196863774944567
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-4-1-mini-2025-04-14,log1p_cyclomatic_complexity,0.5806510600527722,0.7310906326480988
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-4-1-mini-2025-04-14,ast_node_count,0.4979382152804499,0.7310906326480988
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-4-1-mini-2025-04-14,complexity_pc1_score,0.4818827011421411,0.7310906326480988
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-4-1-nano-2025-04-14,log1p_cyclomatic_complexity,0.5898175456563509,0.7272771633840897
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-4-1-nano-2025-04-14,ast_node_count,0.5134979889826156,0.7272771633840897
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-4-1-nano-2025-04-14,complexity_pc1_score,0.5012924350007772,0.7272771633840897
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-4-5-2025-02-27,log1p_cyclomatic_complexity,0.5514305071233664,0.7117524214565489
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-4-5-2025-02-27,ast_node_count,0.48185459083582444,0.7117524214565489
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-4-5-2025-02-27,complexity_pc1_score,0.43956981702100606,0.7117524214565489
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-5-1-2025-11-13-thinking-high,log1p_cyclomatic_complexity,0.665027447191021,0.6655989825559184
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-5-1-2025-11-13-thinking-high,ast_node_count,0.5666822097394721,0.6655989825559184
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-5-1-2025-11-13-thinking-high,complexity_pc1_score,0.5780503370546063,0.6655989825559184
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-5-1-2025-11-13-thinking-low,log1p_cyclomatic_complexity,0.5856331225542407,0.694327055269051
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-5-1-2025-11-13-thinking-low,ast_node_count,0.49161358501003966,0.694327055269051
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-5-1-2025-11-13-thinking-low,complexity_pc1_score,0.490607976350036,0.694327055269051
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-5-1-2025-11-13-thinking-medium,log1p_cyclomatic_complexity,0.6426282180880966,0.6730521777330681
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-5-1-2025-11-13-thinking-medium,ast_node_count,0.5520006714008738,0.6730521777330681
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-5-1-2025-11-13-thinking-medium,complexity_pc1_score,0.5843350200571823,0.6730521777330681
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-5-1-2025-11-13-thinking-none,log1p_cyclomatic_complexity,0.5216417674219592,0.7233565306605699
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-5-1-2025-11-13-thinking-none,ast_node_count,0.46309588973620125,0.7233565306605699
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-5-1-2025-11-13-thinking-none,complexity_pc1_score,0.40047025749876314,0.7233565306605699
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-5-pro-2025-10-06,log1p_cyclomatic_complexity,0.606048313069764,0.6677350551831737
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-5-pro-2025-10-06,ast_node_count,0.48740312809718195,0.6677350551831737
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|gpt-5-pro-2025-10-06,complexity_pc1_score,0.5479132340932235,0.6677350551831737
3,3,claude-haiku-4-5-20251001|claude-sonnet-4-5-20250929-thinking-16k|grok-4-fast-reasoning,log1p_cyclomatic_complexity,0.6332066028822383,0.6558304619308636
