subset_name,complexity_metric,target_metric,target_label,surface_pearson_r,expanded_pearson_r,pearson_improvement
gap_le_0.30,log1p_opcode_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.3283564950202006,0.3275703760829221,-0.0007861189372784794
gap_le_0.30,log1p_opcode_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.3087449301568045,0.3508058943990976,0.04206096424229311
gap_le_0.30,log1p_opcode_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.3853193982563102,0.39846353054393735,0.013144132287627175
gap_le_0.30,log1p_branch_opcode_count_dynamic,human_difficulty_complete,Human latent difficulty,,0.2952381390025711,
gap_le_0.30,log1p_branch_opcode_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,,0.30998053593682084,
gap_le_0.30,log1p_branch_opcode_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,,0.3408099644241709,
gap_le_0.30,log1p_branch_opcode_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,,0.382206308264375,
gap_le_0.30,log1p_python_call_count_dynamic,human_difficulty_complete,Human latent difficulty,0.29570571615636515,0.29570571615636515,0.0
gap_le_0.30,log1p_python_call_count_dynamic,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.32853301052075007,0.32853301052075007,0.0
gap_le_0.30,log1p_python_call_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.3230859799102107,0.3230859799102107,0.0
gap_le_0.30,log1p_python_call_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.3822246753408332,0.3822246753408332,0.0
gap_le_0.30,log1p_elapsed_ms_total,human_difficulty_complete,Human latent difficulty,0.2992262381262791,0.3304986284015461,0.031272390275267015
gap_le_0.30,log1p_elapsed_ms_total,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.33888618013937255,0.33255691091979733,-0.006329269219575218
gap_le_0.30,log1p_elapsed_ms_total,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.3141104186322327,0.3691515255209617,0.055041106888728986
gap_le_0.30,log1p_elapsed_ms_total,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.38058057405569706,0.4107578397314289,0.030177265675731813
gap_le_0.30,log1p_elapsed_ms_per_test,human_difficulty_complete,Human latent difficulty,0.3011596975651761,0.3342609478375579,0.03310125027238181
gap_le_0.30,log1p_elapsed_ms_per_test,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.3551595466114747,0.34908274856898586,-0.00607679804248884
gap_le_0.30,log1p_elapsed_ms_per_test,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.3220346793943818,0.3763752078325948,0.05434052843821302
gap_le_0.30,log1p_elapsed_ms_per_test,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.3911953959329906,0.4215055942399984,0.03031019830700782
gap_le_0.30,log1p_peak_memory_bytes,human_difficulty_complete,Human latent difficulty,0.3122595622883007,0.3189218509545443,0.0066622886662435765
gap_le_0.30,log1p_peak_memory_bytes,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.356717571281906,0.3665287528366776,0.009811181554771564
gap_le_0.30,log1p_peak_memory_bytes,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.33788696286890635,0.35463094393538075,0.0167439810664744
gap_le_0.30,log1p_peak_memory_bytes,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.40346734847384697,0.4181202458852478,0.014652897411400856
gap_le_0.30,log1p_ast_node_count,human_difficulty_complete,Human latent difficulty,0.3025399193450083,0.31984894081409626,0.01730902146908797
gap_le_0.30,log1p_ast_node_count,gpt_pair_difficulty,GPT pair-level smoothed difficulty,0.37384185515227925,0.3298498192735006,-0.043992035878778646
gap_le_0.30,log1p_ast_node_count,claude_pair_difficulty,Claude pair-level smoothed difficulty,0.3031661117507909,0.3525343358372887,0.049368224086497825
gap_le_0.30,log1p_ast_node_count,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,0.4018559930451359,0.4008834664385634,-0.0009725266065725435
gap_le_0.30,log1p_cyclomatic_complexity,human_difficulty_complete,Human latent difficulty,,0.3159544224053845,
gap_le_0.30,log1p_cyclomatic_complexity,gpt_pair_difficulty,GPT pair-level smoothed difficulty,,0.3087289504153191,
gap_le_0.30,log1p_cyclomatic_complexity,claude_pair_difficulty,Claude pair-level smoothed difficulty,,0.3539714947541985,
gap_le_0.30,log1p_cyclomatic_complexity,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,,0.3889196631562645,
