task_id,num_models_thinking,num_models_standard,thinking_successes,standard_successes,pass_rate_thinking,pass_rate_standard,thinking_advantage,thinking_logit_advantage,both_zero_successes,thinking_zero_successes,standard_zero_successes,dataset_key,schema
8fbca751,15,9,3,1,0.2,0.1111111111111111,0.0888888888888889,0.46163537957521905,0,0,0,arc_agi_1_eval,legacy
90347967,15,9,3,0,0.2,0.0,0.2,1.671473303353553,0,0,1,arc_agi_1_eval,legacy
903d1b4a,15,9,12,2,0.8,0.2222222222222222,0.5777777777777778,2.3715779644809976,0,0,0,arc_agi_1_eval,legacy
9110e3c5,15,9,12,4,0.8,0.4444444444444444,0.3555555555555556,1.4736363712750389,0,0,0,arc_agi_1_eval,legacy
917bccba,15,9,14,3,0.9333333333333333,0.3333333333333333,0.6000000000000001,2.8877227497245874,0,0,0,arc_agi_1_eval,legacy
929ab4e9,15,9,3,0,0.2,0.0,0.2,1.671473303353553,0,0,1,arc_agi_1_eval,legacy
92e50de0,15,9,6,0,0.4,0.0,0.4,2.5649493574615367,0,0,1,arc_agi_1_eval,legacy
9356391f,15,9,7,0,0.4666666666666667,0.0,0.4666666666666667,2.819275836212434,0,0,1,arc_agi_1_eval,legacy
93b4f4b3,15,9,7,0,0.4666666666666667,0.0,0.4666666666666667,2.819275836212434,0,0,1,arc_agi_1_eval,legacy
93c31fbe,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
94133066,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
94414823,15,9,12,1,0.8,0.1111111111111111,0.6888888888888889,3.0075667312009937,0,0,0,arc_agi_1_eval,legacy
94be5b80,15,9,12,0,0.8,0.0,0.8,4.217404654979328,0,0,1,arc_agi_1_eval,legacy
95a58926,15,9,11,2,0.7333333333333333,0.2222222222222222,0.5111111111111111,2.03688192726104,0,0,0,arc_agi_1_eval,legacy
963f59bc,15,9,9,0,0.6,0.0,0.6,3.323928600871344,0,0,1,arc_agi_1_eval,legacy
96a8c0cd,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
97239e3d,15,9,5,0,0.3333333333333333,0.0,0.3333333333333333,2.297811814241388,0,0,1,arc_agi_1_eval,legacy
9772c176,15,9,2,0,0.13333333333333333,0.0,0.13333333333333333,1.2580400255962114,0,0,1,arc_agi_1_eval,legacy
981571dc,15,9,6,1,0.4,0.1111111111111111,0.2888888888888889,1.3551114336832026,0,0,0,arc_agi_1_eval,legacy
992798f6,15,9,10,0,0.6666666666666666,0.0,0.6666666666666666,3.5910661440914926,0,0,1,arc_agi_1_eval,legacy
99306f82,15,9,12,1,0.8,0.1111111111111111,0.6888888888888889,3.0075667312009937,0,0,0,arc_agi_1_eval,legacy
9a4bb226,15,9,13,1,0.8666666666666667,0.1111111111111111,0.7555555555555555,3.4210000089583352,0,0,0,arc_agi_1_eval,legacy
9b2a60aa,15,9,4,0,0.26666666666666666,0.0,0.26666666666666666,2.00616934057351,0,0,1,arc_agi_1_eval,legacy
9b365c51,15,9,6,0,0.4,0.0,0.4,2.5649493574615367,0,0,1,arc_agi_1_eval,legacy
9b4c17c4,15,9,12,1,0.8,0.1111111111111111,0.6888888888888889,3.0075667312009937,0,0,0,arc_agi_1_eval,legacy
9bebae7a,15,9,6,0,0.4,0.0,0.4,2.5649493574615367,0,0,1,arc_agi_1_eval,legacy
9c1e755f,15,9,12,4,0.8,0.4444444444444444,0.3555555555555556,1.4736363712750389,0,0,0,arc_agi_1_eval,legacy
9c56f360,15,9,11,1,0.7333333333333333,0.1111111111111111,0.6222222222222222,2.6728706939810367,0,0,0,arc_agi_1_eval,legacy
9caba7c3,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
9ddd00f0,15,9,6,0,0.4,0.0,0.4,2.5649493574615367,0,0,1,arc_agi_1_eval,legacy
9def23fe,15,9,4,0,0.26666666666666666,0.0,0.26666666666666666,2.00616934057351,0,0,1,arc_agi_1_eval,legacy
9f27f097,15,9,13,0,0.8666666666666667,0.0,0.8666666666666667,4.630837932736669,0,0,1,arc_agi_1_eval,legacy
a04b2602,15,9,0,0,0.0,0.0,0.0,-0.489548225318706,1,1,1,arc_agi_1_eval,legacy
a096bf4d,15,9,2,0,0.13333333333333333,0.0,0.13333333333333333,1.2580400255962114,0,0,1,arc_agi_1_eval,legacy
a3f84088,15,9,5,2,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.4519851237430573,0,0,0,arc_agi_1_eval,legacy
a406ac07,15,9,15,5,1.0,0.5555555555555556,0.4444444444444444,3.2333165090229947,0,0,0,arc_agi_1_eval,legacy
a57f2f04,15,9,6,0,0.4,0.0,0.4,2.5649493574615367,0,0,1,arc_agi_1_eval,legacy
a59b95c0,15,9,15,4,1.0,0.4444444444444444,0.5555555555555556,3.6346578999472974,0,0,0,arc_agi_1_eval,legacy
a680ac02,15,9,12,0,0.8,0.0,0.8,4.217404654979328,0,0,1,arc_agi_1_eval,legacy
a8610ef7,15,9,2,0,0.13333333333333333,0.0,0.13333333333333333,1.2580400255962114,0,0,1,arc_agi_1_eval,legacy
a934301b,15,9,5,1,0.3333333333333333,0.1111111111111111,0.2222222222222222,1.0879738904630538,0,0,0,arc_agi_1_eval,legacy
aa18de87,15,9,14,5,0.9333333333333333,0.5555555555555556,0.37777777777777777,2.0680128458562126,0,0,0,arc_agi_1_eval,legacy
aa300dc3,15,9,12,1,0.8,0.1111111111111111,0.6888888888888889,3.0075667312009937,0,0,0,arc_agi_1_eval,legacy
aa4ec2a5,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
aab50785,15,9,14,1,0.9333333333333333,0.1111111111111111,0.8222222222222222,4.003284596706471,0,0,0,arc_agi_1_eval,legacy
ac0c5833,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
ac2e8ecf,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
ac3e2b04,15,9,4,0,0.26666666666666666,0.0,0.26666666666666666,2.00616934057351,0,0,1,arc_agi_1_eval,legacy
ac605cbb,15,9,9,0,0.6,0.0,0.6,3.323928600871344,0,0,1,arc_agi_1_eval,legacy
ad7e01d0,15,9,12,0,0.8,0.0,0.8,4.217404654979328,0,0,1,arc_agi_1_eval,legacy
ae58858e,15,9,12,1,0.8,0.1111111111111111,0.6888888888888889,3.0075667312009937,0,0,0,arc_agi_1_eval,legacy
aee291af,15,9,6,1,0.4,0.1111111111111111,0.2888888888888889,1.3551114336832026,0,0,0,arc_agi_1_eval,legacy
af22c60d,15,9,14,3,0.9333333333333333,0.3333333333333333,0.6000000000000001,2.8877227497245874,0,0,0,arc_agi_1_eval,legacy
af24b4cc,15,9,15,7,1.0,0.7777777777777778,0.2222222222222222,2.3353749158170363,0,0,0,arc_agi_1_eval,legacy
b0722778,15,9,2,0,0.13333333333333333,0.0,0.13333333333333333,1.2580400255962114,0,0,1,arc_agi_1_eval,legacy
b0f4d537,15,9,4,0,0.26666666666666666,0.0,0.26666666666666666,2.00616934057351,0,0,1,arc_agi_1_eval,legacy
b15fca0b,15,9,2,0,0.13333333333333333,0.0,0.13333333333333333,1.2580400255962114,0,0,1,arc_agi_1_eval,legacy
b1fc8b8e,15,9,8,1,0.5333333333333333,0.1111111111111111,0.4222222222222222,1.8597641983421123,0,0,0,arc_agi_1_eval,legacy
b20f7c8b,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
b457fec5,15,9,0,1,0.0,0.1111111111111111,-0.1111111111111111,-1.6993861490970399,0,1,0,arc_agi_1_eval,legacy
b4a43f3b,15,9,6,0,0.4,0.0,0.4,2.5649493574615367,0,0,1,arc_agi_1_eval,legacy
b7999b51,15,9,5,0,0.3333333333333333,0.0,0.3333333333333333,2.297811814241388,0,0,1,arc_agi_1_eval,legacy
b7cb93ac,15,9,4,1,0.26666666666666666,0.1111111111111111,0.15555555555555556,0.7963314167951762,0,0,0,arc_agi_1_eval,legacy
b7f8a4d8,15,9,5,0,0.3333333333333333,0.0,0.3333333333333333,2.297811814241388,0,0,1,arc_agi_1_eval,legacy
b7fb29bc,15,9,9,0,0.6,0.0,0.6,3.323928600871344,0,0,1,arc_agi_1_eval,legacy
b942fd60,15,9,2,0,0.13333333333333333,0.0,0.13333333333333333,1.2580400255962114,0,0,1,arc_agi_1_eval,legacy
b9630600,15,9,0,0,0.0,0.0,0.0,-0.489548225318706,1,1,1,arc_agi_1_eval,legacy
ba9d41b8,15,9,6,0,0.4,0.0,0.4,2.5649493574615367,0,0,1,arc_agi_1_eval,legacy
baf41dbf,15,9,4,0,0.26666666666666666,0.0,0.26666666666666666,2.00616934057351,0,0,1,arc_agi_1_eval,legacy
bb52a14b,15,9,5,0,0.3333333333333333,0.0,0.3333333333333333,2.297811814241388,0,0,1,arc_agi_1_eval,legacy
bbb1b8b6,15,9,8,0,0.5333333333333333,0.0,0.5333333333333333,3.0696021221204464,0,0,1,arc_agi_1_eval,legacy
bc4146bd,15,9,14,4,0.9333333333333333,0.4444444444444444,0.48888888888888893,2.4693542367805152,0,0,0,arc_agi_1_eval,legacy
bcb3040b,15,9,10,1,0.6666666666666666,0.1111111111111111,0.5555555555555556,2.381228220313159,0,0,0,arc_agi_1_eval,legacy
bd14c3bf,15,9,2,0,0.13333333333333333,0.0,0.13333333333333333,1.2580400255962114,0,0,1,arc_agi_1_eval,legacy
be03b35f,15,9,10,2,0.6666666666666666,0.2222222222222222,0.4444444444444444,1.7452394535931623,0,0,0,arc_agi_1_eval,legacy
bf32578f,15,9,3,0,0.2,0.0,0.2,1.671473303353553,0,0,1,arc_agi_1_eval,legacy
bf699163,15,9,8,0,0.5333333333333333,0.0,0.5333333333333333,3.0696021221204464,0,0,1,arc_agi_1_eval,legacy
bf89d739,15,9,10,0,0.6666666666666666,0.0,0.6666666666666666,3.5910661440914926,0,0,1,arc_agi_1_eval,legacy
c074846d,15,9,11,0,0.7333333333333333,0.0,0.7333333333333333,3.8827086177593704,0,0,1,arc_agi_1_eval,legacy
c1990cce,15,9,4,1,0.26666666666666666,0.1111111111111111,0.15555555555555556,0.7963314167951762,0,0,0,arc_agi_1_eval,legacy
c3202e5a,15,9,4,0,0.26666666666666666,0.0,0.26666666666666666,2.00616934057351,0,0,1,arc_agi_1_eval,legacy
c35c1b4c,15,9,3,0,0.2,0.0,0.2,1.671473303353553,0,0,1,arc_agi_1_eval,legacy
c48954c1,15,9,13,2,0.8666666666666667,0.2222222222222222,0.6444444444444445,2.7850112422383386,0,0,0,arc_agi_1_eval,legacy
c62e2108,15,9,3,0,0.2,0.0,0.2,1.671473303353553,0,0,1,arc_agi_1_eval,legacy
c64f1187,15,9,7,0,0.4666666666666667,0.0,0.4666666666666667,2.819275836212434,0,0,1,arc_agi_1_eval,legacy
c658a4bd,15,9,6,0,0.4,0.0,0.4,2.5649493574615367,0,0,1,arc_agi_1_eval,legacy
c663677b,15,9,14,6,0.9333333333333333,0.6666666666666666,0.2666666666666667,1.6496443329121404,0,0,0,arc_agi_1_eval,legacy
c6e1b8da,15,9,0,0,0.0,0.0,0.0,-0.489548225318706,1,1,1,arc_agi_1_eval,legacy
c7d4e6ad,15,9,15,7,1.0,0.7777777777777778,0.2222222222222222,2.3353749158170363,0,0,0,arc_agi_1_eval,legacy
c87289bb,15,9,5,0,0.3333333333333333,0.0,0.3333333333333333,2.297811814241388,0,0,1,arc_agi_1_eval,legacy
c8b7cc0f,15,9,10,1,0.6666666666666666,0.1111111111111111,0.5555555555555556,2.381228220313159,0,0,0,arc_agi_1_eval,legacy
c92b942c,15,9,4,0,0.26666666666666666,0.0,0.26666666666666666,2.00616934057351,0,0,1,arc_agi_1_eval,legacy
c97c0139,15,9,7,0,0.4666666666666667,0.0,0.4666666666666667,2.819275836212434,0,0,1,arc_agi_1_eval,legacy
ca8de6ea,15,9,14,5,0.9333333333333333,0.5555555555555556,0.37777777777777777,2.0680128458562126,0,0,0,arc_agi_1_eval,legacy
ca8f78db,15,9,13,5,0.8666666666666667,0.5555555555555556,0.3111111111111111,1.4857282581080775,0,0,0,arc_agi_1_eval,legacy
cad67732,15,9,6,3,0.4,0.3333333333333333,0.06666666666666671,0.23954958670131982,0,0,0,arc_agi_1_eval,legacy
cb227835,15,9,8,0,0.5333333333333333,0.0,0.5333333333333333,3.0696021221204464,0,0,1,arc_agi_1_eval,legacy
ccd554ac,15,9,15,4,1.0,0.4444444444444444,0.5555555555555556,3.6346578999472974,0,0,0,arc_agi_1_eval,legacy
cd3c21df,15,9,14,1,0.9333333333333333,0.1111111111111111,0.8222222222222222,4.003284596706471,0,0,0,arc_agi_1_eval,legacy
ce039d91,15,9,4,0,0.26666666666666666,0.0,0.26666666666666666,2.00616934057351,0,0,1,arc_agi_1_eval,legacy
ce8d95cc,15,9,13,6,0.8666666666666667,0.6666666666666666,0.20000000000000007,1.0673597451640053,0,0,0,arc_agi_1_eval,legacy
cf133acc,15,9,8,0,0.5333333333333333,0.0,0.5333333333333333,3.0696021221204464,0,0,1,arc_agi_1_eval,legacy
cfb2ce5a,15,9,5,0,0.3333333333333333,0.0,0.3333333333333333,2.297811814241388,0,0,1,arc_agi_1_eval,legacy
d017b73f,15,9,0,0,0.0,0.0,0.0,-0.489548225318706,1,1,1,arc_agi_1_eval,legacy
d19f7514,15,9,15,2,1.0,0.2222222222222222,0.7777777777777778,4.532599493153256,0,0,0,arc_agi_1_eval,legacy
d282b262,15,9,5,0,0.3333333333333333,0.0,0.3333333333333333,2.297811814241388,0,0,1,arc_agi_1_eval,legacy
d2acf2cb,15,9,11,1,0.7333333333333333,0.1111111111111111,0.6222222222222222,2.6728706939810367,0,0,0,arc_agi_1_eval,legacy
d304284e,15,9,7,1,0.4666666666666667,0.1111111111111111,0.35555555555555557,1.6094379124341003,0,0,0,arc_agi_1_eval,legacy
d37a1ef5,15,9,14,2,0.9333333333333333,0.2222222222222222,0.7111111111111111,3.3672958299864737,0,0,0,arc_agi_1_eval,legacy
d47aa2ff,15,9,6,0,0.4,0.0,0.4,2.5649493574615367,0,0,1,arc_agi_1_eval,legacy
d492a647,15,9,9,0,0.6,0.0,0.6,3.323928600871344,0,0,1,arc_agi_1_eval,legacy
d4b1c2b1,15,9,15,2,1.0,0.2222222222222222,0.7777777777777778,4.532599493153256,0,0,0,arc_agi_1_eval,legacy
d4c90558,15,9,11,1,0.7333333333333333,0.1111111111111111,0.6222222222222222,2.6728706939810367,0,0,0,arc_agi_1_eval,legacy
d56f2372,15,9,5,0,0.3333333333333333,0.0,0.3333333333333333,2.297811814241388,0,0,1,arc_agi_1_eval,legacy
d5c634a2,15,9,2,0,0.13333333333333333,0.0,0.13333333333333333,1.2580400255962114,0,0,1,arc_agi_1_eval,legacy
d931c21c,15,9,0,0,0.0,0.0,0.0,-0.489548225318706,1,1,1,arc_agi_1_eval,legacy
d94c3b52,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
da2b0fe3,15,9,15,2,1.0,0.2222222222222222,0.7777777777777778,4.532599493153256,0,0,0,arc_agi_1_eval,legacy
da515329,15,9,0,0,0.0,0.0,0.0,-0.489548225318706,1,1,1,arc_agi_1_eval,legacy
dc2aa30b,15,9,5,0,0.3333333333333333,0.0,0.3333333333333333,2.297811814241388,0,0,1,arc_agi_1_eval,legacy
dc2e9a9d,15,9,0,0,0.0,0.0,0.0,-0.489548225318706,1,1,1,arc_agi_1_eval,legacy
dd2401ed,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
de493100,15,9,5,0,0.3333333333333333,0.0,0.3333333333333333,2.297811814241388,0,0,1,arc_agi_1_eval,legacy
df8cc377,15,9,3,0,0.2,0.0,0.2,1.671473303353553,0,0,1,arc_agi_1_eval,legacy
e0fb7511,15,9,5,0,0.3333333333333333,0.0,0.3333333333333333,2.297811814241388,0,0,1,arc_agi_1_eval,legacy
e133d23d,15,9,12,2,0.8,0.2222222222222222,0.5777777777777778,2.3715779644809976,0,0,0,arc_agi_1_eval,legacy
e1baa8a4,15,9,15,7,1.0,0.7777777777777778,0.2222222222222222,2.3353749158170363,0,0,0,arc_agi_1_eval,legacy
e1d2900e,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
e2092e0c,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
e21a174a,15,9,8,1,0.5333333333333333,0.1111111111111111,0.4222222222222222,1.8597641983421123,0,0,0,arc_agi_1_eval,legacy
e345f17b,15,9,14,1,0.9333333333333333,0.1111111111111111,0.8222222222222222,4.003284596706471,0,0,0,arc_agi_1_eval,legacy
e4075551,15,9,11,0,0.7333333333333333,0.0,0.7333333333333333,3.8827086177593704,0,0,1,arc_agi_1_eval,legacy
e41c6fd3,15,9,8,0,0.5333333333333333,0.0,0.5333333333333333,3.0696021221204464,0,0,1,arc_agi_1_eval,legacy
e57337a4,15,9,15,4,1.0,0.4444444444444444,0.5555555555555556,3.6346578999472974,0,0,0,arc_agi_1_eval,legacy
e5790162,15,9,5,0,0.3333333333333333,0.0,0.3333333333333333,2.297811814241388,0,0,1,arc_agi_1_eval,legacy
e5c44e8f,15,9,2,0,0.13333333333333333,0.0,0.13333333333333333,1.2580400255962114,0,0,1,arc_agi_1_eval,legacy
e619ca6e,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
e633a9e5,15,9,14,6,0.9333333333333333,0.6666666666666666,0.2666666666666667,1.6496443329121404,0,0,0,arc_agi_1_eval,legacy
e66aafb8,15,9,12,0,0.8,0.0,0.8,4.217404654979328,0,0,1,arc_agi_1_eval,legacy
e681b708,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
e69241bd,15,9,8,0,0.5333333333333333,0.0,0.5333333333333333,3.0696021221204464,0,0,1,arc_agi_1_eval,legacy
e6de6e8f,15,9,0,0,0.0,0.0,0.0,-0.489548225318706,1,1,1,arc_agi_1_eval,legacy
e74e1818,15,9,14,2,0.9333333333333333,0.2222222222222222,0.7111111111111111,3.3672958299864737,0,0,0,arc_agi_1_eval,legacy
e760a62e,15,9,8,0,0.5333333333333333,0.0,0.5333333333333333,3.0696021221204464,0,0,1,arc_agi_1_eval,legacy
e7639916,15,9,15,1,1.0,0.1111111111111111,0.8888888888888888,5.168588259873252,0,0,0,arc_agi_1_eval,legacy
e78887d1,15,9,5,0,0.3333333333333333,0.0,0.3333333333333333,2.297811814241388,0,0,1,arc_agi_1_eval,legacy
e7a25a18,15,9,15,3,1.0,0.3333333333333333,0.6666666666666667,4.05302641289137,0,0,0,arc_agi_1_eval,legacy
e7b06bea,15,9,12,3,0.8,0.3333333333333333,0.46666666666666673,1.892004884219111,0,0,0,arc_agi_1_eval,legacy
e7dd8335,15,9,14,5,0.9333333333333333,0.5555555555555556,0.37777777777777777,2.0680128458562126,0,0,0,arc_agi_1_eval,legacy
e872b94a,15,9,11,1,0.7333333333333333,0.1111111111111111,0.6222222222222222,2.6728706939810367,0,0,0,arc_agi_1_eval,legacy
e88171ec,15,9,7,1,0.4666666666666667,0.1111111111111111,0.35555555555555557,1.6094379124341003,0,0,0,arc_agi_1_eval,legacy
e95e3d8e,15,9,15,6,1.0,0.6666666666666666,0.33333333333333337,2.8149479960789225,0,0,0,arc_agi_1_eval,legacy
e99362f0,15,9,9,0,0.6,0.0,0.6,3.323928600871344,0,0,1,arc_agi_1_eval,legacy
e9ac8c9e,15,9,15,1,1.0,0.1111111111111111,0.8888888888888888,5.168588259873252,0,0,0,arc_agi_1_eval,legacy
e9b4f6fc,15,9,15,2,1.0,0.2222222222222222,0.7777777777777778,4.532599493153256,0,0,0,arc_agi_1_eval,legacy
e9bb6954,15,9,9,0,0.6,0.0,0.6,3.323928600871344,0,0,1,arc_agi_1_eval,legacy
e9c9d9a1,15,9,15,5,1.0,0.5555555555555556,0.4444444444444444,3.2333165090229947,0,0,0,arc_agi_1_eval,legacy
ea959feb,15,9,11,6,0.7333333333333333,0.6666666666666666,0.06666666666666665,0.3192304301867066,0,0,0,arc_agi_1_eval,legacy
ea9794b1,15,9,10,0,0.6666666666666666,0.0,0.6666666666666666,3.5910661440914926,0,0,1,arc_agi_1_eval,legacy
ecaa0ec1,15,9,5,0,0.3333333333333333,0.0,0.3333333333333333,2.297811814241388,0,0,1,arc_agi_1_eval,legacy
ed74f2f2,15,9,8,1,0.5333333333333333,0.1111111111111111,0.4222222222222222,1.8597641983421123,0,0,0,arc_agi_1_eval,legacy
ed98d772,15,9,13,0,0.8666666666666667,0.0,0.8666666666666667,4.630837932736669,0,0,1,arc_agi_1_eval,legacy
ef26cbf6,15,9,14,2,0.9333333333333333,0.2222222222222222,0.7111111111111111,3.3672958299864737,0,0,0,arc_agi_1_eval,legacy
f0afb749,15,9,8,1,0.5333333333333333,0.1111111111111111,0.4222222222222222,1.8597641983421123,0,0,0,arc_agi_1_eval,legacy
f0df5ff0,15,9,9,0,0.6,0.0,0.6,3.323928600871344,0,0,1,arc_agi_1_eval,legacy
f21745ec,15,9,3,0,0.2,0.0,0.2,1.671473303353553,0,0,1,arc_agi_1_eval,legacy
f3b10344,15,9,0,0,0.0,0.0,0.0,-0.489548225318706,1,1,1,arc_agi_1_eval,legacy
f3cdc58f,15,9,13,1,0.8666666666666667,0.1111111111111111,0.7555555555555555,3.4210000089583352,0,0,0,arc_agi_1_eval,legacy
f3e62deb,15,9,7,0,0.4666666666666667,0.0,0.4666666666666667,2.819275836212434,0,0,1,arc_agi_1_eval,legacy
f4081712,15,9,7,0,0.4666666666666667,0.0,0.4666666666666667,2.819275836212434,0,0,1,arc_agi_1_eval,legacy
f45f5ca7,15,9,15,8,1.0,0.8888888888888888,0.11111111111111116,1.6993861490970399,0,0,0,arc_agi_1_eval,legacy
f5aa3634,15,9,7,1,0.4666666666666667,0.1111111111111111,0.35555555555555557,1.6094379124341003,0,0,0,arc_agi_1_eval,legacy
f5c89df1,15,9,8,0,0.5333333333333333,0.0,0.5333333333333333,3.0696021221204464,0,0,1,arc_agi_1_eval,legacy
f823c43c,15,9,12,4,0.8,0.4444444444444444,0.3555555555555556,1.4736363712750389,0,0,0,arc_agi_1_eval,legacy
f83cb3f6,15,9,11,0,0.7333333333333333,0.0,0.7333333333333333,3.8827086177593704,0,0,1,arc_agi_1_eval,legacy
f8be4b64,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
f9a67cb5,15,9,3,0,0.2,0.0,0.2,1.671473303353553,0,0,1,arc_agi_1_eval,legacy
f9d67f8b,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
fafd9572,15,9,12,0,0.8,0.0,0.8,4.217404654979328,0,0,1,arc_agi_1_eval,legacy
fb791726,15,9,10,1,0.6666666666666666,0.1111111111111111,0.5555555555555556,2.381228220313159,0,0,0,arc_agi_1_eval,legacy
fc754716,15,9,15,8,1.0,0.8888888888888888,0.11111111111111116,1.6993861490970399,0,0,0,arc_agi_1_eval,legacy
fd096ab6,15,9,1,0,0.06666666666666667,0.0,0.06666666666666667,0.6757554378480761,0,0,1,arc_agi_1_eval,legacy
fd4b2b02,15,9,4,0,0.26666666666666666,0.0,0.26666666666666666,2.00616934057351,0,0,1,arc_agi_1_eval,legacy
fe9372f3,15,9,6,0,0.4,0.0,0.4,2.5649493574615367,0,0,1,arc_agi_1_eval,legacy
fea12743,15,9,1,1,0.06666666666666667,0.1111111111111111,-0.04444444444444444,-0.5340824859302578,0,0,0,arc_agi_1_eval,legacy
ff72ca3e,15,9,7,0,0.4666666666666667,0.0,0.4666666666666667,2.819275836212434,0,0,1,arc_agi_1_eval,legacy
0934a4d8,28,11,0,0,0.0,0.0,0.0,-0.9075570519054006,1,1,1,arc_agi_2_eval,legacy
135a2760,28,11,3,0,0.10714285714285714,0.0,0.10714285714285714,1.1495787322601374,0,0,1,arc_agi_2_eval,legacy
136b0064,28,11,6,2,0.21428571428571427,0.18181818181818182,0.03246753246753245,0.0932879344235571,0,0,0,arc_agi_2_eval,legacy
13e47133,28,11,0,0,0.0,0.0,0.0,-0.9075570519054006,1,1,1,arc_agi_2_eval,legacy
142ca369,28,11,1,0,0.03571428571428571,0.0,0.03571428571428571,0.2267733193647885,0,0,1,arc_agi_2_eval,legacy
16b78196,28,11,0,0,0.0,0.0,0.0,-0.9075570519054006,1,1,1,arc_agi_2_eval,legacy
16de56c4,28,11,2,0,0.07142857142857142,0.0,0.07142857142857142,0.7746402148111282,0,0,1,arc_agi_2_eval,legacy
1818057f,28,11,12,2,0.42857142857142855,0.18181818181818182,0.24675324675324672,1.0573693301340603,0,0,0,arc_agi_2_eval,legacy
195c6913,28,11,0,0,0.0,0.0,0.0,-0.9075570519054006,1,1,1,arc_agi_2_eval,legacy
1ae2feb7,28,11,9,2,0.32142857142857145,0.18181818181818182,0.13961038961038963,0.6158783997691339,0,0,0,arc_agi_2_eval,legacy
20270e3b,28,11,1,1,0.03571428571428571,0.09090909090909091,-0.0551948051948052,-0.9628107475090477,0,0,0,arc_agi_2_eval,legacy
20a9e565,28,11,0,0,0.0,0.0,0.0,-0.9075570519054006,1,1,1,arc_agi_2_eval,legacy
21897d95,28,11,0,0,0.0,0.0,0.0,-0.9075570519054006,1,1,1,arc_agi_2_eval,legacy
221dfab4,28,11,0,0,0.0,0.0,0.0,-0.9075570519054006,1,1,1,arc_agi_2_eval,legacy
247ef758,28,11,2,0,0.07142857142857142,0.0,0.07142857142857142,0.7746402148111282,0,0,1,arc_agi_2_eval,legacy
269e22fb,28,11,0,0,0.0,0.0,0.0,-0.9075570519054006,1,1,1,arc_agi_2_eval,legacy
271d71e2,28,11,0,0,0.0,0.0,0.0,-0.9075570519054006,1,1,1,arc_agi_2_eval,legacy
28a6681f,28,11,0,0,0.0,0.0,0.0,-0.9075570519054006,1,1,1,arc_agi_2_eval,legacy
291dc1e1,28,11,3,2,0.10714285714285714,0.18181818181818182,-0.07467532467532469,-0.6509144169366723,0,0,0,arc_agi_2_eval,legacy
2b83f449,28,11,0,0,0.0,0.0,0.0,-0.9075570519054006,1,1,1,arc_agi_2_eval,legacy
2ba387bc,28,11,23,3,0.8214285714285714,0.2727272727272727,0.5487012987012987,2.3395555239125905,0,0,0,arc_agi_2_eval,legacy
2c181942,28,11,2,1,0.07142857142857142,0.09090909090909091,-0.019480519480519487,-0.414943852062708,0,0,0,arc_agi_2_eval,legacy
2d0172a1,28,11,0,0,0.0,0.0,0.0,-0.9075570519054006,1,1,1,arc_agi_2_eval,legacy
31f7f899,28,11,8,2,0.2857142857142857,0.18181818181818182,0.10389610389610388,0.4546423440842482,0,0,0,arc_agi_2_eval,legacy
332f06d7,28,11,2,0,0.07142857142857142,0.0,0.07142857142857142,0.7746402148111282,0,0,1,arc_agi_2_eval,legacy
35ab12c3,28,11,0,1,0.0,0.09090909090909091,-0.09090909090909091,-2.097141118779237,0,1,0,arc_agi_2_eval,legacy
36a08778,28,11,3,2,0.10714285714285714,0.18181818181818182,-0.07467532467532469,-0.6509144169366723,0,0,0,arc_agi_2_eval,legacy
