complexity_metric,target_metric,target_label,n,nonzero_count,pearson_r,spearman_rho
prim_downscale_count,human_difficulty_complete,Human latent difficulty (complete participants),7,7,,
prim_downscale_count,gpt_failure,GPT-4o failure rate,7,7,,
prim_downscale_count,claude_failure,Claude 3.5 Sonnet failure rate,7,7,,
prim_downscale_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,7,7,,
prim_downscale_count,icecuber_failure,IceCuber failure rate,7,7,,
prim_tojvec_count,human_difficulty_complete,Human latent difficulty (complete participants),15,15,-0.13512716628727253,-0.18557687223952254
prim_tojvec_count,gpt_failure,GPT-4o failure rate,15,15,-0.32732683535398854,-0.3273268353539886
prim_tojvec_count,claude_failure,Claude 3.5 Sonnet failure rate,15,15,-0.28571428571428575,-0.2857142857142857
prim_tojvec_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,15,15,-0.3165565421576399,-0.31368216630488566
prim_tojvec_count,icecuber_failure,IceCuber failure rate,15,15,0.2182178902359924,0.21821789023599233
prim_canvas_count,human_difficulty_complete,Human latent difficulty (complete participants),46,46,-0.034658843333235545,-0.05798784689147817
prim_canvas_count,gpt_failure,GPT-4o failure rate,46,46,0.16844365846829618,0.18370222636115452
prim_canvas_count,claude_failure,Claude 3.5 Sonnet failure rate,46,46,0.1465638742442391,0.10344730183243354
prim_canvas_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,46,46,0.17900241654893514,0.15131148259081592
prim_canvas_count,icecuber_failure,IceCuber failure rate,46,46,0.24857728847995206,0.2182229016586711
prim_mostcolor_count,human_difficulty_complete,Human latent difficulty (complete participants),18,18,0.049831181583681834,0.023374100418794893
prim_mostcolor_count,gpt_failure,GPT-4o failure rate,18,18,0.10846522890932803,0.10846522890932808
prim_mostcolor_count,claude_failure,Claude 3.5 Sonnet failure rate,18,18,0.1296407447104329,0.12964074471043288
prim_mostcolor_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,18,18,0.12482101653376108,0.1288758958835685
prim_mostcolor_count,icecuber_failure,IceCuber failure rate,18,18,0.27116307227332015,0.2711630722733202
prim_first_count,human_difficulty_complete,Human latent difficulty (complete participants),67,67,0.010264170203766115,0.04408237245887393
prim_first_count,gpt_failure,GPT-4o failure rate,67,67,0.18324176354516888,0.21937858099293978
prim_first_count,claude_failure,Claude 3.5 Sonnet failure rate,67,67,0.14355858985084008,0.20065295368935832
prim_first_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,67,67,0.184657317005451,0.23779943104328136
prim_first_count,icecuber_failure,IceCuber failure rate,67,67,0.13812664345248155,0.08388149692329624
prim_hsplit_count,human_difficulty_complete,Human latent difficulty (complete participants),10,10,,
prim_hsplit_count,gpt_failure,GPT-4o failure rate,10,10,,
prim_hsplit_count,claude_failure,Claude 3.5 Sonnet failure rate,10,10,,
prim_hsplit_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,10,10,,
prim_hsplit_count,icecuber_failure,IceCuber failure rate,10,10,,
prim_objects_count,human_difficulty_complete,Human latent difficulty (complete participants),216,216,-0.01318477830050447,0.008292201154674739
prim_objects_count,gpt_failure,GPT-4o failure rate,216,216,0.04216626483491267,0.03985826614770854
prim_objects_count,claude_failure,Claude 3.5 Sonnet failure rate,216,216,-0.04916870106376077,-0.023720466668779288
prim_objects_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,216,216,-0.011575969484574952,-0.00420069225073717
prim_objects_count,icecuber_failure,IceCuber failure rate,216,216,0.12568350984723303,0.12244654771082307
prim_subgrid_count,human_difficulty_complete,Human latent difficulty (complete participants),54,54,0.15967396693658806,0.20415915494751902
prim_subgrid_count,gpt_failure,GPT-4o failure rate,54,54,0.08000000000000002,0.08000000000000002
prim_subgrid_count,claude_failure,Claude 3.5 Sonnet failure rate,54,54,0.10915536458196307,0.10915536458196305
prim_subgrid_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,54,54,0.10342210883889907,0.10889822555676361
prim_subgrid_count,icecuber_failure,IceCuber failure rate,54,54,0.2725540575476993,0.27255405754769874
prim_delta_count,human_difficulty_complete,Human latent difficulty (complete participants),4,4,,
prim_delta_count,gpt_failure,GPT-4o failure rate,4,4,,
prim_delta_count,claude_failure,Claude 3.5 Sonnet failure rate,4,4,,
prim_delta_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,4,4,,
prim_delta_count,icecuber_failure,IceCuber failure rate,4,4,,
prim_fill_count,human_difficulty_complete,Human latent difficulty (complete participants),157,157,-0.09766939602640005,-0.13887553065111233
prim_fill_count,gpt_failure,GPT-4o failure rate,157,157,0.07208041264352351,0.06219372364681966
prim_fill_count,claude_failure,Claude 3.5 Sonnet failure rate,157,157,0.04977125626140379,0.08415957921015403
prim_fill_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,157,157,0.06760504168783654,0.08365539233550616
prim_fill_count,icecuber_failure,IceCuber failure rate,157,157,0.2203651679822519,0.21867216732895267
prim_ofcolor_count,human_difficulty_complete,Human latent difficulty (complete participants),116,116,0.13759322638757734,0.1744983099312948
prim_ofcolor_count,gpt_failure,GPT-4o failure rate,116,116,0.16952978091469045,0.17462809906061938
prim_ofcolor_count,claude_failure,Claude 3.5 Sonnet failure rate,116,116,0.1535028297136818,0.16790661917712532
prim_ofcolor_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,116,116,0.17676022371921674,0.1865471551026053
prim_ofcolor_count,icecuber_failure,IceCuber failure rate,116,116,0.07797889184417071,0.06061936412067678
prim_move_count,human_difficulty_complete,Human latent difficulty (complete participants),12,12,-0.3475346367144235,-0.34403630312092076
prim_move_count,gpt_failure,GPT-4o failure rate,12,12,0.22645540682891924,0.25712973861329
prim_move_count,claude_failure,Claude 3.5 Sonnet failure rate,12,12,0.22645540682891918,0.25712973861329
prim_move_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,12,12,0.25677629550654774,0.308555686335948
prim_move_count,icecuber_failure,IceCuber failure rate,12,12,-0.33149677206589795,-0.37639939600492056
prim_argmin_count,human_difficulty_complete,Human latent difficulty (complete participants),20,20,-0.12383829653745117,-0.05967860100145692
prim_argmin_count,gpt_failure,GPT-4o failure rate,20,20,0.0764719112901872,0.07647191129018725
prim_argmin_count,claude_failure,Claude 3.5 Sonnet failure rate,20,20,-0.4588314677411234,-0.45883146774112354
prim_argmin_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,20,20,-0.2884299752006153,-0.3684210526315789
prim_argmin_count,icecuber_failure,IceCuber failure rate,20,20,-0.20751433915982234,-0.2075143391598224
prim_partition_count,human_difficulty_complete,Human latent difficulty (complete participants),10,10,,
prim_partition_count,gpt_failure,GPT-4o failure rate,10,10,,
prim_partition_count,claude_failure,Claude 3.5 Sonnet failure rate,10,10,,
prim_partition_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,10,10,,
prim_partition_count,icecuber_failure,IceCuber failure rate,10,10,,
prim_argmax_count,human_difficulty_complete,Human latent difficulty (complete participants),47,47,-0.08352682519766721,-0.09782608695652174
prim_argmax_count,gpt_failure,GPT-4o failure rate,47,47,0.038499525175450855,0.038499525175450904
prim_argmax_count,claude_failure,Claude 3.5 Sonnet failure rate,47,47,-0.2667325346846327,-0.2667325346846322
prim_argmax_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,47,47,-0.1783809844015696,-0.24278897893914872
prim_argmax_count,icecuber_failure,IceCuber failure rate,47,47,-0.15717365336548256,-0.15717365336548286
prim_colorcount_count,human_difficulty_complete,Human latent difficulty (complete participants),3,3,,
prim_colorcount_count,gpt_failure,GPT-4o failure rate,3,3,,
prim_colorcount_count,claude_failure,Claude 3.5 Sonnet failure rate,3,3,,
prim_colorcount_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,3,3,,
prim_colorcount_count,icecuber_failure,IceCuber failure rate,3,3,,
prim_subtract_count,human_difficulty_complete,Human latent difficulty (complete participants),23,23,0.0028147555653544646,-0.03178208630818641
prim_subtract_count,gpt_failure,GPT-4o failure rate,23,23,,
prim_subtract_count,claude_failure,Claude 3.5 Sonnet failure rate,23,23,0.11236664374387356,0.1123666437438737
prim_subtract_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,23,23,0.11236664374387365,0.1123666437438737
prim_subtract_count,icecuber_failure,IceCuber failure rate,23,23,0.16358257627039396,0.16358257627039396
prim_leastcolor_count,human_difficulty_complete,Human latent difficulty (complete participants),36,36,-0.2358558333496686,-0.251288868444585
prim_leastcolor_count,gpt_failure,GPT-4o failure rate,36,36,-0.3032258064516132,-0.3032258064516129
prim_leastcolor_count,claude_failure,Claude 3.5 Sonnet failure rate,36,36,-0.4115370992337935,-0.41153709923379345
prim_leastcolor_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,36,36,-0.4016096644512496,-0.38337423811676874
prim_leastcolor_count,icecuber_failure,IceCuber failure rate,36,36,-0.19756583222945226,-0.19756583222945237
prim_bottomhalf_count,human_difficulty_complete,Human latent difficulty (complete participants),13,13,0.0009936968233000814,-0.05698028822981897
prim_bottomhalf_count,gpt_failure,GPT-4o failure rate,13,13,0.23354968324845693,0.23354968324845693
prim_bottomhalf_count,claude_failure,Claude 3.5 Sonnet failure rate,13,13,0.23354968324845693,0.23354968324845693
prim_bottomhalf_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,13,13,0.23354968324845687,0.23354968324845693
prim_bottomhalf_count,icecuber_failure,IceCuber failure rate,13,13,0.27247463045653303,0.2724746304565331
prim_frontiers_count,human_difficulty_complete,Human latent difficulty (complete participants),2,2,,
prim_frontiers_count,gpt_failure,GPT-4o failure rate,2,2,,
prim_frontiers_count,claude_failure,Claude 3.5 Sonnet failure rate,2,2,,
prim_frontiers_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,2,2,,
prim_frontiers_count,icecuber_failure,IceCuber failure rate,2,2,,
prim_merge_count,human_difficulty_complete,Human latent difficulty (complete participants),66,66,-0.053879293049581875,-0.05604868001173834
prim_merge_count,gpt_failure,GPT-4o failure rate,66,66,0.14757569038298482,0.14757569038298457
prim_merge_count,claude_failure,Claude 3.5 Sonnet failure rate,66,66,0.07914676195526289,0.07914676195526277
prim_merge_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,66,66,0.11740694903222013,0.09401763098037266
prim_merge_count,icecuber_failure,IceCuber failure rate,66,66,-0.03390317518104051,-0.033903175181040524
prim_decrement_count,human_difficulty_complete,Human latent difficulty (complete participants),19,19,0.11580335641604168,0.08728715609439695
prim_decrement_count,gpt_failure,GPT-4o failure rate,19,19,-0.21660005636099092,-0.21660005636099086
prim_decrement_count,claude_failure,Claude 3.5 Sonnet failure rate,19,19,-0.08819171036881979,-0.0881917103688197
prim_decrement_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,19,19,-0.15985796712691097,-0.15662112152148028
prim_decrement_count,icecuber_failure,IceCuber failure rate,19,19,-0.4564354645876385,-0.4564354645876385
prim_numcolors_count,human_difficulty_complete,Human latent difficulty (complete participants),2,2,,
prim_numcolors_count,gpt_failure,GPT-4o failure rate,2,2,,
prim_numcolors_count,claude_failure,Claude 3.5 Sonnet failure rate,2,2,,
prim_numcolors_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,2,2,,
prim_numcolors_count,icecuber_failure,IceCuber failure rate,2,2,,
prim_mapply_count,human_difficulty_complete,Human latent difficulty (complete participants),126,126,0.08305769477976126,0.09831769787741476
prim_mapply_count,gpt_failure,GPT-4o failure rate,126,126,0.1112052050907428,0.11103662292892551
prim_mapply_count,claude_failure,Claude 3.5 Sonnet failure rate,126,126,0.13522293787342862,0.10413851572996918
prim_mapply_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,126,126,0.14244713103781956,0.11929750597096414
prim_mapply_count,icecuber_failure,IceCuber failure rate,126,126,0.1616580497283537,0.12840357394955185
prim_underfill_count,human_difficulty_complete,Human latent difficulty (complete participants),26,26,0.2306679390301523,0.30077077306434646
prim_underfill_count,gpt_failure,GPT-4o failure rate,26,26,0.09759000729485329,0.10408329997330665
prim_underfill_count,claude_failure,Claude 3.5 Sonnet failure rate,26,26,0.2051956704170308,0.21884866196096625
prim_underfill_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,26,26,0.18978938620820546,0.2166666666666667
prim_underfill_count,icecuber_failure,IceCuber failure rate,26,26,0.3129843185743807,0.33380918415851213
prim_branch_count,human_difficulty_complete,Human latent difficulty (complete participants),50,50,0.3237860995786504,0.1946891843829338
prim_branch_count,gpt_failure,GPT-4o failure rate,50,50,0.11858541225631421,0.10645004801884443
prim_branch_count,claude_failure,Claude 3.5 Sonnet failure rate,50,50,0.14085904245475267,0.09150575800780389
prim_branch_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,50,50,0.14175734322057315,0.12073687982785078
prim_branch_count,icecuber_failure,IceCuber failure rate,50,50,-0.10564428184106457,-0.16637410546873435
prim_portrait_count,human_difficulty_complete,Human latent difficulty (complete participants),13,13,,
prim_portrait_count,gpt_failure,GPT-4o failure rate,13,13,,
prim_portrait_count,claude_failure,Claude 3.5 Sonnet failure rate,13,13,,
prim_portrait_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,13,13,,
prim_portrait_count,icecuber_failure,IceCuber failure rate,13,13,,
prim_rbind_count,human_difficulty_complete,Human latent difficulty (complete participants),112,112,0.1292834157941806,0.10942673405860683
prim_rbind_count,gpt_failure,GPT-4o failure rate,112,112,0.09156761190624954,0.07308808506782012
prim_rbind_count,claude_failure,Claude 3.5 Sonnet failure rate,112,112,0.18310374730569032,0.2073589067043293
prim_rbind_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,112,112,0.16691212404712255,0.20686682297895953
prim_rbind_count,icecuber_failure,IceCuber failure rate,112,112,0.24173139195798543,0.2330243227643182
prim_vsplit_count,human_difficulty_complete,Human latent difficulty (complete participants),7,7,0.17783270323717387,0.20412414523193148
prim_vsplit_count,gpt_failure,GPT-4o failure rate,7,7,0.25819888974716115,0.2581988897471611
prim_vsplit_count,claude_failure,Claude 3.5 Sonnet failure rate,7,7,0.3535533905932738,0.35355339059327373
prim_vsplit_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,7,7,0.33113308926626095,0.3415650255319866
prim_vsplit_count,icecuber_failure,IceCuber failure rate,7,7,0.4714045207910318,0.4714045207910316
prim_equality_count,human_difficulty_complete,Human latent difficulty (complete participants),21,21,0.6250458492806231,0.5950038927095279
prim_equality_count,gpt_failure,GPT-4o failure rate,21,21,-0.16728268157970203,-0.1926572566980265
prim_equality_count,claude_failure,Claude 3.5 Sonnet failure rate,21,21,-0.22798775683397354,-0.31083712505082006
prim_equality_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,21,21,-0.20577751422659438,-0.2921867576623166
prim_equality_count,icecuber_failure,IceCuber failure rate,21,21,0.1944601455348598,0.17762121431475433
prim_compose_count,human_difficulty_complete,Human latent difficulty (complete participants),124,124,0.25785132847248426,0.31363896211904724
prim_compose_count,gpt_failure,GPT-4o failure rate,124,124,0.07744823215184474,0.05559440586876024
prim_compose_count,claude_failure,Claude 3.5 Sonnet failure rate,124,124,0.16114575885411855,0.19246408865943673
prim_compose_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,124,124,0.14536052533339053,0.1910807336382464
prim_compose_count,icecuber_failure,IceCuber failure rate,124,124,0.3386131929300811,0.3769924919380885
prim_extract_count,human_difficulty_complete,Human latent difficulty (complete participants),21,21,0.030784009046230736,0.06008016035638718
prim_extract_count,gpt_failure,GPT-4o failure rate,21,21,0.10846522890932805,0.10846522890932808
prim_extract_count,claude_failure,Claude 3.5 Sonnet failure rate,21,21,0.15737789507292668,0.15737789507292674
prim_extract_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,21,21,0.19802950859533483,0.19802950859533489
prim_extract_count,icecuber_failure,IceCuber failure rate,21,21,0.08574929257125444,0.08574929257125441
prim_fork_count,human_difficulty_complete,Human latent difficulty (complete participants),101,101,0.2709616477524473,0.29438184830901365
prim_fork_count,gpt_failure,GPT-4o failure rate,101,101,0.06321208390218322,0.09524505357100331
prim_fork_count,claude_failure,Claude 3.5 Sonnet failure rate,101,101,0.185240673327498,0.26033635586470827
prim_fork_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,101,101,0.16477926214538485,0.2713115110267873
prim_fork_count,icecuber_failure,IceCuber failure rate,101,101,0.23741201591411443,0.21233750819125982
prim_cover_count,human_difficulty_complete,Human latent difficulty (complete participants),20,20,,
prim_cover_count,gpt_failure,GPT-4o failure rate,20,20,,
prim_cover_count,claude_failure,Claude 3.5 Sonnet failure rate,20,20,,
prim_cover_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,20,20,,
prim_cover_count,icecuber_failure,IceCuber failure rate,20,20,,
prim_sizefilter_count,human_difficulty_complete,Human latent difficulty (complete participants),26,26,-0.30165634968151567,-0.32716515254078793
prim_sizefilter_count,gpt_failure,GPT-4o failure rate,26,26,0.10425720702853741,0.10425720702853739
prim_sizefilter_count,claude_failure,Claude 3.5 Sonnet failure rate,26,26,0.1924500897298752,0.1924500897298753
prim_sizefilter_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,26,26,0.17723502299170504,0.1894381653614555
prim_sizefilter_count,icecuber_failure,IceCuber failure rate,26,26,-0.06846531968814576,-0.06846531968814576
prim_fgpartition_count,human_difficulty_complete,Human latent difficulty (complete participants),9,9,,
prim_fgpartition_count,gpt_failure,GPT-4o failure rate,9,9,,
prim_fgpartition_count,claude_failure,Claude 3.5 Sonnet failure rate,9,9,,
prim_fgpartition_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,9,9,,
prim_fgpartition_count,icecuber_failure,IceCuber failure rate,9,9,,
prim_paint_count,human_difficulty_complete,Human latent difficulty (complete participants),109,109,0.12792777000042824,0.16221496004499802
prim_paint_count,gpt_failure,GPT-4o failure rate,109,109,0.09567949015315594,0.06680552036938628
prim_paint_count,claude_failure,Claude 3.5 Sonnet failure rate,109,109,0.05367321870389534,0.047083262509765834
prim_paint_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,109,109,0.08031903750479921,0.0668901395150291
prim_paint_count,icecuber_failure,IceCuber failure rate,109,109,0.1450037794581643,0.1442727792985714
prim_apply_count,human_difficulty_complete,Human latent difficulty (complete participants),109,109,0.13010228041115918,0.09960142483824193
prim_apply_count,gpt_failure,GPT-4o failure rate,109,109,-0.0020331741777933005,-0.0008916802304020874
prim_apply_count,claude_failure,Claude 3.5 Sonnet failure rate,109,109,0.08739868325579302,0.05961555442899444
prim_apply_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,109,109,0.052167743671974055,0.057304283901065185
prim_apply_count,icecuber_failure,IceCuber failure rate,109,109,0.27691839052451667,0.31093712354328473
prim_colorfilter_count,human_difficulty_complete,Human latent difficulty (complete participants),55,55,0.013512574492875695,0.0837988863039525
prim_colorfilter_count,gpt_failure,GPT-4o failure rate,55,55,0.06726727939963115,0.06726727939963124
prim_colorfilter_count,claude_failure,Claude 3.5 Sonnet failure rate,55,55,0.14794534429106182,0.14794534429106185
prim_colorfilter_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,55,55,0.14669970498718998,0.15507209546199147
prim_colorfilter_count,icecuber_failure,IceCuber failure rate,55,55,0.15553533837469447,0.15553533837469455
prim_mfilter_count,human_difficulty_complete,Human latent difficulty (complete participants),30,30,0.1731678550801614,0.22144065997016835
prim_mfilter_count,gpt_failure,GPT-4o failure rate,30,30,-0.04902903378454594,-0.049029033784546004
prim_mfilter_count,claude_failure,Claude 3.5 Sonnet failure rate,30,30,0.24999999999999972,0.24999999999999997
prim_mfilter_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,30,30,0.1397542485937368,0.12450298013899934
prim_mfilter_count,icecuber_failure,IceCuber failure rate,30,30,0.16666666666666657,0.16666666666666666
prim_rot90_count,human_difficulty_complete,Human latent difficulty (complete participants),18,18,-0.1719467498909008,-0.1362932551272764
prim_rot90_count,gpt_failure,GPT-4o failure rate,18,18,-0.236227795630767,-0.236227795630767
prim_rot90_count,claude_failure,Claude 3.5 Sonnet failure rate,18,18,-0.1754116038614059,-0.17541160386140583
prim_rot90_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,18,18,-0.2121320343559643,-0.19567272453270135
prim_rot90_count,icecuber_failure,IceCuber failure rate,18,18,0.2820380374088831,0.2820380374088831
prim_trim_count,human_difficulty_complete,Human latent difficulty (complete participants),5,5,,
prim_trim_count,gpt_failure,GPT-4o failure rate,5,5,,
prim_trim_count,claude_failure,Claude 3.5 Sonnet failure rate,5,5,,
prim_trim_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,5,5,,
prim_trim_count,icecuber_failure,IceCuber failure rate,5,5,,
prim_color_count,human_difficulty_complete,Human latent difficulty (complete participants),18,18,0.05668534820793302,0.15803227583755902
prim_color_count,gpt_failure,GPT-4o failure rate,18,18,0.10846522890932807,0.1084652289093281
prim_color_count,claude_failure,Claude 3.5 Sonnet failure rate,18,18,0.23904572186687872,0.2390457218668787
prim_color_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,18,18,0.2773500981126146,0.2773500981126146
prim_color_count,icecuber_failure,IceCuber failure rate,18,18,0.39999999999999986,0.39999999999999997
prim_asindices_count,human_difficulty_complete,Human latent difficulty (complete participants),19,19,0.1652105050737044,0.06262242910851495
prim_asindices_count,gpt_failure,GPT-4o failure rate,19,19,-0.05484543180953471,-0.0548454318095348
prim_asindices_count,claude_failure,Claude 3.5 Sonnet failure rate,19,19,0.01807753815155479,0.018077538151554683
prim_asindices_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,19,19,-0.019114484997483895,-0.017286876871919373
prim_asindices_count,icecuber_failure,IceCuber failure rate,19,19,-0.018077538151554783,-0.018077538151554683
prim_lefthalf_count,human_difficulty_complete,Human latent difficulty (complete participants),13,13,0.19999025567995635,0.1543033499620919
prim_lefthalf_count,gpt_failure,GPT-4o failure rate,13,13,,
prim_lefthalf_count,claude_failure,Claude 3.5 Sonnet failure rate,13,13,0.08333333333333331,0.08333333333333334
prim_lefthalf_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,13,13,0.08333333333333329,0.08333333333333334
prim_lefthalf_count,icecuber_failure,IceCuber failure rate,13,13,-0.2282177322938192,-0.2282177322938192
prim_tophalf_count,human_difficulty_complete,Human latent difficulty (complete participants),14,14,0.018322909453741553,-0.05063696835418333
prim_tophalf_count,gpt_failure,GPT-4o failure rate,14,14,0.21320071635561041,0.21320071635561041
prim_tophalf_count,claude_failure,Claude 3.5 Sonnet failure rate,14,14,0.21320071635561041,0.21320071635561041
prim_tophalf_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,14,14,0.21320071635561033,0.21320071635561041
prim_tophalf_count,icecuber_failure,IceCuber failure rate,14,14,0.19364916731037082,0.19364916731037085
prim_shape_count,human_difficulty_complete,Human latent difficulty (complete participants),20,20,-0.3787288934114953,-0.3779644730092272
prim_shape_count,gpt_failure,GPT-4o failure rate,20,20,0.0963738849304853,0.09637388493048532
prim_shape_count,claude_failure,Claude 3.5 Sonnet failure rate,20,20,0.11470786693528083,0.11470786693528089
prim_shape_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,20,20,0.11055541314835331,0.11417392516771377
prim_shape_count,icecuber_failure,IceCuber failure rate,20,20,0.18731716231633874,0.18731716231633877
prim_last_count,human_difficulty_complete,Human latent difficulty (complete participants),18,18,-0.09901853327074328,0.023374100418794893
prim_last_count,gpt_failure,GPT-4o failure rate,18,18,0.08574929257125445,0.08574929257125442
prim_last_count,claude_failure,Claude 3.5 Sonnet failure rate,18,18,0.08574929257125445,0.08574929257125442
prim_last_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,18,18,0.10114434748483468,0.1080657239463167
prim_last_count,icecuber_failure,IceCuber failure rate,18,18,0.19347649748797383,0.19347649748797374
prim_palette_count,human_difficulty_complete,Human latent difficulty (complete participants),20,20,-0.19960660125334043,-0.21882153700534204
prim_palette_count,gpt_failure,GPT-4o failure rate,20,20,0.0764719112901872,0.07647191129018725
prim_palette_count,claude_failure,Claude 3.5 Sonnet failure rate,20,20,0.1324532357065043,0.13245323570650436
prim_palette_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,20,20,0.14030902014120517,0.14886458551295736
prim_palette_count,icecuber_failure,IceCuber failure rate,20,20,-0.2536286367508934,-0.25362863675089403
prim_compress_count,human_difficulty_complete,Human latent difficulty (complete participants),7,7,,
prim_compress_count,gpt_failure,GPT-4o failure rate,7,7,,
prim_compress_count,claude_failure,Claude 3.5 Sonnet failure rate,7,7,,
prim_compress_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,7,7,,
prim_compress_count,icecuber_failure,IceCuber failure rate,7,7,,
prim_valmin_count,human_difficulty_complete,Human latent difficulty (complete participants),3,3,,
prim_valmin_count,gpt_failure,GPT-4o failure rate,3,3,,
prim_valmin_count,claude_failure,Claude 3.5 Sonnet failure rate,3,3,,
prim_valmin_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,3,3,,
prim_valmin_count,icecuber_failure,IceCuber failure rate,3,3,,
prim_intersection_count,human_difficulty_complete,Human latent difficulty (complete participants),15,15,-0.2894646250182361,-0.3092947870658709
prim_intersection_count,gpt_failure,GPT-4o failure rate,15,15,0.10482848367219183,0.10482848367219182
prim_intersection_count,claude_failure,Claude 3.5 Sonnet failure rate,15,15,0.13363062095621214,0.1336306209562122
prim_intersection_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,15,15,0.12741179785940643,0.1328943584884376
prim_intersection_count,icecuber_failure,IceCuber failure rate,15,15,0.3273268353539884,0.3273268353539886
prim_shift_count,human_difficulty_complete,Human latent difficulty (complete participants),44,44,-0.3703308695199887,-0.4008015971364691
prim_shift_count,gpt_failure,GPT-4o failure rate,44,44,0.014555562743489561,-0.09301588804779813
prim_shift_count,claude_failure,Claude 3.5 Sonnet failure rate,44,44,-0.02995510099753766,-0.09571255917582829
prim_shift_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,44,44,-0.013252882194053517,-0.10070871065996223
prim_shift_count,icecuber_failure,IceCuber failure rate,44,44,0.13026638133042356,0.12917396812926743
prim_cellwise_count,human_difficulty_complete,Human latent difficulty (complete participants),5,5,0.0697242626932723,-0.35355339059327373
prim_cellwise_count,gpt_failure,GPT-4o failure rate,5,5,,
prim_cellwise_count,claude_failure,Claude 3.5 Sonnet failure rate,5,5,,
prim_cellwise_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,5,5,,
prim_cellwise_count,icecuber_failure,IceCuber failure rate,5,5,,
prim_righthalf_count,human_difficulty_complete,Human latent difficulty (complete participants),11,11,0.18642030219890765,0.10000000000000002
prim_righthalf_count,gpt_failure,GPT-4o failure rate,11,11,,
prim_righthalf_count,claude_failure,Claude 3.5 Sonnet failure rate,11,11,0.10000000000000002,0.10000000000000002
prim_righthalf_count,llm_pooled_difficulty,Pooled GPT+Claude smoothed difficulty,11,11,0.10000000000000006,0.10000000000000002
prim_righthalf_count,icecuber_failure,IceCuber failure rate,11,11,-0.2390457218668788,-0.23904572186687875
prim_combine_count,human_difficulty_complete,Human latent difficulty (complete participants),34,34,0.07098566991030969,0.19087351618120962
