task_id,solution_file,dataset_membership,variant_count,test_case_count_total,file_bytes,total_lines,nonblank_lines,comment_lines,token_count,ast_node_count,function_count,call_count_static,comprehension_count,branch_node_count,cyclomatic_complexity,max_nesting_depth,max_line_length,mean_line_length,gzip_bytes,halstead_distinct_operators,halstead_distinct_operands,halstead_total_operators,halstead_total_operands,halstead_vocabulary,halstead_length,halstead_volume,halstead_difficulty,halstead_effort,dynamic_status,test_case_count,input_cells_total,output_cells_total,elapsed_ns_total,elapsed_ms_total,elapsed_ms_per_test,opcode_count_dynamic,branch_opcode_count_dynamic,python_call_count_dynamic,peak_memory_bytes,current_memory_bytes
28bf18c6,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\28bf18c6.py,arc_agi_1_train|arc_agi_2_train,2,2,1422,42,36,4,256,250,1,15,4,6,11,3,81,32.857,517,15,26,121,85,41,206,1103.655713,24.519231,27060.789116,ok,2,128,36,220447900,220.4479,110.22395,1301,336,50,15581,11280
291dc1e1,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\291dc1e1.py,arc_agi_2_eval,1,1,5735,169,150,18,1398,1397,2,71,15,44,66,7,98,32.929,1721,29,72,673,455,101,1128,7510.462553,91.631944,688198.287367,ok,1,224,144,791185500,791.1855,791.1855,4608,670,291,35866,24233
29623171,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\29623171.py,arc_agi_1_train|arc_agi_2_train,2,2,2859,77,66,7,498,434,1,14,2,22,26,5,121,36.13,924,19,38,227,155,57,382,2228.163985,38.75,86341.354435,ok,2,242,242,530713600,530.7136,265.3568,3296,895,22,19869,13932
29c11459,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\29c11459.py,arc_agi_1_train|arc_agi_2_train,2,2,1690,46,37,7,182,155,1,6,1,4,7,3,118,35.739,703,17,20,75,56,37,131,682.438391,23.8,16242.033703,ok,2,110,110,83301600,83.3016,41.6508,322,78,2,14121,9602
2ba387bc,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\2ba387bc.py,arc_agi_2_eval,1,1,4137,107,90,10,648,567,5,32,2,18,27,7,139,37.664,1309,24,46,296,199,70,495,3033.995093,51.913043,157503.919196,ok,1,456,128,174357900,174.3579,174.3579,323,45,20,989633,978968
2dee498d,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\2dee498d.py,arc_agi_1_train|arc_agi_2_train,2,2,1428,45,35,5,219,202,1,9,0,4,6,2,103,30.733,618,23,30,94,69,53,163,933.651034,26.45,24695.069852,ok,2,150,50,161740100,161.7401,80.87005,732,84,12,14321,10060
321b1fc6,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\321b1fc6.py,arc_agi_1_train|arc_agi_2_train,2,2,3482,96,80,9,676,696,2,26,8,17,33,7,135,35.271,1091,24,51,316,226,75,542,3376.01973,53.176471,179524.813891,ok,2,200,200,1822792900,1822.7929,911.39645,12611,2826,168,24521,17460
32597951,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\32597951.py,arc_agi_1_train|arc_agi_2_train,2,2,1634,44,37,4,239,227,1,11,5,7,13,3,85,36.136,635,17,25,112,77,42,189,1019.147993,26.18,26681.294454,ok,2,578,578,805976000,805.976,402.988,4592,1300,138,985631,976526
32e9702f,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\32e9702f.py,arc_agi_1_eval|arc_agi_2_train,2,2,2456,60,51,6,348,319,1,9,2,14,17,5,100,39.933,846,21,28,152,109,49,261,1465.439269,40.875,59899.830133,ok,2,200,200,573933100,573.9331,286.96655,3921,1240,2,18039,12550
38007db0,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\38007db0.py,arc_agi_2_eval,1,2,2942,87,71,13,516,486,1,30,3,14,18,3,92,32.816,932,17,43,236,160,60,396,2339.128676,31.627907,73981.744167,ok,2,1466,407,1721094300,1721.0943,860.54715,9607,2177,210,1010403,989510
3aa6fb7a,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\3aa6fb7a.py,arc_agi_1_train|arc_agi_2_train,2,2,2565,55,47,6,395,351,1,8,2,8,13,7,99,45.636,942,20,32,209,116,52,325,1852.642908,36.25,67158.305429,ok,2,98,98,1657381300,1657.3813,828.69065,12077,2843,96,16427,11614
3ac3eb23,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\3ac3eb23.py,arc_agi_1_train|arc_agi_2_train,2,2,1806,41,36,3,214,202,1,6,1,7,9,4,106,43.049,754,22,21,97,67,43,164,889.90742,35.095238,31231.51278,ok,2,144,144,152020800,152.0208,76.0104,741,141,2,14697,10166
3af2c5a8,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\3af2c5a8.py,arc_agi_1_train|arc_agi_2_train,2,2,1214,30,25,4,91,82,1,1,0,1,2,1,109,39.467,496,13,13,38,27,26,65,305.528582,13.5,4124.635853,ok,2,24,96,18301700,18.3017,9.15085,65,7,2,12465,8406
3bd67248,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\3bd67248.py,arc_agi_1_train|arc_agi_2_train,2,2,1199,30,25,2,135,127,1,4,1,3,5,2,114,38.967,571,14,17,59,45,31,104,515.236416,18.529412,9547.027713,ok,2,200,200,119478400,119.4784,59.7392,357,68,2,16149,10572
3bdb4ada,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\3bdb4ada.py,arc_agi_1_train|arc_agi_2_train,2,2,2855,64,54,9,368,357,1,9,2,13,18,6,122,43.609,992,24,33,158,119,57,277,1615.710534,43.272727,69916.201286,ok,2,440,440,1032331100,1032.3311,516.16555,6060,1409,2,984047,975358
3befdf3e,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\3befdf3e.py,arc_agi_1_train|arc_agi_2_train,2,2,4765,137,112,0,1017,976,5,42,6,31,42,4,99,33.781,1231,25,58,475,348,83,823,5246.657452,75.0,393499.3089,ok,2,288,288,2747457700,2747.4577,1373.72885,16379,3477,232,31139,21286
3e6067c3,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\3e6067c3.py,arc_agi_2_eval,1,2,7206,187,159,18,1562,1501,1,56,5,53,71,8,137,37.535,1732,31,79,746,510,110,1256,8517.3878,100.063291,852277.855196,ok,2,1741,1741,9071832200,9071.8322,4535.9161,38663,7630,470,1977811,998028
4258a5f9,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\4258a5f9.py,arc_agi_1_train|arc_agi_2_train,2,2,1448,40,36,6,234,218,1,5,1,8,12,5,79,35.2,604,20,23,106,72,43,178,965.875126,31.304348,30236.090911,ok,2,162,162,458623300,458.6233,229.31165,2856,771,2,15921,10922
45a5af55,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\45a5af55.py,arc_agi_2_eval,1,1,2216,54,48,9,310,321,1,10,4,7,14,4,99,40.037,863,23,30,135,106,53,241,1380.42883,40.633333,56091.424774,ok,1,154,676,251321800,251.3218,251.3218,1229,341,191,22116,17611
4a21e3da,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\4a21e3da.py,arc_agi_2_eval,1,1,7206,198,163,11,1541,1638,1,34,30,45,104,7,90,35.394,1535,28,65,691,540,93,1231,8049.704496,116.307692,936242.553744,ok,1,400,400,413675400,413.6754,413.6754,1728,500,261,30600,23215
4c3d4a41,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\4c3d4a41.py,arc_agi_2_eval,1,2,4275,91,79,14,548,519,1,21,2,19,29,7,126,45.978,1240,26,37,238,178,63,416,2486.548448,62.540541,155510.084029,ok,2,320,320,736326200,736.3262,368.1631,3924,928,2,19609,13920
50aad11f,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\50aad11f.py,arc_agi_1_eval|arc_agi_2_train,2,2,6827,195,161,22,1263,1203,2,52,14,30,54,5,111,33.99,1880,33,86,579,413,119,992,6839.659221,79.238372,541963.462359,ok,2,468,96,4099203000,4099.203,2049.6015,25760,5751,262,993679,983978
58490d8a,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\58490d8a.py,arc_agi_2_eval,1,1,6142,160,129,14,1094,1064,2,45,3,32,45,5,129,37.388,1818,29,78,505,361,107,866,5838.11041,67.108974,391789.601825,ok,1,550,99,158327100,158.3271,158.3271,20,0,9,1008013,986535
58f5dbd5,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\58f5dbd5.py,arc_agi_2_eval,1,1,5357,140,117,21,973,950,2,50,14,27,44,5,94,37.221,1648,25,75,438,330,100,768,5102.481554,55.0,280636.485456,ok,1,437,247,524515800,524.5158,524.5158,2528,574,176,1069330,1045865
5961cc34,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\5961cc34.py,arc_agi_2_eval,1,1,8239,181,161,35,1427,1368,2,54,18,48,93,9,105,44.519,1680,29,69,653,470,98,1123,7428.319155,98.768116,733681.08755,ok,1,729,729,4182003800,4182.0038,4182.0038,21787,4454,642,1021282,1008741
6d58a25d,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\6d58a25d.py,arc_agi_1_train|arc_agi_2_train,2,2,4365,125,105,11,775,716,3,32,3,27,37,4,97,33.92,1262,27,52,345,246,79,591,3725.534422,63.865385,237932.68877,ok,2,800,800,7817891500,7817.8915,3908.94575,40484,9658,292,1007203,1000018
6f8cd79b,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\6f8cd79b.py,arc_agi_1_train|arc_agi_2_train,2,2,1148,31,26,3,127,121,1,4,1,3,8,3,88,36.032,541,14,17,56,42,31,98,485.511238,17.294118,8396.488476,ok,2,84,84,241858900,241.8589,120.92945,961,254,2,13949,9540
6fa7a44f,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\6fa7a44f.py,arc_agi_1_train|arc_agi_2_train,2,2,813,22,18,2,54,49,1,0,0,0,1,0,90,35.955,381,10,9,22,17,19,39,165.669173,9.444444,1564.653301,ok,2,18,36,10554300,10.5543,5.27715,12,0,2,12161,7858
8f215267,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\8f215267.py,arc_agi_2_eval,1,1,5759,156,132,18,1163,1108,5,35,2,35,47,6,97,35.917,1726,30,75,524,395,105,919,6170.391631,79.0,487460.938828,ok,1,621,621,118890492700,118890.4927,118890.4927,739817,98959,23744,999402,985277
97239e3d,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\97239e3d.py,arc_agi_1_eval|arc_agi_2_train,2,2,3159,75,63,11,419,387,2,12,3,14,23,6,142,41.12,1060,25,43,178,135,68,313,1905.375869,39.244186,74774.925104,ok,2,578,578,1372657800,1372.6578,686.3289,7615,1958,10,986303,976978
973e499e,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\973e499e.py,arc_agi_2_train,1,2,1801,49,42,5,311,303,1,14,4,9,14,4,144,35.755,649,18,26,148,100,44,248,1353.939041,34.615385,46867.120665,ok,2,41,881,1110016700,1110.0167,555.00835,7975,1564,2,25691,15302
981571dc,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\981571dc.py,arc_agi_1_eval|arc_agi_2_eval,2,2,2274,51,45,4,257,265,1,3,1,7,13,5,99,43.588,773,18,21,113,89,39,202,1067.651248,38.142857,40723.269039,ok,2,1800,1800,3475413900,3475.4139,1737.70695,19662,5767,2,1000519,982634
a251c730,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\a251c730.py,arc_agi_2_eval,1,1,7144,181,151,17,1333,1325,2,39,1,42,57,8,104,38.47,1963,31,100,603,455,131,1058,7441.361536,70.525,524802.0223,ok,1,900,126,880021100,880.0211,880.0211,8,0,4,1999427,1030719
aa4ec2a5,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\aa4ec2a5.py,arc_agi_1_eval|arc_agi_2_eval,2,2,5241,129,112,16,1069,1053,2,32,6,32,55,7,99,39.581,1455,26,53,519,348,79,867,5465.377909,85.358491,466516.408657,ok,2,1404,1404,27565685700,27565.6857,13782.84285,141432,32732,1426,1048678,1001197
b0039139,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\b0039139.py,arc_agi_2_eval,1,2,6409,187,155,16,1350,1291,7,66,9,40,58,5,107,33.273,1648,27,75,630,438,102,1068,7126.150265,78.84,561825.68691,ok,2,385,240,2690324400,2690.3244,1345.1622,16781,3218,384,36122,25557
b10624e5,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\b10624e5.py,arc_agi_2_eval,1,1,5565,152,123,17,1153,1208,6,48,15,14,36,4,92,35.612,1691,25,106,511,446,131,957,6730.985812,52.59434,354011.753816,ok,1,729,729,4229713500,4229.7135,4229.7135,22318,5300,723,1015341,1000718
b5ca7ac4,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\b5ca7ac4.py,arc_agi_2_eval,1,1,5414,149,121,22,894,824,2,24,4,28,45,5,99,35.295,1533,26,63,380,294,89,674,4364.644332,60.666667,264788.422837,ok,1,484,484,242923200,242.9232,242.9232,190,11,21,1057316,1035839
c444b776,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\c444b776.py,arc_agi_1_train|arc_agi_2_train,2,2,3991,109,92,13,777,759,1,23,3,32,43,7,113,35.615,1134,23,45,343,256,68,599,3646.390242,65.422222,238554.952715,ok,2,1102,1102,3228344000,3228.344,1614.172,20517,3345,286,995699,982630
c59eb873,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\c59eb873.py,arc_agi_1_train|arc_agi_2_train,2,2,1270,31,26,3,180,193,1,6,2,2,5,2,115,39.968,511,12,18,84,66,30,150,736.033589,22.0,16192.738966,ok,2,50,200,270441400,270.4414,135.2207,2051,297,2,15561,11272
c62e2108,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\c62e2108.py,arc_agi_1_eval|arc_agi_2_train,2,2,7435,175,153,23,1241,1213,1,30,10,45,69,6,155,41.486,1784,30,71,559,408,101,967,6438.490504,86.197183,554979.744836,ok,2,1152,1152,9219776100,9219.7761,4609.88805,46923,12286,210,1008535,989234
db0c5428,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\db0c5428.py,arc_agi_2_eval,1,1,6131,176,153,25,1250,1223,2,40,2,37,45,4,108,33.727,1458,24,48,540,446,72,986,6083.546051,111.5,678315.384734,ok,1,289,289,582726900,582.7269,582.7269,3550,852,73,26054,18397
db695cfb,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\db695cfb.py,arc_agi_2_eval,1,1,3122,81,71,12,580,594,1,16,2,21,26,7,81,37.543,834,21,34,259,193,55,452,2613.174591,59.602941,155752.891402,ok,1,525,525,169445500,169.4455,169.4455,0,0,1,985896,978127
fe9372f3,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\fe9372f3.py,arc_agi_1_eval|arc_agi_2_train,2,2,4385,110,95,16,814,844,1,14,1,27,53,5,123,38.864,1148,25,35,367,274,60,641,3786.316872,97.857143,370518.151025,ok,2,1020,1020,1267036300,1267.0363,633.51815,7487,1772,2,996075,983078
feca6190,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\feca6190.py,arc_agi_1_train|arc_agi_2_train,2,2,1998,51,40,6,231,226,1,6,1,5,8,3,110,38.176,792,21,32,91,79,53,170,973.746477,25.921875,25241.334466,ok,2,10,800,368589600,368.5896,184.2948,2739,631,2,20539,14426
ff2825db,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\ff2825db.py,arc_agi_2_train,1,2,3989,91,78,11,571,541,1,27,1,17,25,5,139,42.835,1298,26,36,251,186,62,437,2601.983788,67.166667,174766.577736,ok,2,200,200,779705600,779.7056,389.8528,5713,1215,6,19307,13826
