dataset_key,psychometric_dataset,task_id,latent_difficulty,solution_file,dataset_membership,variant_count,test_case_count_total,file_bytes,total_lines,nonblank_lines,comment_lines,token_count,ast_node_count,function_count,call_count_static,comprehension_count,branch_node_count,cyclomatic_complexity,max_nesting_depth,max_line_length,mean_line_length,gzip_bytes,halstead_distinct_operators,halstead_distinct_operands,halstead_total_operators,halstead_total_operands,halstead_vocabulary,halstead_length,halstead_volume,halstead_difficulty,halstead_effort,dynamic_status,test_case_count,input_cells_total,output_cells_total,elapsed_ns_total,elapsed_ms_total,elapsed_ms_per_test,opcode_count_dynamic,branch_opcode_count_dynamic,python_call_count_dynamic,peak_memory_bytes,current_memory_bytes,elapsed_ms_per_input_cell,opcode_per_input_cell,branch_opcode_per_input_cell,python_calls_per_input_cell,complexity_pc1_score,complexity_ridge_train_pred,complexity_ridge_loo_pred,complexity_best_pcr_train_pred,complexity_best_pcr_loo_pred,complexity_best_pls_train_pred,complexity_best_pls_loo_pred,PC1,PC2,PC3,PC4,PC5
arc_agi_1_eval,ARC-V1,fe9372f3,2.31160559283692,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\fe9372f3.py,arc_agi_1_eval|arc_agi_2_train,2,2,4385,110,95,16,814,844,1,14,1,27,53,5,123,38.864,1148,25,35,367,274,60,641,3786.316872,97.857143,370518.151025,ok,2,1020,1020,1267036300,1267.0363,633.51815,7487,1772,2,996075,983078,1.242192450980392,7.340196078431372,1.7372549019607844,0.0019607843137254,1.0978176747848025,2.33443194152757,2.351953687670278,3.1736381805696157,3.2191784328794206,2.4420414639445243,2.7573776863690522,1.0978176747848025,-1.4346965945627808,1.7531278403698036,-0.6372060321963342,-0.06265835734848889
arc_agi_2_eval,ARC-V2,1818057f,3.30595636263481,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\1818057f.py,arc_agi_2_eval,1,1,1540,40,35,3,271,268,1,10,1,4,10,3,112,37.5,625,17,21,128,89,38,217,1138.80027,36.02381,41023.924027,ok,1,484,484,148280900,148.2809,148.2809,0,0,1,985164,976083,0.3063654958677686,0.0,0.0,0.0020661157024793,-4.5778393980733005,3.042331140188147,-0.23404964131165262,0.5664651674744352,-0.03500373721303118,3.6379821167660253,2.7442015107790807,-4.5778393980733005,-2.7728914138261778,1.4397579617858038,1.8488841632840114,0.3416547662567247
arc_agi_2_eval,ARC-V2,291dc1e1,5.8797340558379,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\291dc1e1.py,arc_agi_2_eval,1,1,5735,169,150,18,1398,1397,2,71,15,44,66,7,98,32.929,1721,29,72,673,455,101,1128,7510.462553,91.631944,688198.287367,ok,1,224,144,791185500,791.1855,791.1855,4608,670,291,35866,24233,3.5320781250000004,20.571428571428573,2.9910714285714284,1.2991071428571428,3.2573259318985066,5.543962100605761,5.598063527169854,3.608551840117352,3.180705195951805,4.396441568097136,4.587634861683188,3.2573259318985066,-1.5495594784542297,-2.0774243187321937,-1.0379516251384504,0.46911291145776907
arc_agi_2_eval,ARC-V2,2ba387bc,-1.39576081341223,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\2ba387bc.py,arc_agi_2_eval,1,1,4137,107,90,10,648,567,5,32,2,18,27,7,139,37.664,1309,24,46,296,199,70,495,3033.995093,51.913043,157503.919196,ok,1,456,128,174357900,174.3579,174.3579,323,45,20,989633,978968,0.3823638157894737,0.7083333333333334,0.0986842105263157,0.043859649122807,0.3729198143609372,0.3708443201344471,3.254736530899783,1.3616677779429107,2.0870661858464494,0.8858895333126309,2.6495696842275533,0.3729198143609372,-2.7773160662628977,-0.6718854972337945,1.9232781122275386,-0.9596323211203254
arc_agi_2_eval,ARC-V2,38007db0,1.87551400852285,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\38007db0.py,arc_agi_2_eval,1,2,2942,87,71,13,516,486,1,30,3,14,18,3,92,32.816,932,17,43,236,160,60,396,2339.128676,31.627907,73981.744167,ok,2,1466,407,1721094300,1721.0943,860.54715,9607,2177,210,1010403,989510,1.174007025920873,6.553206002728513,1.484993178717599,0.1432469304229195,0.0910151207130262,0.3457406716552829,-0.309601310082128,1.8238626849667037,1.7807696026655302,0.3793959541874885,-0.17766442717629838,0.0910151207130262,-0.2811377151027397,1.0596097165531568,0.32770252032504515,0.06650456893499383
arc_agi_2_eval,ARC-V2,3e6067c3,5.8797340558379,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\3e6067c3.py,arc_agi_2_eval,1,2,7206,187,159,18,1562,1501,1,56,5,53,71,8,137,37.535,1732,31,79,746,510,110,1256,8517.3878,100.063291,852277.855196,ok,2,1741,1741,9071832200,9071.8322,4535.9161,38663,7630,470,1977811,998028,5.210702010338886,22.207352096496265,4.382538770821367,0.269959793222286,4.914617240863277,4.700415980666459,4.333182748525887,5.79726447291163,5.763389885907992,5.285781734984544,5.076909263900461,4.914617240863277,-0.9735016186349911,1.2734346787524096,-0.8236342628637298,0.7279664558011996
arc_agi_2_eval,ARC-V2,45a5af55,1.46017169826515,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\45a5af55.py,arc_agi_2_eval,1,1,2216,54,48,9,310,321,1,10,4,7,14,4,99,40.037,863,23,30,135,106,53,241,1380.42883,40.633333,56091.424774,ok,1,154,676,251321800,251.3218,251.3218,1229,341,191,22116,17611,1.6319597402597403,7.98051948051948,2.2142857142857144,1.2402597402597402,-2.3578007549687663,3.2330948923211293,4.40909701591373,1.2697383728599378,0.7508669350488955,2.8119958312377094,3.263166509647429,-2.3578007549687663,0.24228992495524887,0.17304879972640722,-0.305056990225463,1.4759827991118113
arc_agi_2_eval,ARC-V2,4a21e3da,4.7181675407602,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\4a21e3da.py,arc_agi_2_eval,1,1,7206,198,163,11,1541,1638,1,34,30,45,104,7,90,35.394,1535,28,65,691,540,93,1231,8049.704496,116.307692,936242.553744,ok,1,400,400,413675400,413.6754,413.6754,1728,500,261,30600,23215,1.0341885,4.32,1.25,0.6525,2.8116595198888192,4.59620713938088,4.474397194547517,5.104304205069255,4.6605592195070065,5.129044237142164,6.332286980604622,2.8116595198888192,-2.677057597714087,-0.7420726808457626,-1.7976776912361463,1.1280144888243682
arc_agi_2_eval,ARC-V2,4c3d4a41,5.8797340558379,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\4c3d4a41.py,arc_agi_2_eval,1,2,4275,91,79,14,548,519,1,21,2,19,29,7,126,45.978,1240,26,37,238,178,63,416,2486.548448,62.540541,155510.084029,ok,2,320,320,736326200,736.3262,368.1631,3924,928,2,19609,13920,2.301019375,12.2625,2.9,0.00625,-0.19547786490075536,3.8578956507624165,2.7246856968661675,1.4829145307814193,1.069590462944848,3.480179351967438,2.5750375760247013,-0.19547786490075536,-0.7943763989907241,0.05100033144692856,-1.5592387038125628,-0.13976825762896722
arc_agi_2_eval,ARC-V2,58490d8a,1.05747032445841,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\58490d8a.py,arc_agi_2_eval,1,1,6142,160,129,14,1094,1064,2,45,3,32,45,5,129,37.388,1818,29,78,505,361,107,866,5838.11041,67.108974,391789.601825,ok,1,550,99,158327100,158.3271,158.3271,20,0,9,1008013,986535,0.2878674545454545,0.0363636363636363,0.0,0.0163636363636363,0.9162318420697187,2.208840463406389,3.3091756821944793,3.2484036507955745,3.7780448323853175,2.680231998205117,3.330089868176553,0.9162318420697187,-4.947564407565564,-1.0279267079840602,0.9084644349965281,-0.3667994707298263
arc_agi_2_eval,ARC-V2,58f5dbd5,3.30595636263481,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\58f5dbd5.py,arc_agi_2_eval,1,1,5357,140,117,21,973,950,2,50,14,27,44,5,94,37.221,1648,25,75,438,330,100,768,5102.481554,55.0,280636.485456,ok,1,437,247,524515800,524.5158,524.5158,2528,574,176,1069330,1045865,1.2002649885583525,5.784897025171625,1.3135011441647595,0.4027459954233409,2.1414138259282005,3.7700380178729267,3.984960664215295,3.300930018383289,3.288437939515537,3.20093762406721,3.0709382433142274,2.1414138259282005,-1.9730661167097399,-0.5645243874550226,0.345079508868948,0.1614334474023792
arc_agi_2_eval,ARC-V2,8f215267,5.8797340558379,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\8f215267.py,arc_agi_2_eval,1,1,5759,156,132,18,1163,1108,5,35,2,35,47,6,97,35.917,1726,30,75,524,395,105,919,6170.391631,79.0,487460.938828,ok,1,621,621,118890492700,118890.4927,118890.4927,739817,98959,23744,999402,985277,191.45006876006445,1191.3317230273751,159.35426731078906,38.23510466988728,6.221605555561834,2.652983527496482,0.39385480533245376,2.9031386849056,1.8200165551658078,2.5794141268761575,0.40882094817095505,6.221605555561834,4.106572169117217,-0.9786239678069109,1.5005839768071374,0.5265121170291946
arc_agi_2_eval,ARC-V2,981571dc,2.31160559283692,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\981571dc.py,arc_agi_1_eval|arc_agi_2_eval,2,2,2274,51,45,4,257,265,1,3,1,7,13,5,99,43.588,773,18,21,113,89,39,202,1067.651248,38.142857,40723.269039,ok,2,1800,1800,3475413900,3475.4139,1737.70695,19662,5767,2,1000519,982634,1.9307855,10.923333333333334,3.203888888888889,0.0011111111111111,-1.7918791187567102,1.1343518362653546,0.5962097448184063,0.45196360439298877,0.10075747426701875,0.5948571402415347,-0.09031235073820798,-1.7918791187567102,1.1539127430064433,3.574842189435413,0.2675056381716964,-0.4850431248458415
arc_agi_2_eval,ARC-V2,a251c730,4.7181675407602,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\a251c730.py,arc_agi_2_eval,1,1,7144,181,151,17,1333,1325,2,39,1,42,57,8,104,38.47,1963,31,100,603,455,131,1058,7441.361536,70.525,524802.0223,ok,1,900,126,880021100,880.0211,880.0211,8,0,4,1999427,1030719,0.9778012222222224,0.0088888888888888,0.0,0.0044444444444444,2.0253499646279494,4.261566290894044,3.8181825377650767,3.868394465319626,3.838521136758719,4.528783834083608,4.580887395791819,2.0253499646279494,-5.196899294591258,-0.31876095911689256,0.872255117294305,-0.7839720324753838
arc_agi_2_eval,ARC-V2,aa4ec2a5,5.8797340558379,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\aa4ec2a5.py,arc_agi_1_eval|arc_agi_2_eval,2,2,5241,129,112,16,1069,1053,2,32,6,32,55,7,99,39.581,1455,26,53,519,348,79,867,5465.377909,85.358491,466516.408657,ok,2,1404,1404,27565685700,27565.6857,13782.84285,141432,32732,1426,1048678,1001197,19.633679273504278,100.73504273504274,23.313390313390315,1.0156695156695157,4.512865127276342,3.812995867940188,3.577306557392665,4.004685978657722,3.8430972834607755,4.250595132171668,4.08641011413099,4.512865127276342,1.4733542332876892,0.9039323893937082,0.08512950386700098,0.5447360240629798
arc_agi_2_eval,ARC-V2,b0039139,5.8797340558379,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\b0039139.py,arc_agi_2_eval,1,2,6409,187,155,16,1350,1291,7,66,9,40,58,5,107,33.273,1648,27,75,630,438,102,1068,7126.150265,78.84,561825.68691,ok,2,385,240,2690324400,2690.3244,1345.1622,16781,3218,384,36122,25557,6.987855584415584,43.58701298701299,8.358441558441559,0.9974025974025974,3.9885642393228062,4.250197357734099,2.6892285868019865,2.6870858453810333,1.977613673387851,3.5984164893617585,2.0594777585475024,3.9885642393228062,-0.20116424040377415,-2.5697666064732494,1.0789753741575119,0.12853631880482302
arc_agi_2_eval,ARC-V2,b10624e5,4.7181675407602,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\b10624e5.py,arc_agi_2_eval,1,1,5565,152,123,17,1153,1208,6,48,15,14,36,4,92,35.612,1691,25,106,511,446,131,957,6730.985812,52.59434,354011.753816,ok,1,729,729,4229713500,4229.7135,4229.7135,22318,5300,723,1015341,1000718,5.802076131687243,30.61454046639232,7.270233196159122,0.9917695473251028,3.704341599617384,4.9296042294798434,5.09450449895526,3.0501278483381427,2.8217381798611294,5.069371039369567,5.020986626674946,3.704341599617384,0.2343723259893788,-0.8716982350948594,2.3637664355000068,0.34039975409171125
arc_agi_2_eval,ARC-V2,db0c5428,4.7181675407602,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\db0c5428.py,arc_agi_2_eval,1,1,6131,176,153,25,1250,1223,2,40,2,37,45,4,108,33.727,1458,24,48,540,446,72,986,6083.546051,111.5,678315.384734,ok,1,289,289,582726900,582.7269,582.7269,3550,852,73,26054,18397,2.016356055363322,12.283737024221454,2.9480968858131487,0.2525951557093425,2.115091087092339,3.7664136593798005,3.346770815315912,3.327236309276599,3.1275985490254556,3.126454174652313,2.3526412537991295,2.115091087092339,-1.4944851398662733,-1.5587324156157687,-0.6431462794923404,0.7211081323133463
arc_agi_2_eval,ARC-V2,db695cfb,4.7181675407602,C:\Users\cooki\Desktop\ARC-AGI\Python solutions\approved_only\solutions\db695cfb.py,arc_agi_2_eval,1,1,3122,81,71,12,580,594,1,16,2,21,26,7,81,37.543,834,21,34,259,193,55,452,2613.174591,59.602941,155752.891402,ok,1,525,525,169445500,169.4455,169.4455,0,0,1,985896,978127,0.3227533333333333,0.0,0.0,0.0019047619047619,-1.6572068315078377,4.398631279269588,4.096670063429512,3.0172190126573986,2.5800600744509805,4.291456037212977,3.87580246051866,-1.6572068315078377,-4.3588289602443195,1.2452020783294986,0.5872133161033402,0.30281970569968275
