task_id,source_bytes_x,total_lines_x,comment_lines_x,comprehension_count_x,return_count_x,name_load_count_x,constant_count_x,assignment_node_count_x,max_line_length_x,mean_line_length_x,halstead_distinct_operators_x,halstead_distinct_operands_x,halstead_total_operators_x,halstead_total_operands_x,halstead_vocabulary_x,halstead_length_x,halstead_difficulty_x,source_line_count,assignment_count,temp_var_count,ast_call_count,named_call_count,closure_call_count,distinct_primitive_count,max_dependency_depth,max_fan_in,higher_order_count,object_op_count,selection_op_count,geometry_op_count,set_op_count,decision_op_count,direct_primitive_names,prim_vmirror_count,prim_hmirror_count,prim_dmirror_count,prim_rot180_count,prim_upscale_count,prim_hconcat_count,prim_replace_count,prim_crop_count,prim_switch_count,prim_rot270_count,prim_vconcat_count,prim_downscale_count,prim_tojvec_count,prim_canvas_count,prim_mostcolor_count,prim_first_count,prim_hsplit_count,prim_objects_count,prim_subgrid_count,prim_delta_count,prim_fill_count,prim_ofcolor_count,prim_move_count,prim_argmin_count,prim_partition_count,prim_argmax_count,prim_colorcount_count,prim_subtract_count,prim_leastcolor_count,prim_bottomhalf_count,prim_frontiers_count,prim_merge_count,prim_decrement_count,prim_numcolors_count,prim_mapply_count,prim_underfill_count,prim_branch_count,prim_portrait_count,prim_rbind_count,prim_vsplit_count,prim_equality_count,prim_compose_count,prim_extract_count,prim_fork_count,prim_cover_count,prim_sizefilter_count,prim_fgpartition_count,prim_paint_count,prim_apply_count,prim_colorfilter_count,prim_mfilter_count,prim_rot90_count,prim_trim_count,prim_color_count,prim_asindices_count,prim_lefthalf_count,prim_tophalf_count,prim_shape_count,prim_last_count,prim_palette_count,prim_compress_count,prim_valmin_count,prim_intersection_count,prim_shift_count,prim_cellwise_count,prim_righthalf_count,prim_combine_count,prim_inbox_count,prim_astuple_count,prim_shoot_count,prim_size_count,prim_lbind_count,prim_matcher_count,prim_sfilter_count,prim_cmirror_count,prim_difference_count,prim_other_count,prim_hupscale_count,prim_vupscale_count,prim_halve_count,prim_height_count,prim_width_count,prim_power_count,prim_gravitate_count,prim_mostcommon_count,prim_totuple_count,prim_dedupe_count,prim_remove_count,prim_backdrop_count,prim_product_count,prim_interval_count,prim_mpapply_count,prim_order_count,prim_chain_count,prim_asobject_count,prim_recolor_count,prim_dneighbors_count,prim_insert_count,prim_toindices_count,prim_greater_count,prim_neighbors_count,prim_lrcorner_count,prim_ulcorner_count,prim_increment_count,prim_sign_count,prim_contained_count,prim_normalize_count,prim_leastcommon_count,prim_add_count,prim_connect_count,prim_pair_count,prim_papply_count,prim_prapply_count,prim_initset_count,prim_valmax_count,prim_index_count,prim_center_count,prim_underpaint_count,prim_urcorner_count,prim_box_count,prim_position_count,prim_repeat_count,prim_divide_count,prim_occurrences_count,prim_hfrontier_count,prim_vfrontier_count,prim_hperiod_count,prim_multiply_count,prim_lowermost_count,prim_toobject_count,prim_double_count,prim_vline_count,prim_invert_count,prim_crement_count,prim_leftmost_count,prim_toivec_count,prim_uppermost_count,prim_positive_count,prim_outbox_count,prim_llcorner_count,prim_maximum_count,prim_minimum_count,prim_vperiod_count,prim_vmatching_count,prim_even_count,prim_rightmost_count,prim_rapply_count,prim_hline_count,prim_corners_count,prim_flip_count,prim_centerofmass_count,prim_both_count,status,train_pairs,test_pairs,example_count,elapsed_ms_per_example,current_memory_bytes_x,solver_opcode_count_dynamic,dsl_opcode_count_dynamic,primitives_opcode_count_dynamic,bundle_opcode_count_dynamic,solver_branch_opcode_count_dynamic,dsl_branch_opcode_count_dynamic,primitives_branch_opcode_count_dynamic,bundle_branch_opcode_count_dynamic,solver_python_call_count_dynamic,dsl_python_call_count_dynamic,primitives_python_call_count_dynamic,bundle_python_call_count_dynamic,solver_distinct_function_count_dynamic,dsl_distinct_function_count_dynamic,primitives_distinct_function_count_dynamic,bundle_distinct_function_count_dynamic,elapsed_ms_per_output_cell,bundle_opcode_per_input_cell,bundle_opcode_per_output_cell,bundle_branch_opcode_per_input_cell,bundle_python_calls_per_example,peak_memory_per_input_cell,dsl_complexity_pc1,human_difficulty_complete,human_difficulty_complete_solve_rate,human_difficulty_complete_n_people,human_difficulty_all,gpt_solved,gpt_solved_pair_mean,claude_solved,claude_solved_pair_mean,icecuber_solved,icecuber_solved_pair_mean,gpt_failure,claude_failure,icecuber_failure,llm_success_count,llm_pooled_difficulty,gpt_pair_successes,claude_pair_successes,icecuber_pair_successes,pooled_pair_successes,gpt_pair_difficulty,claude_pair_difficulty,icecuber_pair_difficulty,pooled_pair_difficulty,llm_pair_mean_rate,llm_pair_failure,human_gpt_pair_gap,human_claude_pair_gap,human_llm_pair_gap,human_ice_pair_gap,source_bytes_y,total_lines_y,nonblank_lines,comment_lines_y,token_count,ast_node_count,function_count,call_count_static,comprehension_count_y,branch_node_count,return_count_y,name_load_count_y,constant_count_y,assignment_node_count_y,cyclomatic_complexity,max_nesting_depth,max_line_length_y,mean_line_length_y,gzip_bytes,halstead_distinct_operators_y,halstead_distinct_operands_y,halstead_total_operators_y,halstead_total_operands_y,halstead_vocabulary_y,halstead_length_y,halstead_volume,halstead_difficulty_y,halstead_effort,dynamic_status,input_cells_total,output_cells_total,elapsed_ms_total,elapsed_ms_per_test,opcode_count_dynamic,branch_opcode_count_dynamic,python_call_count_dynamic,peak_memory_bytes,current_memory_bytes_y,opcode_per_input_cell,elapsed_ms_per_input_cell,branch_opcode_per_input_cell,python_calls_per_input_cell,distinct_function_count_dynamic,expanded_source_bytes,expanded_function_inventory_count,expanded_constant_count,expanded_function_inventory,expanded_constant_inventory,complexity_pc1_score,log1p_opcode_count_dynamic,log1p_branch_opcode_count_dynamic,log1p_python_call_count_dynamic,log1p_elapsed_ms_total,log1p_elapsed_ms_per_test,log1p_peak_memory_bytes,log1p_ast_node_count,log1p_cyclomatic_complexity,nemotron_solved,nemotron_solved_pair_mean,nemotron_status,nemotron_has_artifact,nemotron_error_flag,gemma_solved,gemma_solved_pair_mean,gemma_status,gemma_has_artifact,gemma_error_flag,nemotron_failure,nemotron_pair_successes,nemotron_pair_difficulty,gemma_failure,gemma_pair_successes,gemma_pair_difficulty,llm4_available_models,llm4_success_count,llm4_task_difficulty,llm4_pair_available_models,llm4_pair_successes,llm4_pair_total,llm4_pair_difficulty,llm4_pair_mean_rate,llm4_pair_failure,human_llm4_pair_gap,llm4_common_mask,gemini_solved,gemini_solved_pair_mean,gemini_status,gemini_has_artifact,gemini_error_flag,gemini_failure,gemini_pair_successes,gemini_pair_difficulty,llm5_available_models,llm5_success_count,llm5_task_difficulty,llm5_pair_available_models,llm5_pair_successes,llm5_pair_total,llm5_pair_difficulty,llm5_pair_mean_rate,human_llm5_pair_gap
3345333e,540,23,0,0,1,78,0,21,28,22.521739,6.0,45.0,81.0,81.0,51.0,162.0,5.4,23,21,20,21,21,0,19,13,3,1,3,5,2,2,0,add|asindices|difference|even|fill|first|invert|last|matcher|mostcolor|objects|ofcolor|sfilter|shift|subgrid|toindices|tojvec|ulcorner|vmirror,1.0,,,,,,,,,,,,1.0,,2.0,1.0,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,passed,2,1,3,2.260633,31602,188,0,0,188,0,0,0,0,3,4451,0,4454,1,32,0,33,0.0088305989583333,0.2447916666666666,0.2447916666666666,0.0,1484.6666666666667,80.5546875,5.698721920665926,0.291219303315828,0.6428571428571429,14,0.3133929683098665,0,0.0,0,0.0,0,0.0,1,1,1,0,1.6094379124341005,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.6094379124341005,0.0,1.0,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6428571428571429,6965,272,241,1,1954,1791,29,123,20,26,42,512,78,41,59,5,103,24.606618,2053,31.0,173.0,876.0,704.0,204.0,1580.0,12122.432040314963,63.07514450867052,764624.1527394039,ok,768,768,215.4788,215.4788,133735,32117,4454,57022,23766,174.13411458333334,0.2805713541666667,41.81901041666666,5.799479166666667,33,6965,28,2,add|invert|even|difference|tojvec|sfilter|first|last|matcher|mostcolor|height|width|shape|asindices|ofcolor|ulcorner|lrcorner|crop|toindices|shift|objects|uppermost|lowermost|leftmost|rightmost|vmirror|fill|subgrid,F|T,3.458411050774875,11.803622986382466,10.377171899621436,8.40178233990491,5.377492621169863,5.377492621169863,10.951209974200845,7.491087593534876,4.0943445622221,0,0.0,ok,1,0,0.0,0.0,ok,1.0,0.0,1.0,0.0,1.0986122886681098,1.0,0.0,1.0986122886681098,4,0.0,2.197224577336219,4,0.0,4,2.197224577336219,0.0,1.0,0.6428571428571429,1,0,0.0,ok,1,0,1.0,0.0,1.0986122886681098,5,0.0,2.3978952727983707,5,0.0,5,2.3978952727983707,0.0,0.6428571428571429
3428a4f5,295,12,0,0,1,40,0,10,29,23.666667,6.0,27.0,43.0,43.0,33.0,86.0,4.777777777777778,12,10,9,10,10,0,9,5,2,0,0,0,1,3,0,astuple|bottomhalf|canvas|combine|difference|fill|intersection|ofcolor|tophalf,,,,,,,,,,,,,,1.0,,,,,,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,4,2,6,0.29305,19512,240,0,0,240,0,0,0,0,6,706,0,712,1,11,0,12,0.0097683333333333,0.6153846153846154,1.3333333333333333,0.0,118.66666666666669,66.9948717948718,-1.4114583391943265,0.5908151837181733,0.5,2,1.3612040412356456,0,0.0,0,0.0,0,0.0,1,1,1,0,1.6094379124341005,0.0,0.0,0.0,0.0,1.6094379124341005,1.6094379124341005,1.6094379124341005,2.197224577336219,0.0,1.0,0.5,0.5,0.5,0.5,2250,105,89,1,653,570,11,37,7,5,14,163,29,18,17,3,95,20.428571,876,24.0,84.0,274.0,238.0,108.0,512.0,3458.502401107696,34.0,117589.08163766166,ok,390,180,20.5392,10.2696,12064,3156,712,24180,16860,30.933333333333334,0.0526646153846153,8.092307692307692,1.8256410256410256,12,2250,10,5,combine|intersection|difference|astuple|ofcolor|toindices|fill|canvas|tophalf|bottomhalf,ZERO|TWO|THREE|FIVE|SIX,-2.658866195737444,9.398063978059133,8.057377488557991,6.569481420414296,3.069874530834257,2.42210883496396,10.093322479806597,6.3473892096560105,2.8903717578961645,0,0.0,ok,1,0,0.0,0.0,ok,1.0,0.0,1.0,0.0,1.6094379124341005,1.0,0.0,1.6094379124341005,4,0.0,2.197224577336219,4,0.0,8,2.833213344056216,0.0,1.0,0.5,1,1,1.0,ok,1,0,0.0,2.0,-1.6094379124341007,5,1.0,1.0986122886681098,5,2.0,10,1.2237754316221157,0.2,0.3
3618c87e,145,6,0,0,1,19,0,4,32,23.333333,6.0,15.0,22.0,22.0,21.0,44.0,4.4,6,4,3,4,4,0,4,4,1,0,3,0,0,0,0,merge|move|objects|sizefilter,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,3,1,4,0.20885,7598,69,0,0,69,0,0,0,0,4,330,0,334,1,13,0,14,0.008354,0.69,0.69,0.0,83.5,129.66,-6.165667254689714,-0.4598094882995607,0.875,8,0.0317747693686799,1,1.0,1,1.0,1,1.0,0,0,0,2,-1.6094379124341007,1.0,1.0,1.0,2.0,-1.0986122886681098,-1.0986122886681098,-1.0986122886681098,-1.6094379124341007,1.0,0.0,0.125,0.125,0.125,0.125,4065,153,136,1,1181,1114,13,67,13,21,20,322,45,28,46,5,103,25.568627,1327,28.0,118.0,536.0,430.0,146.0,966.0,6945.370523878097,51.01694915254237,354331.61486225546,ok,100,100,25.8139,25.8139,14873,3133,334,12306,6418,148.73,0.258139,31.33,3.34,14,4065,12,4,add|merge|mostcolor|sizefilter|asindices|toindices|shift|objects|fill|paint|cover|move,F|T|ONE|TWO_BY_ZERO,-0.319628217310129,9.607370001263243,8.050065422915965,5.814130531825066,3.288920409777324,3.288920409777324,9.417923485172336,7.016609683894219,3.8501476017100575,1,1.0,ok,1,0,1.0,1.0,ok,1.0,0.0,0.0,1.0,-1.0986122886681098,0.0,1.0,-1.0986122886681098,4,4.0,-2.19722457733622,4,4.0,4,-2.19722457733622,1.0,0.0,0.125,1,1,1.0,ok,1,0,0.0,1.0,-1.0986122886681098,5,5.0,-2.3978952727983702,5,5.0,5,-2.3978952727983702,1.0,0.125
3631a71a,387,15,0,0,1,54,0,13,33,24.866667,6.0,36.0,57.0,57.0,42.0,114.0,4.75,15,13,12,13,13,0,13,10,2,1,2,0,4,1,0,apply|crop|dmirror|lbind|merge|objects|paint|papply|replace|shape|shift|subtract|vmirror,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,4,1,5,9.53102,94268,260,0,0,260,0,0,0,0,5,24810,0,24815,1,22,0,23,0.0105900222222222,0.0577777777777777,0.0577777777777777,0.0,4963.0,65.64,3.3427519359185465,1.5376739769784638,0.25,4,2.176375319636859,0,0.0,0,0.0,0,0.0,1,1,1,0,1.6094379124341005,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.6094379124341005,0.0,1.0,0.25,0.25,0.25,0.25,7167,270,239,1,2088,1955,26,125,24,33,46,553,84,38,70,5,103,25.544444,2004,29.0,173.0,956.0,750.0,202.0,1706.0,13064.908789574562,62.861271676300575,821276.7808475338,ok,4500,4500,1518.1573,1518.1573,854499,174251,24815,296264,94988,189.8886666666667,0.3373682888888889,38.72244444444444,5.514444444444444,23,7167,25,5,add|subtract|merge|lbind|apply|papply|mostcolor|height|width|shape|asindices|ulcorner|lrcorner|crop|toindices|shift|objects|uppermost|lowermost|leftmost|rightmost|vmirror|dmirror|paint|replace,F|T|ZERO|NINE|TWO_BY_TWO,5.327055677759003,13.658271781537785,12.068257806318735,10.11924388541632,7.325911052204702,7.325911052204702,12.599009603061068,7.578656850594762,4.262679877041316,0,0.0,ok,1,0,0.0,0.0,ok,1.0,0.0,1.0,0.0,1.0986122886681098,1.0,0.0,1.0986122886681098,4,0.0,2.197224577336219,4,0.0,4,2.197224577336219,0.0,1.0,0.25,1,0,0.0,ok,1,0,1.0,0.0,1.0986122886681098,5,0.0,2.3978952727983707,5,0.0,5,2.3978952727983707,0.0,0.25
363442ee,226,9,0,0,1,29,0,7,40,24.222222,6.0,22.0,32.0,32.0,28.0,64.0,4.363636363636363,9,7,6,7,7,0,7,6,2,2,1,0,1,1,0,asobject|compose|crop|lbind|mapply|ofcolor|paint,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,3,1,4,0.479675,19060,105,0,0,105,0,0,0,0,4,659,0,663,1,13,0,14,0.0040997863247863,0.2243589743589743,0.2243589743589743,0.0,165.75,61.44444444444444,-2.2518542268101016,-0.582839731847218,1.0,5,-0.5645931415038297,0,0.0,0,0.0,0,0.0,1,1,1,0,1.6094379124341005,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.6094379124341005,0.0,1.0,1.0,1.0,1.0,1.0,2263,91,78,1,633,557,10,32,7,4,12,158,25,14,17,2,95,23.868132,872,22.0,86.0,275.0,235.0,108.0,510.0,3444.992626103369,30.05813953488372,103550.06905206056,ok,468,468,24.6332,24.6332,16660,4047,663,25224,14168,35.5982905982906,0.0526350427350427,8.647435897435898,1.4166666666666667,14,2263,9,3,merge|compose|lbind|apply|mapply|ofcolor|crop|asobject|paint,ONE|ORIGIN|THREE_BY_THREE,-2.7326101442695148,9.72082593792907,8.305978210967302,6.498282149476434,3.243888386269492,3.243888386269492,10.13559084522181,6.324358962381311,2.8903717578961645,0,0.0,ok,1,0,0.0,0.0,ok,1.0,0.0,1.0,0.0,1.0986122886681098,1.0,0.0,1.0986122886681098,4,0.0,2.197224577336219,4,0.0,4,2.197224577336219,0.0,1.0,1.0,1,1,1.0,ok,1,0,0.0,1.0,-1.0986122886681098,5,1.0,1.0986122886681098,5,1.0,5,1.0986122886681098,0.2,0.8
36d67576,819,28,0,0,1,111,0,26,36,28.285714,6.0,62.0,114.0,114.0,68.0,228.0,5.516129032258064,28,26,25,26,26,0,15,9,2,13,1,1,0,6,0,apply|argmax|astuple|chain|combine|compose|fork|lbind|mapply|objects|paint|product|rapply|rbind|totuple,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,2.0,,,3.0,,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,2.0,,3.0,,,3.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,passed,3,1,4,43.84795,48972,402,0,0,402,0,0,0,0,4,127742,0,127746,1,45,0,46,0.2446189679218967,0.5606694560669456,0.5606694560669456,0.0,31936.5,133.8186889818689,9.75697744276956,0.6800568103968665,0.6666666666666666,6,1.1266331682507804,0,0.0,0,0.0,0,0.0,1,1,1,0,1.6094379124341005,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.6094379124341005,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,5585,222,198,1,1563,1396,20,89,10,19,27,421,48,48,40,5,103,24.157658,1776,29.0,175.0,685.0,580.0,204.0,1265.0,9705.618057593942,48.05714285714286,466424.2735106574,ok,717,717,3798.3276,3798.3276,2421405,375808,127746,91868,41972,3377.133891213389,5.297528033472804,524.139470013947,178.1673640167364,46,5585,19,4,add|combine|merge|argmax|totuple|astuple|product|compose|chain|rbind|lbind|fork|apply|rapply|mapply|mostcolor|asindices|objects|paint,F|T|TWO|FOUR,4.89363229478207,14.69985892115805,12.836836314583726,11.757807024424263,8.242579382689023,8.242579382689023,11.428118928260153,7.242082359256962,3.713572066704308,0,0.0,ok,1,0,0.0,0.0,ok,1.0,0.0,1.0,0.0,1.0986122886681098,1.0,0.0,1.0986122886681098,4,0.0,2.197224577336219,4,0.0,4,2.197224577336219,0.0,1.0,0.6666666666666666,1,0,0.0,ok,1,0,1.0,0.0,1.0986122886681098,5,0.0,2.3978952727983707,5,0.0,5,2.3978952727983707,0.0,0.6666666666666666
36fdfd69,697,25,0,0,1,99,0,23,35,26.92,6.0,49.0,102.0,102.0,55.0,204.0,6.244897959183674,25,23,22,23,23,0,12,16,2,3,2,0,1,9,0,apply|colorfilter|difference|fill|mapply|mpapply|objects|ofcolor|papply|rbind|totuple|upscale,,,,,1.0,,,,,,,,,,,,,1.0,,,3.0,2.0,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,3,1,4,14.86815,92843,354,0,0,354,0,0,0,0,4,27541,0,27545,1,35,0,36,0.0560005649717514,0.3333333333333333,0.3333333333333333,0.0,6886.25,260.74105461393594,7.509301282597979,-0.5296842545753655,1.0,3,-0.1578327765600358,0,0.0,0,0.0,0,0.0,1,1,1,0,1.6094379124341005,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.6094379124341005,0.0,1.0,1.0,1.0,1.0,1.0,6454,238,215,1,1814,1690,20,115,17,28,31,515,51,52,59,5,103,26.117647,1966,30.0,175.0,817.0,665.0,205.0,1482.0,11380.989507467071,57.0,648716.4019256231,ok,1062,1062,2276.4959,2276.4959,1311287,270911,27545,270088,83784,1234.7335216572503,2.1435931261770245,255.09510357815444,25.936911487758945,36,6454,19,3,add|difference|merge|totuple|rbind|apply|mapply|papply|mpapply|mostcolor|colorfilter|asindices|ofcolor|ulcorner|toindices|shift|objects|fill|upscale,T|TWO|FOUR,5.140760467351734,14.086520418253668,12.509549323880597,10.223612613477275,7.730831828912954,7.730831828912954,12.50650681329423,7.43307534889858,4.0943445622221,0,0.0,ok,1,0,0.0,0.0,ok,1.0,0.0,1.0,0.0,1.0986122886681098,1.0,0.0,1.0986122886681098,4,0.0,2.197224577336219,4,0.0,4,2.197224577336219,0.0,1.0,1.0,1,0,0.0,ok,1,0,1.0,0.0,1.0986122886681098,5,0.0,2.3978952727983707,5,0.0,5,2.3978952727983707,0.0,1.0
3906de3d,189,8,0,0,1,25,0,6,31,22.75,6.0,18.0,28.0,28.0,24.0,56.0,4.666666666666667,8,6,5,6,6,0,5,5,2,1,0,0,2,1,0,apply|cmirror|rbind|rot270|switch,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,3,1,4,0.582075,13531,93,0,0,93,0,0,0,0,4,1604,0,1608,1,9,0,10,0.00582075,0.2325,0.2325,0.0,402.0,39.6075,-4.040409875408156,-0.4703593110044396,0.8571428571428571,7,-0.6108992620855511,0,0.0,0,0.0,1,1.0,1,1,0,0,1.6094379124341005,0.0,0.0,1.0,0.0,1.0986122886681098,1.0986122886681098,-1.0986122886681098,1.6094379124341005,0.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.1428571428571429,2654,101,88,1,807,731,11,55,11,10,20,203,26,11,23,2,95,25.277228,889,24.0,85.0,383.0,279.0,109.0,662.0,4480.538023002325,39.38823529411765,176480.48589425627,ok,400,400,23.9655,23.9655,16749,4102,1608,15952,13472,41.8725,0.0599137499999999,10.255,4.02,10,2654,10,2,rbind|apply|ulcorner|lrcorner|toindices|rot270|vmirror|dmirror|cmirror|switch,ONE|TWO,-1.7917643586787897,9.726153537253213,8.319473692442186,7.383368146992383,3.217494871791269,3.217494871791269,9.677402178300998,6.595780513961311,3.1780538303479458,0,0.0,ok,1,0,0.0,0.0,ok,1.0,0.0,1.0,0.0,1.0986122886681098,1.0,0.0,1.0986122886681098,4,0.0,2.197224577336219,4,0.0,4,2.197224577336219,0.0,1.0,0.8571428571428571,1,0,0.0,ok,1,0,1.0,0.0,1.0986122886681098,5,0.0,2.3978952727983707,5,0.0,5,2.3978952727983707,0.0,0.8571428571428571
39a8645d,211,9,0,0,1,29,0,7,28,22.555556,6.0,19.0,32.0,32.0,25.0,64.0,5.052631578947368,9,7,6,7,7,0,7,7,2,1,2,1,0,1,0,apply|extract|matcher|mostcommon|objects|subgrid|totuple,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,3,1,4,1.01215,15073,105,0,0,105,0,0,0,0,4,1517,0,1521,1,25,0,26,0.1124611111111111,0.1339285714285714,2.9166666666666665,0.0,380.25,41.72576530612245,-2.195689627910157,-0.5885375857349515,0.9333333333333332,15,-0.7186242614939216,0,0.0,0,0.0,0,0.0,1,1,1,0,1.6094379124341005,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.6094379124341005,0.0,1.0,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333332,4898,189,167,1,1299,1146,21,78,12,19,30,322,54,21,40,5,103,24.915344,1519,29.0,133.0,572.0,464.0,162.0,1036.0,7604.084602988471,50.58646616541353,384663.7684880183,ok,784,36,144.975,144.975,81730,17180,1521,33006,14974,104.24744897959184,0.1849170918367347,21.913265306122447,1.940051020408164,26,4898,20,1,add|mostcommon|extract|totuple|matcher|apply|mostcolor|height|width|shape|asindices|ulcorner|crop|toindices|objects|uppermost|lowermost|leftmost|rightmost|subgrid,T,1.2467673393577186,11.3111886458446,9.751559401061966,7.327780538421631,4.983435374169601,4.983435374169601,10.404474939166215,7.044905117129371,3.713572066704308,0,0.0,ok,1,0,0.0,0.0,ok,1.0,0.0,1.0,0.0,1.0986122886681098,1.0,0.0,1.0986122886681098,4,0.0,2.197224577336219,4,0.0,4,2.197224577336219,0.0,1.0,0.9333333333333332,1,0,0.0,ok,1,0,1.0,0.0,1.0986122886681098,5,0.0,2.3978952727983707,5,0.0,5,2.3978952727983707,0.0,0.9333333333333332
3aa6fb7a,123,5,0,0,1,16,0,3,29,23.8,6.0,13.0,19.0,19.0,19.0,38.0,4.384615384615384,5,3,2,3,3,0,3,3,1,0,1,0,0,1,0,mapply|objects|underfill,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,2,1,3,0.413667,8507,40,0,0,40,0,0,0,0,3,564,0,567,1,16,0,17,0.0084421768707483,0.272108843537415,0.272108843537415,0.0,189.0,92.5374149659864,-6.968749600638366,-1.3062122931982691,1.0,14,-1.4219840741298655,0,0.0,0,0.0,1,1.0,1,1,0,0,1.6094379124341005,0.0,0.0,1.0,0.0,1.0986122886681098,1.0986122886681098,-1.0986122886681098,1.6094379124341005,0.0,1.0,1.0,1.0,1.0,0.0,3244,120,107,1,916,856,10,52,9,18,15,247,35,23,37,5,103,26.033333,1146,28.0,102.0,414.0,332.0,130.0,746.0,5238.686388519227,45.5686274509804,238719.7483709546,ok,147,147,32.7885,32.7885,17989,3849,567,13112,7208,122.37414965986396,0.2230510204081632,26.18367346938776,3.857142857142857,17,3244,9,3,add|merge|apply|mapply|mostcolor|asindices|toindices|objects|underfill,F|T|ONE,-0.9142965010385136,9.79757132694458,8.25582842728183,6.342121418721152,3.520120507908949,3.520120507908949,9.481359383531425,6.75343791859778,3.6375861597263857,0,0.0,ok,1,0,0.0,0.0,ok,1.0,0.0,1.0,0.0,1.0986122886681098,1.0,0.0,1.0986122886681098,4,0.0,2.197224577336219,4,0.0,4,2.197224577336219,0.0,1.0,1.0,1,1,1.0,ok,1,0,0.0,1.0,-1.0986122886681098,5,1.0,1.0986122886681098,5,1.0,5,1.0986122886681098,0.2,0.8
