task_id,source_bytes,total_lines,nonblank_lines,comment_lines,token_count,ast_node_count,function_count,call_count_static,comprehension_count,branch_node_count,return_count,name_load_count,constant_count,assignment_node_count,cyclomatic_complexity,max_nesting_depth,max_line_length,mean_line_length,gzip_bytes,halstead_distinct_operators,halstead_distinct_operands,halstead_total_operators,halstead_total_operands,halstead_vocabulary,halstead_length,halstead_volume,halstead_difficulty,halstead_effort,dynamic_status,input_cells_total,output_cells_total,elapsed_ms_total,elapsed_ms_per_test,opcode_count_dynamic,branch_opcode_count_dynamic,python_call_count_dynamic,peak_memory_bytes,current_memory_bytes,opcode_per_input_cell,elapsed_ms_per_input_cell,branch_opcode_per_input_cell,python_calls_per_input_cell,distinct_function_count_dynamic,expanded_source_bytes,expanded_function_inventory_count,expanded_constant_count,expanded_function_inventory,expanded_constant_inventory,complexity_pc1_score,log1p_opcode_count_dynamic,log1p_branch_opcode_count_dynamic,log1p_python_call_count_dynamic,log1p_elapsed_ms_total,log1p_elapsed_ms_per_test,log1p_peak_memory_bytes,log1p_ast_node_count,log1p_cyclomatic_complexity
47c1f68c,5214,179,162,1,1550,1515,16,104,21,26,27,444,48,37,61,5,109,28.128492,1565,29.0,127.0,737.0,562.0,156.0,1299.0,9463.737482302062,64.16535433070867,607244.0688447205,ok,420,344,152.2317,152.2317,91853,19686,1772,37852,21452,218.69761904761904,0.36245642857142857,46.871428571428574,4.219047619047619,16,5214,15,1,add|merge|mostcolor|leastcolor|asindices|ulcorner|lrcorner|toindices|objects|hmirror|vmirror|dmirror|cellwise|replace|compress,T,2.1184890857064884,11.427955638960135,9.887713798420087,7.480428306074208,5.031951154961747,5.031951154961747,10.541465515962448,7.323830566202317,4.127134385045092
484b58aa,6943,280,246,1,1963,1749,31,113,21,18,45,489,95,43,50,2,126,23.796429,1978,28.0,175.0,876.0,705.0,203.0,1581.0,12118.896085069764,56.4,683505.7391979346,ok,3364,3364,4147.9989,4147.9989,2611149,567855,172779,4144988,146148,776.2036266349584,1.2330555588585017,168.80350772889417,51.361177170035674,35,6943,30,3,difference|merge|toivec|tojvec|astuple|compose|lbind|power|apply|mapply|height|width|colorfilter|crop|toindices|shift|normalize|dneighbors|ineighbors|neighbors|partition|uppermost|lowermost|leftmost|rightmost|palette|asobject|paint|hperiod|vperiod,ZERO|TWO|ORIGIN,6.03367384344953,14.775301295284281,13.249623144434615,12.059774387912876,8.330622355208707,8.330622355208707,15.237410692748252,7.4673710669175595,3.9318256327243257
48d8fb45,4791,184,163,1,1300,1151,19,74,11,21,30,321,55,22,41,5,103,25.038043,1524,29.0,135.0,576.0,464.0,164.0,1040.0,7651.854084802807,49.837037037037035,381345.73542632064,ok,400,36,80.1898,80.1898,44744,9228,1105,22150,7262,111.86,0.2004745,23.07,2.7625,26,4791,18,2,add|extract|matcher|lbind|mostcolor|height|width|shape|asindices|ulcorner|crop|toindices|objects|uppermost|lowermost|leftmost|rightmost|subgrid,T|ONE,0.7880066571926372,10.708734985616958,9.130105979265577,7.00850518208228,4.396789623513765,4.396789623513765,10.00563792118106,7.049254841255837,3.7376696182833684
4938f0c2,6251,247,218,1,1811,1679,24,112,19,28,39,483,72,42,58,5,103,24.307692,1783,28.0,153.0,818.0,650.0,181.0,1468.0,11009.773762238146,59.47712418300654,654829.6812834453,ok,1120,1120,160.2413,160.2413,98145,24712,2344,56853,22458,87.62946428571429,0.14307258928571429,22.064285714285713,2.092857142857143,28,6251,23,5,add|greater|size|toivec|tojvec|branch|mostcolor|height|width|asindices|ofcolor|ulcorner|lrcorner|toindices|shift|objects|uppermost|lowermost|leftmost|rightmost|hmirror|vmirror|fill,T|TWO|FOUR|ZERO_BY_TWO|TWO_BY_ZERO,2.9301330380491355,11.494211444926103,10.115084699949966,7.76004068088038,5.082902000731968,5.082902000731968,10.948241857301557,7.426549072397305,4.07753744390572
496994bd,2814,119,103,1,785,675,15,49,8,9,23,181,40,9,18,2,87,22.647059,900,19.0,80.0,343.0,275.0,99.0,618.0,4096.942391209199,32.65625,133790.7749629254,ok,140,140,0.8382,0.8382,574,51,42,8702,7310,4.1,0.005987142857142857,0.36428571428571427,0.3,9,2814,14,1,halve|astuple|height|width|ulcorner|lrcorner|crop|toindices|uppermost|lowermost|leftmost|rightmost|hmirror|vconcat,ORIGIN,-4.2230051313437516,6.354370040797351,3.9512437185814275,3.7612001156935624,0.608786831941872,0.608786831941872,9.071423072789514,6.516193076042964,2.9444389791664403
49d1d64f,6607,271,238,1,1926,1735,29,126,14,23,42,501,83,45,43,4,99,23.380074,1827,25.0,163.0,859.0,694.0,188.0,1553.0,11732.276486655372,53.220858895705526,624401.8314216892,ok,25,81,10.2584,10.2584,6743,1003,535,15772,10220,269.72,0.410336,40.12,21.4,26,6607,28,4,add|equality|increment|decrement|toivec|tojvec|astuple|branch|compose|height|width|asindices|ulcorner|urcorner|llcorner|lrcorner|crop|toindices|shift|uppermost|lowermost|leftmost|rightmost|fill|upscale|hconcat|vconcat|corners,ZERO|TWO|SIX|ORIGIN,0.7818184597624934,8.81640849968169,6.911747300251674,6.284134161070802,2.421114516700221,2.421114516700221,9.666054896487474,7.459338895220296,3.784189633918261
4be741c5,2454,108,93,1,649,542,13,39,7,7,19,153,30,11,15,2,87,21.722222,849,19.0,83.0,268.0,233.0,102.0,501.0,3342.885096327719,26.66867469879518,89150.31518941453,ok,582,14,1.6839,1.6839,1404,212,86,16210,13762,2.4123711340206184,0.002893298969072165,0.3642611683848797,0.14776632302405499,12,2454,12,2,astuple|branch|apply|height|width|portrait|crop|toindices|uppermost|lowermost|leftmost|rightmost,ONE|ORIGIN,-4.361004223018855,7.247792581767846,5.3612921657094255,4.465908118654584,0.9872709605912023,0.9872709605912023,9.693445303141573,6.297109319933935,2.772588722239781
4c4377d9,1162,47,41,1,330,280,6,24,3,4,10,77,11,3,8,2,64,23.723404,495,17.0,47.0,149.0,112.0,64.0,261.0,1566.0,20.25531914893617,31719.82978723404,ok,60,120,0.3178,0.3178,120,5,15,5976,5056,2.0,0.005296666666666667,0.08333333333333333,0.25,3,1162,5,0,ulcorner|lrcorner|toindices|hmirror|vconcat,,-7.9833575860989034,4.795790545596741,1.791759469228055,2.772588722239781,0.2759636794975825,0.2759636794975825,8.695674048824253,5.638354669333745,2.1972245773362196
50846271,6968,272,241,1,1944,1752,24,117,13,22,33,536,68,64,50,5,103,24.617647,2144,30.0,206.0,853.0,731.0,236.0,1584.0,12486.106590189158,53.228155339805824,664612.4211719617,ok,1732,1732,1355.776,1355.776,753075,130675,26129,205324,65500,434.80080831408776,0.7827806004618938,75.44745958429561,15.086027713625866,46,6968,23,7,add|halve|merge|valmax|toivec|tojvec|sfilter|mfilter|compose|chain|rbind|lbind|fork|apply|mapply|prapply|mostcolor|colorfilter|asindices|ofcolor|toindices|objects|fill,F|T|TWO|SIX|EIGHT|ZERO_BY_TWO|TWO_BY_ZERO,4.793923878165262,13.531921431303854,11.78047625612502,10.170839358514659,7.212866576201947,7.212866576201947,12.232349368608393,7.469083884921234,3.9318256327243257
508bd3b6,7843,310,277,1,2381,2245,27,141,16,36,47,651,103,66,70,5,103,24.3,2228,30.0,195.0,1077.0,876.0,225.0,1953.0,15260.314666446873,67.38461538461539,1028310.4344467277,ok,576,576,458.1152,458.1152,276792,54856,13941,46742,23774,480.5416666666667,0.7953388888888889,95.23611111111111,24.203125,33,7843,26,6,add|subtract|multiply|double|flip|equality|argmax|argmin|extract|first|last|branch|rbind|mostcolor|width|asindices|ulcorner|urcorner|toindices|objects|leftmost|rightmost|fill|paint|index|connect,F|T|THREE|EIGHT|UNITY|DOWN_LEFT,4.500184368358366,12.531025213388538,10.912485078344494,9.542661146046344,6.1293011589623925,6.1293011589623925,10.752419790885464,7.716906135298388,4.2626798770413155
50cb2852,3366,126,112,1,939,867,11,54,9,17,16,250,36,23,36,5,103,25.714286,1195,29.0,111.0,422.0,341.0,140.0,763.0,5439.642941929009,44.54504504504505,242309.13987718907,ok,665,665,205.4878,205.4878,106192,23127,3782,51266,26066,159.6872180451128,0.30900421052631577,34.777443609022555,5.687218045112782,21,3366,10,3,add|merge|compose|apply|mapply|mostcolor|asindices|toindices|objects|fill,F|T|EIGHT,0.7996516924041006,11.573013472246595,10.048799283696182,8.23827262463303,5.330241330752654,5.330241330752654,10.844802549315018,6.7661917146603505,3.6109179126442243
5117e062,4685,183,160,1,1264,1129,19,73,13,20,28,318,55,23,42,5,103,24.601093,1504,29.0,133.0,557.0,454.0,162.0,1011.0,7420.588352916355,49.496240601503764,367291.2265206644,ok,676,36,122.322,122.322,64291,13713,1382,30916,14260,95.10502958579882,0.18094970414201184,20.285502958579883,2.044378698224852,25,4685,18,4,add|extract|matcher|mostcolor|height|width|shape|asindices|ulcorner|crop|toindices|objects|uppermost|lowermost|leftmost|rightmost|subgrid|replace,F|T|TWO|EIGHT,1.0242970507601992,11.071190485689032,9.52617248784431,7.232010331664759,4.81479882085595,4.81479882085595,10.33906147341461,7.029972911706386,3.7612001156935624
5168d44c,3329,142,122,1,956,855,15,55,13,12,21,253,34,20,31,2,103,22.443662,1069,21.0,100.0,411.0,351.0,121.0,762.0,5272.1737868032415,36.855,194305.96491263344,ok,350,350,21.6256,21.6256,14107,4310,466,21228,15196,40.30571428571429,0.06178742857142857,12.314285714285715,1.3314285714285714,16,3329,14,5,equality|branch|mostcolor|height|ofcolor|toindices|recolor|shift|uppermost|lowermost|fill|paint|cover|move,ONE|TWO|THREE|ZERO_BY_TWO|TWO_BY_ZERO,-1.2362628380098986,9.554497291355943,8.368925174747135,6.1463292576688975,3.119082008571375,3.119082008571375,9.963123450432002,6.752270376141742,3.4657359027997265
539a4f51,5392,231,201,1,1590,1448,25,90,17,19,39,405,76,32,43,3,94,22.341991,1654,24.0,138.0,696.0,575.0,162.0,1271.0,9328.949353666358,50.0,466447.4676833179,ok,100,400,24.8118,24.8118,20519,4796,1112,26828,15436,205.19,0.248118,47.96,11.12,20,5392,24,5,multiply|decrement|positive|astuple|branch|height|width|shape|colorcount|ulcorner|crop|toindices|uppermost|lowermost|leftmost|rightmost|asobject|dmirror|paint|vupscale|hconcat|vconcat|index|canvas,ZERO|ONE|TEN|ORIGIN|UNITY,0.9765009478421476,9.929155299284705,8.475746001502063,7.014814351275545,3.250831751709467,3.250831751709467,10.197238671014292,7.278628942320682,3.784189633918261
53b68214,7137,289,255,1,1998,1784,29,116,18,30,44,512,83,47,59,5,103,23.695502,2180,30.0,190.0,879.0,718.0,220.0,1597.0,12426.831462498882,56.684210526315795,704405.1307953314,ok,320,500,125.2056,62.6028,80444,16610,4309,22268,9460,251.3875,0.3912675,51.90625,13.465625,35,7137,28,5,add|merge|decrement|toivec|first|interval|astuple|branch|lbind|apply|mapply|mostcolor|height|width|shape|portrait|asindices|toindices|shift|normalize|objects|uppermost|lowermost|leftmost|rightmost|paint|canvas|vperiod,T|ZERO|ONE|NINE|DOWN,2.9564930596430665,11.295329000085136,9.717820405491077,8.368693183097793,4.837912323132124,4.15265749453423,10.010950855785657,7.487173694213739,4.0943445622221
543a7ed5,3479,132,116,1,980,912,11,57,10,17,16,266,39,27,38,5,103,25.356061,1231,28.0,114.0,439.0,359.0,142.0,798.0,5705.498201364737,44.08771929824561,251542.4031584137,ok,675,675,126.3722,126.3722,77003,17792,3067,37164,21092,114.07851851851852,0.1872180740740741,26.35851851851852,4.543703703703704,21,3479,10,5,add|merge|apply|mapply|mostcolor|colorfilter|asindices|toindices|objects|fill,F|T|THREE|FOUR|SIX,0.6267449749810037,11.251612647538515,9.786560400506836,8.028781162487148,4.84711350896565,4.84711350896565,10.523122737159394,6.816735880594968,3.6635616461296463
54d82841,4138,158,141,1,1173,1073,14,67,10,22,23,304,49,28,41,5,103,25.189873,1412,29.0,130.0,524.0,425.0,159.0,949.0,6939.925924564854,47.40384615384615,328979.18084716087,ok,201,201,37.5988,37.5988,24501,5067,1103,23198,10094,121.8955223880597,0.18705870646766168,25.208955223880597,5.487562189054726,22,4138,13,3,add|decrement|compose|lbind|apply|mostcolor|height|asindices|toindices|objects|uppermost|lowermost|fill,F|T|FOUR,0.2892239329414739,10.106510025854115,8.53070154144103,7.00669522683704,3.6532211879046392,3.6532211879046392,10.051864453277146,6.97914527506881,3.7376696182833684
54d9e175,3879,158,135,1,1099,1013,13,60,11,16,16,301,43,36,38,5,103,23.550633,1391,29.0,135.0,481.0,410.0,164.0,891.0,6555.578836114712,44.03703703703704,288688.26800519973,ok,253,253,103.6676,103.6676,63452,13307,3091,37034,24554,250.79841897233203,0.40975335968379445,52.59683794466403,12.217391304347826,27,3879,12,10,add|merge|compose|fork|apply|mapply|mostcolor|sizefilter|asindices|objects|paint|replace,F|T|ONE|TWO|THREE|FOUR|SIX|SEVEN|EIGHT|NINE,0.79038056558085,11.058054753348685,9.496120637138368,8.036573409707312,4.650789614397838,4.650789614397838,10.51961869044739,6.921658184151129,3.6635616461296463
5521c0d9,4096,155,139,1,1161,1070,14,70,11,19,19,313,41,28,41,5,103,25.425806,1364,29.0,124.0,522.0,424.0,153.0,946.0,6865.4888991872485,49.58064516129032,340395.3689693807,ok,900,900,157.4836,157.4836,87072,20939,2749,42508,25580,96.74666666666667,0.17498177777777776,23.265555555555554,3.0544444444444445,23,4096,13,2,add|merge|chain|fork|apply|mapply|mostcolor|asindices|toindices|objects|fill|paint|cover,F|T,1.3151129842646503,11.374502126265279,9.949416484424528,7.919356190660617,5.065651117932396,5.065651117932396,10.65747109719941,6.976348070447749,3.7376696182833684
5582e5ca,697,26,22,1,190,156,3,9,4,2,4,42,10,4,8,3,103,25.807692,390,16.0,40.0,83.0,69.0,56.0,152.0,882.7179481527558,13.8,12181.50768450803,ok,36,36,1.5076,1.5076,977,236,76,6302,4182,27.13888888888889,0.04187777777777778,6.555555555555555,2.111111111111111,4,697,2,1,mostcolor|canvas,THREE_BY_THREE,-8.514673158873725,6.885509670034818,5.4680601411351315,4.343805421853684,0.9193261204176765,0.9193261204176765,8.74878098951311,5.056245805348308,2.1972245773362196
5614dbcf,839,41,35,1,268,240,3,13,2,6,3,71,8,13,9,3,82,19.463415,405,18.0,37.0,113.0,96.0,55.0,209.0,1208.3041801266538,23.351351351351354,28215.53544944403,ok,243,27,11.2281,11.2281,6179,1728,309,10746,8714,25.42798353909465,0.04620617283950617,7.111111111111111,1.271604938271605,4,839,2,3,downscale|replace,ZERO|THREE|FIVE,-6.285894602450043,8.729073550451737,7.455298485683291,5.736572297479192,2.5037365819473894,2.5037365819473894,9.282381924841154,5.484796933490655,2.302585092994046
56dc2b01,8264,326,289,1,2416,2262,31,132,21,47,47,623,135,51,86,5,103,24.349693,2284,32.0,183.0,1083.0,885.0,215.0,1968.0,15248.443527992058,77.37704918032787,1179879.5647888938,ok,306,306,209.1796,209.1796,133521,24647,8647,26398,16462,436.34313725490193,0.6835934640522876,80.54575163398692,28.258169934640524,32,8264,30,6,add|multiply|equality|crement|sign|first|branch|mostcolor|height|width|colorfilter|asindices|ofcolor|toindices|recolor|shift|objects|uppermost|lowermost|leftmost|rightmost|vmatching|manhattan|adjacent|fill|paint|center|cover|move|gravitate,F|T|ZERO|TWO|THREE|EIGHT,4.082546212675372,11.802021537252891,10.112451040276504,9.065083359319043,5.347962403304989,5.347962403304989,10.18108140962911,7.724446645633537,4.465908118654584
56ff96f3,2004,74,65,1,519,457,9,32,10,4,10,140,11,8,21,2,103,26.081081,786,23.0,76.0,228.0,191.0,99.0,419.0,2777.7004238133563,28.901315789473685,80279.1971171847,ok,394,394,27.1892,27.1892,19490,6117,701,17320,8424,49.46700507614213,0.06900812182741117,15.525380710659899,1.7791878172588833,17,2004,8,0,merge|fork|apply|mapply|mostcolor|fgpartition|palette|paint,,-3.0489565868393083,9.877708099548641,8.718990524710849,6.553933404025811,3.3389389258655826,3.3389389258655826,9.75967491717028,6.126869184114185,3.091042453358316
57aa92db,6933,263,235,1,1920,1740,25,118,17,24,36,524,57,52,54,5,103,25.361217,2076,29.0,196.0,853.0,710.0,225.0,1563.0,12212.94000187223,52.525510204081634,641490.9046901766,ok,1626,1626,461.4721,461.4721,279484,60964,9576,96586,51538,171.88437884378843,0.2838081795817958,37.493234932349324,5.88929889298893,44,6933,24,3,add|merge|argmax|sfilter|compose|chain|matcher|rbind|lbind|fork|apply|mapply|mostcolor|leastcolor|colorfilter|asindices|ulcorner|toindices|shift|normalize|objects|uppermost|leftmost|paint,F|T|ZERO,3.9559274554662793,12.540703902874181,11.018055207994365,9.16711966952162,6.136586230808571,6.136586230808571,11.478199435575148,7.462214939768189,4.007333185232471
5ad4f10b,5724,224,199,1,1644,1501,22,95,14,29,34,426,69,35,55,5,103,24.553571,1652,30.0,140.0,740.0,588.0,170.0,1328.0,9839.671163190867,63.0,619899.2832810247,ok,2110,36,555.5668,555.5668,322988,70651,8281,81714,26154,153.07488151658768,0.26330180094786726,33.48388625592417,3.924644549763033,26,5724,21,3,add|divide|argmax|mostcolor|leastcolor|height|width|shape|asindices|ulcorner|crop|toindices|objects|uppermost|lowermost|leftmost|rightmost|color|downscale|subgrid|replace,T|ZERO|THREE,3.110141285134292,12.68537354589733,11.165521696275334,9.021839764105513,6.321787199450767,6.321787199450767,11.310992862527158,7.31455283232408,4.02535169073515
5bd6f4ac,537,25,20,1,152,122,3,3,1,0,3,28,12,4,2,1,87,20.48,337,14.0,29.0,63.0,56.0,43.0,119.0,645.7255058095496,13.517241379310345,8728.427526804948,ok,405,45,0.5702,0.5702,439,35,35,9862,8374,1.0839506172839506,0.0014079012345679014,0.08641975308641975,0.08641975308641975,4,537,2,2,tojvec|crop,SIX|THREE_BY_THREE,-10.794924120724827,6.0867747269123065,3.58351893845611,3.58351893845611,0.45120299978201817,0.45120299978201817,9.196545660953994,4.812184355372417,1.0986122886681098
5c0a986e,2321,91,79,1,716,690,8,50,8,8,14,203,29,21,20,5,95,24.505495,868,21.0,80.0,325.0,266.0,101.0,591.0,3935.0029863063105,34.9125,137380.79175941908,ok,400,400,25.1774,25.1774,17858,5134,628,19292,9356,44.645,0.0629435,12.835,1.57,9,2321,7,4,ofcolor|ulcorner|lrcorner|toindices|fill|connect|shoot,ONE|TWO|UNITY|NEG_UNITY,-1.869921787868084,9.7902628618215,8.543835122362658,6.444131256700441,3.264896443097692,3.264896443097692,9.867497614802973,6.53813982376767,3.044522437723423
5c2c9af4,5160,207,181,1,1489,1345,22,92,14,19,38,387,59,25,45,3,103,23.927536,1492,24.0,143.0,659.0,539.0,167.0,1198.0,8845.677742383914,45.230769230769226,400096.8086555185,ok,2371,2371,317.5486,317.5486,221914,61311,9550,345290,57530,93.59510754955716,0.13393024040489246,25.85870940531421,4.027836355967946,26,5160,21,4,subtract|multiply|merge|interval|pair|lbind|apply|mapply|leastcolor|height|width|ofcolor|ulcorner|toindices|shift|uppermost|lowermost|leftmost|rightmost|fill|center,ZERO|ONE|NINE|NEG_ONE,2.9997257903948724,12.310049704653167,11.023730861330533,9.164401140034737,5.763775053638383,5.763775053638383,12.752142818746485,7.204892510204673,3.828641396489095
5daaa586,7992,311,275,1,2193,1979,33,133,25,25,45,577,83,45,67,5,103,24.697749,2354,30.0,204.0,970.0,802.0,234.0,1772.0,13946.286283101794,58.970588235294116,822420.7058123264,ok,1078,418,959.5618,959.5618,555987,105618,27666,109716,21164,515.7578849721707,0.8901315398886827,97.97588126159555,25.664192949907235,40,7992,32,3,add|greater|size|merge|argmax|sfilter|mfilter|extract|branch|compose|rbind|prapply|mostcolor|height|width|shape|colorfilter|asindices|ulcorner|crop|toindices|objects|fgpartition|uppermost|lowermost|leftmost|rightmost|palette|color|fill|subgrid|outbox,F|T|ZERO,4.958684980033797,13.228501990265995,11.567593558312296,10.227995646230818,6.867518321627594,6.867518321627594,11.60565960235181,7.590852123688581,4.219507705176107
60b61512,3184,116,104,1,890,829,10,51,9,17,15,239,34,21,36,5,103,26.448276,1126,28.0,102.0,403.0,323.0,130.0,726.0,5098.239032258658,44.33333333333333,226021.93043013383,ok,243,243,45.7398,45.7398,27572,5854,695,22910,9486,113.46502057613169,0.18822962962962964,24.090534979423868,2.860082304526749,17,3184,9,2,add|merge|apply|mapply|mostcolor|asindices|toindices|objects|fill,T|SEVEN,-0.6093233944234852,10.22459231202622,8.675051276031818,6.54534966033442,3.8445960501113987,3.8445960501113987,10.039372423556493,6.721425700790643,3.6109179126442243
6150a2bd,253,12,10,1,75,53,2,3,1,0,2,11,3,1,2,1,56,20.083333,200,13.0,16.0,32.0,25.0,29.0,57.0,276.9049167222716,10.15625,2812.315560460571,ok,27,27,0.254,0.254,180,21,18,4046,2702,6.666666666666667,0.009407407407407408,0.7777777777777778,0.6666666666666666,3,253,1,0,rot180,,-13.0992758944489,5.198497031265826,3.091042453358316,2.9444389791664403,0.22633844221072896,0.22633844221072896,8.305731144875866,3.9889840465642745,1.0986122886681098
623ea044,5421,220,192,1,1513,1348,22,89,13,23,33,377,66,33,46,5,103,23.640909,1671,30.0,151.0,667.0,540.0,181.0,1207.0,9052.313985709428,53.64238410596027,485587.7038691813,ok,788,788,70.0692,70.0692,50433,13140,2592,39290,23010,64.001269035533,0.08892030456852791,16.6751269035533,3.2893401015228427,26,5421,21,6,add|combine|merge|first|astuple|lbind|apply|mapply|mostcolor|height|width|asindices|toindices|objects|uppermost|lowermost|leftmost|rightmost|color|fill|center,F|T|UNITY|NEG_UNITY|UP_RIGHT|DOWN_LEFT,1.8757158368361833,10.828420829791625,9.483492392643639,7.860570785538664,4.26365405026778,4.26365405026778,10.578750763997512,7.207118856207756,3.8501476017100584
62c24649,1725,67,59,1,515,464,8,37,7,6,14,130,17,6,14,2,64,24.746269,576,17.0,54.0,240.0,178.0,71.0,418.0,2570.594295952957,28.01851851851852,72024.243884756,ok,36,144,0.8344,0.8344,462,64,52,7172,5724,12.833333333333334,0.02317777777777778,1.7777777777777777,1.4444444444444444,6,1725,7,0,ulcorner|lrcorner|toindices|hmirror|vmirror|hconcat|vconcat,,-5.807159545992745,6.137727054086234,4.174387269895637,3.970291913552122,0.6067174525615576,0.6067174525615576,8.878079256126435,6.142037405587356,2.70805020110221
63613498,6330,247,217,1,1749,1605,24,105,20,21,32,470,65,45,57,5,103,24.62753,2034,30.0,175.0,782.0,638.0,205.0,1420.0,10904.861741297735,54.68571428571429,596340.1535098248,ok,400,400,92.4961,92.4961,53025,10611,1667,26840,11920,132.5625,0.23124025,26.5275,4.1675,31,6330,23,6,add|invert|difference|sfilter|extract|totuple|first|pair|compose|matcher|apply|mostcolor|colorfilter|asindices|ulcorner|crop|toindices|recolor|shift|objects|partition|palette|paint,F|T|ZERO|FIVE|ORIGIN|THREE_BY_THREE,2.2229046068205736,10.878537638283815,9.26974071525763,7.419380582918692,4.537919724194757,4.537919724194757,10.197685848215706,7.381501894506707,4.060443010546419
6430c8c4,1928,85,73,1,546,480,9,31,6,5,12,136,25,14,15,3,95,21.682353,776,23.0,72.0,230.0,199.0,95.0,429.0,2818.468055973977,31.78472222222222,89584.22425133952,ok,180,80,7.333,7.333,4789,1113,315,13760,10000,26.605555555555554,0.04073888888888889,6.183333333333334,1.75,10,1928,8,3,intersection|astuple|ofcolor|toindices|fill|canvas|tophalf|bottomhalf,ZERO|THREE|FOUR,-3.9242558031711363,8.474285690404962,7.01571242048723,5.755742213586912,2.12022353540007,2.12022353540007,9.529593783265282,6.175867270105761,2.772588722239781
6455b5f5,4190,161,142,1,1190,1107,14,68,13,19,19,324,46,33,45,5,103,25.024845,1387,28.0,127.0,530.0,439.0,155.0,969.0,7050.564548710736,48.39370078740158,341202.9111525684,ok,1001,1001,455.6345,455.6345,257179,50772,3338,58468,27100,256.9220779220779,0.4551793206793207,50.72127872127872,3.3346653346653348,15,4190,13,5,add|merge|valmin|argmax|mostcolor|colorfilter|sizefilter|asindices|toindices|recolor|objects|fill|paint,F|T|ZERO|ONE|EIGHT,2.0784709895553783,12.457531507824429,10.835119996209482,8.113426639943654,6.1238832897169875,6.1238832897169875,10.976251978235707,7.010311867307229,3.828641396489095
662c240a,1203,50,43,1,343,301,6,18,3,0,6,83,15,7,5,1,87,23.06,572,19.0,58.0,149.0,130.0,77.0,279.0,1748.4334448538773,21.29310344827586,37229.574213698936,ok,135,45,3.3243,3.3243,2373,175,190,11260,8516,17.57777777777778,0.024624444444444445,1.2962962962962963,1.4074074074074074,12,1203,5,1,extract|compose|fork|crop|vsplit,THREE,-7.177767974905401,7.772331575169614,5.170483995038151,5.25227342804663,1.464250277573782,1.464250277573782,9.329100707697025,5.71042701737487,1.791759469228055
67385a82,3442,132,116,1,984,921,11,56,11,17,16,268,39,27,41,5,103,25.075758,1231,29.0,111.0,441.0,361.0,140.0,802.0,5717.684979589863,47.15765765765766,269632.6308618301,ok,104,104,47.8968,47.8968,29315,5550,435,15818,6562,281.875,0.4605461538461538,53.36538461538461,4.1826923076923075,11,3442,10,5,add|difference|merge|mostcolor|colorfilter|sizefilter|asindices|toindices|objects|fill,F|T|ONE|THREE|EIGHT,-0.42768726280607633,10.28588872104574,8.621733370690162,6.077642243349034,3.889711954666756,3.889711954666756,9.66896702819858,6.826545223556594,3.7376696182833684
673ef223,5801,234,205,1,1646,1500,21,90,16,24,30,443,59,45,53,5,103,23.790598,1918,29.0,172.0,723.0,607.0,201.0,1330.0,10175.898749267975,51.17151162790698,520716.1211725703,ok,804,804,149.6243,149.6243,97284,27210,4083,63238,29190,121.0,0.18609987562189056,33.843283582089555,5.0783582089552235,30,5801,20,8,add|equality|merge|argmin|toivec|branch|rbind|fork|apply|mapply|mostcolor|colorfilter|asindices|ofcolor|toindices|shift|objects|leftmost|underfill|replace,F|T|ZERO|TWO|FOUR|EIGHT|RIGHT|LEFT,2.676069914861564,11.485400093905476,10.211376582296397,8.314832179284556,5.014788656931216,5.014788656931216,11.054676478421662,7.313886831633462,3.9889840465642745
6773b310,5268,211,183,1,1576,1453,21,96,16,16,29,409,71,40,40,3,126,23.966825,1670,28.0,149.0,715.0,574.0,177.0,1289.0,9625.743554056984,53.93288590604027,519144.12886175787,ok,605,45,79.8622,79.8622,57405,11695,3261,51436,26068,94.88429752066116,0.13200363636363638,19.330578512396695,5.390082644628099,26,5268,20,7,merge|sfilter|mfilter|insert|astuple|matcher|rbind|fork|apply|ulcorner|toindices|shift|dneighbors|ineighbors|neighbors|dmirror|fill|downscale|replace|compress,ZERO|ONE|TWO|THREE|FOUR|SIX|ORIGIN,1.357393236100009,10.957904106461543,9.36700218198956,8.09009578318096,4.392746471361676,4.392746471361676,10.848113036837551,7.282073658093465,3.713572066704308
67a3c6ac,1046,39,34,1,300,260,5,24,4,4,9,71,10,2,9,2,64,25.820513,436,17.0,42.0,140.0,101.0,59.0,241.0,1417.7169748962037,20.44047619047619,28978.810070199783,ok,110,110,0.4638,0.4638,290,48,32,6694,5334,2.6363636363636362,0.004216363636363636,0.43636363636363634,0.2909090909090909,3,1046,4,0,ulcorner|lrcorner|toindices|vmirror,,-7.682079030526951,5.673323267171493,3.8918202981106265,3.4965075614664802,0.3810357941849897,0.3810357941849897,8.809116258125274,5.564520407322694,2.302585092994046
67a423a3,4720,174,153,1,1367,1274,18,79,12,18,23,348,74,31,43,5,126,26.126437,1449,29.0,129.0,632.0,497.0,158.0,1129.0,8245.968464691949,55.86434108527132,460655.5948899421,ok,260,260,44.8899,44.8899,28557,6376,638,24730,10226,109.83461538461539,0.17265346153846153,24.523076923076925,2.453846153846154,18,4720,17,3,add|merge|first|mostcolor|leastcolor|colorfilter|asindices|ulcorner|lrcorner|toindices|dneighbors|ineighbors|neighbors|objects|fill|backdrop|delta,F|T|FOUR,0.715790641290649,10.25969238599024,8.760453046315272,6.459904454377535,3.8262450492803755,3.8262450492803755,10.115812796414458,7.150701457592526,3.784189633918261
