subset_name,complexity_metric,target_metric,target_label,n,pearson_r,spearman_rho
gap_le_0.30,log1p_python_call_count_dynamic,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.3230859799102107,0.283767181958424
gap_le_0.30,log1p_python_call_count_dynamic,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.3822246753408332,0.36964830279995037
gap_le_0.30,log1p_elapsed_ms_total,human_difficulty_complete,Human latent difficulty,96,0.3304986284015461,0.3060227889310906
gap_le_0.30,log1p_elapsed_ms_total,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.33255691091979733,0.30197446538254746
gap_le_0.30,log1p_elapsed_ms_total,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.3691515255209617,0.33446755386071225
gap_le_0.30,log1p_elapsed_ms_total,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.4107578397314289,0.40598775380479174
gap_le_0.30,log1p_elapsed_ms_per_test,human_difficulty_complete,Human latent difficulty,96,0.3342609478375579,0.3074877916440586
gap_le_0.30,log1p_elapsed_ms_per_test,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.34908274856898586,0.3400022868069408
gap_le_0.30,log1p_elapsed_ms_per_test,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.3763752078325948,0.35890902829677507
gap_le_0.30,log1p_elapsed_ms_per_test,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.4215055942399984,0.4247363374376174
gap_le_0.30,log1p_peak_memory_bytes,human_difficulty_complete,Human latent difficulty,96,0.3189218509545443,0.3075420510037981
gap_le_0.30,log1p_peak_memory_bytes,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.3665287528366776,0.3977247834403039
gap_le_0.30,log1p_peak_memory_bytes,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.35463094393538075,0.3586813692576911
gap_le_0.30,log1p_peak_memory_bytes,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.4181202458852478,0.43674428615684985
gap_le_0.30,log1p_ast_node_count,human_difficulty_complete,Human latent difficulty,96,0.31984894081409626,0.3256993834282427
gap_le_0.30,log1p_ast_node_count,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.3298498192735006,0.2957498014174536
gap_le_0.30,log1p_ast_node_count,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.3525343358372887,0.3440990418634042
gap_le_0.30,log1p_ast_node_count,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.4008834664385634,0.3746446690386611
gap_le_0.30,log1p_cyclomatic_complexity,human_difficulty_complete,Human latent difficulty,96,0.3159544224053845,0.32738559755323277
gap_le_0.30,log1p_cyclomatic_complexity,gpt_pair_difficulty,GPT pair-level smoothed difficulty,96,0.3087289504153191,0.26706214642620385
gap_le_0.30,log1p_cyclomatic_complexity,claude_pair_difficulty,Claude pair-level smoothed difficulty,96,0.3539714947541985,0.3637254989819562
gap_le_0.30,log1p_cyclomatic_complexity,pooled_pair_difficulty,Pooled GPT+Claude pair-level smoothed difficulty,96,0.3889196631562645,0.37081084435087114
