metric,category,outcome,n,pearson_r,pearson_p,spearman_rho,spearman_p
dsl_python_call_count_dynamic,dynamic_execution,compressarc_top1_first_correct_step,144,0.0334463367578156,0.6906527161160513,0.18102596036496416,0.029904614545940556
bundle_python_call_count_dynamic,dynamic_execution,compressarc_top1_first_correct_step,144,0.033446323910547734,0.6906528288626558,0.18052451732926983,0.030369627652865938
bundle_python_calls_per_example,dynamic_execution,compressarc_top1_first_correct_step,144,0.03331365391721023,0.6918174920228137,0.18278452812541518,0.02832137112351794
elapsed_ms_per_example,dynamic_execution,compressarc_top1_first_correct_step,144,0.03324345176691382,0.6924340641070443,0.17902750787865396,0.031794602835631645
prim_sizefilter_count,dsl_primitive_usage,compressarc_top1_first_correct_step,14,0.0242585899151674,0.9343956013861539,0.17200522903844537,0.5565381001284011
prim_difference_count,dsl_primitive_usage,compressarc_top1_first_correct_step,16,0.02346663003510059,0.9312570893263981,0.08401680504168059,0.7570527243204266
input_cells_total,task_shape,compressarc_top1_first_correct_step,144,0.01357273411799388,0.871730532530838,0.029849323702603174,0.7224777824944699
decision_op_count,dsl_structure,compressarc_top1_first_correct_step,144,0.009158721984690633,0.9132428786012127,-0.023348256505542474,0.7811850286400223
output_cells_total,task_shape,compressarc_top1_first_correct_step,144,-0.005262488142994428,0.9500851004370603,0.1490812739190776,0.0745271799298536
object_op_count,dsl_structure,compressarc_top1_first_correct_step,144,-0.01020105883497921,0.9034146254929314,0.07691548715637159,0.3595095977955476
peak_memory_per_input_cell,dynamic_execution,compressarc_top1_first_correct_step,144,-0.011023417432081791,0.8956708047803266,0.18825442461085387,0.023845639497972578
bundle_opcode_per_output_cell,dynamic_execution,compressarc_top1_first_correct_step,144,-0.019799538495952132,0.813784346786407,0.03002540416640614,0.7209082435236859
peak_memory_bytes,dynamic_execution,compressarc_top1_first_correct_step,144,-0.019806352904797618,0.8137214217200676,0.11849282437313007,0.15721227413394548
train_pairs,task_shape,compressarc_top1_first_correct_step,144,-0.02732567033971922,0.7450971317924338,0.014172775017235252,0.8661116708646097
prim_rbind_count,dsl_primitive_usage,compressarc_top1_first_correct_step,29,-0.0283804710187155,0.8838109215498761,0.04662408616399641,0.810202712089552
prim_chain_count,dsl_primitive_usage,compressarc_top1_first_correct_step,16,-0.03082989602694109,0.9097593427878037,0.10378893924262853,0.702079399973277
solver_python_call_count_dynamic,dynamic_execution,compressarc_top1_first_correct_step,144,-0.03510061842834829,0.6761919413380078,-0.00039675329070896386,0.9962343619001983
example_count,task_shape,compressarc_top1_first_correct_step,144,-0.03510061842834829,0.6761919413380078,-0.00039675329070896386,0.9962343619001983
prim_matcher_count,dsl_primitive_usage,compressarc_top1_first_correct_step,8,-0.037207537402933026,0.9303002283105168,0.08247860988423225,0.8460525238666443
prim_center_count,dsl_primitive_usage,compressarc_top1_first_correct_step,5,-0.03922628448116469,0.95006835463089,0.28867513459481287,0.6376180914006018
test_pairs,task_shape,compressarc_top1_first_correct_step,144,-0.05800369603387643,0.48984225020097333,-0.056328981170624945,0.5024821900885484
prim_mfilter_count,dsl_primitive_usage,compressarc_top1_first_correct_step,13,-0.06729854155146034,0.8270825701671434,0.0,1.0
prim_objects_count,dsl_primitive_usage,compressarc_top1_first_correct_step,80,-0.07309202199009095,0.5193624635724561,-0.02422220560256029,0.8311151947657875
prim_compose_count,dsl_primitive_usage,compressarc_top1_first_correct_step,39,-0.0772880510114922,0.6400272957600496,0.027365012925723003,0.8686565879783892
prim_paint_count,dsl_primitive_usage,compressarc_top1_first_correct_step,34,-0.15419580871429572,0.38391690918303456,-0.12176980870789876,0.4926908311472086
prim_leastcolor_count,dsl_primitive_usage,compressarc_top1_first_correct_step,17,-0.16445953432154245,0.5282022859644966,0.05273695188451386,0.8406856409997527
prim_mapply_count,dsl_primitive_usage,compressarc_top1_first_correct_step,52,-0.1649956171922642,0.24244000491902146,-0.15556489793474157,0.2707897930990181
prim_branch_count,dsl_primitive_usage,compressarc_top1_first_correct_step,12,-0.16626461279192228,0.6055441771059566,0.02306328020072213,0.9432829430136289
prim_fork_count,dsl_primitive_usage,compressarc_top1_first_correct_step,38,-0.17189547194991986,0.3020983492673641,-0.30421433385588237,0.06331920142656468
prim_cmirror_count,dsl_primitive_usage,compressarc_top1_first_correct_step,3,-0.18184257974328036,0.8835877411926191,0.0,1.0
prim_dmirror_count,dsl_primitive_usage,compressarc_top1_first_correct_step,7,-0.2356106330142612,0.6110239588827502,-0.20412414523193148,0.6606421552406505
prim_remove_count,dsl_primitive_usage,compressarc_top1_first_correct_step,10,-0.2518341521141626,0.4827409249775626,-0.40618119722996154,0.2441286818964912
prim_vconcat_count,dsl_primitive_usage,compressarc_top1_first_correct_step,4,-0.2958553899281573,0.7041446100718427,0.2581988897471611,0.7418011102528389
prim_size_count,dsl_primitive_usage,compressarc_top1_first_correct_step,6,-0.3441757563377056,0.5041213708885139,-0.13284223283101432,0.8019087881019875
prim_astuple_count,dsl_primitive_usage,compressarc_top1_first_correct_step,16,-0.38308670398852457,0.1430272745192377,-0.30361094150290924,0.25296594794881205
prim_equality_count,dsl_primitive_usage,compressarc_top1_first_correct_step,6,-0.3857671113031721,0.4500535432158245,-0.39279220242478635,0.4411128091213043
prim_decrement_count,dsl_primitive_usage,compressarc_top1_first_correct_step,9,-0.4166732946608779,0.2645776643207549,-0.30437979371753543,0.42582250957989887
prim_rot90_count,dsl_primitive_usage,compressarc_top1_first_correct_step,4,-0.46775537263031863,0.5322446273696815,-0.7745966692414834,0.22540333075851657
prim_extract_count,dsl_primitive_usage,compressarc_top1_first_correct_step,6,-0.49477900703678,0.3183939900003474,-0.41403933560541256,0.4144300825009167
prim_interval_count,dsl_primitive_usage,compressarc_top1_first_correct_step,6,-0.7057579719422675,0.11713005886769208,-0.6210590034081188,0.188187159830816
prim_hconcat_count,dsl_primitive_usage,compressarc_top1_first_correct_step,2,-1.0,1.0,-0.9999999999999999,
prim_repeat_count,dsl_primitive_usage,compressarc_top1_first_correct_step,2,-1.0,1.0,-0.9999999999999999,
prim_uppermost_count,dsl_primitive_usage,compressarc_top1_first_correct_step,2,-1.0,1.0,-0.9999999999999999,
prim_maximum_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,2,1.0,1.0,0.9999999999999999,
prim_uppermost_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,4,0.724888470513251,0.275111529486749,0.8164965809277261,0.1835034190722738
prim_leftmost_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,7,0.6454972243679029,0.11738679514629324,0.6454972243679028,0.1173867951462933
prim_decrement_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,19,0.5698982753242223,0.010852614303792002,0.530912546346507,0.019342985997258352
prim_cmirror_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,7,0.49712224787173087,0.25635229081080074,0.45044261646145073,0.3104608517362277
prim_leastcolor_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,36,0.48318536546339547,0.0028347693775045016,0.4394433920521217,0.007327983631859347
prim_vmirror_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,29,0.466937391134281,0.010660360631783614,0.29919108630179636,0.11486842060608168
prim_rot90_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,18,0.4565301202857228,0.05685358561991542,0.3040941450065051,0.2198773111784691
prim_size_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,20,0.4305006797793178,0.05811990478638019,0.23162640965743447,0.32579668625850267
prim_center_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,11,0.41875491387613106,0.19989003572447467,0.35843395971211145,0.27906665797415553
prim_hconcat_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,27,0.41509116938902,0.03131642758541801,0.40038803577703547,0.038498085677060256
prim_extract_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,21,0.35341611306900284,0.11604388189874026,0.2761530448893886,0.22561210443089452
prim_shift_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,44,0.3181634127589155,0.035314199193863596,0.4010042969586097,0.006983392464703566
prim_move_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,12,0.31073816989776726,0.32557478414521107,0.07172663671565944,0.8246904604452985
prim_astuple_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,72,0.23668960782294088,0.0453094764582054,0.1427621976387127,0.23157339240955294
prim_interval_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,30,0.22000358131873243,0.24273112491400078,0.15395510480401392,0.41663351394873005
prim_tojvec_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,15,0.1698449667072691,0.5450708557752472,0.1341909195182463,0.6335061393118506
prim_intersection_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,15,0.15320176050115014,0.5856792827791688,0.22096287726310632,0.4287110600425874
peak_memory_bytes,dynamic_execution,compressarc_top1_fraction_correct_steps,391,0.14194792915459406,0.004921847430184742,0.015621367039572048,0.7581414085360528
prim_difference_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,50,0.082727023171719,0.567895708310809,0.06832906432369319,0.6372903827441984
elapsed_ms_per_output_cell,dynamic_execution,compressarc_top1_fraction_correct_steps,391,0.06888614535523117,0.17402318573881626,-0.0744199270207097,0.14186400864878157
bundle_python_calls_per_example,dynamic_execution,compressarc_top1_fraction_correct_steps,391,0.06340018338017343,0.2109700598956105,0.0033538673635465405,0.9472932016698441
dsl_python_call_count_dynamic,dynamic_execution,compressarc_top1_fraction_correct_steps,391,0.06325953087058567,0.2119864606115095,-0.027974494792219997,0.5812931951003557
bundle_python_call_count_dynamic,dynamic_execution,compressarc_top1_fraction_correct_steps,391,0.06325942887755824,0.2119871989229045,-0.02801164533767053,0.5807911722046868
elapsed_ms_total,dynamic_execution,compressarc_top1_fraction_correct_steps,391,0.06318782155731363,0.21250600990956903,-0.006117068833612734,0.904030782786404
log1p_branch_opcode_count_dynamic,expanded_dynamic_execution,compressarc_top1_fraction_correct_steps,391,0.0631689555839871,0.21264285001049124,-0.007435277412596414,0.8834837457492501
elapsed_ms_per_example,dynamic_execution,compressarc_top1_fraction_correct_steps,391,0.06315278933370307,0.2127601586996723,0.01517359056293182,0.7648676110782595
elapsed_ms_per_input_cell,dynamic_execution,compressarc_top1_fraction_correct_steps,391,0.06112089550802391,0.2278770054076275,0.010198248466967406,0.8406853580410292
prim_recolor_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,19,0.04630190204280148,0.8507012536064171,0.06870587234298055,0.7798761435654463
output_cells_total,task_shape,compressarc_top1_fraction_correct_steps,391,0.039153023561634345,0.4401036066192446,0.04833769178577913,0.3404314268772949
prim_branch_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,50,0.027325760018482827,0.8505864170076767,-0.061501833469892846,0.6713570767475026
peak_memory_per_input_cell,dynamic_execution,compressarc_top1_fraction_correct_steps,391,0.017946124867837625,0.7235232514922958,0.04129508934020964,0.4154784930670804
prim_asindices_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,19,0.014898759811502469,0.951728515076606,0.0,1.0
prim_fill_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,157,0.012468200231221846,0.8768341644675038,0.013695884965578255,0.8648170036084027
prim_merge_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,66,0.011655964718411342,0.9259930528912587,0.04127776587189832,0.7420988541362716
object_op_count,dsl_structure,compressarc_top1_fraction_correct_steps,391,-0.007077129344050188,0.8890591025557812,-0.026677352473914808,0.5989471235150685
max_fan_in,dsl_structure,compressarc_top1_fraction_correct_steps,391,-0.00800923862364792,0.8745608760249415,-0.037512714180860836,0.45951154098211966
prim_rbind_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,112,-0.015571475387065326,0.8705545320014265,0.01353856693092433,0.8873344768983478
prim_sizefilter_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,26,-0.01593409649109437,0.9384190557457317,-0.050652556154569234,0.805888591244287
prim_subtract_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,23,-0.026721787461827587,0.9036690918721002,0.08141401645250007,0.7119130768923754
prim_matcher_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,44,-0.03497888757533826,0.8216579934621868,-0.00789853150724999,0.9594168626550675
test_pairs,task_shape,compressarc_top1_fraction_correct_steps,391,-0.03627520888955794,0.47446401327362175,0.024383020695291992,0.6307504569121334
prim_combine_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,34,-0.03870440791810606,0.8279564271566433,-0.10825780801745025,0.5422393526484335
prim_vconcat_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,33,-0.04095304148318483,0.8209829276072882,-0.09235750600526753,0.6092172807271091
selection_op_count,dsl_structure,compressarc_top1_fraction_correct_steps,391,-0.04342429060320817,0.39182377245906524,-0.019422309161725573,0.7018251848052287
max_nesting_depth,python_static,compressarc_top1_fraction_correct_steps,391,-0.04457978649908939,0.3793345520213463,-0.006481416660215867,0.8983446582391899
prim_dmirror_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,18,-0.044614838412888186,0.8604649206359658,0.09457205938424194,0.7089486303617446
input_cells_total,task_shape,compressarc_top1_fraction_correct_steps,391,-0.045205042839284365,0.3726793350988967,-0.020021240235139716,0.693089067780303
prim_crop_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,31,-0.04858540136594232,0.7952118871812464,-0.01820669257556118,0.9225574869253003
prim_power_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,12,-0.048672893425802916,0.8805966016979878,-0.05309942440535915,0.869815647324766
closure_call_count,dsl_structure,compressarc_top1_fraction_correct_steps,391,-0.05395583796978345,0.28720768275766384,-0.0631530593187421,0.2127581991995817
complexity_pc1_score,expanded_composite,compressarc_top1_fraction_correct_steps,391,-0.05445801408680684,0.2827388100477719,-0.1142594501753862,0.023851975168350477
bundle_opcode_per_output_cell,dynamic_execution,compressarc_top1_fraction_correct_steps,391,-0.05463761831373112,0.28115196859165487,-0.20769236661069515,3.489432937772312e-05
prim_objects_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,216,-0.055187761042327095,0.41966647590857287,-0.07868671790611448,0.24951430688196383
prim_normalize_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,19,-0.05555555555555554,0.8212832692417212,-0.055555555555555546,0.8212832692417213
log1p_cyclomatic_complexity,expanded_python_static,compressarc_top1_fraction_correct_steps,391,-0.058828428243688294,0.24582989159983273,-0.11648078170609721,0.021237743132253285
prim_repeat_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,8,-0.06366147123222897,0.8809568569775637,0.13498731178900975,0.7499565848423048
prim_upscale_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,23,-0.06573898572198719,0.765692622214393,-0.06572716413465648,0.7657336135204258
set_op_count,dsl_structure,compressarc_top1_fraction_correct_steps,391,-0.07346018541016638,0.1470891858521307,-0.017728605397767525,0.7267398101936823
prim_asobject_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,12,-0.07492568515553125,0.8169857835806882,0.17022047190244283,0.5968654035073941
prim_mapply_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,126,-0.08304807517380829,0.355215624373821,-0.025368052246251913,0.7779717836408737
prim_vsplit_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,7,-0.0875711653930426,0.8519039519603168,0.0,1.0
prim_rot270_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,16,-0.08861465043262486,0.7441607699271003,-0.12324720450266416,0.6492968923554447
cyclomatic_complexity,python_static,compressarc_top1_fraction_correct_steps,391,-0.09278914703186698,0.06682216767315532,-0.11648078170609721,0.021237743132253285
prim_argmax_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,47,-0.0943521359160349,0.528146855046633,0.07343400905919022,0.6237482936581596
prim_shape_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,20,-0.09536338098160606,0.6892073990685506,-0.09599815685308247,0.6872385415390334
prim_initset_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,16,-0.09759000729485333,0.7191800105839852,-0.09759000729485333,0.719180010583985
dsl_complexity_pc1,composite,compressarc_top1_fraction_correct_steps,391,-0.0999595591833684,0.04824618716502157,-0.1382007922124669,0.006197584812314219
bundle_distinct_function_count_dynamic,dynamic_execution,compressarc_top1_fraction_correct_steps,391,-0.11012172220402015,0.02946789308662831,-0.13324155164295423,0.008339217166143305
dsl_distinct_function_count_dynamic,dynamic_execution,compressarc_top1_fraction_correct_steps,391,-0.11012172220402015,0.02946789308662831,-0.13324155164295423,0.008339217166143305
prim_compose_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,124,-0.11047884211396976,0.2218876901952013,-0.2014272574749219,0.024875667073978883
prim_rot180_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,11,-0.1130562400999826,0.7406690529291327,0.0,1.0
prim_tophalf_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,14,-0.11322770341445954,0.6999386058115683,-0.1132277034144596,0.6999386058115683
prim_shoot_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,14,-0.11502665020909021,0.6953777978002844,-0.016693027563593327,0.9548324325663144
higher_order_count,dsl_structure,compressarc_top1_fraction_correct_steps,391,-0.11713846166400006,0.020513071520397504,-0.10240366684752916,0.04299676957809497
prim_argmin_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,20,-0.11905844263047508,0.617112993878152,0.10887588907733554,0.6477296022934277
prim_bottomhalf_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,13,-0.12309149097933275,0.6886975361352142,-0.12309149097933275,0.688697536135214
prim_last_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,18,-0.1237366313705148,0.6247221093777211,-0.14790713033090194,0.5580749071599718
prim_connect_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,8,-0.1244233530052258,0.7691028045372366,-0.21128856368212917,0.6154666889739551
prim_totuple_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,17,-0.12712349015382632,0.6268251849542112,-0.13713245325054632,0.5996979548392547
prim_canvas_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,46,-0.12719804319691985,0.39957164693881153,-0.19301850895426972,0.19871788541807942
decision_op_count,dsl_structure,compressarc_top1_fraction_correct_steps,391,-0.12879354481439592,0.010797065937760291,-0.12108456294609411,0.0166001370681782
prim_hmirror_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,26,-0.13046136174025683,0.5252767819694528,-0.15365588227728166,0.45359875017672757
prim_fork_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,101,-0.13222893760696441,0.18745695543906127,-0.0732395699961419,0.46669617415003195
prim_remove_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,24,-0.13459013822837312,0.5306469154294179,-0.17376004879466544,0.41678650999176026
prim_first_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,67,-0.1349721776647688,0.27615559596533806,-0.14358523251204242,0.2463761857518253
prim_index_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,10,-0.1351474756798972,0.7097057070984195,-0.2151657414559676,0.5505168326655957
prim_width_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,31,-0.1361898300591135,0.4650684306726814,-0.14032629851330952,0.45148955723179085
prim_replace_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,57,-0.13683063959438996,0.31013182883973034,-0.13457069092700807,0.31826648815049674
halstead_effort,python_static,compressarc_top1_fraction_correct_steps,391,-0.13796731318059072,0.006286113049608591,-0.1647962246034332,0.0010732331034965829
prim_subgrid_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,54,-0.1402833124638956,0.31165255414738857,-0.1496216619204872,0.2802062742193419
gzip_bytes,python_static,compressarc_top1_fraction_correct_steps,391,-0.1418414273930537,0.004954561816531433,-0.1731088370858702,0.0005859467187583682
prim_double_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,8,-0.14285714285714285,0.7357648598798121,-0.14285714285714285,0.7357648598798121
branch_node_count,python_static,compressarc_top1_fraction_correct_steps,391,-0.14326521076747478,0.004533003692535637,-0.1603203069696042,0.0014698244702013173
prim_chain_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,56,-0.1478012587713114,0.27700098734557876,-0.21060557772052693,0.11923014031541473
ast_node_count,expanded_python_static,compressarc_top1_fraction_correct_steps,391,-0.14820936859817452,0.0033086266045458577,-0.1719153432642633,0.0006402281113561093
bundle_opcode_per_input_cell,dynamic_execution,compressarc_top1_fraction_correct_steps,391,-0.1508473838326703,0.002786182389773129,-0.16732332215987597,0.0008954875368886967
halstead_volume,python_static,compressarc_top1_fraction_correct_steps,391,-0.15134931470819418,0.0026957233066479537,-0.1771287968137929,0.00043293619655670025
prim_sfilter_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,64,-0.15210344996379127,0.23020109844068118,-0.14540650679724756,0.25161701708277046
distinct_primitive_count,dsl_structure,compressarc_top1_fraction_correct_steps,391,-0.15391262862315505,0.002274086466646961,-0.18021700359487067,0.0003416032731271005
prim_paint_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,109,-0.15406476724512858,0.10970850184383442,-0.17851839483123752,0.06327589148353707
prim_ofcolor_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,116,-0.1545363755007993,0.09765122949945713,-0.18032150419649992,0.05274549518366295
token_count,expanded_python_static,compressarc_top1_fraction_correct_steps,391,-0.15494855727136206,0.0021214750521312093,-0.1826253346231547,0.0002832066895665881
max_dependency_depth,dsl_structure,compressarc_top1_fraction_correct_steps,391,-0.15764176588058357,0.0017674614406127166,-0.17576100517006268,0.0004802450309301259
prim_palette_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,20,-0.15808009372021264,0.5056410666956039,-0.16339271014009776,0.49125617310854675
call_count_static,expanded_python_static,compressarc_top1_fraction_correct_steps,391,-0.16050996680972643,0.001450602244684791,-0.1879057393701576,0.00018619911590128134
assignment_count,dsl_structure,compressarc_top1_fraction_correct_steps,391,-0.1639837064845,0.0011369524557753186,-0.17465944538541392,0.0005217906745347336
ast_call_count,dsl_structure,compressarc_top1_fraction_correct_steps,391,-0.1639837064845,0.0011369524557753186,-0.17465944538541392,0.0005217906745347336
temp_var_count,dsl_structure,compressarc_top1_fraction_correct_steps,391,-0.1639837064845,0.0011369524557753186,-0.17465944538541392,0.0005217906745347336
source_line_count,python_static,compressarc_top1_fraction_correct_steps,391,-0.1639837064845,0.0011369524557753186,-0.17465944538541392,0.0005217906745347336
named_call_count,dsl_structure,compressarc_top1_fraction_correct_steps,391,-0.16524222842139782,0.001039671728040965,-0.172828248625939,0.0005983100632798143
nonblank_lines,expanded_python_static,compressarc_top1_fraction_correct_steps,391,-0.16596183290222555,0.0009875558377692437,-0.19588671912063652,9.665278175827225e-05
function_count,expanded_python_static,compressarc_top1_fraction_correct_steps,391,-0.16881591739748952,0.0008037025195509379,-0.21555154062766171,1.713747506544322e-05
prim_add_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,16,-0.17458737125361848,0.5178278780629463,0.04944132324730442,0.855713784686821
solver_python_call_count_dynamic,dynamic_execution,compressarc_top1_fraction_correct_steps,391,-0.1750651675807425,0.0005061152205751264,-0.17683888611085577,0.00044258596409319564
example_count,task_shape,compressarc_top1_fraction_correct_steps,391,-0.1750651675807425,0.0005061152205751264,-0.17683888611085577,0.00044258596409319564
prim_ulcorner_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,27,-0.17740199602961904,0.37602706193797325,-0.20581609663397787,0.3030447353780316
prim_lbind_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,95,-0.17895231603798972,0.08271298015646453,-0.0939151283204601,0.3653295463997005
prim_multiply_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,16,-0.1793191605786856,0.5063627300739018,-0.18041543379727912,0.503723496897061
prim_apply_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,109,-0.1819460794502257,0.05829007795560779,-0.25769815903748283,0.006824662456162491
train_pairs,task_shape,compressarc_top1_fraction_correct_steps,391,-0.18795037255590044,0.00018553119841891727,-0.18600419309631885,0.00021683873659291745
prim_order_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,20,-0.19959173371130068,0.3988568913387201,-0.2469147563030804,0.2939497167479827
bundle_opcode_count_dynamic,dynamic_execution,compressarc_top1_fraction_correct_steps,391,-0.1997355101551799,6.978594556573754e-05,-0.2148147642520488,1.8339429559369522e-05
solver_opcode_count_dynamic,dynamic_execution,compressarc_top1_fraction_correct_steps,391,-0.1997355101551799,6.978594556573754e-05,-0.2148147642520488,1.8339429559369522e-05
geometry_op_count,dsl_structure,compressarc_top1_fraction_correct_steps,391,-0.2019675493734065,5.7610414741515923e-05,-0.22899960240305084,4.771136200759053e-06
prim_mostcolor_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,18,-0.2110484293870142,0.4005437941265054,-0.20528572777068282,0.4138227699088969
prim_papply_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,17,-0.21467941806530616,0.40798915286054865,-0.18939529812311676,0.4665855140903842
prim_height_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,26,-0.21549710489230706,0.29038919708161404,-0.23554503120024878,0.24671359650059962
prim_equality_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,21,-0.21950674865155667,0.33905141960681057,-0.24568909452387205,0.28304222048305977
prim_greater_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,8,-0.21987650447727058,0.60082643286833,-0.28347335475692037,0.496274921871828
prim_colorfilter_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,55,-0.22064310395429595,0.10549716039583579,-0.22637970720894385,0.09651907158216828
prim_mpapply_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,11,-0.223066904638121,0.509697377236913,-0.2829726654851396,0.3991354128408895
prim_toivec_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,11,-0.22428726362037218,0.5073233165306557,-0.23164312332846373,0.4931153960011486
prim_mfilter_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,30,-0.25181712786812877,0.1794652600816044,-0.2447695115798526,0.19236095095801373
prim_pair_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,14,-0.25297867728045487,0.38286474752835475,-0.26865732711169815,0.35302459874593695
prim_toobject_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,10,-0.2615354361918134,0.4654440533220073,-0.2614881801842454,0.46552763473625547
prim_underfill_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,26,-0.3186296542543454,0.11263413325197297,-0.33395035954404056,0.09544821392680228
prim_color_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,18,-0.3317928325691152,0.17859411543200632,-0.378528178725907,0.12139055805381176
prim_insert_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,14,-0.3329012302626991,0.24481973149222686,-0.4861928893758043,0.07793898161646247
prim_switch_count,dsl_primitive_usage,compressarc_top1_fraction_correct_steps,7,-0.3442559596754946,0.44957916228550737,-0.3888888888888889,0.38857027040862563
prim_insert_count,dsl_primitive_usage,compressarc_top2_failure,14,0.3966192846617019,0.160307785543115,0.49038428492711933,0.07503215270460585
prim_color_count,dsl_primitive_usage,compressarc_top2_failure,18,0.35675303400633795,0.14615638864468966,0.35675303400633784,0.14615638864469
prim_switch_count,dsl_primitive_usage,compressarc_top2_failure,7,0.34426518632954817,0.44956619899572464,0.3944053188733077,0.3812751507821026
prim_underfill_count,dsl_primitive_usage,compressarc_top2_failure,26,0.3380617018914067,0.09119010722933144,0.36055512754639896,0.0703769899124932
