task_id,source_bytes,total_lines,nonblank_lines,comment_lines,token_count,ast_node_count,function_count,call_count_static,comprehension_count,branch_node_count,return_count,name_load_count,constant_count,assignment_node_count,cyclomatic_complexity,max_nesting_depth,max_line_length,mean_line_length,gzip_bytes,halstead_distinct_operators,halstead_distinct_operands,halstead_total_operators,halstead_total_operands,halstead_vocabulary,halstead_length,halstead_volume,halstead_difficulty,halstead_effort,source_line_count,assignment_count,temp_var_count,ast_call_count,named_call_count,closure_call_count,distinct_primitive_count,max_dependency_depth,max_fan_in,higher_order_count,object_op_count,selection_op_count,geometry_op_count,set_op_count,decision_op_count,direct_primitive_names,prim_vmirror_count,prim_hmirror_count,prim_dmirror_count,prim_rot180_count,prim_upscale_count,prim_hconcat_count,prim_replace_count,prim_crop_count,prim_switch_count,prim_rot270_count,prim_vconcat_count,prim_downscale_count,prim_tojvec_count,prim_canvas_count,prim_mostcolor_count,prim_first_count,prim_hsplit_count,prim_objects_count,prim_subgrid_count,prim_delta_count,prim_fill_count,prim_ofcolor_count,prim_move_count,prim_argmin_count,prim_partition_count,prim_argmax_count,prim_colorcount_count,prim_subtract_count,prim_leastcolor_count,prim_bottomhalf_count,prim_frontiers_count,prim_merge_count,prim_decrement_count,prim_numcolors_count,prim_mapply_count,prim_underfill_count,prim_branch_count,prim_portrait_count,prim_rbind_count,prim_vsplit_count,prim_equality_count,prim_compose_count,prim_extract_count,prim_fork_count,prim_cover_count,prim_sizefilter_count,prim_fgpartition_count,prim_paint_count,prim_apply_count,prim_colorfilter_count,prim_mfilter_count,prim_rot90_count,prim_trim_count,prim_color_count,prim_asindices_count,prim_lefthalf_count,prim_tophalf_count,prim_shape_count,prim_last_count,prim_palette_count,prim_compress_count,prim_valmin_count,prim_intersection_count,prim_shift_count,prim_cellwise_count,prim_righthalf_count,prim_combine_count,prim_inbox_count,prim_astuple_count,prim_shoot_count,prim_size_count,prim_lbind_count,prim_matcher_count,prim_sfilter_count,prim_cmirror_count,prim_difference_count,prim_other_count,prim_hupscale_count,prim_vupscale_count,prim_halve_count,prim_height_count,prim_width_count,prim_power_count,prim_gravitate_count,prim_mostcommon_count,prim_totuple_count,prim_dedupe_count,prim_remove_count,prim_backdrop_count,prim_product_count,prim_interval_count,prim_mpapply_count,prim_order_count,prim_chain_count,prim_asobject_count,prim_recolor_count,prim_dneighbors_count,prim_insert_count,prim_toindices_count,prim_greater_count,prim_neighbors_count,prim_lrcorner_count,prim_ulcorner_count,prim_increment_count,prim_sign_count,prim_contained_count,prim_normalize_count,prim_leastcommon_count,prim_add_count,prim_connect_count,prim_pair_count,prim_papply_count,prim_prapply_count,prim_initset_count,prim_valmax_count,prim_index_count,prim_center_count,prim_underpaint_count,prim_urcorner_count,prim_box_count,prim_position_count,prim_repeat_count,prim_divide_count,prim_occurrences_count,prim_hfrontier_count,prim_vfrontier_count,prim_hperiod_count,prim_multiply_count,prim_lowermost_count,prim_toobject_count,prim_double_count,prim_vline_count,prim_invert_count,prim_crement_count,prim_leftmost_count,prim_toivec_count,prim_uppermost_count,prim_positive_count,prim_outbox_count,prim_llcorner_count,prim_maximum_count,prim_minimum_count,prim_vperiod_count,prim_vmatching_count,prim_even_count,prim_rightmost_count,prim_rapply_count,prim_hline_count,prim_corners_count,prim_flip_count,prim_centerofmass_count,prim_both_count,status,train_pairs,test_pairs,example_count,elapsed_ms_total,elapsed_ms_per_example,peak_memory_bytes,current_memory_bytes,input_cells_total,output_cells_total,solver_opcode_count_dynamic,dsl_opcode_count_dynamic,primitives_opcode_count_dynamic,bundle_opcode_count_dynamic,solver_branch_opcode_count_dynamic,dsl_branch_opcode_count_dynamic,primitives_branch_opcode_count_dynamic,bundle_branch_opcode_count_dynamic,solver_python_call_count_dynamic,dsl_python_call_count_dynamic,primitives_python_call_count_dynamic,bundle_python_call_count_dynamic,solver_distinct_function_count_dynamic,dsl_distinct_function_count_dynamic,primitives_distinct_function_count_dynamic,bundle_distinct_function_count_dynamic,elapsed_ms_per_input_cell,elapsed_ms_per_output_cell,bundle_opcode_per_input_cell,bundle_opcode_per_output_cell,bundle_branch_opcode_per_input_cell,bundle_python_calls_per_example,peak_memory_per_input_cell,dsl_complexity_pc1
447fd412,810,27,27,0,256,275,1,25,0,0,1,110,0,25,1,0,39,29.037037,405,6.0,62.0,113.0,113.0,68.0,226.0,1375.7666021225766,5.467741935483871,7522.336743863766,27,25,24,25,25,0,12,10,3,17,2,1,0,3,0,apply|argmax|chain|compose|fork|interval|lbind|mapply|normalize|objects|paint|rapply,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,3.0,,5.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,passed,3,1,4,58.4679,14.616975,76476,37460,861,861,399,0,0,399,0,0,0,0,4,35931,0,35935,1,45,0,46,0.06790696864111498,0.06790696864111498,0.4634146341463415,0.4634146341463415,0.0,8983.75,88.82229965156795,8.879278579149135
44d8ac46,144,6,6,0,55,53,1,4,0,0,1,20,0,4,1,0,28,23.166667,134,6.0,16.0,23.0,23.0,22.0,46.0,205.13385445731566,4.3125,884.6397473471739,6,4,3,4,4,0,4,4,1,0,1,0,0,2,0,apply|fill|mfilter|objects,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,4,1,5,7.86,1.572,46109,31781,720,720,100,0,0,100,0,0,0,0,5,3308,0,3313,1,22,0,23,0.010916666666666667,0.010916666666666667,0.1388888888888889,0.1388888888888889,0.0,662.6,64.04027777777777,-4.472688098242245
44f52bb0,138,6,6,0,49,47,1,4,0,0,1,17,0,4,1,0,31,22.166667,133,6.0,14.0,20.0,20.0,20.0,40.0,172.8771237954945,4.285714285714286,740.9019591235478,6,4,3,4,4,0,4,4,1,1,0,0,2,0,2,branch|canvas|equality|vmirror,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,6,2,8,0.5505,0.068812,7882,5970,72,8,147,0,0,147,0,0,0,0,8,96,0,104,1,5,0,6,0.0076458333333333335,0.0688125,2.0416666666666665,18.375,0.0,13.0,109.47222222222223,-7.099271295615652
4522001f,634,24,24,0,207,223,1,22,0,0,1,87,0,22,1,0,35,25.458333,318,6.0,51.0,90.0,90.0,57.0,180.0,1049.9202025496534,5.294117647058823,5558.401072321694,24,22,21,22,22,0,16,12,3,3,2,1,7,1,6,astuple|branch|canvas|combine|contained|first|initset|objects|paint|rot180|rot270|rot90|shape|shift|toindices|upscale,,,,1.0,2.0,,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,2,1,3,2.0767,0.692233,22810,16658,27,243,214,0,0,214,0,0,0,0,3,1200,0,1203,1,27,0,28,0.07691481481481482,0.008546090534979425,7.925925925925926,0.8806584362139918,0.0,401.0,844.8148148148148,5.077272894570327
4612dd53,445,18,18,0,157,167,1,16,0,0,1,65,0,16,1,0,30,23.777778,252,6.0,34.0,68.0,68.0,40.0,136.0,723.7822209046814,6.0,4342.693325428088,18,16,15,16,16,0,11,13,3,1,1,1,1,2,2,box|branch|fill|greater|mapply|ofcolor|shift|size|subgrid|ulcorner|underfill,,,,,,,,,,,,,,,,,,,1.0,,2.0,3.0,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,3,1,4,5.4793,1.369825,49608,27872,598,598,234,0,0,234,0,0,0,0,4,2271,0,2275,1,27,0,28,0.009162709030100335,0.009162709030100335,0.391304347826087,0.391304347826087,0.0,568.75,82.95652173913044,3.2707832199638434
46442a0e,164,8,8,0,61,61,1,6,0,0,1,22,0,6,1,0,24,19.625,119,6.0,14.0,25.0,25.0,20.0,50.0,216.09640474436813,5.357142857142858,1157.6593111305438,8,6,5,6,6,0,5,3,2,0,0,0,6,0,0,hconcat|rot180|rot270|rot90|vconcat,,,,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,3,1,4,0.4243,0.106075,9028,7460,31,124,78,0,0,78,0,0,0,0,4,99,0,103,1,6,0,7,0.013687096774193549,0.003421774193548387,2.5161290322580645,0.6290322580645161,0.0,25.75,291.2258064516129,-6.335913408109147
46f33fce,128,6,6,0,45,43,1,4,0,0,1,15,0,4,1,0,27,20.5,112,6.0,12.0,18.0,18.0,18.0,36.0,150.11730005192322,4.5,675.5278502336545,6,4,3,4,4,0,3,4,1,0,0,0,4,0,0,downscale|rot180|upscale,,,,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,3,1,4,1.5703,0.392575,46124,44540,400,1600,60,0,0,60,0,0,0,0,4,684,0,688,1,4,0,5,0.00392575,0.0009814375,0.15,0.0375,0.0,172.0,115.31,-7.192258410224884
47c1f68c,279,12,12,0,101,105,1,10,0,0,1,40,0,10,1,0,29,22.333333,180,6.0,23.0,43.0,43.0,29.0,86.0,417.78636558097116,5.608695652173913,2343.236572171534,12,10,9,10,10,0,9,6,3,0,2,2,2,0,0,cellwise|compress|hmirror|leastcolor|merge|mostcolor|objects|replace|vmirror,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,3,1,4,4.1672,1.0418,37243,22563,420,344,144,0,0,144,0,0,0,0,4,1768,0,1772,1,15,0,16,0.009921904761904762,0.012113953488372093,0.34285714285714286,0.4186046511627907,0.0,443.0,88.67380952380952,-0.9844983310505399
484b58aa,703,29,29,0,234,255,1,27,0,0,1,98,0,27,1,0,32,23.275862,354,6.0,55.0,101.0,101.0,61.0,202.0,1198.008942187703,5.50909090909091,6599.940172415892,29,27,26,27,25,2,19,11,2,3,5,0,2,4,0,apply|asobject|astuple|colorfilter|crop|difference|height|hperiod|lbind|mapply|merge|neighbors|paint|partition|power|toivec|tojvec|vperiod|width,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,3.0,,,2.0,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,passed,3,1,4,313.1001,78.275025,4144352,140936,3364,3364,375,0,0,375,0,0,0,0,4,172775,0,172779,1,34,0,35,0.0930737514863258,0.0930737514863258,0.111474435196195,0.111474435196195,0.0,43194.75,1231.9714625445897,10.107157874291115
48d8fb45,194,8,8,0,71,71,1,6,0,0,1,27,0,6,1,0,28,23.375,154,6.0,18.0,30.0,30.0,24.0,60.0,275.09775004326934,5.0,1375.4887502163467,8,6,5,6,6,0,5,5,2,2,2,2,0,0,0,extract|lbind|matcher|objects|subgrid,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,3,1,4,3.3568,0.8392,21866,6890,400,36,93,0,0,93,0,0,0,0,4,1101,0,1105,1,25,0,26,0.008392,0.09324444444444444,0.2325,2.5833333333333335,0.0,276.25,54.665,-3.1113339028576203
4938f0c2,483,20,20,0,171,183,1,18,0,0,1,71,0,18,1,0,29,23.2,269,6.0,40.0,74.0,74.0,46.0,148.0,817.4871694964379,5.550000000000001,4537.053790705231,20,18,17,18,18,0,14,11,2,1,1,0,4,0,2,add|branch|fill|greater|height|hmirror|objects|ofcolor|shift|size|toivec|tojvec|vmirror|width,1.0,1.0,,,,,,,,,,,1.0,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,passed,3,1,4,5.6994,1.42485,55677,21224,1120,1120,261,0,0,261,0,0,0,0,4,2340,0,2344,1,27,0,28,0.0050887499999999995,0.0050887499999999995,0.2330357142857143,0.2330357142857143,0.0,586.0,49.71160714285714,3.7021548475456663
496994bd,190,9,9,0,70,71,1,7,0,0,1,26,0,7,1,0,28,20.222222,152,6.0,18.0,29.0,29.0,24.0,58.0,265.9278250418271,4.833333333333334,1285.3178210354977,9,7,6,7,7,0,7,6,2,0,0,0,3,0,0,astuple|crop|halve|height|hmirror|vconcat|width,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,2,1,3,1.1908,0.396933,10466,8930,140,140,64,0,0,64,0,0,0,0,3,39,0,42,1,8,0,9,0.008505714285714287,0.008505714285714287,0.45714285714285713,0.45714285714285713,0.0,14.0,74.75714285714285,-4.938333136229007
49d1d64f,791,31,31,0,268,291,1,29,0,0,1,114,0,29,1,0,34,24.548387,367,6.0,54.0,117.0,117.0,60.0,234.0,1382.2123993723933,6.5,8984.380595920557,31,29,28,29,27,2,17,14,3,4,0,0,7,0,5,asindices|astuple|branch|compose|corners|crop|decrement|equality|fill|hconcat|height|increment|toivec|tojvec|upscale|vconcat|width,,,,,1.0,1.0,,4.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,3.0,,,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,passed,3,1,4,1.2124,0.3031,15984,11040,25,81,429,0,0,429,0,0,0,0,4,531,0,535,1,25,0,26,0.048496,0.0149679012345679,17.16,5.296296296296297,0.0,133.75,639.36,6.568946978179675
4be741c5,258,11,11,0,92,95,1,9,0,0,1,36,0,9,1,0,38,22.545455,186,6.0,24.0,39.0,39.0,30.0,78.0,382.73746645746445,4.875,1865.8451489801391,11,9,8,9,6,3,5,7,2,2,0,0,1,1,2,apply|astuple|branch|crop|portrait,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,3,1,4,1.7715,0.442875,13512,11352,582,14,147,0,0,147,0,0,0,0,4,82,0,86,1,11,0,12,0.0030438144329896907,0.12653571428571428,0.25257731958762886,10.5,0.0,21.5,23.216494845360824,-2.1160136379677716
4c4377d9,78,4,4,0,29,25,1,2,0,0,1,8,0,2,1,0,22,18.75,86,6.0,7.0,11.0,11.0,13.0,22.0,81.40967379910403,4.714285714285714,383.78846219577616,4,2,1,2,2,0,2,2,1,0,0,0,2,0,0,hmirror|vconcat,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,4,1,5,0.3584,0.07168,8556,6972,60,120,40,0,0,40,0,0,0,0,5,10,0,15,1,2,0,3,0.005973333333333333,0.0029866666666666665,0.6666666666666666,0.3333333333333333,0.0,3.0,142.6,-11.710923181941803
50846271,1222,41,41,0,390,423,1,39,0,0,1,170,0,39,1,0,40,28.829268,521,6.0,84.0,173.0,173.0,90.0,346.0,2246.1811713300676,6.178571428571428,13878.19080857506,41,39,38,39,39,0,17,16,3,25,2,0,0,3,0,apply|chain|colorfilter|compose|fill|fork|halve|lbind|mapply|mfilter|objects|ofcolor|prapply|rbind|toivec|tojvec|valmax,,,,,,,,,,,,,1.0,,,,,1.0,,,3.0,1.0,,,,,,,,,,,,,1.0,,,,11.0,,,3.0,,9.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,passed,4,1,5,50.6972,10.13944,190372,50908,1732,1732,828,0,0,828,0,0,0,0,5,26124,0,26129,1,45,0,46,0.02927090069284065,0.02927090069284065,0.4780600461893764,0.4780600461893764,0.0,5225.8,109.91454965357968,11.84195291130182
508bd3b6,881,34,34,0,303,329,1,32,0,0,1,130,0,32,1,0,39,24.941176,406,6.0,64.0,133.0,133.0,70.0,266.0,1630.389282507361,6.234375,10164.458183131828,34,32,31,32,32,0,21,21,3,4,2,7,2,0,4,add|argmax|argmin|branch|connect|double|equality|extract|fill|first|flip|index|last|multiply|objects|paint|rbind|subtract|ulcorner|urcorner|width,,,,,,,,,,,,,,,,1.0,,2.0,,,2.0,,,1.0,,1.0,,2.0,,,,,,,,,3.0,,1.0,,1.0,,1.0,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,2.0,,,,,,1.0,,,1.0,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,passed,3,1,4,22.7449,5.686225,50458,29458,576,576,471,0,0,471,0,0,0,0,4,13937,0,13941,1,32,0,33,0.039487673611111114,0.039487673611111114,0.8177083333333334,0.8177083333333334,0.0,3485.25,87.60069444444444,10.288383917711629
50cb2852,149,6,6,0,55,53,1,4,0,0,1,20,0,4,1,0,33,24.0,142,6.0,16.0,23.0,23.0,22.0,46.0,205.13385445731566,4.3125,884.6397473471739,6,4,3,4,4,0,4,3,2,1,1,0,0,1,0,compose|fill|mapply|objects,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,3,1,4,9.1487,2.287175,51605,28773,665,665,72,0,0,72,0,0,0,0,4,3778,0,3782,1,20,0,21,0.013757443609022556,0.013757443609022556,0.10827067669172932,0.10827067669172932,0.0,945.5,77.6015037593985,-4.136295869745302
5117e062,200,8,8,0,71,71,1,6,0,0,1,27,0,6,1,0,32,24.125,167,6.0,20.0,30.0,30.0,26.0,60.0,282.0263830884655,4.5,1269.1187238980947,8,6,5,6,6,0,6,4,2,1,2,2,0,0,0,extract|matcher|mostcolor|objects|replace|subgrid,,,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,3,1,4,3.5558,0.88895,30976,14544,676,36,96,0,0,96,0,0,0,0,4,1378,0,1382,1,24,0,25,0.005260059171597633,0.09877222222222222,0.14201183431952663,2.6666666666666665,0.0,345.5,45.82248520710059,-2.941386514310828
5168d44c,230,9,9,0,78,79,1,7,0,0,1,30,0,7,1,0,45,24.666667,177,6.0,21.0,33.0,33.0,27.0,66.0,313.8225751427889,4.714285714285714,1479.4492828160048,9,7,6,7,7,0,6,5,2,1,0,0,0,0,2,branch|equality|height|move|ofcolor|recolor,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,3,1,4,1.6878,0.42195,20832,16136,350,350,111,0,0,111,0,0,0,0,4,462,0,466,1,15,0,16,0.004822285714285714,0.004822285714285714,0.3171428571428571,0.3171428571428571,0.0,116.5,59.52,-2.5876447366699358
539a4f51,524,21,21,0,178,191,1,19,0,0,1,74,0,19,1,0,30,24.0,299,6.0,44.0,77.0,77.0,50.0,154.0,869.1538532253076,5.25,4563.057729432865,21,19,18,19,19,0,17,13,3,1,1,0,7,0,2,asobject|astuple|branch|canvas|colorcount|crop|decrement|dmirror|hconcat|index|multiply|paint|positive|shape|vconcat|vupscale|width,,,1.0,,,2.0,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,passed,3,1,4,2.016,0.504,25360,14104,100,400,267,0,0,267,0,0,0,0,4,1108,0,1112,1,19,0,20,0.02016,0.00504,2.67,0.6675,0.0,278.0,253.6,3.2444261622351815
53b68214,533,22,22,0,187,201,1,20,0,0,1,78,0,20,1,0,34,23.272727,307,6.0,47.0,81.0,81.0,53.0,162.0,927.9231136392382,5.170212765957446,4797.559927964571,22,20,19,20,20,0,18,9,3,3,1,1,2,2,1,add|apply|astuple|branch|canvas|decrement|first|interval|lbind|mapply|objects|paint|portrait|shape|shift|toivec|vperiod|width,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,2.0,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,passed,3,2,5,7.505,1.501,21264,8264,320,500,376,0,0,376,0,0,0,0,5,4304,0,4309,1,34,0,35,0.023453125,0.015009999999999999,1.175,0.752,0.0,861.8,66.45,5.516241931124625
543a7ed5,204,8,8,0,75,75,1,6,0,0,1,29,0,6,1,0,29,24.625,160,6.0,20.0,32.0,32.0,26.0,64.0,300.82814196102987,4.800000000000001,1443.9750814129436,8,6,5,6,6,0,4,5,2,0,2,0,0,2,0,colorfilter|fill|mapply|objects,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,2,1,3,6.207,2.069,41352,28040,675,675,72,0,0,72,0,0,0,0,3,3064,0,3067,1,20,0,21,0.009195555555555556,0.009195555555555556,0.10666666666666667,0.10666666666666667,0.0,1022.3333333333334,61.26222222222222,-2.53749235419961
54d82841,237,10,10,0,87,89,1,8,0,0,1,34,0,8,1,0,30,22.8,179,6.0,24.0,37.0,37.0,30.0,74.0,363.1099040750304,4.625,1679.3833063470156,10,8,7,8,8,0,7,5,2,2,1,0,0,2,0,apply|compose|decrement|fill|height|lbind|objects,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,3,1,4,2.5423,0.635575,24234,12322,201,201,123,0,0,123,0,0,0,0,4,1099,0,1103,1,21,0,22,0.012648258706467661,0.012648258706467661,0.6119402985074627,0.6119402985074627,0.0,275.75,120.56716417910448,-1.655136532279434
54d9e175,340,12,12,0,117,121,1,10,0,0,1,48,0,10,1,0,35,27.416667,235,6.0,34.0,51.0,51.0,40.0,102.0,542.8366656785109,4.5,2442.7649955532993,12,10,9,10,10,0,7,8,2,2,2,0,0,1,0,compose|fork|mapply|objects|paint|replace|sizefilter,,,,,,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passed,4,1,5,6.9256,1.38512,38422,27134,253,253,228,0,0,228,0,0,0,0,5,3086,0,3091,1,26,0,27,0.027373913043478262,0.027373913043478262,0.9011857707509882,0.9011857707509882,0.0,618.2,151.86561264822134,0.7455550404060528
